	G48	G99	G40	G27	G42	G63	G73	G8	G49	G74	G88	G45	G21	G28	G30	G29	G39	G62	G77	G5	G22	G24	G2	G26	G75	G9	G32	G1	G95	G11	G13	G15	G58	G47	G4	G51	G71	G89	G44	G16	G100	G3	G97	G7	G52	G41	G37	G59	G70	G46	G33	G72	G65	G18	G50	G17	G10	G53	G61	G35	G68	G79	G83	G31	G23	G34	G90	Time	G94	G36	G78	G87	G60	G80	G84	G91	G76	G86	G57	G20	G81	G93	G6	G55	G56	G66	G12	G54	G43	G85	G82	G96	G98	G38	G64	G69	G25	G92	G19	G14	G67
G28	0.011506901987261443	0.0037880683342716203	0.003579939072638979	0.005153322036546922	0.002441189661420722	0.018896396523063172	0.01901490084725583	0.0032092400985874554	0.003351605609445474	0.004243378242573863	0.0024949004669646887	0.006348405697716935	0.015448718131810249	0.08753298894345811	0.03036012953962167	0.026636943151364674	0.00345094226742029	0.0026932065890856263	0.0026281831618590913	0.002446471587607874	0.0036027629290292765	0.007860690176740858	0.005393983211887873	0.002721777470195096	0.023491717714812146	0.004459372787829271	0.003262781240481354	0.0031064982645511528	0.004875040932455729	0.0024916315557367338	0.011452227298045207	0.0020332283572058285	0.005907766524524285	0.00901017650320634	0.0025254726270070725	0.0058033039588709975	0.0035352612652249614	0.004977625661491346	0.011797893129153301	0.021026055546394883	0.006616000050875634	0.002584229367388796	0.023414252586728086	0.005390037592712476	0.0035971708159213897	0.09312883081989526	0.012680350578239333	0.0023287883301849346	0.017226920242046428	0.00757931033286593	0.006193729817423957	0.003910948374654277	0.005637689787882394	0.00565136436417149	0.005886978879254178	0.014662091009522666	0.00393822738570118	0.002894372909994668	0.006114970366073509	0.004034599495148435	0.002404089060447306	0.03051806781326413	0.009220230993175765	0.03276806445449924	0.01866558372727985	0.007805838823530015	0.006715407540073089	0.0033753167375768873	0.00655852349136492	0.008772846994601475	0.011905116450455378	0.005784880987030813	0.005035506114264916	0.00480520344251805	0.04983604100303478	0.0029060972020591683	0.008074757214929318	0.008513957147481668	0.004065100668850963	0.003413237312815002	0.009895086582890627	0.0023539521875156596	0.0032653834159435875	0.005421967377967438	0.003636904322803836	0.0038875383152220965	0.0026337286590401047	0.011199661748559535	0.02083704493219804	0.011360843985005888	0.005812593691408724	0.00646947013021859	0.0058284638240369705	0.007597245851416983	0.011429439901087217	0.0038681734743951524	0.006927200671105325	0.006328482098100099	0.0021381245831787214	0.005556952882940953	0.004375911974208291
G29	0.0037346789696417093	0.006617882760984479	0.0023798778168693147	0.0020779416189349183	0.002998000945876106	0.0040549914100236955	0.030302256271208774	0.0021645028178013297	0.002996302021332082	0.004284036794289744	0.002695251255238263	0.014259642249120796	0.004385988007057611	0.023633558343116815	0.0022968958760853355	0.10287188916963072	0.004969378446653559	0.006464372461754069	0.001884970449808656	0.0046617613068084315	0.0032708834587195637	0.04524793299807699	0.002742219903974331	0.008605388824810383	0.004579686560656698	0.008171478430256738	0.01099302822973649	0.002471392526006325	0.009894644705671505	0.0029176819105583935	0.0021814602483454315	0.0020590910256859996	0.005935915308712601	0.01089290133477534	0.0024184064729031564	0.01329756312159837	0.0015617252851110703	0.004196343474381714	0.032022657677534774	0.03473116061414373	0.00747164811064653	0.003963394243588229	0.050656766348379706	0.012458473087179869	0.012589177017732808	0.008221493292476302	0.011674174436828149	0.001822406038972841	0.00642714210632761	0.004821749652959534	0.0015234251699615224	0.0020628741234100536	0.05641642391382717	0.0030343520148366646	0.0049542463281210085	0.0021881385952400674	0.001293250330234775	0.011966683141772084	0.002528157401989569	0.003268678075009788	0.0026023524740815293	0.013355976451025077	0.0026609480179193555	0.010927193407588518	0.004694447605874277	0.0052677938339265405	0.034800472660405216	0.0032111880912540623	0.003063291556700047	0.0014744501438912852	0.00657226125876591	0.005277332541055282	0.002526594911365664	0.00143857418402777	0.005183287868074948	0.02429714947193199	0.028925115818954572	0.009486782277148302	0.002671373376293829	0.001983758960249316	0.003620264476124515	0.0026151904017481585	0.011097501144073516	0.012979590312646604	0.016455004614441195	0.005439695436340565	0.0018660452453729607	0.06857014073861287	0.002410633064259855	0.006781828491956641	0.008575026671125223	0.0031813446509280753	0.003528619245960659	0.0033846525650490433	0.004674969514625487	0.008041567725124616	0.003630220905928345	0.004472622348060684	0.002190580700096869	0.00173165300515282	0.007064109298447724
G30	0.0026264189452846554	0.004666896488543584	0.005109640180277796	0.023007732205391155	0.0032897048665828134	0.00824256848132524	0.004889103450032872	0.003999196256811907	0.003162741102666524	0.005369228543515319	0.003288268947237455	0.004434851602259579	0.006757936902699229	0.04860547601149011	0.10233019574083835	0.00469682882267679	0.00945613615461737	0.013519664714885258	0.0030069171493820814	0.004714527563814091	0.004163456804995663	0.00872655884588419	0.005527904079114654	0.002098110044510552	0.013382360543992828	0.004954801585409556	0.001953273636388519	0.0030547992941374865	0.005643164007836483	0.006529685846497882	0.006092969146351592	0.0033628071138921472	0.005356438560871251	0.029653302416156015	0.002839447583085134	0.004835764026425603	0.004023150807432673	0.0031811744478591605	0.007249943672880985	0.00988328696086482	0.006767427111544206	0.0028720711995092953	0.010309764370897164	0.016831551102047815	0.0035912102051611403	0.007836683634078407	0.004369211010917955	0.0029815662603021515	0.022821250081686863	0.0515595810110714	0.02018914133902077	0.0026258955781305023	0.013744229410823254	0.004445134816794953	0.003751810601206379	0.007919814769435998	0.0027354396769613625	0.007576496931095694	0.004678040522425249	0.0030929412059537	0.004976931104720358	0.0041481680048749275	0.008166635302585296	0.005408630086038312	0.022483367331911377	0.04559274138830138	0.030750968652154983	0.009093179935876926	0.0031869925123231154	0.02073282827828468	0.0031073030551563878	0.0038330164686478665	0.003654740346559057	0.00464933312300244	0.026671435525187377	0.005709230200202646	0.007087511904682224	0.01895002335563413	0.006601501091147985	0.012193478891278546	0.015036590381906134	0.002341180379322256	0.0034442789179041358	0.003083568500821984	0.0037800113339105435	0.004434007465171354	0.0025158720916214263	0.0024669171445655235	0.02197627969316934	0.006122630381774614	0.009442800475361753	0.004008541753554932	0.004041480760253024	0.009666664107103899	0.02413252578959169	0.0033600346691136933	0.0045201151938810075	0.00516763914758527	0.00726936673887589	0.01513702601050724	0.002668758111450719
G31	0.006868897433247892	0.0032329717581092484	0.009548436582852714	0.003891229746228058	0.003632348999245077	0.0049484101087252505	0.0069816258393084266	0.010712159906494935	0.005498490598462742	0.005759129906408779	0.003791468518100107	0.006004454716312579	0.014740934382313156	0.016288993075180468	0.004471590608193337	0.003820981192330238	0.009795487748844528	0.0043871572602919235	0.005075320983675382	0.004272392011111718	0.002336926505633671	0.0044374882722253905	0.004625172851039604	0.007628119421216843	0.004287099002858384	0.003895840144354453	0.0037324709207214595	0.004024793981409485	0.005845570209699341	0.0037348047196341604	0.02443060539505803	0.00321134283663725	0.004422063795092306	0.03242365735477784	0.006140383183287771	0.009002364933169225	0.0038866314463710107	0.0025484395364245606	0.006018473775750345	0.006893087235574054	0.008895401185808097	0.0030928926692198625	0.007282969645226789	0.026935566326782675	0.006654739771040772	0.034741976544134794	0.046597937298204904	0.003748439733903308	0.024542281671247654	0.024393519461210558	0.02120098572705125	0.014852878449729231	0.0055045666231963815	0.004241670501023574	0.0054863446583684325	0.03367419395495087	0.00600126783327941	0.0038633557109383257	0.00355630198320968	0.008545894370778457	0.004503272422166381	0.01786809781485958	0.0052669874412558685	0.09909841560168733	0.01007201044277182	0.0099641574050836	0.005373101791673611	0.008547053788745132	0.004410008487790728	0.00411414819448954	0.011061758042118138	0.005536730288187711	0.006259128268438115	0.01578837425893769	0.0082806900774066	0.0025973316255870904	0.00586551987772927	0.009073081971368253	0.003881619791798821	0.0036508038734857913	0.020955381624218592	0.003186161311268605	0.004102043793309941	0.004331048138312373	0.004163584860300163	0.0034630243126245	0.0025618922093703657	0.003963300728659493	0.005371583855731208	0.059327243791374044	0.005475071040337496	0.005671684014265715	0.008380614700144067	0.007711833507696655	0.0069887303636387175	0.005583899364792126	0.004740026964120711	0.004158507644231871	0.0031926504320512854	0.00987701873672483	0.014521406125569129
G32	0.007112447647831133	0.012168597675538934	0.010396862178875484	0.011499133237777395	0.009380465151254803	0.006768729233380139	0.008405292280808507	0.006334451471685481	0.012927569299646167	0.004419227680855006	0.011242994371045019	0.03670061339829119	0.008144140864777185	0.007004748843841586	0.012653861569139219	0.018046979415231437	0.005350181820703779	0.005257212842410785	0.004346005419760618	0.0071152260913654695	0.007295791730392458	0.01656903643750736	0.009889372455487261	0.0077809625309459415	0.0053831812481678586	0.007448078190221456	0.01874115649129681	0.005350519934522295	0.00986965530033164	0.018158923578186416	0.006313714898299028	0.006748632404091488	0.006766927946889749	0.007827084854490789	0.005353744285910419	0.011596066379214315	0.0066160503120806366	0.006111764753164892	0.03049229773781209	0.014082329547399491	0.005711111585958792	0.006516690415862432	0.01177049032802563	0.013060953393373903	0.009923046733740034	0.005552283289624044	0.008314473339080551	0.010067840439412827	0.016637577917854217	0.005701331206174248	0.00632760846850764	0.008019009199650942	0.02530982712496033	0.005541447539477902	0.01112768601032769	0.005674915918071346	0.006284660714675741	0.011296228456193502	0.007997139029773555	0.007528900493159224	0.010505882639073786	0.0071528279126224165	0.007975374196626049	0.009546533027529749	0.006399231489568477	0.005870370327276471	0.02080505043217629	0.007609397226593304	0.008019693146147788	0.012501863522461675	0.008032553333292156	0.005587352990421972	0.017000833048782388	0.007340782285318141	0.007245430458429787	0.009161226487473887	0.02142429129639849	0.012616081392991653	0.007010954778500471	0.0069709365423941145	0.00904982664880531	0.01286389466463862	0.024601133850580912	0.005637287972610776	0.012190574830229738	0.006182971014076568	0.007994998513332572	0.019390776163016564	0.006339410441690259	0.008825693085983579	0.006278611306878737	0.005976227462614029	0.006335591062347367	0.007428462214373483	0.007244060476743499	0.020196870669905893	0.009716957322734024	0.004084867268133092	0.00633241780513146	0.008011282424112219	0.004508165153445781
G33	0.0020986390312752764	0.0027289041517865927	0.01191260873788191	0.006624280085070108	0.001767246584395444	0.055634859595364336	0.01183342857162333	0.008417042004073932	0.0027030579815558882	0.0014226894585238536	0.001323787331433079	0.003984757953147122	0.0033789542442722027	0.009879522854436568	0.03165173122166018	0.0015577035855848852	0.004451426978676036	0.007501554318328477	0.00989334072904506	0.014934326349318858	0.0014246870926467473	0.006830955647716156	0.02615797638592244	0.010116627257382434	0.003313461534569459	0.006166802626854627	0.0019252996716689888	0.0019170616885616461	0.008862615409420708	0.0009827526044456482	0.0020558512865610067	0.002030125378794266	0.0011109347022925425	0.02756545818071649	0.008004773731386501	0.0024455949887378092	0.0014437837468571925	0.001740791137721193	0.00804693513633245	0.001997396526442113	0.013720674095478882	0.0012557551154154403	0.01748383733593674	0.07409256214642435	0.0019528064691524722	0.00966859354049384	0.002730764374663454	0.006411662443508051	0.0063053173626023435	0.09736101250261134	0.15332459197543258	0.00240845111799618	0.00420854729854575	0.002324331730416596	0.0019050925943900382	0.0031897639509967024	0.0019050070287570666	0.010513710012875065	0.0014262385614887939	0.0014688435484592054	0.002016344322010053	0.004870806040792227	0.0017717595013655848	0.005606751105323316	0.004338249390522611	0.06740842936769133	0.022010563654834895	0.003233596495715222	0.003908189586871814	0.0013610963853911409	0.0032991883308791763	0.001410164127307049	0.0013672434127864463	0.001743146199345454	0.01222112038716956	0.002446176038147277	0.0023696989707751646	0.005984695618274817	0.003879447496886073	0.006161665845796881	0.002739501657915421	0.002402986482793715	0.0014358468451394636	0.0016085363415136256	0.0014353456074149762	0.002314469278822203	0.0022478640498964954	0.0034769025992198626	0.009907599321913556	0.015054749483637324	0.0028235109948407887	0.0013737689388276365	0.00416652810612858	0.0030859640049811926	0.012881151451426614	0.001987160815761092	0.0014117443514145842	0.006036462880733507	0.011833048200868498	0.021916751615423637	0.0009544649853128267
G34	0.00519906319707935	0.0037631452641714884	0.005550175311413733	0.019385766605639187	0.0018164052846108064	0.021202177118192618	0.0052414067951246255	0.006896161632816148	0.002273107307273983	0.0028834192212443934	0.0028933421899642276	0.005049505733591504	0.0046992293533414725	0.025968985089001966	0.06459711327200562	0.0022038281958405323	0.005975322141020434	0.009125824143945275	0.00832710438439952	0.003252645318465624	0.002226310837745055	0.0035929642164473224	0.024900116040244644	0.004851988773988538	0.003069138402373037	0.00523674886837034	0.002666103776712496	0.0024083067372476148	0.008421251421257854	0.001579682207235272	0.004472638874036367	0.0025893667220021096	0.002788848444929968	0.030223602333026945	0.008013830161289086	0.0063705916635279644	0.002081982606432278	0.002331217994469073	0.002794842570146438	0.003725169079071446	0.004798856370436816	0.0019330646977876868	0.006367498695344549	0.05598183704719464	0.002182451146249404	0.00597172750074461	0.01005566476988935	0.004333185411006618	0.016345877911453584	0.07393367859833608	0.0985736066388472	0.0037261108066382518	0.004872604562685813	0.003544015919620583	0.0028429088643699106	0.007518034765319604	0.00500104583431703	0.006100194553765303	0.0036281969905963885	0.0025390128079141186	0.002219464049033979	0.003753553528096923	0.0026861497074305804	0.009397155903533575	0.0057727757737770355	0.10189633127883957	0.02728718613557595	0.0019355911899903901	0.0046490802080144675	0.001306527022533299	0.00277939225902535	0.0016509398120957025	0.0018447478821773684	0.001915593238738434	0.025744020073902335	0.005657615257978818	0.0032053664492329697	0.0075174471557071364	0.00496189526784385	0.008641129433118901	0.004472990291064795	0.002664883767998354	0.0016674264819489261	0.003997554007251983	0.0021159364667570446	0.0027378992624152807	0.0023893361558206083	0.0022119420400312363	0.014338550648009896	0.022047791884540424	0.0021731126690058915	0.0026180136942307577	0.002916054119496989	0.0022712414593101193	0.01700882452148852	0.002549730997947552	0.001771824766992413	0.0038953196730888645	0.0037648232770557954	0.024636462576840452	0.0020303164298436285
G35	0.00503136411750624	0.010812190164011063	0.009031264725146444	0.009399004901163292	0.00765978626535722	0.010717134418102264	0.011934354415608322	0.006991462122078391	0.011900582939520486	0.0082782427173022	0.017477469001591524	0.006800739078109783	0.010695806706064568	0.006025485645086511	0.009131293670751925	0.01814574275544251	0.007549868482637686	0.014528076937761132	0.005407111239071958	0.009060381207351989	0.00744566785365813	0.008159708648671755	0.00813297134040989	0.00871343755603899	0.010321406466761586	0.012138598468085241	0.006429997193538712	0.009541591536460819	0.008492031660029637	0.014389364037076793	0.013924197119436522	0.005126477852233181	0.00666982767925166	0.009037126013432017	0.017747540239783314	0.010743711662803059	0.02083138921804326	0.007511072731535436	0.009063314036055092	0.007415942561822737	0.009912448565355376	0.01891347059788074	0.006099458461571397	0.017482102922629205	0.010756558088901807	0.0071128483543587305	0.010287724613145107	0.011198960862690488	0.012916502984875133	0.0108885072789362	0.01269099389446709	0.010042218946099774	0.007970781674883779	0.009029245491223708	0.006785622150391586	0.005778314834040058	0.0060627238148225765	0.025278281602053223	0.005382509403754322	0.008298003037309614	0.010875988957635445	0.007233178026823797	0.016061256931566657	0.013957344333480023	0.005579749493576679	0.009341083948570167	0.008911220082814725	0.009744941533782754	0.01672063443117794	0.009370244133834955	0.013149711517498008	0.011755904371044956	0.011297145222021956	0.010086321475778896	0.006951444857936961	0.011483507738816196	0.008194732566039465	0.006151398729246167	0.012052766408857631	0.006946227756782416	0.013101314100622655	0.014603731930729983	0.006041269337621034	0.0038913535711970143	0.006822153769419287	0.010664742354628106	0.005966384276063264	0.006558029198872269	0.012789594966338741	0.00702914624267906	0.011530049065002908	0.009038806036437596	0.0089424443598859	0.00900437048372002	0.008300323875312616	0.006367384127590597	0.008507217965115488	0.006965388133286855	0.008166661203608226	0.00927665535369983	0.009268164166699412
G36	0.013720415704713393	0.010635800139179932	0.015840188270650386	0.015406361380030235	0.007694745223319686	0.011822149988018747	0.010697505362830612	0.007840926219374942	0.008586190900876983	0.008263950405054399	0.008077227256672833	0.006018527347141302	0.009887953631342341	0.008808696839797651	0.008396659254649975	0.007930079779997268	0.00976962425892578	0.009238852272305724	0.005951355955863915	0.0088125433041991	0.00945051724631953	0.013060921481565204	0.008193736091180842	0.008741110284291418	0.013865835424773975	0.0059720584958229	0.010570597830989558	0.008704691314041767	0.0081614864608423	0.012616785843763426	0.01200711534830247	0.009946589762847293	0.008360951482673138	0.008612676250357412	0.0073691338690955515	0.00830583781607932	0.013386028004864001	0.008575787562325557	0.013549904782590768	0.00817105978175366	0.008910716680461497	0.01112303399814512	0.012603928377254433	0.010092449939499657	0.010926793454840763	0.007703465589784312	0.010091389395861175	0.014785444424446152	0.01674955577284332	0.009161701876717224	0.01138933280311528	0.006081291015600273	0.009996074439065116	0.011192167992727393	0.008284016482687227	0.009465580812005159	0.007682638080299726	0.009221089803361308	0.011016110752268741	0.010632595685837099	0.00752943313037597	0.0124069152252566	0.007373052813141903	0.008092248850207902	0.00960064078780238	0.013800142438412212	0.010386628892105038	0.006243117632667086	0.009428995591191166	0.014289116501765294	0.00811340607927499	0.008192252695556452	0.008168107966049238	0.010745938655116053	0.009846601258063787	0.0076142463313584	0.009099165126690309	0.014984310405042993	0.008278323581452507	0.010641880722013214	0.005231044645071091	0.02300761325479647	0.00965553065019624	0.011666301187318857	0.008203170028127626	0.00840710126595596	0.006492139527901136	0.010368771463009602	0.011470812472034847	0.007773807917077669	0.007880019297742551	0.0092234182932616	0.007439764819193513	0.007272009671101353	0.007151421955524996	0.014649444182773476	0.008296756164101082	0.009055549359600195	0.006346563590729006	0.009328908415006141	0.018113371149686936
G37	0.004257295038847015	0.005109246737324394	0.014837953039008178	0.0037115166390181238	0.0034287264855478684	0.00716259798032785	0.010483661407871504	0.00531443023201162	0.005161460530861305	0.0053112401820698775	0.005870792270111942	0.004774176255242924	0.012622734963302695	0.01170834887114792	0.003727283948553226	0.021688831992682497	0.004684626107393339	0.009577359882812034	0.0035859208601620625	0.005398971454095146	0.003754339568411008	0.0038042682247955914	0.00539207517605636	0.003284108130813728	0.003446192001724432	0.005968759599149767	0.0027496252770467275	0.004376617791822989	0.007423151137343618	0.003069784380481804	0.02246125113065649	0.0030709412943953126	0.003841681432238837	0.005038812017239292	0.004421118512174595	0.03446391826817629	0.0029855407413030806	0.005630152651858858	0.005531424071722554	0.00216212295537866	0.005897305493062341	0.002343056561795579	0.007722263402120517	0.035883417234344975	0.008367181669407966	0.021220612852404775	0.1025618294119743	0.0043239837408322575	0.026036728814183948	0.015908693329009328	0.01509523827305508	0.03345771800743655	0.00254637105613414	0.0018615849174663875	0.004649283035927516	0.02885772976680742	0.003711056398717677	0.015898671501597503	0.0035587972308167236	0.004093109774326094	0.0032574094177974184	0.021179666183409336	0.0061006432575620925	0.06185417037928361	0.005447162367665593	0.007047112283972322	0.0032290699246772356	0.004258835950429623	0.005081435877393323	0.004016750053962074	0.009075186574475601	0.0032518788729405325	0.0032127380418603383	0.008251692660236246	0.008228461197979015	0.015659688619522556	0.01966448039729615	0.013380361174659712	0.0030397258237437287	0.0031814592662772977	0.006318478006151157	0.0030557837098265385	0.0024339244281519007	0.01894767867354741	0.006002175670876386	0.0038209487105481015	0.002996521035484294	0.0030755400075667834	0.0060296697146284385	0.03646304281320485	0.008055626135560743	0.0022227453370247696	0.004334757156514378	0.0059696072465041305	0.005703725852889409	0.002496330932341772	0.004580014282634941	0.006876541917496396	0.021747148017291232	0.007212803122053233	0.007951317191956905
G38	0.008139538880585245	0.008343796650823333	0.012628849218775037	0.004755409458639553	0.004344753937324459	0.0072097448470276135	0.00578506972179721	0.006265856032360244	0.0032194328611270836	0.008065548876930615	0.0066523797184939336	0.01084085959999849	0.0067994044555887015	0.017518464037284673	0.008036449297819714	0.004622913626743236	0.013529523409255674	0.003580656079111201	0.0031642132553693137	0.0044690794549007385	0.006206181425221126	0.0051180161627043174	0.004373305731491518	0.010152014586747759	0.007233402937181133	0.008111889673846004	0.004586398026575637	0.009480222229584433	0.011807792609924402	0.003414727540455478	0.029688002758953967	0.005019651351050066	0.007087962296030206	0.005889140974648878	0.011194320131368703	0.009660842023406467	0.004084693554692805	0.006539165639404473	0.017069581776512917	0.03503747269296384	0.007793972120856151	0.0037509062498944693	0.009130762370452754	0.004910646062471074	0.009168314493598938	0.0060453486785856545	0.006146268472412559	0.0052593563229948485	0.006014489548942406	0.01895981175283726	0.010978470331539605	0.003676285021480755	0.005204222716698751	0.006041425944567753	0.01789465410710641	0.0056176899647731844	0.004138306832054371	0.010156432840769107	0.009154633285477535	0.005136479541414565	0.005958691922204246	0.024729381981488895	0.0039043092274391664	0.011426644484301779	0.04883479197893475	0.004702245684904215	0.004554498742826063	0.00362161986758813	0.004928737432699924	0.00880278622839721	0.014509292100620864	0.00425135497747132	0.004101411337508446	0.02091071452721388	0.013278206520132856	0.0036719248678584444	0.012644631328523892	0.02644422984762013	0.0050495520939122735	0.005753872758895199	0.024767162543658	0.00548362247834354	0.004866762978098427	0.004533470700016397	0.005143393052978521	0.00476160136686121	0.00625904249771981	0.022135179934213888	0.013975550307698587	0.011443457269335398	0.015894719712180306	0.004910767158328776	0.007362911820520634	0.0518072170834901	0.0036115477864101797	0.011286833283190295	0.006231925929808149	0.01770122608219945	0.004736354630864136	0.004877003194531382	0.031226148077362664
G39	0.0038948312625912756	0.0073701814405758926	0.013650263612699855	0.008963973652306082	0.003445522913809342	0.004315905550504037	0.006772602195943094	0.011095754703175878	0.004696631135710997	0.005219083623638062	0.003241759622524277	0.012615935680548836	0.004978613198499003	0.006132765802795999	0.011455050630974779	0.010345947620717449	0.09542724773379921	0.03466369831803971	0.005356850026766136	0.003579769594870103	0.0048596704868533545	0.007856035653348366	0.0037939842426246892	0.008045204040710466	0.005064162042830032	0.00655943284766275	0.004501367945520359	0.010345962531750798	0.008746305539293545	0.002997896387867383	0.02057670015805771	0.00467733112482701	0.004095959957639129	0.017051232705988073	0.0075305933175882	0.01758941818718714	0.0034070557071878968	0.005155760956471716	0.027221248767306788	0.022087529223537645	0.0075822002786266485	0.0030607475397556897	0.011272561275479147	0.005964622420372448	0.017956275750585556	0.006031239895684655	0.006747776247927825	0.003959023313110864	0.011746342969508359	0.009822245106984156	0.012732115671550172	0.004358125111382306	0.027402196281164505	0.002995958464419805	0.009391155617359924	0.006210133435412339	0.005068452751820609	0.010026297110981198	0.002991974787746411	0.003304111721792219	0.007617432380988147	0.02343531588349917	0.0055491893790002465	0.006697057865888472	0.012212345109020743	0.015416190643715856	0.013328941977605417	0.03436468730566997	0.004379391051732443	0.006086029415148593	0.010983458592875082	0.0030863113132451364	0.003563706321485924	0.01405962628196252	0.0067363325315065725	0.005713198219590609	0.02263512832853446	0.027828238073399097	0.004040596308779791	0.004351049775574004	0.007192221751135404	0.0032644754199163107	0.00356217879797647	0.004605512874334247	0.004513860054401922	0.0036964528106140726	0.0037648169062584388	0.009170621406246722	0.008834112668716733	0.010301124801211014	0.010326751828249395	0.0035717563717715733	0.0051556395212457706	0.007647086385946417	0.005417179621466147	0.003649059180865346	0.007866684350400348	0.01753910223769745	0.004245222802399181	0.01689711650023765	0.008686001053279355
G40	0.0018644965417732961	0.011195628567526277	0.08122500497649895	0.011924592091356708	0.004869515009685111	0.004553311973279711	0.006817407356085633	0.007018557438864458	0.0029304367157375034	0.0027650554965923954	0.0036319710627780127	0.0032694009724911323	0.007308974268327113	0.003489581059623674	0.006082137436882491	0.0023626691224435128	0.02226094287422737	0.0045125588429318275	0.01196606958026524	0.005686193948533383	0.0038284821814906227	0.005345336348442747	0.005760250193060338	0.018035187826254188	0.002106893020112215	0.0046829367377050615	0.002887010983461723	0.006394744489339026	0.039204637925752364	0.0029867924910283675	0.005504823235621732	0.004120673569141734	0.005854505464042405	0.004108125653972893	0.015488749454895883	0.003936397901533841	0.005211113056470531	0.003238521020298288	0.07029487748381788	0.004914949963784365	0.026177693461898667	0.001962003698263262	0.004029684053163461	0.0031578972382639197	0.0037856934829588783	0.005882176805951248	0.006821562068547051	0.004717314631189757	0.002726385378756049	0.004368735831209667	0.015757342790808936	0.004705251688626454	0.005934230125691954	0.003963990934967214	0.005217084352692491	0.0035594668683853786	0.0023615197408172707	0.011127290173724007	0.003513720546907823	0.005156832428223486	0.008395195564190118	0.07707712171544735	0.011246973736184556	0.005130045170885125	0.0028090298651814467	0.00876670007904807	0.009007625186007345	0.004499228319099216	0.011673085957371683	0.010184977055712802	0.002604410473118099	0.004373046644973189	0.003199430868123315	0.0061031693128674736	0.0022963245832790424	0.0034999308614657512	0.003151535391065333	0.012545266828881102	0.005615130788148207	0.004995076651290812	0.014720613393754916	0.0029677405132015108	0.002370725581524428	0.0034543961282016093	0.0014468604996157042	0.006014122704371461	0.0024814758861400636	0.0026056217731518175	0.04375921365700958	0.007538993531906495	0.0125285293652523	0.002208650415671899	0.006160516155303956	0.025050301423357416	0.007668316531034259	0.0025869393347662016	0.0025744368286997723	0.08233360313603623	0.017657255668203586	0.008374145076520777	0.0037588467067589605
G41	0.00845698741266664	0.006582417945609992	0.05734785950073691	0.0024817180147780594	0.004232906200279003	0.023301337782246353	0.058286426481182485	0.0029181922751568322	0.006812584066755774	0.005222280847510864	0.0029926050380147855	0.005929416456454014	0.004228688543843248	0.017986627391793943	0.004704728942962253	0.004427538208571782	0.008214707856069937	0.016987605878258802	0.009368602623841763	0.0322136675224358	0.002652703066162277	0.013183639769547839	0.006051095477863376	0.015729934827092003	0.002773377875300496	0.008640455710811937	0.002443052853721027	0.004057716134648136	0.003794145710666023	0.004610069627586631	0.003201219945176049	0.002938599764071716	0.0032493072425647416	0.0035370597707828524	0.009434865491702738	0.010330654941242119	0.0041108154380756065	0.008882829942006504	0.0037753647104366217	0.005786471284236738	0.005149851896617259	0.003900232622151163	0.016404952703401976	0.004909847854290834	0.005963342200915422	0.07369865251073905	0.017249904265943413	0.005483875176878747	0.006583579677510854	0.007658795645194363	0.008585858187360485	0.005283662256450978	0.002928634821040495	0.003784962402872661	0.0038052972088014505	0.005684636529037776	0.03283699202583442	0.06032334397135464	0.004307452301279499	0.0035367719280483536	0.004128926797545536	0.009900292224160067	0.006074676989934221	0.01193045934881951	0.005916364719510395	0.006536535911296106	0.002569068392781976	0.004764833278347884	0.015315630500127204	0.008985482467104745	0.00417272512513338	0.0030521937630597594	0.005503656889706866	0.004243716396051551	0.005899983210767185	0.00414186804635082	0.008700766632881923	0.006638125893513442	0.0034684509321657063	0.003020237341575786	0.0047645851797459265	0.0027906125449843936	0.0029086791455183395	0.006364338317846745	0.0062265394162923015	0.004126719167716973	0.00401623341478853	0.004935476667805139	0.005269632763032846	0.007026533365839517	0.009171718727045001	0.004462927409640562	0.011921713911509762	0.008149989193990681	0.0075885047332976885	0.00534378423349513	0.004756084020949693	0.004869171435498634	0.08026762993086514	0.004197038759142577	0.005917168041572171
