edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,ss_ranked,edge_exist
G33_G36,0.0020038440789021,0.0,0.0438127588719786,0.0011317639659141,5076.0,0.550965,0.141969189074321,1.367274382116765,0.0,3.25397651622973,0.0064116378270518,0.0,0.0,0.05672541026399721,0.2608920272461174,0
G33_G37,0.003604039811359,0.0,0.2886154380088975,0.0035792110061838,6600.0,0.630051,0.154485113632941,0.1941027282733933,0.0,0.497777241783812,0.0576413130110763,0.0,0.0,0.4865121806051366,0.5227362736273626,0
G33_G38,0.0053241701538075,0.0,0.5384271132186846,0.0047232777956954,714.0,0.393672,0.238913164446032,0.5112599691673047,0.0,0.201623110105972,0.025453526521638,0.0,0.0,0.1577878262726537,-0.2634852202830306,0
G33_G39,0.0035931598223768,0.0,0.0154903371219854,0.0028513078470997,9128.0,0.966982,0.131599564549628,0.8155736248898494,0.0,1.28252901605207,0.0323434478083948,0.0,0.0,0.0013171510596831477,0.02647464746474647,0
G33_G40,0.0026241710064517,0.0,0.0609042806340555,0.0022105047198136,4753.0,0.526827,0.164096823214359,0.9886077595905172,0.0,0.266952567672761,0.0144066839639153,5.198975508868299e-37,0.0,0.005134751267377361,-0.006648744659880669,0
G33_G41,0.0055476358531063,0.0,0.3273070923596514,0.0047851882754111,6467.0,0.762211,0.13677970873308,1.227939939227527,0.0,0.44931530402168,0.0064607933964425,0.0,0.0,0.00891397218111091,-0.023534353435343533,0
G33_G42,0.0018146349659387,0.0,0.074873654633425,0.0011199721803947,2248.0,0.742199,0.133446381429177,0.6013605086827114,0.0,1.47783357872217,0.0279432696919857,0.0,0.0,0.01779704708605755,-0.09393339333933393,0
G33_G43,0.0021234448635122,0.0,0.1127185603060467,0.002026328864444,6190.0,0.648349,0.134976977046331,0.1905692859176428,0.0,0.210770406393658,0.0065285804521447,0.0,0.0,0.01242115419743156,0.0538015415590227,0
G33_G44,0.0050308237541914,0.0,0.5963074164789438,0.0044450814271567,621.0,0.38958,0.144805990605755,0.4153004254721564,0.0,0.0537162735070601,0.0177410955561473,0.0,0.0,0.5410655288254994,-0.5182842511291093,0
G33_G45,0.0014856196599087,0.0,0.4166094203572517,0.0011108128383675,5167.0,0.410217,0.13002098981854,1.3277347832203938,0.0,2.32553876615691,0.0193329822016664,0.0,0.0,0.0017404752068422974,0.08332108128106426,0
G33_G46,0.0025692471493993,0.0,0.2561087951462168,0.0017499727643419,8151.0,0.445914,0.143877358641079,0.0082915075559921,0.0,1.04437913523507,0.0296967511763455,0.0,0.0,0.023346525658756594,-0.1551155115511551,0
G33_G47,0.0016463668441464,0.0,0.4349162381258614,0.0021603288137779,5071.0,0.586622,0.166819478878487,0.9242479952566216,0.0,2.62570204724181,0.0310048230495597,0.0958339272100173,0.0,0.25527100631670835,-0.4393039303930392,0
G33_G48,0.0065613404014963,0.0,0.1597503139483846,0.0018881306914055,3251.0,0.405821,0.167428940773999,0.880637584360221,0.0,0.46880854321666,0.0213093221055945,0.0,0.0,0.010932036541604717,-0.09077707770777077,0
G33_G49,0.0022523014018586,0.0,0.6776300411558547,0.0035236274535105,5452.0,0.957332,0.225167753679677,0.8461842743006496,0.0,3.06519838284994,0.0052078372751026,0.0,0.0,0.01726277604868906,0.14904290429042905,0
G33_G50,0.0029268379292479,0.0,1.1378979491773429,0.0050173344153131,6533.0,0.93548,0.285917373212333,1.2069052113253664,0.0,2.25346539998266,0.0547594086476898,0.0468177721324869,0.0,0.17625266380659987,0.277011701170117,0
G33_G51,0.0013580128127434,0.0,0.1333046802197678,0.0009437815605786,8094.0,0.803248,0.15430851860086,0.411454557700913,0.0,0.751900161735828,0.0137191519187213,0.0,0.0,0.06512002055369447,0.21232490607195958,0
G33_G52,0.0028700644915892,0.0,0.3963897863791976,0.0032933513504184,9554.0,0.643176,0.205930613578121,1.26169829697091,0.0,0.98319988789352,0.0302153988475942,0.0,0.0,0.0010385558967486565,0.023834383438343834,0
G33_G53,0.0039405366611043,0.0,0.8242073787442362,0.0037268630510074,7130.0,0.470499,0.128249572807901,0.3100157696313712,0.0,2.05579982673526,0.0556436658572603,0.0,0.0,0.0007733353289998782,-0.042748274827482745,0
G33_G54,0.0023994132683894,0.0,0.1484840228662944,0.0037354206344171,8914.0,0.45079,0.138760901447524,1.700645294609803,0.0,0.891408761868837,0.0072616761107661,0.0,0.0,0.030482677909728674,0.10504650465046504,0
G33_G55,0.0042825184447132,0.0,0.1385350587959086,0.0011124288412713,7973.0,0.397254,0.16328919395915,0.194877344886236,0.0,2.5272719875545,0.0364386174780328,0.0,0.0,0.006739414296497236,-0.11147914791479147,0
G33_G56,0.0022104153373693,0.0,0.4738146703652507,0.0044540924967856,7210.0,0.603763,0.143065531235604,0.1572116512011524,0.0,1.88088286592111,0.0187757904186703,0.304161361967121,0.0,0.4905436914541064,0.5282928292829282,0
G33_G57,0.002137504993093,0.0,0.4325257306903459,0.0014330020716361,8268.0,0.554546,0.138153066606853,1.0442478850418953,0.0,3.51305663507179,0.0370728921576095,0.0,0.0,0.2817624309226084,0.45234923492349227,0
G33_G58,0.0013472927162169,0.0,0.0904111161736039,0.0027359127254051,6838.0,0.632762,0.218645114761296,1.7159110523678416,0.0,0.934138919675904,0.019585471249972,0.0,0.0,0.007212462422691335,0.002724272427242724,0
G33_G59,0.0034602762396425,0.0,0.4699117618587072,0.0051027623894588,509.0,0.388509,0.140229066508407,0.4114761645476985,0.0,0.0530779264619164,0.0035325325305791,0.0,0.0,0.03964313956420262,-0.1921392139213921,0
G33_G60,0.0041554733821859,0.0,0.2060489333676613,0.0057044958186376,6091.0,0.418755,0.23506256862043,0.1541036481083453,0.0,0.58111219316829,0.0396067924053264,3.96229627117945e-36,0.0,0.00186576166376104,-0.08891689168916891,0
G33_G61,0.0018232468035924,0.0,0.2493768963803704,0.0013716427531339,803.0,0.388805,0.15461796575066,0.6917378132288389,0.0,1.24472040872725,0.0366403422233501,0.0110727423260785,0.0,0.13776083343927284,0.32062406240624053,0
G33_G62,0.002955842493404,0.0,0.117271378149335,0.0012426174818324,8632.0,0.389235,0.100835999325621,0.6366691522100321,0.0,0.347943750655631,0.034281211312247,0.0,0.0,0.22708191995900323,0.45094509450945086,0
G33_G63,0.0026591801438653,0.0,0.3364796331602699,0.0030642474576052,6009.0,0.55435,0.138323730738247,0.7668674731764527,0.0,0.171186777248671,0.0102825879430759,0.0,0.0,0.06982380645149328,-0.16534053405340532,0
G33_G64,0.0035851372161313,0.0,1.0369561044664837,0.00888344757429,6408.0,0.420006,0.22567761395912,0.9375995069998316,0.0,0.998604187592329,0.0259651091372347,0.0,0.0,0.6894714247537377,0.5400761239501661,0
G33_G65,0.0010758081600383,0.0,0.2438651203035811,0.0015823461639185,5630.0,0.642696,0.165797650001533,1.092938681646045,0.0,0.677190522233045,0.0016683616778296,0.0,0.0,0.16663229758967246,0.3472771461852991,0
G33_G66,0.0035508564966722,0.0,0.0416057746845397,0.0014748500496571,8470.0,0.399804,0.127606727725668,0.4828122304582639,0.0,0.356652119969875,0.0186354795867777,0.0,0.0,0.07327720152903608,-0.23967596759675966,0
G33_G67,0.0011639052598341,0.0,0.0714067057125911,0.000461761278008,2827.0,0.456945,0.177751075415528,0.4986250377011011,0.0,0.762345123983769,0.0369041170947337,0.0,0.0,0.0005373876545896055,-0.04458445844584458,0
G33_G68,0.0018626045276342,0.0,1.117145729801313,0.0035183105418308,421.0,0.386975,0.121000284725903,1.3965182170301855,0.0,0.376158915063063,0.0185915624826949,0.0,0.0,0.1876457916234713,-0.2765436543654365,0
G33_G69,0.0047896766593559,0.0,0.7283040465045844,0.0024202526037505,4859.0,0.9617,0.17168428995339,0.6638407370503948,0.0,0.12885287087746,0.0677631947175555,0.0,0.0,0.3945189828816215,-0.5076027602760276,0
G33_G70,0.000869258133723,0.0,0.2676672033034462,0.0013910446600655,3546.0,0.393189,0.238269071573428,0.6991822329632654,0.0,0.719685071928992,0.0299064291404333,0.0331707988962033,0.0,0.019955844987922088,0.12346834683468345,0
G33_G71,0.0048422916198435,0.0,0.246986462276353,0.004946565876563,5235.0,0.947529,0.160386463089177,0.7895554655590192,0.0,0.405201113368101,0.0079928516981429,0.104405494568139,0.0,0.17716364313551936,0.22173549094104616,0
G33_G72,0.0029407057585681,0.0,0.313400895532046,0.0018591084825913,6153.0,0.692307,0.120515048065703,0.775143775874987,0.0,0.113102624443244,0.0200574641005466,0.0020411994719213,0.0,0.1692369174919757,0.2698065679823079,0
G33_G73,0.0038528416983742,0.0,0.090923049668486,0.0024935481867088,4835.0,0.406551,0.160463594510102,1.2651744470498545,0.0,0.126850514585517,0.0161939658132531,0.0,0.0,0.011750784020764087,-0.06058205820582058,0
G33_G74,0.0058574894362812,0.0,0.2931330129723146,0.0061486744807522,769.0,0.387867,0.149049435027453,0.776102193742866,0.0,0.239312063846764,0.0266964115748173,7.83128615423079e-37,0.0,0.20831181549774022,-0.301318073532704,0
G33_G75,0.0040335475653787,0.0,0.6101668396438411,0.0042991787433808,4776.0,0.920548,0.13888973489053,1.744569853860509,0.0,1.74803132242358,0.0291236500146625,0.0,0.0,0.12456222101778727,0.271995199519952,0
G33_G76,0.0011790809378357,0.0,0.3572068419219549,0.003081734605973,2203.0,0.438053,0.191290088286794,1.4902761079885862,0.0,0.207822365406605,0.0146043450270835,0.0,0.0,0.20330239034937425,-0.34418241824182416,0
G33_G77,0.0071482963261227,0.0,0.4571403140835226,0.0067107664613905,3597.0,0.984323,0.154963285724025,1.3730743972354935,0.0,0.412009737413827,0.0438635721984896,0.0096022383699235,0.0,0.044797260384166086,0.14229822982298226,0
G33_G78,0.0142680170727465,0.0,1.6288310901101677,0.0106561809493753,7368.0,0.55065,0.22558847071248,1.5287057008114169,0.0,0.343296742580409,0.0196324901530716,0.0,0.0,0.1733300064264503,0.2538733873387338,0
G33_G79,0.0036881183743718,0.0,0.661516106350272,0.0045925731585676,8176.0,0.421526,0.119945245135781,1.42433465461009,0.0,0.341372549606921,0.0141308906759631,0.0,0.0,0.03268412800635434,-0.09262641626574156,0
G33_G80,0.0018400467954487,0.0,0.2487447547910095,0.0028080975364948,7326.0,0.989999,0.170086465610802,0.8036291741982741,0.0,1.96389284725055,0.0218402812256295,0.0,0.0,0.12360774441407049,0.3112271227122712,0
G33_G81,0.0050435554293865,0.0,0.6902946719930435,0.0042363823088891,6491.0,0.907071,0.187387733436446,0.2092614280782674,0.0,1.34747649042134,0.0307277037211184,0.0,0.0,0.2006012950244861,0.3214161416141613,0
G33_G82,0.002379029163052,0.0,0.3366310495390105,0.0029096827597102,5886.0,0.806273,0.159721969999055,0.1453842067631537,0.0,0.218763351873486,0.0204919177615368,0.0,0.0,0.19568951735266202,0.26624662466246624,0
G33_G83,0.0034707096631015,0.0,0.2487447690250059,0.0021788284303917,7149.0,0.611682,0.110867730446069,0.6021491363908006,0.0,0.290272235077774,0.0285293006132276,0.0,0.0,0.0349058010422526,0.1737293729372937,0
G33_G84,0.0027531255271762,0.0,0.1719236211685051,0.0024277278652342,3861.0,0.783675,0.162987647573667,1.3486031890359405,0.0,0.345291633167911,0.0153011927428757,0.0028363045903704,0.0,0.0317917077903918,0.17083708370837083,0
G33_G85,0.0024456972110516,0.0,0.3639541706819384,0.0015437783483798,4604.0,0.395066,0.119948301849865,0.3314614774893512,0.0,2.05593913282959,0.0638265887414349,0.0,0.0,0.04643255933425854,-0.15594359435943592,0
G33_G86,0.0037881130793473,0.0,0.301144940074503,0.0013358989034025,6790.0,0.404383,0.117374406513944,0.0749395504578396,0.0,5.09752486667466,0.0803301989998034,0.0,0.0,0.05719396380967889,-0.25158115811581155,0
G33_G87,0.0039318321147648,0.0,0.5806450106967888,0.0025263472952347,8780.0,0.559693,0.0975595848574436,0.6582085613237985,0.0,0.866858048896238,0.0036245946548484,0.0932130243777173,0.0,0.10610017204340316,-0.22924692469246924,0
G33_G88,0.0021450946767811,0.0,0.3460758700365552,0.0025572971702293,6731.0,0.812565,0.134631157858034,0.1864707118314947,0.0,1.83577351359559,0.0394095015297781,0.0097427103985576,0.0,0.00830758818420294,-0.07015901590159015,0
G33_G89,0.0031350193027432,0.0,0.8123812877148383,0.004312324503575,2710.0,0.644848,0.166877675693883,1.2002010146882074,0.0,0.583520192359941,0.028936502514095,0.0,0.0,0.06928288190742651,-0.20951695169516948,0
G33_G90,0.0036247446530729,0.0,0.2769469543996506,0.0036876193073085,8105.0,0.410364,0.151139154228933,1.7112612014331137,0.0,1.2582968494058,0.0089835271853107,0.0,0.0,7.408191991361726e-05,0.1549354935493549,0
G33_G91,0.0052024227114924,0.0,0.8599150581120167,0.0042594648967177,8848.0,0.860515,0.123142586721836,1.4305290806137738,0.0,0.177380561480323,0.0379105147713868,0.0016303177864425,0.0,0.00025725609108002637,-0.09362136213621361,0
G33_G92,0.0029051441321012,0.0,0.5565389878186339,0.0043752422000207,7856.0,0.998655,0.126930715160806,1.4685261308885436,0.0,0.409060753448836,0.0841970610624064,0.0,0.0,0.025766824119083372,0.1068410046239571,0
G33_G93,0.0049827493950068,0.0,0.6226955608773413,0.0063326464821921,254.0,0.579393,0.152360247502302,1.6546492573243785,0.0,0.0689091798253518,0.017786915529354,0.0,0.0,0.700789992813082,-0.5642484248424842,0
G33_G94,0.0098334859302274,0.0,0.2599955685811387,0.004641841314015,4243.0,0.95591,0.190428185546159,0.007270710247483,0.0,0.851786321832334,0.0336797103642555,0.0,0.0,0.7388726738344439,0.6391359135913591,0
G33_G95,0.0049985815597647,0.0,0.1696788639464511,0.0024848701445034,163.0,0.391913,0.148212913287159,1.4929211011353805,0.0,0.342425666267173,0.0280504060718596,0.0,0.0,0.6946866036420891,-0.5507470747074706,0
G33_G96,0.0084187943414889,0.0,1.0125518933865627,0.0181576956048086,6270.0,0.756519,0.161817319799599,0.1300554885159542,0.0,0.32133765643247,0.0292485231731023,0.0,0.0,0.6227592575181786,0.5048664866486648,0
G33_G97,0.0030199119115189,0.0,0.1367702890616473,0.0037298946016998,6566.0,0.983198,0.136746276437041,0.6681335243713056,0.0,0.873050015484162,0.0475804275809467,0.0,0.0,0.4180196599378745,-0.5953075307530753,0
G33_G98,0.0074439282355592,0.0,0.2172232419223227,0.0035677280526423,7793.0,0.400964,0.0990100616775544,0.891937582165456,0.0,0.710834208732811,0.0285945876576078,0.0,0.0,0.0016976837672954038,0.04756075607560756,0
G33_G99,0.0038253215719523,0.0,0.7708528576242466,0.0049487308579121,66.0,0.38379,0.150300538945898,1.2055454184827377,0.0,0.189302429303506,0.0271181444247723,0.0,0.0,0.2004144274372515,-0.20888088808880886,0
G33_G100,0.0113291019761007,0.0,0.0,0.0084036459765117,7397.0,0.962867,0.134925835064957,0.8409602927992325,0.0,0.23976917728838,0.0236027403701126,0.0,0.0,0.20712435270627108,0.3251125112511251,0
G5_G1,0.0046383290722595,0.0,3.500391531904292,0.0052687902236589,8685.0,0.497182,0.205827465171112,1.3527624473138604,0.0,0.0944227869736229,0.10312251065433,0.0077085537484807,0.0,0.4029139051217173,0.6333173319132597,0
G5_G2,0.0034405662698204,0.0,0.2976493242116747,0.002927283577542,965.0,0.371872,0.141522904476256,0.7480111421581441,0.0,0.15857488015278,0.141791181649209,0.0087708232796553,0.0,0.3905792458111972,-0.587110711071107,0
G5_G3,0.0075741548346452,0.0,1.4637240780095389,0.0083881235533461,5221.0,0.387806,0.19858834540096,1.6415068106908688,0.0,0.0341851753358148,0.0052666010291299,0.0028414191272937,0.0,0.010307764091662801,0.019069906990699066,0
G5_G4,0.0051672867015659,0.0,1.690393392598065,0.0075795465367446,3729.0,0.389283,0.301381227142476,0.3506364407974777,0.0,0.0637543615107039,0.0537126850702978,0.0,0.0,0.29917040177300647,-0.6615861433757451,0
G5_G5,0.5111869591072433,0.0,0.0,0.0,6523.0,0.379823,0.0,0.0,1.0,0.149158963333255,0.0,0.0,0.0,1.0,0.9999999999999999,0
G5_G6,0.0066909436384687,0.0,0.1928246369467924,0.009751947742701,9613.0,0.486575,0.131071167545939,0.1151476101721219,0.0,0.168478988735545,0.0030492809923618,0.0,0.0,0.17681300734440183,0.3924272427242724,0
G5_G7,0.0032440168110361,0.0,0.4519149261854918,0.0032254861934663,9017.0,0.365522,0.421121918192279,0.2230794541511028,0.0,0.540145820969367,0.0821468275554655,0.0601342222858343,0.0,0.7254567464633522,-0.5812421242124212,0
G5_G8,0.001777119548359,0.0,0.1710391043923562,0.0019624313915515,2590.0,0.450375,0.370338758875041,0.5567342428249289,0.0,0.326338206249321,0.164420346911233,0.0020357116566451,0.0,0.09323684846357708,0.34711797183232274,0
G5_G9,0.0038158572863723,0.0,1.964880321380564,0.0052988864422158,8430.0,0.419085,0.276504909896346,0.6942459452207044,0.0,0.051111886901193,0.0421608143229994,0.0,0.0,0.00148409868328668,0.026546654665466546,0
G5_G10,0.0025155387628401,0.0,3.6736426042547294,0.0074213197100279,6005.0,0.397662,0.224683208864072,0.947771727568484,0.0,0.191080837951314,0.0351427550939895,2.43002528195039e-36,0.0,0.0031186084297475975,0.0030963096309630962,0
G5_G11,0.0040243760884322,0.0,0.9580768558407586,0.0056881285083015,8983.0,0.368385,0.248552375584913,0.6774412384817086,0.0,0.15491962967649,0.0037550617967809,0.0,0.0,0.00993727435556246,-0.16747674767476745,0
G5_G12,0.0071626866500835,0.0,4.64905075952013,0.0100714239647241,7020.0,0.411531,0.332011949964463,1.260151827935668,0.0,0.570812993362468,0.0868911976133185,0.0,0.0,0.00013560741843036744,-0.05204920492049204,0
G5_G13,0.0013601553308673,0.0,0.4487154032514956,0.0019370629696413,2543.0,0.544174,0.384772299999846,0.2498211178187709,0.0,0.645212683891118,0.0692034034166909,0.0,0.0,0.012461764779298974,-0.11408351341341602,0
G5_G14,0.0052101111704092,0.0,1.0335682232566537,0.0058123315831067,4222.0,0.457163,0.294088678357384,1.428229410224793,0.0,0.306395433702384,0.0125215556378836,0.0,0.0,0.22266561063150742,0.41363336333633355,0
G5_G15,0.0028172244806412,0.0,0.5447987302940576,0.0031838890830153,9510.0,0.521939,0.315139943339228,0.5473325093618245,0.0,0.435274091700486,0.0374673831824417,0.0,0.0,0.18683180678017527,0.2733873387338734,0
G5_G16,0.0033981422463045,0.0,0.364875552242861,0.0031886408804027,2155.0,0.500519,0.244030598780767,0.6978996660870103,0.0,0.435616178018025,0.0570192018408389,0.0,0.0,0.04229236000510018,0.20697269726972695,0
G5_G17,0.0052172389098022,0.0,0.5305164471155512,0.0064036829880706,2376.0,0.3872,0.238762649992239,1.3987776806485162,0.0,0.0160970818318507,0.0668653744538633,0.0,0.0,0.7622575480532433,-0.6695184455483184,0
G5_G18,0.0044236237711768,0.0,1.7624936914507383,0.0077099821365146,3088.0,0.475778,0.201398946774176,1.0353450052993771,0.0,0.202500078647024,0.0462362910343314,0.0,0.0,0.04475488702227553,-0.1881188118811881,0
G5_G19,0.0020621363014397,0.0,0.470072718042775,0.0019106758948003,6906.0,0.465494,0.343044151497162,0.184451500125382,0.0,1.11829378213154,0.0315325113023902,0.0,0.0,9.740975349411493e-06,-0.10268226822682266,0
G5_G20,0.0087519917987781,0.386950072217668,8.487832482753594,0.0171948994902379,9738.0,0.377202,0.440074740904264,1.858381087506172,0.0,0.54445711992991,0.0639098479403854,7.89969389986753e-37,0.0,0.007736214108126788,0.08967296729672967,0
G5_G21,0.0027110870977447,0.0,0.1193709679704703,0.0030371566786236,1332.0,0.528092,0.325336240041331,0.4815825050188305,0.0,0.589347041052897,0.0296420864082235,0.0,0.0,0.2158950888942981,-0.4442724272427242,0
