edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,ss_cor,ss_ranked,edge_exist
G58_G24,0.0029992602167492,0.0,0.650360025136418,0.0019066191024057,7063.0,0.434197,0.210568957103948,1.86347448402318,0.0,3.20233383462466,0.0,0.0,0.48514739875594176,-0.6291749174917493,0
G58_G25,0.0018064505674535,0.0,0.0558313042468654,0.000415439770202,1272.0,0.448423,0.183513679225479,0.2974518346119059,0.0,0.565906117152927,0.0,0.195085530673882,0.009213182557272563,0.24038403840384034,0
G58_G26,0.0061212662539423,0.0,0.1357760169502451,0.0020158940709371,3694.0,0.486612,0.150919224683072,0.7820405264705061,0.0,0.837162545707652,0.020952380952381,0.0,0.21079009991449182,-0.4426402640264026,0
G58_G27,0.0138747154608887,0.0,0.3186085493197207,0.0062565430417211,7171.0,0.516573,0.190558640370823,0.8500335572918829,0.0,0.462398465859601,0.01,0.0,0.04894976174589326,-0.14339942948682127,0
G58_G28,0.0064289988438057,0.0,0.0,0.0055243965309574,2986.0,0.682056,0.161813382336328,1.1161369496061435,0.0,0.514310326412804,0.02,0.0,0.004702181089537809,-0.15701170117011698,0
G58_G29,0.0062257350747932,0.0,0.2137897101464381,0.0023817201780021,4508.0,0.549115,0.128501044772094,1.3904318162455298,0.0,1.00108225642083,0.0033333333333333,0.0,0.1284364939461725,0.3122592259225922,1
G58_G30,0.008530941233696,0.0,0.2513488460346256,0.0027200058711333,9660.0,0.438847,0.176892033562831,1.6209674258529545,0.0,3.03339663908113,0.0003159935302792,0.0,0.0014796711947041095,0.05976669387401757,0
G58_G31,0.0041267676801551,0.0,0.26037971725354,0.0017154210623114,2555.0,0.495335,0.170354955255759,0.5076772231108755,0.0,1.18276285636428,0.0478571428571428,0.0,0.007965022006727024,-0.02473595779777949,0
G58_G32,0.0040414755764963,0.0,1.7450296018260552,0.0121079243074403,8844.0,0.495085,0.255126456346975,1.5285009690878235,0.0,1.75650552113153,0.0,0.0,0.003967340322923553,-0.06917906877554633,0
G58_G33,0.00982099855938,0.0,0.5389485103352544,0.0035181114020549,3326.0,0.566403,0.154786084394798,1.3699434542786788,0.0,2.01138187542088,0.0053571428571429,5.4511375587892e-36,0.015485604803983508,0.07419141914191418,0
G58_G34,0.0102922486658965,0.0,0.1209405876135438,0.0102828339964403,7450.0,0.446992,0.202321584778309,1.8602225312756824,0.0,0.458608613910461,0.0109523809523809,0.141836414641365,0.031585655428181925,-0.18727872787278727,0
G58_G35,0.0093265569971038,0.1934291500363736,0.9267013718500204,0.017760719446479,7721.0,0.4789,0.213597336475699,0.0323664444415615,0.0,0.516016738330699,0.0228571428571428,0.0,0.0002830479776885829,-0.004104410441044104,0
G58_G36,0.008787974387823,0.0,0.0,0.0066944342226657,3384.0,0.64514,0.292425042719429,1.1643317013839285,0.0,1.02492546847532,0.0066666666666666,2.6053440115556696e-36,0.0004699659844312649,-0.05694569456945694,0
G58_G37,0.0048496239702179,0.0,0.483771163528919,0.0019468215194301,6443.0,0.542817,0.161577588979176,0.584228712625914,0.0,2.48157423644236,0.0,0.0,0.021212575357319647,-0.15074707470747073,0
G58_G38,0.0049163837680318,0.0,0.2862628320047206,0.0048997527506904,2727.0,0.811617,0.225945270156655,0.3059428322595478,0.0,0.785125843218305,0.0885714285714285,0.0,0.02242636735577506,-0.03348334833483348,0
G58_G39,0.0065635302770542,0.0,0.9795009556522762,0.0091295293168263,7250.0,0.527176,0.231849690907674,1.669129224305575,0.0,0.502700536812929,0.0,0.0,0.864591773106846,0.6713951395139514,0
G58_G40,0.0018891067611597,0.0,0.0593270327676954,0.0034385803638488,1107.0,0.450642,0.10306718234073,0.807023222924108,0.0,0.162566536748304,0.0,0.0,0.012673770502633191,0.1948271726983768,0
G58_G41,0.0102357248865048,0.0,0.6531444291898455,0.0025254104573995,1010.0,0.427799,0.202245982598323,0.1884505063303596,0.0,0.348739766987958,0.0339309500023786,0.0,0.006082236624394403,-0.16277227722772275,0
G58_G42,0.0082213917970239,0.0,0.0543002479477325,0.0041700928594594,6033.0,0.445541,0.161510730024463,0.9160587965062308,0.0,0.622454181345913,0.0161904761904761,0.0471053445908748,0.000805067275663031,0.045227879644709,0
G58_G43,0.0043412323358889,0.0,0.1458378197739457,0.0028423047910409,916.0,0.444517,0.163761965351485,0.1651777924632564,0.0,0.237708117115373,0.0,0.0023041166957049,0.02595410457762702,0.15704770477047703,0
G58_G44,0.0045428345329339,0.0,0.9168737179755054,0.0035792870332378,6264.0,0.574539,0.168970835662154,0.2570410967816948,0.0,0.80082892129042,0.0,0.0,0.021613955114798345,0.027207047191244543,0
G58_G45,0.0019245144479138,0.0,0.0813112278402736,0.0014795478972459,2579.0,0.453911,0.121474858244283,0.150284843396908,0.0,1.62980751030158,0.0,0.0,0.03300551855846229,-0.16703270327032702,0
G58_G46,0.0195269648966094,0.0,1.0791342650485134,0.005512806502337,2665.0,0.81297,0.298942557809387,0.8975328229104026,0.0,1.50755371900719,0.0001190476190476,0.0,0.024903350193356637,-0.0028450015309051772,0
G58_G47,0.0131537904679011,0.0,0.2170818939800221,0.0018919181424014,2922.0,0.617842,0.132333339869607,0.0761144227745602,0.0,0.574185877258691,0.0033333333333333,0.0,0.054798837227785384,0.24301862587294099,0
G58_G48,0.0020693259645678,0.0,0.6228182632969264,0.0028051561252025,799.0,0.42904,0.188019564774,1.424396039171661,0.0,0.49997745248864,0.0,0.247575106629154,0.008619517804556895,0.12995289393469792,0
G58_G49,0.0122937465686714,0.0,0.0038288655875978,0.0060357906520755,2320.0,0.445472,0.165123324303188,1.1801826693267257,0.0,0.939502264908743,0.040952380952381,0.0,0.016516064575017104,-0.09873342377580734,0
G58_G50,0.0062636289892593,0.0,1.1040146346331832,0.0057627289018335,9148.0,0.448989,0.191193563266442,0.1545862573312718,0.0,1.45497190781712,0.015,0.0,0.0007106928521621855,0.04482717242829035,0
G58_G51,0.0032502114876826,0.0,0.3699814721791876,0.0023064300381704,8537.0,0.437289,0.141513151199087,0.9159994391036362,0.0,4.39897528710179,0.0238095238095239,3.6873456051963897e-36,0.5033312628814841,-0.5529552955295529,1
G58_G52,0.0057028584901211,0.0,0.2447221775642071,0.0012191797147878,4584.0,0.502675,0.113023152410748,0.2729695356410893,0.0,1.75183525589044,0.0,0.0,0.009440245488342314,-0.03943594359435943,0
G58_G53,0.007129964982018,0.0,0.4592349726866228,0.0031729853480228,9778.0,0.445251,0.178167963485621,0.1589634041827175,0.0,3.88119177467386,0.0367857142857143,0.0,0.010469645668003064,-0.05761450640808602,0
G58_G54,0.0029511737020843,0.0,0.1244263326821244,0.0026337238046563,8045.0,0.459788,0.172223611862461,0.7960854657417328,0.0,3.46925788533199,0.0133218207778328,0.0,0.002512080985571077,-0.037618890472692144,0
G58_G55,0.0052967532622641,0.0,0.5595215479202836,0.0041835997096671,5217.0,0.672879,0.1983145109242,0.0745063541653996,0.0,0.771553286308125,0.005781643485122,0.0391737901959682,0.00977928979762957,-0.17140114011401136,0
G58_G56,0.0058851290703661,0.0,1.2804650280016237,0.0037976608000627,689.0,0.42765,0.181577446754799,0.924518023188596,0.0,0.315719302837925,0.0,0.0,0.2704689901599022,-0.5017341734173416,0
G58_G57,0.0102359044688442,0.0,0.6247730310711955,0.0156832380780584,7740.0,0.612835,0.208287384460834,0.9679866280594512,0.0,0.462874757827042,0.0141666666666667,0.0,0.04180750175712939,-0.1991119111911191,0
G58_G58,0.0085959479446392,0.0,0.0,0.0,7038.0,0.882446,0.0,0.0,1.0,1.9566200631267,0.0,0.0,1.0,0.9999999999999999,0
G58_G59,0.0120290367564524,0.0,0.3580167175107581,0.0032363489323003,3914.0,0.802692,0.211287351087926,1.4399128979863798,0.0,0.763910239176007,0.0276190476190476,0.227602152783187,0.22575136534043733,-0.5693009300930093,0
G58_G60,0.0068111127879942,0.0,0.6473307486791581,0.0063143516931351,5849.0,0.461521,0.20492778753232,1.4353072956684074,0.0,0.316834598969128,0.0509523809523809,0.0,0.011659630939759665,-0.1153024485993535,0
G58_G61,0.0033268777901392,0.0,0.5337412046579529,0.0061723328455612,8894.0,0.442379,0.140075556245404,1.311763744785553,0.0,0.644051072890076,0.009047619047619,0.0,0.4825503923407492,0.5942274227422741,0
G58_G62,0.0078696712497345,0.0,1.8414106175407263,0.0105079739249847,5142.0,0.722046,0.131184291216281,1.2336766624075926,0.0,0.890642036254226,0.0188095238095239,0.0,0.009237377645488968,0.03996399639963996,0
G58_G63,0.0057284729494684,0.0,0.6317684245769806,0.0131610847424065,570.0,0.427057,0.152919470168786,1.0023963817543886,0.0,0.0635448200253733,0.0,0.0,0.010318750427971922,0.11211554790193846,0
G58_G64,0.0034810578627284,0.0,0.2534386913285123,0.004327632033624,1685.0,0.571952,0.160538319650426,1.21852621234073,0.0,0.0941511470555481,0.0085714285714285,0.0,0.0006391497865965539,0.057641764176417636,0
G58_G65,0.0021239058544988,0.0,0.185872978440806,0.0026646867976002,5944.0,0.516022,0.168611817385969,0.9437159320986908,0.0,2.6369247358009,0.0055952380952381,0.0,0.026721834997874314,0.11925592559255925,0
G58_G66,0.0077219555814966,0.0,0.1049917101297043,0.0084959213444112,4178.0,0.641798,0.104589514848366,1.7005984863823025,0.0,0.820638307402068,0.0125,0.0,0.009888047783861627,-0.09530724933147354,0
G58_G67,0.0242466956820281,0.0,0.0,0.0100717246493925,4802.0,0.564948,0.252543597226363,0.4940194392919195,0.0,0.534361516837525,0.0066666666666666,0.0,0.300269971175547,0.5118511851185118,0
G58_G68,0.0066386176521339,0.0,0.0,0.0113704928818955,7200.0,0.476177,0.204739980108802,0.6427137853519627,0.0,0.466075665192381,0.0245238095238094,0.0,0.00012056330461996986,0.056717671767176715,0
G58_G69,0.0016564043226477,0.0,0.3629164334470813,0.0025640466554777,8797.0,0.447964,0.204805714944937,0.3246255968220604,0.0,2.73073611694462,0.0,0.0004679547344778,0.009450910620299532,-0.21680168016801676,0
G58_G70,0.0054759541361794,0.0,0.3976412648550137,0.0042044870236378,5010.0,0.441646,0.22763376270187,0.5213443430118035,0.0,2.66565546896308,0.0001190476190475,0.0,0.00036259854016264736,0.07179117911791179,0
G58_G71,0.0064187694703988,0.0,1.3588511785146158,0.0141241326202964,3470.0,0.8486,0.154425102488647,0.5257908113705836,0.0,0.418567596181841,0.0099999999999999,0.266768127280891,4.716822601196907e-05,-0.03901590159015902,0
G58_G72,0.010043714719795,0.0,1.6744653766284567,0.0238431815888126,444.0,0.424394,0.145170319141317,1.05219102881521,0.0,0.0383429134761149,0.0,0.0,0.02281031174634321,0.41382538253825374,0
G58_G73,0.0029412703444871,0.0,0.4916553073989188,0.0036909764719933,7717.0,0.445637,0.123109040045876,0.3426630492098837,0.0,2.02438898324588,0.0166666666666667,0.0,0.011933096928795992,-0.03494159898485269,0
G58_G74,0.0051687157488938,0.0,0.213397296974266,0.0026692900086595,5368.0,0.47192,0.153280836084116,1.020089504016424,0.0,1.38375981364783,0.0333333333333333,0.0,0.0072930482152791095,-0.08289228922892287,0
G58_G75,0.0073270053297614,0.0,1.474554123657205,0.0096481290388893,5707.0,0.562907,0.169444854357713,1.3628898185857,0.0,0.0705771904534239,0.0079761904761905,0.0001403718229546,1.7833500968539584e-07,0.05633430944671456,0
G58_G76,0.0060277413152876,0.0,0.1816516265349197,0.0033566691133806,327.0,0.42916,0.17348742403804,1.254954267523144,0.0,0.391766090865421,0.0,0.0,2.538002162472987e-06,-0.12757275727572756,0
G58_G77,0.0022966875203722,0.0,0.4098385417464552,0.002829574833886,5908.0,0.904704,0.120030228512373,1.736403688159459,0.0,0.476314726418567,0.0126190476190476,0.239572499524408,0.012342871378337813,-0.08493759016733889,0
G58_G78,0.0084061963974926,0.0,0.9130168051165978,0.0048494262637843,229.0,0.428118,0.169249294091351,1.0457823585884547,0.0,0.0164046234690445,0.0034523809523809,0.0,0.2669750501225065,-0.4873087308730873,0
G58_G79,0.0042301495571375,0.0,0.2048268773590059,0.0033331576484277,6370.0,0.452473,0.182332574819615,0.8185064265903048,0.0,1.4346050971923,0.0063095238095237,0.0,0.0003334162599470692,-0.03962796279627963,0
G58_G80,0.0030659541086963,0.0,0.628316979275757,0.0037269137707281,8161.0,0.540551,0.108127465134943,0.1849186674152377,0.0,0.151338405759498,0.0059851716293167,0.0,0.0009437984701361543,0.024638463846384635,0
G58_G81,0.0017572496029267,0.0,0.3006596141007118,0.0023734666888586,7719.0,0.432204,0.173695331956944,1.4684118947205165,0.0,1.88842557030901,0.0030182889456328,0.0,0.5394167044784837,-0.5715948742746226,0
G58_G82,0.0063922420849062,0.0,1.0066847199991045,0.0094484701947737,7479.0,0.505197,0.187657016853448,0.0036732761347118,0.0,2.09207236554311,0.0133333333333334,2.48890148698799e-36,0.014894506101502517,0.08452445244524451,0
G58_G83,0.0154672952906472,0.0,0.089533453833982,0.0063159573705061,6441.0,0.631298,0.238489409587909,0.5998385009781496,0.0,1.0451712032826,0.0252380952380952,0.100932350953123,0.028206020842062224,-0.0926351292576269,0
G58_G84,0.007106343246776,0.0,0.5973030234400938,0.0034404711627206,2344.0,0.443561,0.193065354730491,1.7161209277377731,0.0,0.538505030840553,0.0085714285714285,0.0,0.0006253950157601199,0.051485148514851475,0
G58_G85,0.0051251206714702,0.0,0.4540879517907729,0.004706574405324,8935.0,0.441848,0.167351593389539,0.252090668881925,0.0,4.00763253493491,0.0333333333333333,0.0069352128288846,0.03946916780543234,-0.2039245102781141,0
G58_G86,0.0029301498346952,0.0,0.5084425264774272,0.0034176508542163,2144.0,0.443524,0.150117201199625,0.914714541262758,0.0,0.746543400533154,0.0001190476190476,0.0,0.06391989358614997,-0.24252025202520247,0
G58_G87,0.0046402852002591,0.0,0.4313156475998376,0.0057328341936868,5764.0,0.572019,0.125329232474215,0.1148505248998999,0.0,0.167057251613927,0.0123809523809524,0.0018685329867927,0.003824100353479906,-0.15277527752775275,0
G58_G88,0.0156641634275469,0.0,0.1774321248047407,0.0027357631326781,4486.0,0.54609,0.148930713075769,0.9288719583592082,0.0,0.380628896594396,0.0177380952380952,0.0764809925699398,1.789965830679188e-10,0.030471047104710467,0
G58_G89,0.0051567324688335,0.0,0.1852383741597659,0.0048769165594482,4347.0,0.777301,0.255328650690595,1.474561305039154,0.0,1.00936337398321,0.0,0.0,0.01883072108904867,-0.20224422442244222,0
G58_G90,0.0046247787944201,0.0,2.1556369247491127,0.0058584108242072,1604.0,0.435193,0.206814744952835,1.5181399441930798,0.0,0.996290123359413,0.0,0.0,0.05692711478477771,-0.2922172217221722,0
G58_G91,0.0045077755160752,0.0,0.2091010357571051,0.0030982491140003,3524.0,0.510153,0.135614922490269,0.4215282457159628,0.0,0.575526544255728,0.0,0.0102305643919331,0.014971583474868405,-0.055805580558055796,0
G58_G92,0.003402329919535,0.0,0.3062874187934731,0.0027167065337401,6969.0,0.717589,0.231315413415638,0.2869367708973754,0.0,3.36226870594267,0.0394956976462564,0.0,0.07749153855780437,-0.2729596740392523,0
G58_G93,0.0073828413525375,0.1944122215449951,1.3178087180064106,0.0205292922764628,7617.0,0.962953,0.310232875808199,1.4112789991699433,0.0,2.2708955137641,0.0033333333333333,0.214849463618585,0.032569683905429414,-0.15378337833783376,0
G58_G94,0.0036456388003872,0.0,0.1133225128518249,0.002287229720357,8728.0,0.450561,0.191420182175371,1.1077896398221232,0.0,2.24380172537212,0.0511904761904761,0.0,0.1902787338008472,0.4183618361836183,0
G58_G95,0.0036271103440629,0.0,0.557346054768888,0.0025344742115796,7318.0,0.600537,0.112135145077788,0.4630056427094808,0.0,1.84354387262863,0.0,0.0202530117315419,0.0013052111464604192,0.04559255925592559,0
G58_G96,0.0076032622954246,0.0,0.0,0.0109177269066417,7104.0,0.645795,0.144816532560036,0.4900433656311332,0.0,1.9234478648136,0.0166666666666667,0.0,0.02279261656925231,-0.17598012595376522,0
G58_G97,0.0021883670007724,0.0,0.1102274190549899,0.0009194027823552,3636.0,0.479648,0.144984437173069,1.431672796164967,0.0,1.3773514315959,0.046545474925373,0.0,0.8320712385767862,-0.6863366336633664,0
G58_G98,0.0110602885349075,0.0,4.500071266324223,0.0111339299787523,9754.0,0.568148,0.199754255544378,0.7052490056962714,0.0,1.03593231073427,0.0166666666666666,0.0,0.013326380759155492,0.11487548754875486,0
G58_G99,0.0091760642916075,0.0,1.6618782165194177,0.0065577308781486,2671.0,0.564959,0.196191628443906,0.5244258751323396,0.0,2.06280945188573,0.0785714285714285,0.0,0.10293782274856078,0.39343534353435333,0
G58_G100,0.0079623390977868,0.0,4.513796599673708,0.0106352511453945,8388.0,0.518228,0.117915545880723,0.0456243774400165,0.0,1.15477628452105,0.0,0.0,0.0516968686920868,-0.24850885088508845,0
G87_G1,0.0162880750216465,0.0,0.0,0.0067434100629978,9911.0,0.44596,0.176582159675754,0.5552078015802516,0.0,0.0052794488431973,0.0,0.0,0.0018265530027072087,0.021830183018301825,0
G87_G2,0.0026572882620422,0.0,0.1558481730114759,0.0057352434728809,9865.0,0.445678,0.142757064517732,1.5045172146083825,0.0,0.0059726620649576,0.0,0.0,0.011115291622747759,0.026443087120613207,0
G87_G3,0.0047072309754156,0.0,0.0678179251680475,0.0062864671330998,9824.0,0.452051,0.10135261865853,0.5702589295542059,0.0,0.607179858481689,0.0166666666666667,0.153686896694942,6.763890935273636e-07,-0.06703870387038703,0
G87_G4,0.0084877614394367,0.0,1.0546078742056708,0.0032650731370496,9609.0,0.446639,0.479038589716368,1.019476994587614,0.0,0.230550472555179,0.0,0.0,7.764877844588446e-09,0.04607260726072606,0
G87_G5,0.0016205374217528,0.0,1.605274994705213,0.0023041793305239,8848.0,0.556424,0.334871500994286,0.294877733713087,0.0,0.289223388702247,0.0,0.0,0.021467239562600885,-0.2023768448159268,0
G87_G6,0.0141218483011336,0.0,1.0097821885689595,0.015574054127518,7917.0,0.48951,0.214888818960661,1.1345736411335157,0.0,0.479619917023086,0.0142857142857143,0.0214530532770179,0.023194144156854998,0.03569264005927148,0
G87_G7,0.0126577625084428,0.0,0.6460017050831394,0.0091529350494449,4776.0,0.466494,0.176336190337727,1.2434401626721727,0.0,0.0526789111710996,0.0782142857142855,0.216427548156438,0.012716338352011795,0.12202820282028201,0
G87_G8,0.0119687538346096,0.0,1.541416991431234,0.0124362130351726,7747.0,0.45369,0.293328379124195,1.3655669291530306,0.0,0.478890562769674,0.0033333333333333,0.207827824337068,0.016276041627591057,-0.02565724677623678,1
G87_G9,0.0064171510885805,0.0,0.0331158877595154,0.0062959745900071,1567.0,0.447843,0.283480232796165,0.925210958168359,0.0,0.0508251209429004,0.0,0.0,0.0006146219573835753,0.14606660666066607,0
G87_G10,0.0047055692894613,0.0,0.6916451902744625,0.0069976071259033,2627.0,0.458606,0.302222766204361,0.2800000276588079,0.0,0.0376817280453821,0.0,0.0,0.003103007768315003,-0.10420642064206419,0
G87_G11,0.006982364500309,0.0,0.8332483371408914,0.0102620000352366,4130.0,0.455478,0.178473830067943,1.603459457157297,0.0,0.167662874963856,0.0,0.0100856943504954,4.45707578897045e-05,-0.1011884224079634,0
G87_G12,0.0014963546777335,0.0,0.004537743616707,0.0013358199048661,1351.0,0.501773,0.241886396342321,1.106701381525419,0.0,0.184498218704948,0.0,0.000644522617164,0.007222615407000057,-0.20120672429350775,0
G87_G13,0.0078426720196568,0.0,0.3825649809897397,0.0129292416910663,5462.0,0.467115,0.132780599761326,1.5232595676546263,0.0,0.766086294265373,0.0033333333333333,0.0720756953402215,0.014218685639248997,0.08030844013336083,0
G87_G14,0.0178894271360287,0.0,9.171652225095531,0.043334071803226,8032.0,0.504408,0.383998698999867,1.6267780860092516,0.0,0.677328681622722,0.0,0.0,0.027342643385780345,0.15005100510051003,0
G87_G15,0.0131440970890114,0.0,0.4306098722959064,0.0085289105741779,5095.0,0.482139,0.161194688263549,0.8896623906152534,0.0,0.0443470451514585,0.0069047619047619,0.0,0.01644724340440725,0.17553504587010782,0
G87_G16,0.008276614711589,0.0,0.0,0.0054854061762942,2592.0,0.4531,0.22557940640121,0.5219001012840838,0.0,0.507851074509909,0.0130887246258859,0.0,0.05213676758930128,0.1576117611761176,0
G87_G17,0.0153858292572464,0.0,1.216416191622285,0.0141507706206576,7757.0,0.457279,0.199119359977787,1.6304897789225494,0.0,0.89520949607298,0.0194834362799071,0.106788077473819,0.000544200698981649,-0.019561956195619564,0
G87_G18,0.0060533326233898,0.0,0.0,0.0076475324619868,5464.0,0.473109,0.118372732653976,0.2836268951066886,0.0,0.222379821652614,0.0,0.0058488694448445,0.030006869970565866,0.13875787578757873,0
G87_G19,0.0082999538930256,0.0,0.0,0.0080135422150009,3805.0,0.456462,0.294559945493609,0.7278676968730469,0.0,0.515750136327208,0.0,0.0,0.002239430847638938,0.07574580181792814,0
G87_G20,0.0051938574692174,0.0,4.639458107217487,0.0073742858825037,9234.0,0.456631,0.214847904718993,0.8307177234215652,0.0,0.846855314948212,0.0,0.0,0.02288064597677398,0.18199006628391537,0
G87_G21,0.006976636242736,0.0,0.6799726255172965,0.0103455303847254,3845.0,0.451094,0.293153369899814,1.558411476178433,0.0,0.397341809616549,0.0,5.2000802308771896e-36,0.012792644184404149,0.04667266726672666,0
G87_G22,0.0359821822990727,0.0,4.8598001397074295,0.0427911766805577,8580.0,0.53851,0.422210570322697,1.754161395350326,0.0,0.336520572883429,0.0,0.0,0.0032360807623956784,0.15473793800831123,0
G87_G23,0.0072662351928831,0.0,0.7870349034407644,0.0054862647103313,4539.0,0.456743,0.23567707150376,0.875023270344411,0.0,0.616897965331033,0.0,0.0041446527743672,0.0005516677076882508,-0.09022772964546168,0
G87_G24,0.0038155288372812,0.0,0.422695896744738,0.0031762047627529,6195.0,0.475019,0.120274689395818,0.3037520175331272,0.0,0.983626090068733,0.0,0.0,0.0016479588230464421,0.006240624062406239,0
G87_G25,0.0233300434277694,0.0,12.934732779860706,0.0418307741385307,2541.0,0.448531,0.400515212422034,1.5653840513143351,0.0,0.174178181614105,0.0,0.211007468557847,0.0034621546998960914,0.0826162616261626,0
G87_G26,0.0127534283459238,0.0,2.018387862472434,0.0134164641132395,2348.0,0.451813,0.313322072658686,1.09461980766894,0.0,0.25349829508785,0.0219047619047619,0.0,0.0003208585117853961,0.12534053405340534,0
G87_G27,0.0056680702123648,0.0,0.2411780672052469,0.0056995892153039,5461.0,0.491818,0.237159091558807,0.5212637386468706,0.0,0.138802705286457,0.0,0.0,0.0035003088430878146,-0.0066543773452024104,1
