	HSF1	JUND	ZNF143	TFAP2A	PAX6	TEAD4	EOMES	TCF12	GATA6	GATA4	RNF2	BCOR	LEF1	SMAD3	RYBP	KLF4	FOXA1	POU5F1	SP1	REST	EGR1	HDAC2	JUN	NR2F1	NRF1	E2F6	TP63	CREB1	TCF4	FOSL1	PRDM1	SIN3A	SOX2	SOX17	OTX2	ATF3	HEY1	ZNF274	ZNF207	MAX	TRIM28	BRCA1	CHD2	BACH1	CTNNB1	TAL1	TBP	PDX1	TAF2	YY1	TP53	SNAI2	FOXA2	HNF1B	HNF4A	SUZ12	KDM5A	NUP98	MXI1	AR	RBBP5	GABPA	SP4	UBTF	NIPBL	PCGF1	SMAD2	MAFK	TAF1	HAND2	KDM5B	SMC1A	SAP30	GATA3	EP300	ZFP42	RXRA	BRD1	SMARCA4	TET1	STAT3	HDAC6	CHD7	KLF5	USF1	NR5A2	BRD2	TAF7	USF2	CTBP2	FOXH1	PHF8	NANOG	FOXP1	KDM2B	SMAD1	SMAD4	CTCF	SMC3	THAP11	ATF2	SIX5	RAD21	FOXM1	CHD1	MYC	MLLT3	GTF2F1	TFAP2C	SP2	HAND1	RFX5	PAX7	BCL11A	GATA2	KDM4A	CEBPB	SRF	DNMT3B	SIRT6	EZH2	SOX9	BRD4
ARHGAP42	0.004053145706289043	0.01588284585569476	0.0062112024307063975	0.011778876417079415	0.002869506238510442	0.0050883183530420605	0.009347703138748577	0.007853722942625178	0.030149151030375937	0.030919681535929062	0.008889723709744177	0.007568113035223061	0.0046740633858840626	0.008721526292348689	0.007622614925714435	0.004616157383262099	0.00015359356818611233	0.045106828623084794	0.00834684610352761	0.008786713126162481	0.005397925777316407	0.008541379217103982	0.004141481562082749	0.000823558472266486	0.005203970118829969	0.005372342675110729	0.0003490509304099086	0.00813481722934925	0.011585137718839605	0.0017983379705904543	0.013479449986192922	0.008078915919118534	0.015553295815966097	0.00511327132679831	0.020068668683785422	0.0022874576303554502	0.0028880288098916797	0.0037627906822202167	0.00854575313442939	0.00608282869455937	0.0148402911688722	0.010448735498686247	0.008165658516934696	0.0076182761581472325	0.009038681635199476	0.006825479351542461	0.007274221776278783	0.00019660355774576104	0.011207359162394839	0.008410295335245125	0.009988260409842478	0.010736734315569544	0.002845850146530703	0.0011462355678327157	0.000502384685830609	0.008498966463368663	0.010321795444096631	0.007796549394036469	0.0061141293607630065	0.0027152485449161534	0.010361027029301062	0.006418466530091656	0.007269008905631739	0.0066081566441655365	0.010232597485205403	0.0035679804800972195	0.02005141582658764	9.932574420003196e-05	0.01582787010253981	0.002096071833027566	0.011537781447144046	0.008549633749787013	0.0030682617901491753	0.005602553615271994	0.010161004797200118	0.009876219284169957	0.005117207953531586	0.004908436826219262	0.010598243486951785	0.009606995894919451	0.008341138079812158	0.006543085829428525	0.01079990300379486	0.0025740082430177327	0.0028878965240444155	0.005331343762308362	0.010060016756564242	0.0077802441820231175	0.004509828345337989	0.008845326932643904	0.00595775109727415	0.00656156239248596	0.029234411257070218	0.007347606603715447	0.007819824860889153	0.006412759280710466	0.007946200719652442	0.008671312580798013	0.008671981248419914	0.005507600068214861	0.008633600214966805	0.00335392212815555	0.008284287196044578	0.007432134426118831	0.008383424719871014	0.008499988562297774	0.015109333420853684	0.008637848305596602	0.004290154813250475	0.004389622502283333	0.014137404722099157	0.006354737812904897	6.372085738257585e-05	0.008934632108672416	0.004763336499924436	0.006970043001260054	0.003535951896278706	0.006278977307996999	0.015322715256817065	0.002011201543067183	0.007995139953927642	0.0025290869627295426	0.010186121941913404
ARID4A	0.005960604312765147	0.011791578695593555	0.0072813327149689475	0.01123743500829098	0.0010119410329135347	0.005022528702680393	0.008844538896541902	0.01152046539242582	0.01297552141309104	0.009792209472634383	0.009869013923700584	0.008639565491886535	0.006407205475121302	0.006778239139119085	0.009360224209850544	0.0031878204109400577	6.011460678169928e-05	0.018367132303076864	0.008759812902074568	0.01048121085887687	0.006140570665721169	0.01049576157912398	0.0038786881138647114	0.0004900534482293248	0.004878621377193972	0.005969856204835789	0.0007742338206976405	0.009634514172007459	0.013322876109308142	0.0014893121334471821	0.008193610757568956	0.011844289190754734	0.003526626885899007	0.004824890351975353	0.009746941216359651	0.0025412956014840412	0.004150609757140496	0.005057576371944442	0.013420135491498623	0.00723128794508748	0.01243939346470883	0.00994835142954008	0.019113392063390838	0.010745136372961067	0.012348030590382952	0.004772617708412365	0.008377872820503857	7.817076366582397e-05	0.01358413517706342	0.009172954699907242	0.011615431526868109	0.004643782369593334	0.0010312860111676332	0.000525420779048817	0.0003951963863645452	0.010723197829282693	0.01067431795504446	0.009942938934261007	0.009693115052683788	0.0033561105763161812	0.015863900717723426	0.009406040967424182	0.009583214570911361	0.008506655731684123	0.013969789744360736	0.004620467114665754	0.019094588197390523	0.0006802948527682462	0.01130885294924033	0.0020535553191119923	0.01116643437893863	0.010285748943163926	0.00489560705153495	0.00721799037120906	0.013259526665530439	0.008939230356582797	0.007441140345990209	0.005554810970600762	0.012570431506914516	0.009612628452559373	0.010572757581402739	0.0056159497227405335	0.019998324167981793	0.003477905690447312	0.0034296459827915077	0.006734681195224871	0.013339005383719932	0.010303730163676307	0.005925470287779402	0.008884209820239668	0.006116664873982223	0.005664473173821603	0.011063387919089542	0.006071600909429024	0.007434233383252617	0.006986715059694693	0.010587617976275374	0.009759896185313768	0.01299529771778442	0.006128895737419036	0.011845899019419483	0.00422325523209305	0.010705081345368095	0.00941185382124097	0.017833649030132532	0.006806860542563197	0.011642286269962032	0.010543869053407614	0.00583346074949215	0.005785877844180639	0.009058058337714997	0.007627032583635729	0.0002146219217902838	0.007970248724531627	0.004109475168205939	0.008232991164692017	0.0032369264367208286	0.010931805858815398	0.010801847954129164	0.0029274026857994866	0.010475234372208294	0.00399662572240891	0.010523165352472877
ARL4A	0.006134261985796377	0.011755683286620425	0.007956119396928293	0.004425515336174439	0.0013386208383889958	0.007342105450395628	0.014555370084388978	0.008765419688464643	0.014691665911145672	0.011826498605463392	0.01252729543627761	0.008499686455286518	0.005884347089594523	0.006649567855628287	0.009404919238668501	0.004708881376090701	4.364456020997031e-05	0.014427697810423648	0.009698088508103343	0.010150051708306464	0.01077887669013923	0.010916355584286878	0.00523475336791479	0.0007417464636682148	0.00713126799376107	0.00997674883065529	0.00028346392373620636	0.010069133692406524	0.010987985551739396	0.0016107734455663636	0.008889987115099217	0.010812794481711168	0.014347397966815887	0.004937807162726796	0.008550328977848045	0.0036126101547844965	0.002535300566471497	0.006345220069706425	0.011424841206904653	0.008235928311597685	0.010467649360475855	0.009826330217938337	0.013982323862742957	0.010242573872123174	0.01277543650317932	0.005772531898508474	0.008279901974758568	3.4978257049213664e-05	0.0099722604540065	0.011130161152153107	0.011630646626741946	0.003944084370978533	0.0027347318041689578	0.0009456376357413963	0.0004266820539606207	0.011317236373273367	0.008855142433076842	0.012006286389604343	0.007679027800987986	0.004747030858362434	0.010747399732045408	0.007091380423748786	0.013394816076608002	0.00871885221214005	0.01025968466300766	0.006307400268428608	0.009032181190575982	0.0006558571046014632	0.009902126279642178	0.0015987079045046706	0.011457760083311275	0.009923556518355766	0.004322245783871389	0.007919076029726073	0.011876912026041353	0.010912743032719866	0.0066241200328617175	0.006285893799025246	0.009742344268764877	0.011678120503844007	0.011998024873450652	0.0065924706478770545	0.010734755397698222	0.004133049642151267	0.003909769771826028	0.006323367800458494	0.009850153847274284	0.010966720657002275	0.005602687019981321	0.010822730715357724	0.00643184185191028	0.006455774171324737	0.01826693002927434	0.0067431415286399185	0.007672469602130931	0.007666436518294183	0.012648892474755355	0.010356128034234366	0.010343553639459435	0.009619242675360766	0.010221894221313723	0.005753447778677073	0.010649036285655701	0.00985652996326656	0.010959238077580088	0.008757664416403676	0.007456502887270869	0.010949030820699727	0.00514772916094246	0.005679114780836324	0.00799196847462637	0.006984947358683631	8.494245236076995e-05	0.00974951062049311	0.005320106180472863	0.011661937778514238	0.004173850262020123	0.0070691478388240254	0.014636709066185668	0.002519948237092606	0.012255730223337157	0.0027126111390506943	0.008839667063678305
ARL4D	0.0027169925568975304	0.020364453363633923	0.0029569730289024866	0.020317130576191954	0.0010936155341673371	0.008309963832826136	0.019778321016045673	0.004311077248850208	0.060131028223746996	0.06068964919095841	0.003697724138498945	0.003061974432386687	0.0037938650795040006	0.0032317204367578777	0.003368494654187254	0.0013748112207455326	8.480973147500404e-05	0.11283826433300448	0.0038633684355226976	0.00395632979108086	0.002055467104271096	0.004111353490762935	0.0015538013331006415	0.0004430711061603212	0.002916685942928202	0.0030001029916030823	0.0001876233550872166	0.003109634194078154	0.007048221375754767	0.0009774453002529106	0.0435582315783035	0.0037263309833391323	0.051016575485070687	0.023774795865703798	0.02922397472411814	0.0012941089687165442	0.0008801276054413335	0.0019070456210381853	0.007577311165737947	0.003382903390732647	0.015169973314072233	0.0038478106083171056	0.005279981504733124	0.0030698454036368955	0.005032788255298277	0.00482198357580799	0.003624131335382756	5.818459350627277e-06	0.0042672740185438545	0.0038819672281040648	0.010290295706943198	0.006705071393592505	0.0004636263941618975	0.00022367906570004811	0.00011132116447303724	0.0037335946257366884	0.005733656700103402	0.004969092729489808	0.0033690114858846306	0.0038519229835991702	0.005163785827034922	0.00223935985820678	0.0031783563007980677	0.007990828249713287	0.00539128759163962	0.002085187353233794	0.022046559380250668	0.0002744789171678044	0.003980018608285112	0.0019282794036231791	0.004824556905379448	0.004450546625030599	0.001623616601192912	0.006641298502731755	0.003772847855498274	0.009240250141599932	0.002856633360822316	0.002344373100359713	0.004310376448467208	0.004126917752129682	0.0041172857469227025	0.0038101338679940506	0.004308596291389879	0.0016547876044718153	0.002372604666581168	0.0022801671105784683	0.0039473052608394645	0.00338267374897822	0.002204640712545269	0.0045218284814740675	0.009908113068498384	0.0050154478448928425	0.07794022589351947	0.0030005054082916653	0.005518168914646563	0.002651443119572941	0.0041808074856894955	0.004660030634843127	0.0058149868308652744	0.003431160120999925	0.005269071349890058	0.0026152195550833202	0.005815466677461008	0.0036387987971041214	0.003913045835475162	0.004689291583944035	0.023890752220274068	0.002963514205752536	0.0017854751314797647	0.0022195749231250965	0.014219193987627533	0.0026982504449417424	7.870243051979923e-05	0.010360883301748397	0.0038737698479341253	0.0031703819768447937	0.0023417098662565344	0.003897077106296183	0.017889097957520732	0.0013164406144201715	0.004345540717978794	0.0014663298896965679	0.004213715621349107
ARL8B	0.006198250625848966	0.01039848956848535	0.008010005104828738	0.004215504011082769	0.001207393800080079	0.005064667312678165	0.009741069935033767	0.011592406118894987	0.006906947207392365	0.008001291995198685	0.012551348139299012	0.008519475436411707	0.004752864066131278	0.0064643056185631955	0.010725417097181467	0.004395748238120726	3.9659301265447635e-05	0.010669903505945195	0.0105641340220996	0.01124760688026847	0.008338675764149667	0.013326450289762449	0.004519664957300083	0.000943154110448119	0.007722267626223493	0.006947176083143165	0.0009116295799070798	0.011184048854409386	0.012003347042565633	0.0018647242629350963	0.0067834324899650415	0.0097673868581558	0.003763341736802134	0.00559206702429917	0.010289781492560431	0.002808429411051413	0.003965799904708172	0.006820234247870591	0.011371467250134817	0.007480374121339117	0.013074037429880251	0.011815337218044349	0.010478353734078388	0.008931626815223683	0.009955865415551232	0.005692908323256203	0.00791523368376867	5.6503585718177516e-05	0.011137243446205118	0.009110462273308167	0.013083518360709099	0.0059308754353935185	0.001835449766085637	0.0005228700986492131	0.0009264052099457234	0.011733432946304197	0.012797236388199287	0.009748148343186512	0.006108007408891682	0.003889750386248634	0.010541038780398639	0.008096033006197536	0.012226420530693623	0.00818586339793306	0.010143415438456874	0.004806871641981085	0.010284193639521893	0.0004092664624897478	0.008515343128171258	0.002268686220061741	0.01125157454694655	0.010658854018498285	0.0038035911382537546	0.00889140871520774	0.013917461742517841	0.01484483036750576	0.0063602859816654644	0.0058457395094828465	0.010884231946421498	0.015755832765526466	0.011210676217656177	0.014086882108741315	0.010854456754210517	0.0038567596822627185	0.0053425894458057075	0.0053892176921229214	0.009398999233419587	0.011541324385662265	0.005915997337499464	0.010898205620838165	0.008088492581837867	0.006926471115778928	0.009408943428757888	0.0108362452483131	0.008785911639085304	0.007839141212909266	0.014884636009774209	0.00981188877128742	0.01200381870969435	0.008567747734136336	0.018052281817721946	0.004419373594453937	0.009358604751465048	0.015512096290638332	0.011444234739088396	0.01009572740668907	0.006721348911287291	0.010833849501347312	0.007611542484564863	0.005139124965700857	0.010168476959087023	0.0073169366851388055	6.406544706515554e-05	0.012119469272237376	0.005577319226976496	0.007129415223504194	0.003623270584526486	0.009844707251965318	0.010532817880675357	0.003042675039880031	0.009387074062939062	0.00401438877178879	0.012238643862345274
ARMC1	0.0075904936370921145	0.009479802682402649	0.007534504017476213	0.006677992980630648	0.002365970810041529	0.006351795515256662	0.009067560814760563	0.010997387016635107	0.009724279848913735	0.006396845331776834	0.01001029756664368	0.009734869897835124	0.00480366055359464	0.008468082218562167	0.009011948104050992	0.004359645807502394	0.0002831049180524991	0.013224384564032899	0.011651897565251767	0.01304628697274408	0.007968818396698987	0.018289896673847398	0.003540080729733586	0.00043487011998091774	0.007413719077401706	0.006821408963839607	0.0006085459250796352	0.011146699650785725	0.010181480900974354	0.0021532126446686395	0.010005294398510637	0.011196689299582637	0.0033841145976098537	0.00619948352864958	0.008683267748282276	0.0030580314163316754	0.005881455823225369	0.005143711540603052	0.011235691922696803	0.008864730719628296	0.015399771208587263	0.013391167306255017	0.008829159012688936	0.007937491505962511	0.011944761411861824	0.005304057779867652	0.008407778612576156	0.0002885986271839277	0.00921295596480502	0.008817604396359107	0.010163567509520367	0.00422739237089603	0.003362967053106876	0.0007301331869594687	0.0004677585788951506	0.011228253340040708	0.012051015478684814	0.010419214968472307	0.007195480784441581	0.0042328057467685845	0.01163256050462048	0.007868455593705493	0.01223230778831056	0.010712875853975594	0.009802235447069804	0.00775332757986548	0.013855759360010166	0.00046699844468317157	0.008501750784113384	0.0017510363067242262	0.012803790068151848	0.012892980652156046	0.006632210896546759	0.007518768308985732	0.012540481493317076	0.010487076759553222	0.007834404849820304	0.00563076319176007	0.010589292649612649	0.011794653161096057	0.010496109143268333	0.009090572520782597	0.010532228281983412	0.002996117273321025	0.0035162381484562535	0.005753982765605605	0.01446143851698862	0.01066518002839753	0.006625631629903667	0.013298178488354472	0.007983437719297073	0.006809218077350284	0.009454178740816622	0.0065687614589923955	0.00989645250393544	0.00670153693258394	0.011393135023780657	0.012047944269452786	0.010765068423401435	0.008216429587984422	0.012362796163092176	0.007011280893749311	0.009971666129695874	0.011243694103053658	0.009486320864001458	0.009681479425895225	0.007052737196940333	0.009126908087943	0.007168830020782537	0.007879583322107017	0.0066804513287061	0.0078051509205505085	0.00016711004262881347	0.009347449945178093	0.005831632450105699	0.007955958903807786	0.007840042144566479	0.007943931453418103	0.010634341337333153	0.0024912027463101557	0.009411009031660384	0.0030992510171097437	0.012629653497309145
ARMC8	0.006739455648270893	0.011941397072061799	0.009856503495655177	0.006799775769272373	0.0012802863246009946	0.0043987559507156345	0.010642348433154746	0.009820795894785952	0.007092407427325393	0.008138519821696623	0.010897980227781356	0.008382861299027848	0.005025983837690148	0.006649256703891087	0.012145747956152426	0.0036636849840432396	8.532834352492679e-05	0.01105229188812068	0.009430543208774062	0.017300350748932606	0.007830202088054255	0.015788960456551263	0.005287264936893033	0.000541117299843019	0.012506340078418733	0.004914426609845046	0.00045537947092567796	0.008785015363137026	0.01203163192115083	0.0015646760620272589	0.008768768175535934	0.009334841872397415	0.00324761670714737	0.005841982445185956	0.009906634817331941	0.0023930111789666787	0.0033845746455512743	0.0054411032481282385	0.010809094145196634	0.008829567921060393	0.011626251435326912	0.009065585955841577	0.011505876382516008	0.00818595999822261	0.008936762281520495	0.004104935973845062	0.011724039131897474	0.00015446869898832295	0.01226220002971361	0.012693145946312193	0.012283843199062942	0.004621934798248644	0.0009892192271618557	0.0011619215209933188	0.0006125989117075592	0.009913653097384423	0.010230392354750055	0.008787437094012158	0.008496375371095096	0.003995297454154164	0.013885202334480496	0.008436302515168114	0.01307585960661317	0.012909096068312597	0.011227548475915504	0.006073193665143557	0.014144958404298828	0.0007118021665248381	0.015427659157173236	0.0017261253338744394	0.01179483786196419	0.010566870278504366	0.004513312715297787	0.007292129925482387	0.01062169589263595	0.012457225635687774	0.007199548075092743	0.0055379491951118315	0.00974059294529468	0.013457178331760819	0.013088553315468808	0.00773501905124775	0.009313414375202037	0.0038524988238378597	0.0027102096453848726	0.0050145763091133866	0.01362323303259677	0.015045239274613549	0.006526088253420848	0.010546201992431822	0.008548817908673156	0.006860938269652917	0.008417731880759796	0.005523324832308994	0.009640838383143533	0.00701469526301911	0.010150103497196038	0.012698628069157586	0.01547857144128053	0.006674093806842834	0.009957459336597536	0.004322299122152311	0.009421887024380222	0.009911562368758647	0.016136061862214	0.010517454215404072	0.005925267150828705	0.009331699981969425	0.004822435447159314	0.005254052362746564	0.005065029644287078	0.006980096051646932	9.813336038018586e-05	0.01803337453014447	0.003794492239888011	0.010679560503313144	0.004531763874494053	0.007778047148166757	0.010102225368863047	0.0026894653746246822	0.011848894426103488	0.003310812539319066	0.009867676715288511
ARMCX1	0.006228785104008993	0.00967431418179074	0.009406137670036367	0.004845090113093438	0.001858658205301398	0.00482846669429029	0.009704692209688292	0.010719337022936615	0.00758104079920362	0.008698568471002319	0.012655259780328755	0.00893672900469618	0.005174222073714995	0.00902820919072432	0.010485676478950925	0.005271752087803785	0.00018619509719936377	0.014745817603384257	0.010816382554384229	0.011389659900156177	0.010995388347047781	0.01064999234253703	0.004447631174544545	0.00037802134837315983	0.007099889920132563	0.007037388615579805	0.00043711227297615137	0.010366039069467791	0.011085979172253861	0.0016403760266064163	0.007113466453359833	0.010750377091836726	0.0029381272810302646	0.011213882083483964	0.009623178018340525	0.003272943166351585	0.00438862790157453	0.00474737826711017	0.01046819630266657	0.007922842448307685	0.009699727241140235	0.011641240588481754	0.011346723917983064	0.00806426460097475	0.012771785570784379	0.005729257559774855	0.014961636572171566	0.00012049942071191446	0.010638449902183014	0.009234507460408934	0.012636609586939618	0.004514996304787366	0.0034389688184288236	0.0006103174082027012	0.0002297008006338416	0.00963625778216467	0.01412330632312697	0.009987250831211701	0.007710738136248209	0.0033782402053518165	0.012889651051240228	0.009351148032216679	0.012813015341075585	0.008572384598271851	0.01299803633597645	0.004944983987602744	0.011859452354854324	0.0006889836458542649	0.014379319104936875	0.0023277244140985057	0.012831051756579474	0.010130074848307906	0.005598161679048202	0.007966909547459896	0.010319609596876713	0.010095850728751033	0.006666957090840877	0.00605652468121221	0.010292923528528624	0.009601765211197152	0.014596464353941237	0.007900068032058984	0.014861169534023413	0.0032458057311302952	0.003325375657955012	0.006513315362389559	0.012238909051700985	0.009576313856901419	0.005749609622082797	0.011168259147851464	0.006638807286012012	0.007321021441423426	0.010870914946240115	0.00533430118376128	0.008803104228694776	0.007820009931430422	0.01596484729344674	0.01002990477775033	0.010979884054322401	0.00798112573534258	0.00856873453334346	0.00534044026611353	0.00997896889176999	0.011223643215931023	0.009917144765456586	0.009035057897557965	0.011759198054385663	0.010419837493636576	0.004744934837368545	0.006354717486370765	0.005626013864331944	0.007915343607838538	7.422292634387492e-05	0.007651944093272732	0.006362274853790917	0.009855772378397194	0.0043147821486164625	0.007477235503228476	0.00990397753865785	0.002973801537289175	0.012379008404521068	0.0070186794828803935	0.01051421687752239
ARMCX2	0.006028696444726741	0.01135934889138092	0.0071781073293326605	0.0034141804927149072	0.003185950772334379	0.004629203520607762	0.00965135931411001	0.012761214672704219	0.008237231886130226	0.006796982571005933	0.010863243974155522	0.010160914796799007	0.005966339529541651	0.006923009661980171	0.01168473322689909	0.0024424689933898397	0.00034721248557570227	0.012493151424017693	0.013833976844700037	0.0119153337724358	0.0067283450461467845	0.010395415651712437	0.004124780359918986	0.0008443680531335499	0.005366404087299447	0.007485453270778637	0.0005755228821463199	0.011100529460965085	0.012865751794664268	0.0027660902156853226	0.014892116765555454	0.0115131821989349	0.0039434980202028656	0.0060595710244683	0.010101320516959693	0.002896451458980808	0.005329539863144873	0.0036845153530233312	0.011432836735417746	0.009232134765758876	0.013445782849775245	0.009337517953494696	0.010302335789704319	0.008068950824187664	0.012172613250689364	0.0067776661445795	0.0071248998827832255	5.282293025468519e-05	0.01003082770226758	0.01180614654117523	0.010959290990227499	0.004843706325171506	0.00214929759377734	0.0006299797765342242	0.002867215622875024	0.01150643236902955	0.017146607435278027	0.013372149083276367	0.008207590549528243	0.005484737908365923	0.014804025381754873	0.00808768003037891	0.009349091737314155	0.008973858560485853	0.010876087530210915	0.005022175987961119	0.013882698578005757	0.00043374975590337536	0.008783329415704234	0.0029444966616304783	0.010147213018138262	0.009878875709902632	0.007084086155787275	0.0068735601136858	0.009883551208501236	0.00987349669388804	0.008179468109841532	0.005300477867727029	0.012989809723055206	0.011942719069793477	0.010097913987534003	0.005781778796834622	0.010634010893492567	0.004313611131683369	0.0028534688744714857	0.005514235402054644	0.01297915923886729	0.01735544427543298	0.005655285496559959	0.016020293597698975	0.008855521810352658	0.007173117121285506	0.012410089014601491	0.006406231014011705	0.00789256286918897	0.005786875868741229	0.010164817853398355	0.010300225612047383	0.010888937982439173	0.008043442343838383	0.010674159621914002	0.0043091542998322145	0.010893762591778433	0.009028573103262303	0.013242842253252415	0.008087344400658206	0.007315107310207024	0.015011299318291	0.006870572641796396	0.006870357176636426	0.004502196907183247	0.008112446156103056	0.00018389983646514745	0.00793599188604059	0.005243596713590537	0.008749102285167482	0.004861751059226605	0.007507468208500041	0.013346242608509	0.002884387038979764	0.008509144069422199	0.003218668423017776	0.010707397943545978
ARMCX3	0.009120940154114906	0.011533296636762188	0.005726028815218305	0.004945381203365114	0.0008559159369091104	0.005545721359091829	0.010408414715728363	0.00919781935556128	0.014381877455800602	0.01177054572151989	0.010074388994101926	0.008196550062994412	0.004939929772050651	0.006864707533622887	0.011540903147516466	0.00323884915126565	0.00013618176913323592	0.02188778787968986	0.009959589068714636	0.013061347684211997	0.00818199504849725	0.01550104691249401	0.005332709783371606	0.0011289209536100285	0.0060907123641213345	0.006103912846749365	0.00017140974572261788	0.010405672380712166	0.01720650871316646	0.0010680577661243283	0.009440274169233574	0.01144790226026444	0.005180379802922041	0.006142014129373249	0.011023900811946565	0.002699945178864838	0.005092555243792947	0.0053095760629614935	0.010416334778352679	0.00850993678011291	0.010558907521137226	0.012621066952122123	0.009829491345822478	0.011089395608156334	0.011311698205367047	0.005233679651955737	0.008462408820497324	8.656713968761652e-05	0.010001338186319606	0.010915452988191807	0.011682869811837148	0.0032342143852080413	0.0014329870858989665	0.0010871859229151432	0.0015568165610400644	0.01172097178781937	0.020683688745780002	0.009149293015284162	0.006276629321150438	0.003364601318224871	0.010369438964748904	0.008581928834793836	0.01081688243375688	0.008090896206460798	0.011327024122710342	0.004718180537171548	0.01354805558649485	0.0004504802759774564	0.008590199812543758	0.002018080604902756	0.01075333340215291	0.011455136771083124	0.004434328510796009	0.006519143762541843	0.010580058138230417	0.012830975627749902	0.008318976858815184	0.006188042415793942	0.009580131910220563	0.012419583779678629	0.01045038182842777	0.0057108454924667245	0.011067148893963086	0.0033610438005812955	0.002777496811058924	0.014174191957468813	0.010163998297160182	0.011026217504618104	0.004657050553070379	0.009398563119398207	0.006282558959188268	0.0055680396005265845	0.014655044718867218	0.0074526490083308625	0.009619898956599619	0.00626445718501263	0.012456553362639731	0.010931785231092514	0.01068929914312743	0.00789512439564937	0.010218356983971359	0.004633158184403387	0.012193847736275102	0.010909931097257249	0.014269289768951775	0.007647638189866081	0.006393583719681246	0.008937403888433707	0.006758809894249588	0.004989129058013443	0.008728776228075961	0.0067732591969062615	0.0001626130942737234	0.008771088116009644	0.005935310727418491	0.007059239422701575	0.004663181432927691	0.007735260019747609	0.012131833535167648	0.0031933051062835644	0.008750492445044266	0.002672683675167299	0.01013937457911931
ARRDC3	0.004971931067286222	0.009175360881960993	0.008685609891468134	0.014629156759311191	0.0010272097491985986	0.004691338882035519	0.011477175701929916	0.00939491171807234	0.00925310960128852	0.009211133513589802	0.01590504616227616	0.007767330532999556	0.007759812011217837	0.012077495539726599	0.019376628436042567	0.003362630563142049	6.271390219853541e-05	0.026713351781039018	0.010810156989523001	0.009959408005692606	0.00677901231480117	0.00802897974332054	0.004153941915625433	0.00027358501145687475	0.005477233439294191	0.005552196513983124	0.0005739664256314384	0.010190375844373272	0.008769252867265733	0.0008839418403060295	0.01300484074373921	0.008939316291067681	0.003014818909053292	0.004645010751011883	0.01168249653978004	0.0024056668605237004	0.0030407512140604854	0.003871286442775216	0.009491142324917112	0.008615559959195229	0.017734755612460896	0.008187626926000264	0.016796117127708884	0.007109952622343837	0.013272765026527612	0.005745926540656945	0.009158417994509404	8.163755270322725e-05	0.00870991821305637	0.011846290007970498	0.014789680281699115	0.005049219848594252	0.0023125000634527096	0.0004090889800389866	0.0003935679689548304	0.00958781506302626	0.009786846190285385	0.00952223180101914	0.008448493676845237	0.002794134430862967	0.014028918969064509	0.00844712799421427	0.011144112945592855	0.01577977515406666	0.009565125842207863	0.005064434684173891	0.027908306726442147	0.00037318898443115144	0.007269142302720822	0.001922634240275412	0.012600877186889552	0.009891266572462639	0.003401247570597653	0.009064494358936269	0.010217379451414033	0.012404343446274854	0.005296915805514697	0.00558162072566119	0.009288260254326509	0.008313927129626445	0.0082160287746318	0.005622561701049529	0.011565127072508419	0.003688764528114043	0.0033781816328914845	0.005031923001592885	0.010016269839926139	0.009794659309098853	0.0056318612962846905	0.009145598208507279	0.010572769138077844	0.007090980258485155	0.012051098017849232	0.006101714325461535	0.007269319994678233	0.006457187596514623	0.010497141315370408	0.008958052418960992	0.010978059509416827	0.007310805890319463	0.010250821395768868	0.005512509183678782	0.012405862030815137	0.011021879138879653	0.01029328427978888	0.008568839532054905	0.0124965769712863	0.009758892275215238	0.004363454306442794	0.004604366855533957	0.0055287857542915	0.006903271071605301	6.785853212228658e-05	0.009882285581295459	0.004005290802951814	0.00906963872307101	0.003043322216698489	0.011134281202316118	0.010018243938918646	0.002730246987429687	0.008637752653548138	0.0038653401701773497	0.011454118650579026
