TF	target	importance
G66	G26	0.049822093207023424
G60	G24	0.04943938446714302
G2	G41	0.04931893824167397
G9	G72	0.04916400102745574
G58	G72	0.049163203664840026
G70	G56	0.04859111945766358
G43	G64	0.048509573259800286
G8	G70	0.04850251229960582
G5	G23	0.04849370705616966
G66	G83	0.048481003336476466
G23	G3	0.048450673408265116
G82	G34	0.04841408519307847
G79	G46	0.047938030426072725
G59	G18	0.04782373870793278
G29	G85	0.0475017842843665
G33	G92	0.047488706116542205
G36	G43	0.04747249929257288
G16	G52	0.04711744677678998
G25	G47	0.047006847876463566
G23	G69	0.04698897131068002
G37	G1	0.046965238571670974
G7	G30	0.04680213046545593
G16	G25	0.04678125812473458
G7	G55	0.046708575072755484
G14	G64	0.04653298377615726
G50	G95	0.046477046262194475
G7	G10	0.04629873239167206
G5	G15	0.046292263764097785
G63	G3	0.04624333705966666
G35	G46	0.046099008872886045
G25	G16	0.046076786566850096
G70	G58	0.04604241853095093
G74	G43	0.04600855354400104
G35	G34	0.04597169844094627
G52	G76	0.04593328599131267
G82	G59	0.04556990179902543
G83	G26	0.04550318811715016
G10	G54	0.04548616581085881
G16	G69	0.045269281972628264
G59	G61	0.045257173477523886
G76	G52	0.04513095593335097
G94	G100	0.045117287994922796
G72	G58	0.04511448981965438
G5	G73	0.045073248824121635
G56	G68	0.045008023363325884
G15	G50	0.04494376956556166
G54	G56	0.044728889105379206
G28	G90	0.04467061148629496
G7	G54	0.04459878603980433
G28	G81	0.04439741898668768
G48	G37	0.044352442037569745
G24	G78	0.044343855054850334
G93	G2	0.04429938200349147
G72	G83	0.044266153432630476
G88	G96	0.04426464031146671
G71	G24	0.04411594255002703
G29	G20	0.04403462503036728
G48	G55	0.04402360268585368
G78	G70	0.04401769149228266
G62	G80	0.04397117792505549
G67	G7	0.043878342412003606
G53	G30	0.043800158061213054
G63	G10	0.04378055244556787
G73	G46	0.0437582453340694
G9	G94	0.04367740622662132
G59	G3	0.04366300269785469
G62	G25	0.04358105217780021
G18	G50	0.04356218485769881
G22	G41	0.04351030936780854
G74	G18	0.04341787824387556
G81	G28	0.043379951557539986
G5	G53	0.043358395368992025
G56	G71	0.04332079773372495
G23	G95	0.043182321079113704
G7	G70	0.04316109331433694
G70	G71	0.042995791725026405
G87	G94	0.04299497445284687
G20	G5	0.04298506903917446
G72	G94	0.04294283323115941
G28	G83	0.04280140339717873
G57	G75	0.042746327215843004
G28	G43	0.042716361549175574
G64	G89	0.042654695906398685
G73	G5	0.04264534886024997
G64	G38	0.04220574673233617
G36	G44	0.042181817424693305
G72	G10	0.042102993390905404
G78	G54	0.04202787318190667
G74	G15	0.041926671387078875
G94	G77	0.041829970719143524
G75	G57	0.04176613046129026
G70	G7	0.04166644865360486
G7	G46	0.04162581196262486
G33	G81	0.04150867572668507
G54	G7	0.04145367621056873
G50	G18	0.04145125324510797
G90	G44	0.04136764210540334
G55	G7	0.04124967927573834
G32	G41	0.04119769505964437
G58	G61	0.04109628661132643
G82	G61	0.04069371137408117
G94	G9	0.04069338973152428
G18	G59	0.04051221044950906
G22	G46	0.040429201723542425
G55	G79	0.0403248252974319
G38	G81	0.04022473630169415
G1	G24	0.040153339059113724
G63	G78	0.04006316060812198
G16	G99	0.040011190593315114
G35	G36	0.04000006397630508
G81	G38	0.039976793376042964
G76	G59	0.03992189410184841
G72	G51	0.039921333407742
G94	G10	0.039898231239373395
G38	G67	0.03987257069419383
G63	G56	0.03964640495021511
G70	G30	0.0395854571236331
G74	G69	0.03951267783017325
G1	G38	0.03949589703004726
G6	G7	0.03947387154927936
G54	G18	0.03930408754190565
G83	G76	0.03917464772401247
G99	G69	0.0391219095236142
G74	G72	0.03905656137764026
G14	G89	0.039032156892149845
G63	G74	0.03897021495665213
G67	G79	0.0389369825970834
G68	G24	0.03892736693451839
G8	G56	0.038922128308953634
G36	G29	0.03889810622090627
G70	G81	0.038862134879006416
G15	G64	0.038780993457009534
G89	G64	0.03874388420488598
G68	G56	0.038654275946387005
G96	G94	0.03864895284045067
G56	G70	0.03855960771432037
G9	G75	0.03837840425805791
G6	G1	0.03832352171287743
G86	G72	0.03829883829799445
G22	G18	0.038245729423914215
G34	G20	0.03811927203521924
G7	G56	0.038081214348150046
G24	G38	0.03805467484433908
G69	G72	0.037834558859109704
G35	G47	0.037732874379544784
G44	G37	0.037706641674361496
G34	G44	0.0376468101100392
G43	G15	0.03764170521393539
G29	G82	0.03759850526965182
G72	G84	0.037471352145132295
G80	G76	0.03737112050552309
G70	G22	0.03733683946509604
G85	G93	0.03726896492953638
G96	G47	0.03719483075789475
G35	G40	0.0371728339502632
G10	G94	0.03711929954695839
G63	G77	0.03705936497016684
G34	G43	0.03703441299778786
G75	G9	0.037001936243626646
G61	G66	0.036979536976042324
G36	G82	0.036891645750458245
G80	G16	0.03661589063851381
G56	G22	0.036577737532766004
G23	G20	0.036544775415305125
G86	G50	0.036345249368495085
G83	G33	0.03621324818100751
G54	G49	0.03608389006765165
G71	G2	0.03602509395149696
G89	G14	0.03590740563251792
G54	G71	0.035861741963166306
G79	G67	0.03583246643847523
G46	G79	0.035629016727502974
G16	G74	0.03561218759244391
G85	G6	0.03559625576158866
G69	G50	0.03543646746324134
G24	G2	0.03543255711046779
G68	G71	0.035260374702619945
G70	G8	0.03524825363962697
G38	G64	0.03524454803442439
G25	G55	0.03520707423314714
G34	G15	0.035185034221185046
G70	G79	0.03509597214262388
G94	G88	0.03509028353251986
G24	G8	0.03505277532794231
G56	G54	0.035042632988041326
G48	G23	0.03502747283708813
G99	G16	0.034757734898548734
G70	G78	0.03439708826333957
G52	G16	0.03433504339031178
G36	G39	0.034300487304610584
G29	G36	0.03430010530944541
G36	G26	0.03429461597099793
G53	G46	0.03428358677437133
G63	G79	0.03417887408783124
G48	G95	0.034110926390403695
G38	G55	0.03396653806434747
G22	G9	0.03395412938121506
G50	G48	0.03380939670830586
G7	G73	0.03379121631789676
G54	G78	0.03366513406682476
G78	G56	0.03351887709290143
G24	G63	0.03347506804102387
G90	G38	0.033455560532014886
G64	G55	0.03345344407315062
G63	G48	0.03345047293012254
G33	G87	0.033437442687629916
G2	G4	0.0334106461299326
G24	G22	0.03340303490598826
G63	G8	0.03337687424191191
G87	G89	0.033284377745219966
G79	G55	0.033217477074071154
G63	G24	0.03317857907782375
G83	G34	0.03309710801048848
G94	G47	0.03305219906544597
G76	G25	0.03304983522525812
G35	G96	0.03302762934030302
G59	G2	0.03299656562724954
G40	G35	0.03286954046098119
G37	G24	0.03286393496846998
G62	G67	0.03267436767726521
G83	G28	0.03267092152223815
G37	G35	0.032598012635635824
G10	G72	0.03257643798073913
G70	G24	0.03256396605874415
G28	G26	0.03250625642421485
G63	G47	0.03250474654100217
G5	G3	0.032442167474162
G18	G60	0.032435281304609306
G8	G30	0.032310096392628045
G22	G20	0.03218308880089619
G32	G2	0.03211903722874761
G41	G99	0.03210448942497961
G35	G88	0.032088620880184104
G36	G83	0.032079856999795126
G57	G9	0.032012021482069726
G38	G1	0.03199874426823364
G29	G38	0.03195031623333401
G80	G62	0.03183571860054037
G9	G57	0.03182285751001854
G30	G5	0.03179555854092936
G44	G75	0.03179546179028968
G2	G71	0.031789360619723754
G8	G78	0.031774584253132405
G54	G8	0.031690824633894464
G79	G65	0.03139831257739244
G30	G84	0.03135535797369947
G3	G15	0.03134643700452187
G28	G15	0.031321721368623996
G79	G80	0.03129144373372559
G24	G86	0.031237607251256197
G3	G18	0.031229942476789868
G61	G58	0.031228967704632966
G9	G50	0.031225457954133812
G2	G85	0.031161516466515715
G9	G11	0.03114705752861916
G2	G6	0.031129687980632502
G1	G30	0.03112507986242821
G89	G94	0.03107043009888375
G22	G15	0.03106175499244067
G5	G95	0.03095195809210031
G34	G26	0.03094218926416804
G52	G50	0.030935314582020573
G76	G23	0.030786214701750046
G59	G92	0.030785201651322324
G35	G8	0.03074701578060132
G55	G62	0.03073793073924317
G55	G25	0.03071078090163141
G68	G7	0.03067465344007627
G9	G52	0.03063921245165294
G28	G64	0.030636018050861892
G38	G24	0.03060169883544965
G35	G92	0.030598934948470147
G72	G9	0.030518462406313295
G8	G24	0.030466093355429918
G7	G22	0.03043606048437936
G58	G93	0.03042284109399453
G1	G4	0.030359696034250334
G89	G36	0.030316870955951217
G86	G28	0.030303399844508156
G35	G44	0.030206236947542858
G46	G89	0.030185087182215714
G64	G67	0.030140651445192478
G3	G50	0.030121755066577195
G20	G22	0.030104291905459105
G78	G71	0.030081459299987272
G35	G1	0.030042373310060246
G83	G35	0.029922906564414774
G62	G58	0.029887291350569105
G62	G55	0.029887074573446686
G28	G29	0.02962836476549512
G68	G8	0.029584378672846846
G95	G50	0.029553529954184907
G86	G15	0.02949974640856508
G8	G71	0.02947292250630565
G54	G24	0.029472693098233766
G69	G2	0.02946452890306952
G41	G32	0.02945419040800191
G72	G43	0.029417211052774537
G35	G29	0.029383962625717904
G48	G59	0.029357511670337223
G41	G3	0.02925134316395997
G70	G72	0.02924401292814115
G22	G78	0.02916573717741668
G18	G2	0.02905813993482613
G35	G28	0.029048304925037897
G67	G38	0.029024861642231062
G78	G22	0.02900967288878434
G35	G82	0.02892024974210189
G46	G53	0.02884538281669582
G1	G8	0.028818429741106204
G82	G36	0.028816586343653437
G36	G81	0.02879699580699131
G100	G94	0.02877173755417039
G38	G88	0.028742185651997567
G83	G5	0.02868608627869006
G37	G44	0.02864521953987813
G81	G83	0.028627879738672583
G18	G74	0.028598433800338156
G72	G66	0.028461750164806593
G79	G71	0.028448722176549875
G48	G40	0.028443527084384492
G15	G43	0.028430507397229104
G86	G94	0.028417342658009506
G79	G58	0.028373301512174577
G40	G24	0.028348472254899462
G63	G59	0.02832535218390157
G53	G20	0.02832426437454613
G50	G9	0.02830239476686395
G89	G4	0.02828633322437343
G5	G29	0.028245054327769928
G92	G34	0.028207695305018196
G63	G88	0.028193228720674025
G82	G45	0.028187368827460077
G82	G28	0.02816574360635692
G30	G8	0.028148655678271635
G94	G86	0.028130632005291395
G36	G89	0.028072732497232026
G93	G40	0.028035329131279516
G74	G63	0.027990742067460814
G80	G79	0.027982083884006883
G22	G7	0.027971739253641843
G3	G63	0.027931430406570288
G1	G35	0.027927452182759608
G83	G36	0.02777024427788918
G92	G68	0.02776625094015277
G76	G83	0.027731244582212277
G8	G10	0.027706699949532263
G46	G7	0.02769446021244467
G72	G81	0.027618147232111034
G58	G85	0.027614064197582378
G20	G29	0.027594620136615573
G78	G24	0.02753918871144075
G36	G64	0.027484380514335115
G37	G8	0.027412357230972545
G40	G44	0.02729859968224404
G53	G78	0.02728515810858307
G71	G6	0.02725328206665529
G37	G88	0.027138852796485882
G35	G63	0.027113088029384988
G62	G88	0.027111119606188526
G76	G86	0.02709898299808214
G83	G61	0.0270819867798701
G29	G71	0.027045672721703693
G76	G48	0.027031923397159586
G67	G62	0.02701875062135345
G1	G60	0.027018000242910952
G72	G69	0.02701798050900559
G61	G82	0.026946454948811885
G18	G41	0.026944822180344653
G24	G48	0.026909060449465776
G93	G57	0.026891009895554707
G35	G14	0.02682375494671147
G88	G63	0.026726027687874757
G74	G41	0.02669351509129818
G24	G30	0.026586305017845858
G52	G61	0.026570695140982956
G87	G100	0.02654663017041005
G76	G63	0.026520706905624743
G70	G69	0.02651860875523292
G6	G85	0.02651113540282806
G35	G83	0.02648390109650925
G22	G71	0.026441951426562353
G68	G78	0.02643469974625281
G7	G78	0.026371447820232395
G6	G55	0.026345262382076264
G70	G61	0.026333572381535438
G24	G69	0.026302437588671162
G28	G39	0.026268322737558317
G63	G87	0.02622522466327502
G81	G36	0.026151088953518233
G74	G75	0.026146066505750964
G81	G33	0.02612467792513965
G52	G9	0.02612108188270144
G41	G95	0.026100292967481835
G50	G16	0.02609216766091265
G28	G17	0.026047978529787696
G41	G52	0.026035648245064408
G88	G35	0.0260209256164653
G76	G16	0.02597157083526918
G86	G76	0.0259540890410297
G92	G59	0.025936982267380858
G28	G44	0.025933023673501993
G64	G15	0.02588223352780235
G41	G74	0.025850048189747475
G4	G71	0.025837021955054048
G54	G61	0.025830498154809277
G76	G66	0.02582849896408328
G24	G7	0.02579674906641599
G47	G58	0.02573367222028073
G62	G46	0.02571908385693325
G35	G89	0.025681707947335083
G50	G5	0.0256804794978938
G34	G85	0.025658872510253512
G16	G86	0.025658618948584493
G54	G22	0.02563237762647885
G86	G87	0.025599574568355345
G68	G10	0.025530696849938046
G9	G2	0.025481126332671217
G79	G88	0.025456424467767032
G63	G61	0.025432368776288048
G58	G26	0.025432091925173757
G26	G83	0.025345909987441684
G36	G15	0.025340432625282197
G56	G78	0.025304886964763754
G35	G70	0.025283244249346
G18	G54	0.025275453513528466
G76	G99	0.025266371628486474
G33	G39	0.025234579443942466
G46	G55	0.025225020643760993
G54	G63	0.02521829117657191
G61	G44	0.025213966374286727
G78	G53	0.025178392343602685
G34	G39	0.02517692835411894
G36	G87	0.025176217054272084
G8	G40	0.02516705120848664
G20	G71	0.025152994225104478
G94	G79	0.025143645413710714
G29	G5	0.025109458456399957
G43	G14	0.02510563350967534
G28	G35	0.025075365075142114
G60	G37	0.02505706655867873
G34	G5	0.025021411329614093
G58	G81	0.025014105356202767
G79	G2	0.025005104404033526
G15	G23	0.024984820759560964
G71	G39	0.024984758492343846
G52	G41	0.024967878550284418
G41	G58	0.024963695468092507
G9	G59	0.02493074434254153
G67	G48	0.024877392338933515
G62	G81	0.024870422457448284
G89	G100	0.024864422076579067
G94	G89	0.024854741037172796
G95	G48	0.024843528681661398
G69	G51	0.02470386745911056
G7	G67	0.0246777940389141
G58	G77	0.024636704334816656
G70	G10	0.024633260812366813
G96	G79	0.02457674688064816
G73	G71	0.024534913069270647
G43	G72	0.02447775792825018
G23	G50	0.024467423036734968
G63	G7	0.024408854924313387
G25	G67	0.024398756052161172
G79	G94	0.024320242087475852
G85	G71	0.02428970137339927
G88	G37	0.024223187278928783
G10	G77	0.02417580630106301
G41	G15	0.02416547810649229
G44	G85	0.024129330496332126
G85	G10	0.024120977728123796
G15	G41	0.024117163588399416
G1	G6	0.024111410559597875
G46	G22	0.024099749252111103
G23	G32	0.024028326348242902
G3	G7	0.023995686562414513
G55	G38	0.023969869356449038
G58	G62	0.023960265706467553
G69	G53	0.02393663565202809
G5	G26	0.023927438758955723
G16	G80	0.023906376142440285
G47	G94	0.023882221735355928
G46	G73	0.02384899358401061
G79	G96	0.0237981562494016
G36	G37	0.023795860445706953
G70	G62	0.023725193877376125
G76	G46	0.023664806119644295
G69	G60	0.023655194151721036
G47	G96	0.023635620245755214
G54	G89	0.02362042289094124
G8	G61	0.023601885622205793
G76	G95	0.023572680118269383
G94	G62	0.023572285514531194
G29	G35	0.023566290295515387
G92	G95	0.023561428175693375
G33	G26	0.023560064603394774
G50	G59	0.023517058810714392
G18	G3	0.023514612489055745
G1	G44	0.023509296353932136
G4	G87	0.023489057363974476
G36	G38	0.023470889999187033
G23	G15	0.023428591820891912
G2	G69	0.023332281599273395
G95	G15	0.02328289803959739
G48	G27	0.023266314291266625
G41	G93	0.023235317573439794
G90	G35	0.023199095636837513
G35	G64	0.023162496350701806
G82	G95	0.023139020027796626
G96	G88	0.023110705353417596
G32	G85	0.0230667875465843
G70	G84	0.023005065144581113
G5	G41	0.02299648954634658
G7	G71	0.02299369723035599
G63	G69	0.022977630497464624
G88	G38	0.02295454375373833
G41	G5	0.02295274663804433
G34	G81	0.022939939720905
G77	G45	0.022910295438607377
G27	G17	0.022898973359224247
G44	G57	0.022880751743357765
G70	G83	0.022847065151259116
G99	G8	0.0228077245783067
G79	G13	0.022798814732631983
G51	G72	0.0227860528981808
G71	G4	0.022735191514826704
G23	G48	0.022693729580462074
G7	G24	0.02264121334736153
G32	G71	0.022624115968678624
G33	G85	0.022600609921211764
G80	G38	0.02259335207764982
G92	G35	0.02253778552047449
G89	G88	0.022530160392873644
G2	G18	0.022520031201325293
G82	G91	0.022477328429295763
G22	G59	0.022467806864050387
G72	G86	0.02239525597377634
G85	G77	0.022389787476643493
G10	G68	0.022379505232132273
G28	G51	0.022349987026367982
G55	G17	0.022301858671851287
G93	G37	0.022277621296801848
G58	G45	0.022275255055629276
G78	G73	0.022269479352763435
G2	G32	0.022264713506944003
G43	G28	0.022249349203584727
G30	G7	0.022211974655278757
G56	G24	0.022205946518269015
G8	G7	0.022199893405677247
G18	G51	0.02215206106699092
G48	G15	0.022125938193037004
G23	G93	0.022046123676317184
G90	G82	0.022000918701789874
G90	G92	0.02197352925349375
G69	G63	0.021966728208583048
G46	G62	0.021964917928047546
G54	G9	0.02195991941201527
G81	G34	0.021940493027286734
G35	G79	0.021935416011646586
G25	G44	0.021918004626740272
G69	G70	0.02190667921770525
G89	G38	0.021900948160955534
G47	G16	0.02185461280106386
G74	G80	0.02184767932376161
G2	G93	0.02183038859553031
G35	G51	0.021824401634917327
G44	G36	0.021786871056855676
G70	G25	0.021759358395426996
G44	G40	0.02175199339552416
G50	G60	0.021735660212741998
G85	G2	0.02171195233136849
G68	G61	0.021707522110591234
G5	G50	0.021690688159018326
G4	G89	0.02165194046892069
G51	G11	0.021617837408621294
G30	G70	0.021593552509539322
G90	G26	0.021575022717536665
G76	G30	0.02153455169217547
G64	G81	0.021505937986022013
G35	G26	0.021503056168359302
G20	G73	0.021481047043654
G52	G99	0.021451687407073036
G52	G80	0.021406261715766758
G15	G74	0.021388348260419493
G26	G61	0.021386858431666184
G47	G82	0.021368078666872736
G68	G63	0.02132954490746386
G97	G42	0.02130240724937747
G63	G9	0.021296285390191013
G43	G98	0.02129298506237494
G82	G35	0.021285578548847137
G80	G99	0.02128515352628722
G38	G60	0.02126248400991798
G55	G80	0.021249238578507596
G29	G28	0.02119676194568002
G30	G32	0.02112154948942966
G16	G76	0.021114120745734405
G79	G89	0.02111179445448158
G28	G87	0.02110792331578234
G62	G38	0.021106222977641937
G24	G4	0.021103573205426975
G74	G27	0.021058652209288917
G29	G39	0.021048055938802414
G38	G29	0.021036690307225926
G4	G2	0.021005941617061905
G2	G59	0.02100332329048972
G64	G17	0.020999580855460612
G40	G8	0.020954712743460082
G18	G15	0.020949049461630075
G85	G44	0.020947599556340162
G54	G2	0.020947003305637743
G63	G99	0.020922392561729564
G85	G32	0.02090965907640285
G24	G61	0.020909569205992132
G83	G52	0.020895606674546156
G3	G61	0.02088694608605513
G30	G19	0.020885254668926188
G22	G54	0.020864122704732885
G62	G65	0.020837744367971204
G58	G47	0.02083408190044152
G59	G93	0.02083231981816572
G66	G76	0.02082942847457436
G29	G92	0.020814546113145357
G44	G25	0.020809208961887548
G30	G69	0.02080372751959962
G38	G89	0.020790760004655746
G63	G22	0.020787617340834653
G63	G71	0.020778998840741934
G38	G44	0.020775536646074583
G94	G43	0.02076744385729334
G10	G85	0.020750493828547014
G94	G12	0.02074861938541951
G72	G28	0.020747426275056487
G78	G46	0.020731165195440552
G41	G86	0.020730289569639987
G4	G85	0.02070100465694997
G85	G23	0.02065497354464146
G44	G9	0.020629680232583273
G83	G82	0.020602754043913762
G3	G41	0.02058796111871606
G46	G14	0.02055920295698278
G28	G72	0.020518334100042467
G60	G40	0.02046536026368836
G10	G7	0.020437649704600134
G70	G66	0.02043566043983732
G44	G77	0.020419391174849786
G16	G47	0.02041789491927406
G15	G48	0.020391300458328813
G24	G51	0.02036772198677208
G86	G27	0.020366014533396332
G34	G14	0.02035128803398545
G69	G11	0.02034002941170511
G92	G29	0.020327796937311363
G54	G72	0.020320113056790236
G46	G67	0.020319998333685207
G27	G21	0.020308492696261976
G61	G59	0.020278817894694372
G73	G20	0.020272332052103905
G35	G66	0.02026039605339205
G88	G62	0.02024635863098692
G25	G76	0.020243010643342274
G41	G6	0.020241742219191068
G86	G64	0.020237553034735924
G52	G32	0.02021981014847877
G68	G49	0.02021898975584966
G4	G24	0.020210397068984254
G42	G97	0.020210359410940133
G60	G21	0.02017021069111973
G48	G50	0.020159813093709122
G52	G11	0.020137092767057052
G24	G49	0.020101854469508938
G34	G87	0.020040816091220173
G73	G84	0.020033383513668485
G43	G77	0.020021294093679205
G88	G40	0.020007299262234515
G49	G19	0.019952257380965215
G57	G65	0.01994112871680528
G70	G76	0.01991549842941638
G34	G91	0.019911407710422546
G20	G53	0.01990421274778387
G29	G88	0.01987908586461516
G72	G18	0.019871787226330772
G62	G96	0.019871394345563387
G38	G35	0.019871284046513584
G24	G10	0.01983533256406405
G92	G70	0.01980425508531977
G35	G62	0.019802756328590097
G75	G89	0.019801950146366782
G29	G26	0.01979485487760054
G37	G96	0.019773448566824833
G90	G39	0.019767347741500383
G58	G12	0.019749164346458303
G44	G59	0.01974449563679064
G78	G38	0.019664057295215996
G26	G36	0.019634401107429544
G92	G33	0.019620475209897244
G23	G53	0.019590698831214056
G82	G64	0.01958576380273542
G69	G73	0.019568692316812387
G67	G25	0.019520175823133097
G75	G74	0.01951663171902576
G63	G16	0.019500537301155814
G16	G64	0.019482883763254515
G59	G41	0.01948287097418189
G14	G15	0.019477720750241026
G23	G29	0.01945846161420014
G66	G81	0.019450317327130137
G5	G48	0.019420510147095553
G37	G60	0.019405253071241576
G63	G65	0.019399905402322965
G81	G29	0.019399891563413242
G80	G4	0.019388697251261973
G61	G85	0.01936877555503628
G89	G81	0.019352698128101507
G86	G100	0.01934649001760046
G63	G75	0.01933867129391181
G36	G85	0.0193352927551877
G76	G15	0.019325224732063846
G67	G46	0.019321650904862406
G96	G100	0.0192970531649716
G99	G31	0.019246792079004094
G78	G8	0.019217814924431465
G48	G25	0.019148913499676727
G62	G44	0.019147832800000573
G15	G95	0.019142702870125462
G70	G63	0.01912682481759629
G81	G62	0.019104352101257414
G99	G91	0.019073073490614666
G58	G84	0.019070519189926895
G79	G16	0.01905663261673313
G52	G58	0.01903944484931178
G35	G90	0.019020437589639224
G100	G43	0.019010673028461454
G82	G3	0.018993549584079696
G93	G1	0.01899233880135745
G88	G57	0.01898724867468139
G26	G58	0.018984613668284724
