Gene1	Gene2	Score
nirD	acnA	-0.743628451986305
acnA	nirD	-0.743628451986305
nirD	edd	0.742993425952764
edd	nirD	0.742993425952764
ilvB	seqA	-0.741916176707041
seqA	ilvB	-0.741916176707041
ilvB	glmU	-0.74135752274583
glmU	ilvB	-0.74135752274583
cysG	pfkA	0.734387750267671
pfkA	cysG	0.734387750267671
cysG	fruK	0.733045961859157
fruK	cysG	0.733045961859157
yhcH	glmU	-0.730849543616306
glmU	yhcH	-0.730849543616306
nirC	icd	-0.730124104429758
icd	nirC	-0.730124104429758
nirD	fruR	-0.728941595614396
fruR	nirD	-0.728941595614396
cysG	pykF	0.725862117426867
pykF	cysG	0.725862117426867
ilvN	glgS	0.724251411104924
glgS	ilvN	0.724251411104924
edd	ppsA	-0.723704713901172
ppsA	edd	-0.723704713901172
chbF	malT	0.722558862719759
malT	chbF	0.722558862719759
glgC	nagA	-0.721618660410495
nagA	glgC	-0.721618660410495
ppsA	fruK	-0.719514325432556
fruK	ppsA	-0.719514325432556
glgS	mpl	0.718847391596004
mpl	glgS	0.718847391596004
galT	galS	0.718503661412581
galS	galT	0.718503661412581
ilvB	glgS	0.718346617977721
glgS	ilvB	0.718346617977721
nanE	yhcH	0.717687323249109
yhcH	nanE	0.717687323249109
ilvN	crp	0.716002654610637
crp	ilvN	0.716002654610637
glmS	malK	-0.714816408252177
malK	glmS	-0.714816408252177
tyrP	seqA	0.713644176466791
seqA	tyrP	0.713644176466791
mpl	seqA	-0.71346655509658
seqA	mpl	-0.71346655509658
eno	yahA	0.712673155386795
yahA	eno	0.712673155386795
icd	pck	0.712155163865903
pck	icd	0.712155163865903
mpl	glmU	-0.710973380588974
glmU	mpl	-0.710973380588974
pfkA	fruR	-0.709705191874979
fruR	pfkA	-0.709705191874979
malT	malK	0.709414422667609
malK	malT	0.709414422667609
glgC	glmS	-0.706473029084023
glmS	glgC	-0.706473029084023
nagA	malF	-0.705784185021305
malF	nagA	-0.705784185021305
ilvN	glgC	0.70292579711539
glgC	ilvN	0.70292579711539
mpl	nagA	-0.702269326232786
nagA	mpl	-0.702269326232786
ilvN	nagC	0.701981995813793
nagC	ilvN	0.701981995813793
glmU	nagC	-0.701565431351545
nagC	glmU	-0.701565431351545
epd	ppsA	-0.699997057137414
ppsA	epd	-0.699997057137414
yhcH	nagA	-0.699464806014375
nagA	yhcH	-0.699464806014375
nagC	malE	0.699068937148579
malE	nagC	0.699068937148579
seqA	lamB	-0.697873046108449
lamB	seqA	-0.697873046108449
nagA	malT	-0.696735952753094
malT	nagA	-0.696735952753094
nagA	lamB	-0.69588588406231
lamB	nagA	-0.69588588406231
cysG	aroP	-0.69520432200876
aroP	cysG	-0.69520432200876
glgC	mpl	0.695078760835295
mpl	glgC	0.695078760835295
glgP	nanK	0.694118243015384
nanK	glgP	0.694118243015384
cysG	glk	0.693742522264685
glk	cysG	0.693742522264685
glgC	malE	0.693331269774247
malE	glgC	0.693331269774247
malE	malK	0.692958612972018
malK	malE	0.692958612972018
ilvB	nagA	-0.69163167035234
nagA	ilvB	-0.69163167035234
glgC	seqA	-0.691417394128166
seqA	glgC	-0.691417394128166
acnA	fruB	-0.690954728918009
fruB	acnA	-0.690954728918009
glgS	crp	0.690292813633506
crp	glgS	0.690292813633506
cysG	eno	0.688222810664288
eno	cysG	0.688222810664288
nagA	nagC	-0.688210705835927
nagC	nagA	-0.688210705835927
ilvB	glgC	0.6867246462227
glgC	ilvB	0.6867246462227
ilvB	malK	0.686153123023965
malK	ilvB	0.686153123023965
glmU	malE	-0.686000326962108
malE	glmU	-0.686000326962108
glgS	malF	0.685933972833076
malF	glgS	0.685933972833076
hupB	nagA	-0.68583222061209
nagA	hupB	-0.68583222061209
nirC	aceA	-0.684570797069943
aceA	nirC	-0.684570797069943
glmU	manZ	0.684232009283557
manZ	glmU	0.684232009283557
manZ	malE	-0.684090845845814
malE	manZ	-0.684090845845814
nirD	ppsA	-0.683753347684832
ppsA	nirD	-0.683753347684832
glgS	glgC	0.682750648008542
glgC	glgS	0.682750648008542
malF	malK	0.682015962008302
malK	malF	0.682015962008302
tyrR	manY	0.680656775837636
manY	tyrR	0.680656775837636
yahA	glk	0.68056242529346
glk	yahA	0.68056242529346
mpl	malK	0.678889931093919
malK	mpl	0.678889931093919
nirC	glk	0.677611018248276
glk	nirC	0.677611018248276
glgC	malK	0.6775251732782
malK	glgC	0.6775251732782
aceK	mtlR	-0.677279641210045
mtlR	aceK	-0.677279641210045
aceA	yahA	-0.676750865028907
yahA	aceA	-0.676750865028907
nirC	acnB	0.676420823536469
acnB	nirC	0.676420823536469
glmS	nagC	-0.675852361956831
nagC	glmS	-0.675852361956831
ilvB	mpl	0.674975779951116
mpl	ilvB	0.674975779951116
ilvN	malK	0.674567563523428
malK	ilvN	0.674567563523428
ilvN	seqA	-0.674070993932625
seqA	ilvN	-0.674070993932625
ilvB	crp	0.673747647865497
crp	ilvB	0.673747647865497
seqA	glmS	0.67310471490377
glmS	seqA	0.67310471490377
glgP	nagA	-0.672872776727946
nagA	glgP	-0.672872776727946
chbF	crp	0.672550288659244
crp	chbF	0.672550288659244
nirC	acnA	-0.672195324709133
acnA	nirC	-0.672195324709133
glgS	glmS	-0.671256374618877
glmS	glgS	-0.671256374618877
glgC	manZ	-0.671229203795823
manZ	glgC	-0.671229203795823
glgS	lamB	0.671180818397343
lamB	glgS	0.671180818397343
ppsA	pykF	-0.671088715626842
pykF	ppsA	-0.671088715626842
glgC	crp	0.670848932823699
crp	glgC	0.670848932823699
glgS	malT	0.669690043120674
malT	glgS	0.669690043120674
pgk	ptsI	0.66960553195296
ptsI	pgk	0.66960553195296
nanM	crp	0.66956423644298
crp	nanM	0.66956423644298
acnB	edd	0.668359318892096
edd	acnB	0.668359318892096
ilvN	nagA	-0.667374500168781
nagA	ilvN	-0.667374500168781
edd	eno	0.66658199066496
eno	edd	0.66658199066496
nagA	chbF	-0.666264672972451
chbF	nagA	-0.666264672972451
acnB	pck	-0.666239263394323
pck	acnB	-0.666239263394323
ilvN	mpl	0.665365338843841
mpl	ilvN	0.665365338843841
pck	ptsH	0.664638225416878
ptsH	pck	0.664638225416878
hupB	nagC	0.664467904252478
nagC	hupB	0.664467904252478
mtlA	mtlD	0.663890731842529
mtlD	mtlA	0.663890731842529
ilvB	ilvN	0.663481295032969
ilvN	ilvB	0.663481295032969
tyrR	mtr	0.663433756042508
mtr	tyrR	0.663433756042508
yhcH	glmS	-0.662240533311142
glmS	yhcH	-0.662240533311142
acnB	fruK	0.662021078926735
fruK	acnB	0.662021078926735
hupB	malE	0.661943149315179
malE	hupB	0.661943149315179
eno	pykF	0.661919798271107
pykF	eno	0.661919798271107
nagC	malK	0.661025626824575
malK	nagC	0.661025626824575
acnB	epd	0.660998607810941
epd	acnB	0.660998607810941
fruB	ptsI	0.660302456144547
ptsI	fruB	0.660302456144547
lamB	malK	0.658740868286305
malK	lamB	0.658740868286305
cysG	ptsI	0.658028743080695
ptsI	cysG	0.658028743080695
mtlR	ptsH	-0.65771098025113
ptsH	mtlR	-0.65771098025113
nagB	glmU	0.65732455335646
glmU	nagB	0.65732455335646
ppsA	fruR	0.65700307014616
fruR	ppsA	0.65700307014616
nirC	ptsH	-0.656609442911579
ptsH	nirC	-0.656609442911579
aceA	fruB	-0.656104111786229
fruB	aceA	-0.656104111786229
nagC	manZ	-0.655433896715104
manZ	nagC	-0.655433896715104
glgP	malK	0.655175960328737
malK	glgP	0.655175960328737
ppsA	pck	0.654227999459314
pck	ppsA	0.654227999459314
mtr	manY	0.654213619152659
manY	mtr	0.654213619152659
yhcH	malK	0.650395679490661
malK	yhcH	0.650395679490661
yahA	ptsH	-0.650086351352709
ptsH	yahA	-0.650086351352709
mpl	crp	0.64924186000262
crp	mpl	0.64924186000262
tyrP	glmU	0.649063302353484
glmU	tyrP	0.649063302353484
nirC	eno	0.648818474606141
eno	nirC	0.648818474606141
glmU	dgsA	-0.648729080938623
dgsA	glmU	-0.648729080938623
icd	fruB	-0.647848510636803
fruB	icd	-0.647848510636803
glmU	malT	-0.647617069524374
malT	glmU	-0.647617069524374
pgk	fruB	0.646554669578041
fruB	pgk	0.646554669578041
crp	nagC	0.646511146669135
nagC	crp	0.646511146669135
cysG	pck	-0.64512196636827
pck	cysG	-0.64512196636827
galT	galR	-0.644671931337311
galR	galT	-0.644671931337311
ilvB	glmS	-0.644619451959965
glmS	ilvB	-0.644619451959965
iclR	aceK	-0.644210957064311
aceK	iclR	-0.644210957064311
aceA	edd	-0.644199350805268
edd	aceA	-0.644199350805268
glgS	chbF	0.644018213656667
chbF	glgS	0.644018213656667
epd	pfkA	0.643849446810466
pfkA	epd	0.643849446810466
icd	yahA	-0.643520366017577
yahA	icd	-0.643520366017577
nagE	malZ	-0.643433738294806
malZ	nagE	-0.643433738294806
acnA	yahA	-0.642234765800743
yahA	acnA	-0.642234765800743
chbF	malK	0.64206450882301
malK	chbF	0.64206450882301
mpl	malE	0.641278792804661
malE	mpl	0.641278792804661
aceK	pfkA	-0.641156431233368
pfkA	aceK	-0.641156431233368
acnB	yahA	0.641048858614693
yahA	acnB	0.641048858614693
cysG	epd	0.640932400425332
epd	cysG	0.640932400425332
nagA	gapA	-0.640309046730675
gapA	nagA	-0.640309046730675
nagC	malG	0.639716886482535
malG	nagC	0.639716886482535
glmS	malF	-0.639245443553453
malF	glmS	-0.639245443553453
eno	pck	-0.639070408337275
pck	eno	-0.639070408337275
icd	pykF	-0.6389038815768
pykF	icd	-0.6389038815768
hupB	glmS	-0.638439878533551
glmS	hupB	-0.638439878533551
glmS	malE	-0.638286333594931
malE	glmS	-0.638286333594931
crp	glmU	-0.636007689908896
glmU	crp	-0.636007689908896
seqA	hupA	-0.635925520810377
hupA	seqA	-0.635925520810377
ilvB	malF	0.635441528753107
malF	ilvB	0.635441528753107
fruB	ptsH	-0.635003389907641
ptsH	fruB	-0.635003389907641
glgC	mtlR	0.634832243481868
mtlR	glgC	0.634832243481868
cysG	ppsA	-0.634634939585003
ppsA	cysG	-0.634634939585003
cysG	acnA	-0.634550804175305
acnA	cysG	-0.634550804175305
glgP	lamB	0.634344258587807
lamB	glgP	0.634344258587807
aceA	pck	0.634160678471349
pck	aceA	0.634160678471349
ilvB	chbF	0.633721336810881
chbF	ilvB	0.633721336810881
ptsG	epd	0.632498761802469
epd	ptsG	0.632498761802469
glgC	hupB	0.631807275252104
hupB	glgC	0.631807275252104
pgk	yahA	0.631731908714177
yahA	pgk	0.631731908714177
seqA	malP	-0.631731878312056
malP	seqA	-0.631731878312056
hupB	malK	0.631140572489346
malK	hupB	0.631140572489346
fruA	glk	0.63107651553239
glk	fruA	0.63107651553239
hupB	glmU	-0.6309924669964
glmU	hupB	-0.6309924669964
aceK	ptsH	0.63016662977022
ptsH	aceK	0.63016662977022
fbaA	nagD	0.629724602672942
nagD	fbaA	0.629724602672942
nagA	manZ	0.629122392240159
manZ	nagA	0.629122392240159
gapA	malK	0.62909459292396
malK	gapA	0.62909459292396
epd	ptsH	-0.629063812311655
ptsH	epd	-0.629063812311655
glgS	nagC	0.628896609536817
nagC	glgS	0.628896609536817
cysG	fruR	-0.628370166713101
fruR	cysG	-0.628370166713101
acnA	fruK	-0.626306996632548
fruK	acnA	-0.626306996632548
eno	fruA	0.626077581933197
fruA	eno	0.626077581933197
nirD	glk	0.625826633659542
glk	nirD	0.625826633659542
aceA	fruR	0.624441511480092
fruR	aceA	0.624441511480092
ilvN	mtlR	0.623598250364763
mtlR	ilvN	0.623598250364763
iclR	mtlR	0.623380445383031
mtlR	iclR	0.623380445383031
glmU	malG	-0.622736079677611
malG	glmU	-0.622736079677611
malF	lamB	0.622447637048991
lamB	malF	0.622447637048991
glgC	lamB	0.622359889647239
lamB	glgC	0.622359889647239
glgS	malE	0.621166793964318
malE	glgS	0.621166793964318
mtlR	glmU	-0.620817659775469
glmU	mtlR	-0.620817659775469
mpl	chbF	0.620162170778997
chbF	mpl	0.620162170778997
glgP	nanT	0.619752185140452
nanT	glgP	0.619752185140452
icd	fruK	-0.618757623378238
fruK	icd	-0.618757623378238
eno	fruB	0.618566774171233
fruB	eno	0.618566774171233
malE	malT	0.618239466818658
malT	malE	0.618239466818658
ilvN	hupB	0.615339307237486
hupB	ilvN	0.615339307237486
dgsA	lamB	0.614722799923996
lamB	dgsA	0.614722799923996
ilvN	yhcH	0.614644279300955
yhcH	ilvN	0.614644279300955
acnB	fruB	0.614232259301216
fruB	acnB	0.614232259301216
pck	glk	-0.614053932710884
glk	pck	-0.614053932710884
glgS	mtlR	0.613866343357393
mtlR	glgS	0.613866343357393
galR	malZ	-0.612034356506399
malZ	galR	-0.612034356506399
glmU	ptsH	0.611583605447319
ptsH	glmU	0.611583605447319
ppsA	pfkA	-0.611451281360203
pfkA	ppsA	-0.611451281360203
pfkA	ptsH	-0.610730481985478
ptsH	pfkA	-0.610730481985478
ilvB	yhcH	0.610278006400665
yhcH	ilvB	0.610278006400665
ilvB	nagC	0.610016054805194
nagC	ilvB	0.610016054805194
glgC	dgsA	0.609488133328125
dgsA	glgC	0.609488133328125
glgP	glmU	-0.60854142095898
glmU	glgP	-0.60854142095898
acnA	icd	0.608450597151689
icd	acnA	0.608450597151689
aceB	nagE	0.608126501722065
nagE	aceB	0.608126501722065
glmS	manZ	0.60795686520207
manZ	glmS	0.60795686520207
mtlA	edd	0.607873886661052
edd	mtlA	0.607873886661052
mpl	mtlR	0.60770664389847
mtlR	mpl	0.60770664389847
fruK	ptsH	-0.607589892989748
ptsH	fruK	-0.607589892989748
ilvB	malT	0.607348700335643
malT	ilvB	0.607348700335643
yahA	ptsI	0.607038458002945
ptsI	yahA	0.607038458002945
malE	malG	0.606332183348448
malG	malE	0.606332183348448
pgk	fruK	0.605445674931076
fruK	pgk	0.605445674931076
seqA	malE	-0.60514869102996
malE	seqA	-0.60514869102996
pgk	pykF	0.604824782739126
pykF	pgk	0.604824782739126
mglB	galS	-0.60456851073077
galS	mglB	-0.60456851073077
seqA	hupB	-0.604460483369368
hupB	seqA	-0.604460483369368
tyrR	tyrP	-0.604333367995103
tyrP	tyrR	-0.604333367995103
mpl	glmS	-0.603500584200933
glmS	mpl	-0.603500584200933
edd	glk	0.603326303551777
glk	edd	0.603326303551777
seqA	mtlR	-0.60252907915561
mtlR	seqA	-0.60252907915561
ilvN	malE	0.602277933541424
malE	ilvN	0.602277933541424
aceK	fruK	-0.601140366467511
fruK	aceK	-0.601140366467511
yhcH	nagC	0.60097136393147
nagC	yhcH	0.60097136393147
mpl	hupA	0.599387190528707
hupA	mpl	0.599387190528707
glgC	ptsH	-0.597930598653445
ptsH	glgC	-0.597930598653445
glgS	yhcH	0.597641532478699
yhcH	glgS	0.597641532478699
seqA	yhcH	-0.597236630459571
yhcH	seqA	-0.597236630459571
seqA	dgsA	-0.596925656745022
dgsA	seqA	-0.596925656745022
ilvN	chbF	0.596686170872495
chbF	ilvN	0.596686170872495
mtlR	glmS	-0.595482624439073
glmS	mtlR	-0.595482624439073
nirD	acnB	0.595465185307238
acnB	nirD	0.595465185307238
mtlA	fruK	0.595391384269763
fruK	mtlA	0.595391384269763
seqA	malT	-0.595070384098872
malT	seqA	-0.595070384098872
ilvB	hupB	0.595022923737704
hupB	ilvB	0.595022923737704
glmS	ptsH	0.594392676125611
ptsH	glmS	0.594392676125611
nanR	manY	0.59425901861376
manY	nanR	0.59425901861376
acnB	fruR	-0.594037122846628
fruR	acnB	-0.594037122846628
chbF	malE	0.594021167068331
malE	chbF	0.594021167068331
hupA	glmU	-0.593708219626868
glmU	hupA	-0.593708219626868
ilvN	manZ	-0.593036077709462
manZ	ilvN	-0.593036077709462
mglA	nanC	0.592725638204381
nanC	mglA	0.592725638204381
mtlR	dgsA	0.592391432859128
dgsA	mtlR	0.592391432859128
nagA	crp	-0.592325388766783
crp	nagA	-0.592325388766783
aceA	aceK	0.592170894147033
aceK	aceA	0.592170894147033
crp	glmS	-0.592140965423614
glmS	crp	-0.592140965423614
mpl	nagC	0.591648129466407
nagC	mpl	0.591648129466407
seqA	malG	-0.591628296077867
malG	seqA	-0.591628296077867
seqA	manZ	0.589566936988081
manZ	seqA	0.589566936988081
mpl	lamB	0.588783669189834
lamB	mpl	0.588783669189834
cyaR	seqA	-0.588711195140731
seqA	cyaR	-0.588711195140731
malG	malK	0.588496903693937
malK	malG	0.588496903693937
gapA	glmU	-0.588419316514051
glmU	gapA	-0.588419316514051
crp	malK	0.58729581090316
malK	crp	0.58729581090316
ptsH	fruR	0.587262973937582
fruR	ptsH	0.587262973937582
tyrP	lamB	-0.586936823936302
lamB	tyrP	-0.586936823936302
glgC	malG	0.586607783424021
malG	glgC	0.586607783424021
chbA	crr	0.586397637216688
crr	chbA	0.586397637216688
chbF	glmU	-0.586347148805987
glmU	chbF	-0.586347148805987
epd	icd	-0.585817566000391
icd	epd	-0.585817566000391
glgC	malF	0.583590729090031
malF	glgC	0.583590729090031
glmS	lamB	-0.583511499813096
lamB	glmS	-0.583511499813096
ilvB	malE	0.583332970995751
malE	ilvB	0.583332970995751
ptsG	chbB	0.583062730596669
chbB	ptsG	0.583062730596669
malZ	malK	0.582420986214527
malK	malZ	0.582420986214527
eno	fruK	0.582366932893775
fruK	eno	0.582366932893775
nanE	nanM	0.582364816125323
nanM	nanE	0.582364816125323
malE	malZ	0.582186987330855
malZ	malE	0.582186987330855
manZ	dgsA	-0.582098295382136
dgsA	manZ	-0.582098295382136
mpl	dgsA	0.581971032021017
dgsA	mpl	0.581971032021017
fruB	glk	0.581267465043931
glk	fruB	0.581267465043931
chbB	epd	0.580772218936068
epd	chbB	0.580772218936068
ilvN	dgsA	0.57954800602363
dgsA	ilvN	0.57954800602363
nagA	malG	-0.578845672659109
malG	nagA	-0.578845672659109
mtlR	crp	0.577971596698578
crp	mtlR	0.577971596698578
glgC	yhcH	0.57785096384578
yhcH	glgC	0.57785096384578
acnA	edd	-0.577440612597861
edd	acnA	-0.577440612597861
acnA	pck	0.576757926853565
pck	acnA	0.576757926853565
seqA	crp	-0.576717539287678
crp	seqA	-0.576717539287678
acnA	ptsI	-0.576606809543454
ptsI	acnA	-0.576606809543454
cyaR	glmU	-0.576125220022986
glmU	cyaR	-0.576125220022986
glgS	dgsA	0.57585770078767
dgsA	glgS	0.57585770078767
manZ	malG	-0.575644032369043
malG	manZ	-0.575644032369043
seqA	nagC	-0.575429670084833
nagC	seqA	-0.575429670084833
pgk	epd	0.575149597921142
epd	pgk	0.575149597921142
glgS	nanM	0.574702585449416
nanM	glgS	0.574702585449416
edd	ptsH	-0.574526745505401
ptsH	edd	-0.574526745505401
ilvN	malT	0.573699355421426
malT	ilvN	0.573699355421426
nanM	chbF	0.573658388466497
chbF	nanM	0.573658388466497
ilvN	malG	0.57309027739444
malG	ilvN	0.57309027739444
hupB	manZ	-0.572614016771321
manZ	hupB	-0.572614016771321
glgS	hupB	0.57240530832014
hupB	glgS	0.57240530832014
galR	mglB	0.571656543141977
mglB	galR	0.571656543141977
galE	nanA	-0.571582974451151
nanA	galE	-0.571582974451151
glgP	nanR	-0.571442479068798
nanR	glgP	-0.571442479068798
nagC	lamB	0.571323520231305
lamB	nagC	0.571323520231305
malE	lamB	0.571263873146613
lamB	malE	0.571263873146613
mpl	manZ	-0.571244279563802
manZ	mpl	-0.571244279563802
gapA	glmS	-0.571000966151944
glmS	gapA	-0.571000966151944
hupB	ptsG	0.570728096040366
ptsG	hupB	0.570728096040366
pykF	glk	0.570573141008292
glk	pykF	0.570573141008292
ilvN	malF	0.570094450741214
malF	ilvN	0.570094450741214
pgk	fruR	-0.569839217956467
fruR	pgk	-0.569839217956467
seqA	chbF	-0.569830925952006
chbF	seqA	-0.569830925952006
aroP	eno	-0.569029018238469
eno	aroP	-0.569029018238469
galP	nagE	0.568741816703169
nagE	galP	0.568741816703169
nirC	pgk	0.568148108705557
pgk	nirC	0.568148108705557
manZ	ptsH	0.568030527104449
ptsH	manZ	0.568030527104449
pykF	ptsH	-0.567677903656061
ptsH	pykF	-0.567677903656061
seqA	nagB	0.566813557469588
nanM	malK	0.566717643074924
malK	nanM	0.566717643074924
tyrR	chbC	-0.565994730555702
chbC	tyrR	-0.565994730555702
galM	malM	-0.565772115007052
malM	galM	-0.565772115007052
nanK	manY	-0.565633733994417
manY	nanK	-0.565633733994417
mpl	malF	0.564493604140859
malF	mpl	0.564493604140859
glmS	malT	-0.564254990388171
malT	glmS	-0.564254990388171
ilvB	mtlR	0.564088935585191
mtlR	ilvB	0.564088935585191
aceK	yahA	-0.563987880298098
yahA	aceK	-0.563987880298098
nagA	malZ	-0.563729755837638
malZ	nagA	-0.563729755837638
seqA	ptsH	0.563713757071226
ptsH	seqA	0.563713757071226
nirD	eno	0.563477392354563
eno	nirD	0.563477392354563
galM	epd	-0.56248378869323
epd	galM	-0.56248378869323
aceA	fruK	-0.562339984444786
fruK	aceA	-0.562339984444786
glgC	chbF	0.562157862457653
chbF	glgC	0.562157862457653
aceK	edd	-0.56208544042753
edd	aceK	-0.56208544042753
glgP	gapA	0.561811072206681
gapA	glgP	0.561811072206681
galP	malE	-0.56148384610803
malE	galP	-0.56148384610803
malF	malT	0.560780243619896
malT	malF	0.560780243619896
yhcH	lamB	0.560772719509495
lamB	yhcH	0.560772719509495
mglC	fbaA	0.560443850067531
fbaA	mglC	0.560443850067531
aceA	epd	-0.559929542584499
epd	aceA	-0.559929542584499
ilvB	lamB	0.559762688767054
lamB	ilvB	0.559762688767054
acnA	ppsA	0.559381333057509
ppsA	acnA	0.559381333057509
nanE	nagA	-0.558769659997515
nagA	nanE	-0.558769659997515
ppsA	ptsI	-0.558231647375444
ptsI	ppsA	-0.558231647375444
yhcH	malF	0.558148713843675
malF	yhcH	0.558148713843675
fruK	glk	0.556365593721761
glk	fruK	0.556365593721761
nagE	glmS	0.556073663860502
glmS	nagE	0.556073663860502
icd	pfkA	-0.555585740934924
