	NR2F1	TFAP2A	CHD2	RBBP5	TCF4	BCOR	RXRA	FOSL1	MYC	GTF2F1	NUP98	ATF3	KDM4A	SIN3A	MXI1	CEBPB	KLF5	KDM5B	RYBP	EOMES	LEF1	SNAI2	HSF1	TAF7	EGR1	SP1	TEAD4	TP63	NANOG	FOXH1	SMC3	HAND2	EP300	CTNNB1	SUZ12	PRDM1	SOX9	PAX6	FOXM1	HAND1	JUN	CHD1	SMARCA4	CHD7	MLLT3	ZNF274	HNF1B	BRD2	JUND	GATA6	SMAD3	TET1	TRIM28	BRD1	GATA3	KLF4	TAF1	PHF8	ZFP42	PCGF1	CTBP2	KDM5A	CREB1	HNF4A	SRF	FOXA1	FOXA2	AR	KDM2B	SIX5	HDAC2	MAFK	SP4	PAX7	NR5A2	BACH1	TP53	USF2	SMAD1	CTCF	E2F6	SP2	ZNF143	BRD4	GATA2	HEY1	SIRT6	SMAD2	USF1	DNMT3B	RAD21	TCF12	TBP	FOXP1	POU5F1	SMC1A	NRF1	THAP11	RFX5	REST	EZH2	MAX	STAT3	TAL1	PDX1	NIPBL	ZNF207	SOX2	SAP30	SOX17	UBTF	TFAP2C	BCL11A	TAF2	GATA4	HDAC6	OTX2	BRCA1	SMAD4	GABPA	RNF2	YY1	ATF2
DOCK7	0.00014521035531724319	0.005853176508051545	0.011245307274539	0.012253845733034731	0.012499071685798972	0.010458694329073655	0.005767380309986665	0.0013388508714849855	0.007020677883398291	0.009690616086884036	0.012049272107635773	0.003024473790702943	0.008724189744853592	0.010591749923222113	0.006121107861227414	0.004641016156409047	0.0033572339015874356	0.012831886410567494	0.01156986472012511	0.010651435802835736	0.005021550504968579	0.004431279346207127	0.006031425108549889	0.011042510205931904	0.006618616314145737	0.011977897862789568	0.005345076462551334	0.0004303826489243968	0.014425103257594236	0.006821858184090946	0.015261159741980473	0.001981540966730911	0.01028709062568266	0.010670606344733881	0.010994836588384684	0.008499904275691741	0.002849444862641739	0.0023269459476220073	0.012243489552417693	0.011417209638549622	0.0038829218661422995	0.012453590544962515	0.008915995473548413	0.012762653265812777	0.00826813309022884	0.004864467617266789	0.0005222972211347645	0.010123791967344944	0.010537937801039622	0.008677620417337573	0.007345192955596891	0.008448355930332696	0.012000802640969577	0.007074547218347883	0.006229394172321501	0.003958450080539951	0.012528468563660373	0.00823032808494651	0.012346516699396338	0.004582018618356288	0.01123110635011027	0.011499367058311753	0.011694693768552623	0.0006851811210934201	0.00846456183700017	5.2646853541442796e-05	0.001185785213036464	0.004119706196137584	0.009574263807682183	0.006215113036148818	0.01381587901178834	0.000657959600821373	0.00985405961674787	0.00047958315505909784	0.006202116774005492	0.008824612554059743	0.010983630936629164	0.005640277289608901	0.006450079674480249	0.009258111146854653	0.006528720064137058	0.006022735864152028	0.007763030618291008	0.011370512735645003	0.0045006101092737545	0.0029722247682696917	0.00486315615156311	0.016141208539155544	0.0031575697137581913	0.010673310417686016	0.013353814388202543	0.012856313604404706	0.009286145276507752	0.007289371169606999	0.019701054423018026	0.01010500093459615	0.006522101085267008	0.00816516426032902	0.0072167728462808845	0.011148289763548128	0.010176360424534119	0.010347507264776883	0.014406990813230219	0.006815706834013479	0.0001739646662118065	0.009530760459202857	0.010511521604966009	0.00388429346140009	0.004317676172282511	0.00420715284323786	0.008444131064790425	0.005117006832309077	0.00825796937330207	0.009277028738504505	0.011031460415172159	0.007454073272989378	0.009496088853784437	0.011558693154340256	0.012258049968407648	0.010121968691619587	0.011424151457217908	0.010717965207586534	0.011677162564546555
DPYSL3	0.0002393831059343302	0.0039717338204952575	0.009402344211836389	0.010808152519080743	0.009752540650401341	0.007615454275838232	0.0042200112148462	0.0012770935036660114	0.006990624348783236	0.00870504560651868	0.007394983464950013	0.0025245195413901005	0.007196231077473556	0.00739559860213257	0.005041333099957469	0.003610008172881052	0.004101952607624386	0.008503372291652298	0.006939575549627881	0.027393697329347766	0.008043794382181337	0.00537367023540423	0.004824132582161361	0.00784450863723682	0.00540129348347707	0.008212500845904098	0.003111560955265221	0.0004221169269134894	0.02437800281581398	0.004970228660721284	0.010386390303173275	0.0016857935005703875	0.007991115646252656	0.011922779958101275	0.007991413239811566	0.016849102968713822	0.002228068794958943	0.0017561824997627516	0.008727883231977913	0.018064241792485308	0.0037894940072430707	0.0101877575050218	0.007749900213898182	0.007778137774917772	0.01079237609063419	0.00503224118556732	0.0008872230120890226	0.009847456391996433	0.012289822845267046	0.042111875210389345	0.005871231072262283	0.007579775952136028	0.009157156960814197	0.004486514626412974	0.01262850535022072	0.0016612782155219594	0.011975933898842071	0.005634948078601099	0.013201944061282951	0.006391473098775324	0.008830721988760977	0.007858939864890143	0.00799749027706392	0.00039839038108693836	0.00736523928818792	0.00013254442859846332	0.0013358231280219662	0.002887191089265973	0.009736864483129925	0.0054192387698706514	0.009500714536430196	0.00022921892251526044	0.008829296102812476	5.2824432720244756e-05	0.005622569260497116	0.005794680924028542	0.01613125869006505	0.005970493789088808	0.005469635625287501	0.008754788489350188	0.004819731757418397	0.00463647635514162	0.007648711080680148	0.008657394983452063	0.006691167170172684	0.0038166814779020766	0.0011554943497242862	0.01096919455653029	0.0021913086345370825	0.02370711885432604	0.011123655390219334	0.009396676739867533	0.00706785730113389	0.005689428290004807	0.021080486561540483	0.00841664475408799	0.00424160580731067	0.008574745288584746	0.004912848515211344	0.008101053037310567	0.007750092213252279	0.006728281463171285	0.007795182540217975	0.005207574640844444	4.329914184239666e-05	0.008610952877626187	0.011882954432186224	0.04295162211451198	0.0031538376213317855	0.005283238125189445	0.0069082346347319815	0.005006879346829203	0.007573396406850411	0.0066838076022585945	0.03427070577814435	0.004833070022598517	0.01417181748224536	0.0069749837232777655	0.010084835667746223	0.006304776972058666	0.008827953062319191	0.007682401773549316	0.0077304149731702
DRAM2	0.0006613371695900753	0.0053615888545076144	0.016466909682465607	0.016759740874274308	0.009911114111482414	0.007407105495459832	0.006385539771134263	0.0015652902210792712	0.00965449506217093	0.01022279400609291	0.007966752311002327	0.0020272139669625013	0.006643507595037427	0.013019352495506752	0.006200926682989094	0.0036984726631898905	0.004162265010733131	0.008449107535207478	0.01929567803428607	0.014815935434081929	0.00404968760682531	0.004734027557916097	0.00478144047620086	0.009391931734185026	0.0053800711185146765	0.010393889043142594	0.005884353199645329	0.0002500042973700752	0.016052114443034244	0.0056275833810166135	0.008721928833011726	0.0022356604009140207	0.009763948452921879	0.013911383716830083	0.01101416029165925	0.007091475612425747	0.002579276058875764	0.0013256253250867513	0.009263467858781928	0.006160279075166765	0.003332332990191941	0.010849560367832549	0.008578439136468849	0.010422969685310864	0.006913282181325701	0.004366584138404695	0.001063983500437192	0.009401423177476675	0.011614295135133136	0.009740701123817965	0.006421255748257368	0.009166909792753284	0.016154207159410208	0.006842063827940455	0.006384285561543122	0.003745520565344957	0.009700590960075618	0.005595184336757632	0.012084421686150232	0.0045911479670731736	0.011893406914379756	0.01126605644649984	0.010287135367916386	0.000535803067153515	0.01302172816185122	0.00014252949831792245	0.002546261299603085	0.004315209219463595	0.00877168915278869	0.0053942078023892	0.010069977489134487	0.000746681282853098	0.01245328176948178	0.0001353814379069802	0.008370746499821662	0.007151077999759995	0.011739895590273717	0.006823605415527849	0.006134347455947831	0.01263429780903027	0.008040896378592224	0.00647435738318402	0.008863174086323044	0.010027533651802105	0.005922750644277137	0.00399053522292272	0.00291299930062522	0.028010245318082765	0.0027543187576699805	0.013059035253344859	0.010887016074896247	0.009532642217445604	0.010737356217711963	0.005761356667301235	0.025161928558874648	0.010136798871226958	0.005138745759360166	0.007268989831609673	0.0057267838575949465	0.011004523926513871	0.00752897879160132	0.01013181902386571	0.01269320991166032	0.005526583209702131	0.00015289372659360928	0.009378901322334163	0.013871230970927732	0.005422221011414273	0.0034489720495851006	0.005203403197086466	0.0071202470719484365	0.0058946806620152154	0.009486818302613036	0.009270377671748929	0.00758871765311324	0.006893594971570886	0.013085074798776974	0.009926814568300186	0.014087144300014618	0.008401374265356695	0.01130962866292538	0.008384527574873013	0.01309088412002843
DTL	0.00028757502759267547	0.0036005280961780226	0.008448264318432427	0.008779081053928384	0.009211432913925227	0.008670350105097754	0.005036105684693214	0.0011815724520525177	0.010610130510387087	0.009442621349168056	0.01871247622458803	0.0034375771523095663	0.007734034674651206	0.009992793967220016	0.00747027490685832	0.002660332881025922	0.002986584809728134	0.009361200667006226	0.010862894221838127	0.010153655781200211	0.00533190316430416	0.0036150067975301834	0.005414970414734988	0.008503955291277957	0.00736186249023326	0.012065311158899018	0.0064575770487272826	0.00037902098612522416	0.021422568491420182	0.006620645414396205	0.008500858207821297	0.0016719804718663342	0.008091198496618154	0.008705514767569164	0.011621221661105954	0.017308600586017946	0.005027995710473118	0.0007418777152002671	0.01069775742395505	0.005544682847659655	0.004437056824044688	0.008959460150328977	0.008087166728580529	0.00836584192225694	0.009921213123053458	0.00401626756408938	0.0002841902421566363	0.008403150782497891	0.01679966875292389	0.012434393255699096	0.009331597503506676	0.011272127892014443	0.01243027218476966	0.006036084316915819	0.008101934939552012	0.004094047906905286	0.010437106095372534	0.005677240149208191	0.021303439450788157	0.005808906231127381	0.012272775198400193	0.010029435682353123	0.009507754926037056	0.0006422593529630031	0.006649534319416098	6.998644976381191e-06	0.001078907761318369	0.006266067870769482	0.009101445169481984	0.003896256174085666	0.009131533854673765	0.00038606675401636314	0.009944616355363612	2.674100030772292e-05	0.005248004461189875	0.009905773166161343	0.009906075425062255	0.008005279640933217	0.006488895145711018	0.009603161055277882	0.0046257434729526	0.005265492487314683	0.0076963541680260174	0.009345737023797871	0.00805327698123549	0.004169620135725892	0.002330848660812738	0.010324439584241323	0.004434229622882119	0.011359960030373017	0.009429756257126378	0.007301913585155645	0.007202501422254125	0.005787898066821011	0.026829784599204962	0.013768214679765753	0.006589283311314771	0.008908764677886401	0.006692222914101239	0.009590732171371264	0.013176864982484018	0.008047185314319652	0.009623499746264072	0.005233112880910885	0.0001768568672516252	0.011561382256467172	0.016869071579346438	0.01495742003798958	0.006099216111145371	0.008122007475134	0.019706961728246323	0.0036868444670575787	0.008813312511910108	0.007869908751238473	0.009931385511266665	0.00835906598125117	0.016289548634288702	0.009030536892939056	0.008197980290824013	0.008824161664089244	0.009582316071841273	0.009864185728565684	0.008247656744698755
DTWD1	0.000496431804059701	0.0044622449988726874	0.012624571082279526	0.012169636735855641	0.010827773342790944	0.010714546433590265	0.006478568236500835	0.0017834580382888085	0.008488128665219525	0.009552131446831678	0.010230590001822425	0.003345551268349219	0.00862413380772877	0.01103854668798301	0.006537750800810909	0.004711252335095635	0.004016338367403969	0.012713668807871309	0.01238413001725407	0.01067294193876433	0.01117984666879624	0.0039040111271259658	0.006859036395184153	0.01307159099653536	0.007185410362721404	0.011675487302205157	0.00577604337375779	0.0006502486844922267	0.01226185450883822	0.008538713855698994	0.009759571150457	0.001424667936773933	0.009588452537899118	0.011653570663381295	0.015541670144265328	0.009196623684567374	0.002530759945839045	0.0020169971984628087	0.011067420501801156	0.004545073993723663	0.005849447761518289	0.013785986428357861	0.011861032723103713	0.01087015836156924	0.006743347162239959	0.0051816084628092144	0.0010551978794386806	0.013771379334504615	0.009243881727674166	0.006537702673610469	0.006715008946821759	0.010543000478630885	0.02046594679564678	0.007216040483139499	0.00770427616092854	0.00417679693633972	0.007178401602089415	0.007350466469938804	0.013452695718353964	0.006989437891968349	0.011010387852951251	0.011266260496185608	0.010030338122276014	0.000784558521425466	0.008123596041076502	0.00039150483150405787	0.0031168093073454407	0.0033068013124230725	0.008141262670903631	0.004749009472500211	0.01158830421381648	0.0005109508523409371	0.013596251039207304	0.00012264518645435334	0.006458073601592076	0.008963253287604266	0.011731079503238538	0.006224604335105927	0.009054197486866792	0.008636497872935222	0.006370872224546603	0.007567057329139867	0.0065698398067490565	0.01532003854277452	0.005512730326058778	0.0029236498759157062	0.002926884557789946	0.012699852502922819	0.0024536709261070264	0.010035134197219568	0.010144841139719148	0.010178218525976142	0.0108005709008205	0.006387872253016075	0.011759902689125879	0.0153231143159519	0.006421245297484496	0.006950550223609406	0.007731789716533566	0.009752038372057724	0.011424083865145923	0.008074831802400975	0.009655866065114812	0.005205143441933539	0.00014888022347141867	0.009893677107967446	0.02088519810867277	0.0036916023354530234	0.0036532688285783503	0.004294262848631619	0.007278654550182082	0.007277040520808175	0.0090604914454586	0.011430674580038056	0.010468569975928448	0.0060591676133699025	0.009019275239111084	0.008706219721010395	0.011045492034529801	0.009386833486058566	0.009740989193381419	0.009719150634204775	0.01125310679869339
DUSP10	0.0011449455422017712	0.0028888795343499237	0.015882973055476875	0.012731680289882391	0.009599306013651596	0.007199710266177645	0.00485328014886836	0.002376160728621274	0.008553345649792788	0.007292164882297302	0.009431721927536147	0.0030182780528743877	0.0071595479949735355	0.00810847519002578	0.005883120173191731	0.0026008839593671495	0.005071130767936485	0.008215532467132086	0.008064514403422401	0.02136705604228397	0.007121437068357743	0.006756145088916274	0.0049033210575526055	0.00830483198079368	0.0043340412907619695	0.007703495797986807	0.005388118261973891	0.0005971034855662134	0.025160378996882955	0.0069916214751806855	0.008572824352543638	0.0015431856403219852	0.008017065316322403	0.008745055013680949	0.009775366172206276	0.013300907335565774	0.003998892969289734	0.0011156232317847757	0.007635139810983684	0.020830362876550566	0.0034876299373269026	0.01678564740345949	0.008658452241006065	0.008387798198994672	0.01275639173325521	0.004422195797790751	0.0008209595225835385	0.009252380610595587	0.013199840078246214	0.03386959465690262	0.004828174038917152	0.009380732397659863	0.017553486838963732	0.005916914040406772	0.008339598756937126	0.0034506784181434855	0.007318288636178406	0.006315908591394879	0.008286777600947643	0.0061800400242014225	0.007855984011422021	0.007015016853115562	0.009703412196962835	0.000301004253314859	0.009887311835687555	0.00034020942935515604	0.0009907375228322924	0.002797972091863811	0.007897044129798567	0.0035516256058042593	0.008424918689345105	0.0005141882052212025	0.011330708611424323	0.0001683691819531729	0.005891877394125313	0.008054559735841491	0.010878030269570297	0.00425853515119986	0.006600180388371292	0.007148736896424198	0.005829517100654568	0.004184414824350181	0.006136426560611676	0.008106237976454302	0.004268240993750122	0.002374491565948881	0.002670214808868794	0.014808320042208951	0.0026183806532084873	0.02006495001203814	0.010200469594657088	0.009171338067796648	0.006727759943506355	0.006026916136462	0.030375261990225434	0.007871577566021307	0.006974451525180685	0.006677523682464262	0.006688038363425954	0.008939124841407495	0.006833669013388965	0.0070394325441841925	0.012746934056110706	0.005597263320031478	4.169756186789011e-05	0.00730662865891276	0.010879487666470268	0.025689516236227745	0.0032412785003261783	0.005357373378749692	0.008598047315070086	0.004173535881660673	0.006896673317939721	0.007442335305714055	0.026064576120151846	0.005480713582109907	0.015362328542224902	0.006889246160539188	0.009011659152977983	0.006506010966031547	0.012240185715653414	0.010255517269759788	0.010572697193824811
DUSP11	0.00040225447074097225	0.0035942170120258393	0.011056683833465123	0.011641603036956459	0.010675840122221905	0.008010726148782265	0.011152129377534587	0.0020125733080100044	0.009089048570177716	0.00933374921727279	0.009954355039056655	0.0029549715002780666	0.007651492432677337	0.015830693916466694	0.004868381140132741	0.004015945192772414	0.0034901628627587496	0.009936654144897927	0.01178583561060657	0.009838975493657778	0.005700324495748402	0.003732397389849668	0.007729370117891236	0.009147652996709527	0.007527013390640207	0.01065244245459518	0.005283818304551134	0.00017863239716519114	0.010874444051405507	0.010444358277015772	0.010619246911748727	0.001878823398828118	0.011209100987479246	0.009862987178782647	0.012053374249550206	0.007438129153076922	0.0028524232084112125	0.0014642533020576992	0.01056530290436347	0.0045612974181216395	0.005348962256449592	0.012146424381331473	0.009916667306878481	0.009894775763134443	0.007057247979399297	0.005002895243252743	0.001958206504481549	0.010056173423565705	0.012513276081963521	0.007170192489677327	0.006072754465633692	0.011391431550145237	0.013245301463324425	0.007105694118496768	0.006927481122249084	0.0027640767348827322	0.008754436827302524	0.0068472079858237275	0.021498060960548394	0.0047339048686080715	0.011408174796183446	0.011895792355388504	0.010284217183535387	0.0006684305814256868	0.011487652796990244	0.00017869909229260847	0.001765621505255766	0.0038033746461053957	0.009031633082323787	0.005969281774902423	0.010503874429397217	0.0004538706452911578	0.011634528480909883	8.662167538312842e-05	0.004957316190153415	0.007970647176714767	0.013317248208679156	0.0048175663951720155	0.007112226956254635	0.012874272388932939	0.0069175644295997145	0.006535333941436005	0.006025064725546762	0.01108552820003821	0.004425167603914762	0.0031968077769811247	0.001572382549561408	0.010372669034736838	0.00276437167319373	0.011236024736415183	0.009728086709927482	0.010554750572573861	0.01826848756949466	0.0060900382358351594	0.011787182156669272	0.011608876410463707	0.008026718179197622	0.007612475137648156	0.007068280879660808	0.010483333296502698	0.011470199026774243	0.008115751952022193	0.011612353333514071	0.006797760878827081	1.1971438866053963e-08	0.00964420769392888	0.019800845680782223	0.006623170655085517	0.00596383927707736	0.007595330575710578	0.009745741010346648	0.006481389332728074	0.010920590859827401	0.01134638400933522	0.008252703812552288	0.007453472313106441	0.00830631301813713	0.009945142930944091	0.01429804341116914	0.008604186937238472	0.012174257021926326	0.01159690078188785	0.01619435278931812
DUSP12	0.0006194224958248984	0.0039812095916571845	0.010511210085177108	0.011660618515887362	0.011152772118946734	0.009350412020666351	0.0067381691740347445	0.0017786779432273252	0.01137810354115594	0.008337161091490906	0.01476749435689317	0.0029809867484397582	0.007479227457029264	0.009052287200501137	0.0069998753253447425	0.00460420264101319	0.003729786387557845	0.008771820775743643	0.011632369442337524	0.008828476796974459	0.008209036467905084	0.004157694800057561	0.0071684031955937776	0.00968822859674283	0.0068155606778951185	0.00916946912041254	0.005742665685984935	0.0002234022964289366	0.008739081175848366	0.010254604535160741	0.009856953920454783	0.0029663551952179516	0.010356617538794535	0.008808693188415768	0.012209434822878496	0.008673611134485166	0.0025439295288826407	0.002320264509207632	0.015071131975137422	0.0064885424195944555	0.0035290483930795536	0.011471407469842675	0.010372699642817593	0.010897905579516493	0.007287258728362706	0.004818407036085222	0.000739387948537506	0.009238022482016932	0.01028877621657171	0.00582628410611476	0.006450801228662323	0.011005104900309507	0.012658309327612085	0.006738264578842343	0.008921975710312332	0.0022549927712105355	0.009071371118598596	0.008704444195749044	0.016321512241543847	0.0058733858214566415	0.009530625364625915	0.011245341613947461	0.010328092520948167	0.000674677539289902	0.007954500680203255	0.00016427967424881366	0.001096944575013319	0.0035819884717758145	0.008379368335469373	0.007466986812772978	0.010450575739970845	0.0005344349005881727	0.010891756761942786	2.521733474358165e-05	0.005580100232891785	0.012293551502244269	0.010265748283191822	0.005035317451528718	0.009732114783909144	0.009676043188540484	0.010562555497688565	0.006679455780643383	0.006672346216459129	0.013066788566446684	0.004545676384009354	0.0029198166402805855	0.0028346538849813156	0.010775254737431452	0.0031211298521400545	0.017338301091111494	0.010862954107926382	0.012622916783571749	0.008903444101537547	0.007735940286705822	0.011458653092019657	0.012196035060520272	0.006409951914850287	0.008568000820882594	0.00677973257838387	0.011756783944931551	0.009862779036812036	0.008900451634552322	0.009675312327982142	0.005302773969022728	1.3426345114116885e-06	0.010208742715144773	0.009168615297363602	0.003160624308763382	0.0040077021513107965	0.00568474081802703	0.024798885831133436	0.004629264438229662	0.02146493505850685	0.013996756329537556	0.00789182476035691	0.0073699627017365195	0.009176617475272736	0.011501106842681482	0.011622297159721753	0.007587482820994093	0.011765249407609275	0.013449804127892503	0.011767347050224268
DUSP4	0.00023821121456435137	0.0069949880414512215	0.005001687614745032	0.007016241999029627	0.00567911382872913	0.0056487080762304	0.004510331897333308	0.0008190054288363586	0.007414396115612633	0.004796791666022419	0.0059613738496511835	0.0016099539477038255	0.0041410773573443095	0.0053591477493026346	0.006379039968223668	0.0015837507855769727	0.0023762355165861003	0.006200704649117053	0.004185851416210104	0.013677892932066314	0.008288040557602318	0.006507790312657348	0.0035190404183155044	0.004922834073896124	0.0036842835780663895	0.00522247105213324	0.009455396197483597	0.00014976034769197878	0.05432980377364385	0.008776128176365795	0.008887955917826986	0.004167853179233803	0.005528661668488828	0.0060131580200520835	0.005555741069552548	0.04312760715810505	0.0017859954839165772	0.0008682930955014245	0.008071104736532731	0.01766247708219913	0.0025885385852123985	0.005406794298682884	0.006261858084738002	0.004557634939508875	0.026666797161134667	0.0019601993286387266	0.0006327652068235796	0.006426319565134534	0.023574349370202637	0.03089963694740791	0.004024247129027548	0.007967234819186049	0.020124971195462766	0.003927854522011426	0.00970240232071444	0.002488693167326157	0.004336325237899335	0.0052547925070973766	0.03713615117642838	0.002888090801663461	0.005876386379279376	0.006853978613615987	0.005094157867310149	0.00035756741672113084	0.006642261460466834	0.00014261985340592804	0.0008840323068356307	0.002481911419842346	0.004997934676978119	0.002430808253442108	0.00724274720359198	0.0006175250447266651	0.005081973855238763	0.00013706468390046328	0.00819426120227979	0.0042917545383128405	0.00894670160028711	0.0033054970031120524	0.004053407301024319	0.0072990039717095645	0.00387363027705186	0.004046923284253773	0.0032402288169393776	0.006288176462314814	0.005622724170792674	0.002130922009102626	0.001481029633050036	0.0114636812110197	0.0024462391996592794	0.010138385417572823	0.0054714318110196105	0.004884809947689674	0.005032581030495771	0.003049823674525896	0.0796844785288951	0.005996249581836691	0.004699611156303997	0.00477054881485613	0.003066227516511192	0.004932269687059238	0.00816712075001231	0.00651271283362362	0.0057261087045978485	0.004486276552003564	5.392355631931859e-05	0.007690258515198783	0.009985029748974828	0.030632774307292672	0.002882927971377935	0.019721778413710707	0.01404538807260127	0.0020271312996232222	0.02167355213289608	0.004896098001014895	0.03374912553961606	0.0037397280648818324	0.021392800080793247	0.005657218554665127	0.005054457923230018	0.004812262616571522	0.004932381966114487	0.0070851598095048995	0.004879661384441366
DYNC2H1	0.00036424346473730565	0.006937228048958986	0.012804281200756693	0.012129263472622623	0.013389234255574149	0.009511455713123456	0.0060482269283204946	0.001667664310156793	0.010659911311802281	0.00879810740829067	0.01233009446510308	0.0035779820609500063	0.015235625740464668	0.00973747439917983	0.006350754666626419	0.00337981180378279	0.003866605932340257	0.010995355265344203	0.009536566387488501	0.009361020251762827	0.004602521529925857	0.004051712171771527	0.005906559753274995	0.011344909668142276	0.007745460484627581	0.010105985284767147	0.0045252257327709575	0.00027511378411367536	0.008023370620190495	0.007637317124021846	0.015383588106727466	0.0018668393261059614	0.02118690367413284	0.01392443658628094	0.012857139092055714	0.007780979790828624	0.003517989510548927	0.0011541097052963946	0.012819756117141987	0.006323904158033089	0.004468072973188878	0.011982292349080177	0.013479866984590461	0.010079125776834987	0.007345465095208148	0.004438584646547773	0.00040902898211017766	0.012002055532701715	0.00824770327924477	0.007486678114737682	0.007357737184697244	0.00989566339310043	0.009774132073918506	0.0060008705053534875	0.009114275274401937	0.004387928774829369	0.008111665936858223	0.006265367642888228	0.011466044531610852	0.007004507060824134	0.01152159758609358	0.013101004682308523	0.00972822011185075	0.0005479293787316926	0.010460268794128326	0.00011038193278910506	0.0011599579360813206	0.00376264993919469	0.009609455084678736	0.004050389989147078	0.01208134151308725	0.000494683515329886	0.010582902304031245	5.921036855635664e-05	0.0050411911292393904	0.007995828088039105	0.009981427464767916	0.006060582566439171	0.011699355871551497	0.012776425970679536	0.008395304171646792	0.00549840965525158	0.007831191197800106	0.020853272258915423	0.005459811706437859	0.0033780426148855114	0.002341828597759476	0.009133067630172156	0.00319725620310044	0.011396497733202561	0.011360375187799612	0.010258182058655195	0.007179164568332086	0.007352390310936343	0.011932236167578368	0.013694154155666926	0.006661516229559926	0.008643082488949513	0.009180053217146527	0.009804516767065381	0.0097248595644437	0.008827940730921024	0.009260145201703623	0.005768338189891224	3.639231955182064e-05	0.015055662243769094	0.011047371018246004	0.0031624348167971906	0.005156292744189872	0.004047050676592877	0.00874440743893326	0.005264240047134462	0.009883425496330462	0.010277459710122842	0.00770417264032402	0.006278008699817897	0.008036573079361323	0.01307910432142314	0.010171903176648825	0.007573477698901533	0.01504038850431464	0.00912903462061267	0.015324364491509973
DYNC2LI1	7.926960264012383e-05	0.002271670532194798	0.013173409225621104	0.012177951517457323	0.01074554386511021	0.006842172685139609	0.006902720075497563	0.0008266337972225704	0.008300732315885883	0.009048180988351763	0.012031363717295632	0.004971825396920883	0.0070215238067836494	0.009323325872272295	0.006038923481991275	0.003505499071281652	0.0036819105412599098	0.009490485857907566	0.011514981701026447	0.010175776643140667	0.005103672550646964	0.005272939361881548	0.008746161172409627	0.011213666397072225	0.00495795809065608	0.0100208968786948	0.007636634443384936	0.00025051513732422587	0.017583465451747386	0.00633303633345843	0.010742701578828088	0.0023895056329220703	0.012323661516667927	0.010469601149333898	0.011301570079575917	0.01178506282053305	0.003108943191832322	0.00223243834121539	0.011355789568814636	0.005398906251891865	0.005567870409601239	0.01034052030136344	0.00860469802817152	0.00967111338233969	0.006598134224288362	0.004969561642191585	0.000657553778714996	0.009894193353352732	0.014677988087760987	0.010301647316965428	0.007207709516814992	0.01129531826598862	0.02003545849196122	0.005820757417797931	0.008792471006965964	0.004874120741534434	0.010613213565959281	0.006240313333237169	0.01331496318271473	0.004571356791508922	0.012298018675565008	0.013924393770148032	0.009735187545430424	0.000615286510751436	0.008638860418316456	2.22862420481939e-05	0.005584457284591351	0.0043458719807830766	0.009939431016680609	0.004300545106173652	0.009745060575168734	0.00079223394626199	0.009139092148291669	0.00012956710990554156	0.009615377421927508	0.008850257599355853	0.01101417213495582	0.005625076350074386	0.006675393030088174	0.010419479111831954	0.007281697742011774	0.005775179453788335	0.007958028443894245	0.009245964793658515	0.005353059204427534	0.0026955005349932337	0.002251154765343045	0.022410941011336123	0.0032865629572246054	0.010731706821759024	0.011995627098228628	0.009256348997912823	0.008708769738987394	0.005940891577109303	0.022399320569684463	0.009831893976103425	0.00816161990298598	0.006381450156361074	0.005916313769410012	0.011313413408207023	0.009088262850723313	0.007537939929130897	0.0115960552417413	0.0046543687986177985	3.3142754372050526e-05	0.010313651379189824	0.010681500482793229	0.005086757592511428	0.004425272871915872	0.004511476315961638	0.010506880239684768	0.005725826200200045	0.008923305136331022	0.00894901359300826	0.008127635703957968	0.00849472257777979	0.018441952611551814	0.010389774689882097	0.011385120325165204	0.008346044371904905	0.010024985359459369	0.011734296350919103	0.01231653223829623
