	CTBP2	GABPA	NRF1	HDAC6	SMAD4	KDM2B	GTF2F1	OTX2	TAF1	ZNF274	BRD4	JUND	PDX1	RAD21	FOXH1	BRCA1	TCF12	MXI1	RYBP	SIX5	EP300	KLF5	NUP98	PAX7	YY1	ZFP42	FOXM1	HAND1	SOX9	TET1	KDM5A	CEBPB	SP2	TAF7	BCL11A	ZNF207	GATA6	CTCF	MLLT3	TEAD4	SMAD1	HNF1B	CHD1	EGR1	SNAI2	TFAP2A	SOX17	TAL1	THAP11	BCOR	LEF1	EZH2	USF2	TAF2	RFX5	NIPBL	FOXP1	REST	GATA2	NR2F1	TBP	PAX6	POU5F1	PRDM1	SIN3A	DNMT3B	FOXA1	JUN	TCF4	KLF4	PHF8	SAP30	USF1	SIRT6	MYC	PCGF1	E2F6	SUZ12	MAX	GATA3	SMC1A	ATF3	EOMES	AR	HAND2	KDM4A	HNF4A	FOSL1	NANOG	RXRA	SMC3	KDM5B	FOXA2	CREB1	TP53	CTNNB1	HSF1	BRD1	UBTF	HDAC2	SRF	SOX2	SMARCA4	MAFK	ZNF143	CHD2	GATA4	BRD2	ATF2	HEY1	RNF2	SP1	SP4	TRIM28	NR5A2	RBBP5	CHD7	SMAD2	BACH1	STAT3	TFAP2C	SMAD3	TP63
ARHGAP28	0.010285274322974203	0.009809835862302307	0.0071778019185325705	0.006766426616697566	0.00986251114069877	0.008318531499808898	0.009383190447652259	0.012328850939517475	0.009173624002429026	0.006739036114217319	0.012665711082776759	0.009875800023029468	0.0002988396974296021	0.013232713103648278	0.007171901816177941	0.010617685226644257	0.014125545771462026	0.008224978279891763	0.012556281499363778	0.004724795716653599	0.013969323843398525	0.0030469033607512194	0.012147033664446418	0.00014320027778760177	0.008361948916782049	0.009705966757911588	0.012110985123745482	0.009010514895495494	0.002720528804626277	0.013529718476874737	0.010418134726933596	0.006106800652523983	0.005424195421328854	0.010685809802041915	0.009350767528160884	0.00952575595178533	0.011470546465129433	0.010699710759675095	0.007108241554216787	0.006017259329329097	0.007427403731096865	0.0011107037583871558	0.011434388244591236	0.007901480902892086	0.003961670299283637	0.004092071165126153	0.005565416705609701	0.004363378301072775	0.008721461714868945	0.008554995497960844	0.00652285554531856	0.008825924106185665	0.00587692251702074	0.009503778747383758	0.007434379316179128	0.010271316847600518	0.008304534632336047	0.012274736199675881	0.005038660857607082	0.0002891645961113933	0.008491940050389564	0.0014106557968654363	0.016430131794814663	0.00860059019680915	0.009874983007349868	0.013871402855474254	0.00025705422009126704	0.004720196211487914	0.01268886688832623	0.004684327162508912	0.007511742864571598	0.0036826249101459723	0.0031790732349602914	0.002656615991180667	0.011494599868823485	0.005545001265460084	0.006045634127545592	0.012241520254356654	0.007986210867698924	0.0072630935073162385	0.00969607560039724	0.003345500403127591	0.01483913539364921	0.004373828420792239	0.003283627761814629	0.007395577356546681	0.0005940437676949884	0.0026115187419291958	0.014986382055614865	0.00746465448831524	0.011876369554308298	0.009505831654978257	0.0014316711547770744	0.012160939699889137	0.017526235045934386	0.009622311459904343	0.007499680578916832	0.006239209703547649	0.0077009475789052255	0.010152724144365296	0.010262843236230628	0.005457026354540436	0.011028519142302113	0.0005349325954898636	0.007638221864394041	0.009533961626083519	0.009107430099709119	0.01069398672270049	0.010005922558733275	0.003982665217440821	0.011488962723324968	0.010679862919344479	0.009293868630706897	0.013892430832590974	0.0061945574118303735	0.010058889841122558	0.009936726543920995	0.012188184508124297	0.008897284665646335	0.011662754442005402	0.006296820759153439	0.00769372252922464	0.00015997005263478127
ARHGAP29	0.01082235045695548	0.007707400407848778	0.004555133367934334	0.005624557104676073	0.00947915747167411	0.00853188427034395	0.007874397004737002	0.010247544480319304	0.006649661191675295	0.005185123769807711	0.009531718454257782	0.018936466939731507	7.133420022489345e-05	0.011127145652059826	0.006457687715856639	0.012606144037946198	0.009022460592831608	0.006898518758954301	0.00960735046195664	0.0049203844952107325	0.008592674657850794	0.0034120521384548197	0.01149834990738963	7.621923233957623e-05	0.010458572017061435	0.01214124354455794	0.009250715224511806	0.006790960312201497	0.0017756700860809234	0.012220581556742027	0.008979497429949823	0.0028278607311502265	0.004894707826946817	0.010147766374376144	0.008395552087628285	0.010514328270555548	0.017771684465475206	0.008749081480394804	0.007738288201580314	0.004722250089102327	0.006686795637700013	0.0005480558946531623	0.010977038295210625	0.005178027127597794	0.002998540471288479	0.004703622254308223	0.0062864690996948715	0.004077994640044268	0.005773648460945087	0.007994948166513116	0.009561276105004166	0.009620551170602357	0.004378950450690663	0.008300666402680552	0.009001365820188439	0.00892169636005261	0.005822654591676373	0.010215364492839068	0.005848861402484279	0.0005157637649799995	0.00686420109269167	0.0011130144117226558	0.01746395158844208	0.010586997812897169	0.010249260772999608	0.026899243697306056	3.0479290773443498e-05	0.003625890763545212	0.01163927422956402	0.003184761378094688	0.006368429506599366	0.003941843378093041	0.003003329115310689	0.0016363941691391732	0.008360502566997271	0.006297831597289701	0.005938668703737421	0.009315779046093766	0.00768528949480843	0.009713159134176575	0.010558807619325657	0.0025835070351090945	0.033211544838622604	0.0032257362991572943	0.00167556942295755	0.007436490515959133	0.0005169542960979576	0.001805810008239396	0.024336918981743193	0.009312191275968867	0.011356561510692422	0.009227828946103684	0.0021096460256891615	0.009808268542170425	0.016239732170719855	0.011525250559865419	0.005692191302661293	0.0063557682268696935	0.008220994621471307	0.01284707162236345	0.006977965843535954	0.03372922489986244	0.008741161846239515	0.0003605911736781199	0.005382884375079973	0.007754922120684769	0.014600476640220676	0.00892580517075435	0.009948794305689275	0.0029510582023923575	0.008672807578539934	0.008738876997955617	0.009338592211494056	0.013068033050468369	0.004363833466181835	0.010298042606310344	0.011290677294843706	0.012290281243317122	0.007036223315486623	0.009079348246421141	0.0035072698261958413	0.006254031865208077	0.0004971850688641865
ARHGAP42	0.008161081500719062	0.0064707182527626314	0.00618833813621806	0.00672709802055095	0.007929277727598797	0.007486608580966591	0.008013291834405457	0.01988620642725705	0.015224288326587128	0.004240907918686643	0.011292058377967039	0.015397334908106096	0.0004641320749624595	0.008927911006533465	0.007401805284311387	0.010596827570332671	0.008675338237557229	0.007465767314160262	0.007438450780624427	0.004714250386415813	0.010442083188692067	0.003243767204122604	0.0074411508734122354	9.379310027107435e-05	0.008000192391749915	0.010760318332251294	0.007422334537882657	0.014153741963624155	0.0025336268285847596	0.00937774943845214	0.009964842173348538	0.0037004727441773432	0.0042999551262268895	0.0076815071080412	0.009697240460615191	0.008235748456014073	0.025960538236712242	0.008802178840379933	0.014531620012872608	0.004513211969064353	0.005332619588357066	0.001061317644352695	0.00832635370208075	0.005686573379367741	0.01085419711190467	0.011253942086877014	0.005072124936594133	0.00696140117647383	0.005495053623760386	0.007610414972089328	0.0045791808645982935	0.008748932965444788	0.003905186826796957	0.010390541407288626	0.0063605745417638394	0.011728116544397519	0.005661965650685905	0.007815188526242158	0.0036943688968381536	0.0004625354179729093	0.007024969315142024	0.003916374810000869	0.0461973166214069	0.01662420251452764	0.00798421841318081	0.015310735732229176	0.00038118541661308147	0.0044288928757949585	0.010395201527599136	0.0036911613329632855	0.006165590507790068	0.0028493193194255033	0.0025145540689994234	0.0020190113682236055	0.007462628196421476	0.003298310455174167	0.005559358349682453	0.009006077739996662	0.005798625350931057	0.005110208444387164	0.008387024801307758	0.0025914596814513536	0.010512372741681661	0.0030686052608051447	0.0017857909123288884	0.007752842662263091	0.0009068120767277227	0.0013535398140960037	0.035044551275636014	0.004632060095839214	0.009250795673648324	0.010677300871637188	0.002589896616400557	0.009134771824225998	0.009910217064370444	0.008471103943671602	0.0049653591685163544	0.004136783356342259	0.006538370881632832	0.008169778147959298	0.007324872060289571	0.013657198557442393	0.011887818203167018	0.00022308017759504445	0.006218142853179626	0.007769723329541184	0.027224320903351164	0.009998302231250394	0.009264628702273969	0.0022593188852757366	0.008020649349489217	0.007980459986321856	0.007630511993705209	0.015973385796069314	0.004922491440662684	0.010066805111385592	0.009500080211125377	0.020029428997949978	0.006759176385385097	0.008704544394425215	0.003950461138076317	0.010079874243361441	0.0003789903005401648
ARID4A	0.010159281891414526	0.009779385683023667	0.0063436693002902975	0.006416100959210392	0.009741879244589417	0.007551625887911371	0.008554941948482744	0.010269432885448019	0.010076866529915143	0.004945058029650557	0.012000013792797396	0.011734192926218572	4.4191364762688374e-05	0.010618270490567287	0.006608169509287892	0.008711074729307872	0.0115623677368456	0.009454532277572402	0.00867225185847123	0.003936503730228395	0.012940291312485279	0.002925909293264826	0.00928278263241552	5.440065668348063e-05	0.009490700971787879	0.008840606519086793	0.009741292967813547	0.008829659586831526	0.0037402280099700165	0.010034943148718294	0.010151313130158546	0.0034398904711189088	0.005325508991868959	0.011539225407890633	0.008470342250942479	0.012374563014437095	0.012892092238997045	0.00933620843002675	0.011879633911823435	0.004852077869136403	0.006731201765886322	0.0005587297726793531	0.01623961589936013	0.006098557407753791	0.004160019020503354	0.008708016480868575	0.0047489645358174465	0.004265661579066919	0.0067147581429589	0.00793821836630198	0.005549006005973713	0.00993300271304558	0.005877806253519537	0.014883614948553864	0.007675233938996879	0.01576205210783611	0.00601625019008653	0.010548252757691006	0.004635893672600625	0.0005437951556143519	0.008513815861689202	0.000899531688406425	0.01941460343962544	0.008636454178014502	0.010547321868553951	0.00979572724048893	0.00023738601634350236	0.004412928114694357	0.014906251214557634	0.0035020241499358756	0.0059208464690866935	0.0043299968292432375	0.0032549966491188715	0.003112477399739495	0.007732748235762598	0.00447757203594827	0.0049071143121882516	0.010105367972999827	0.0075718956786419295	0.007199399287736353	0.010160188846893686	0.0032327721965362374	0.009519981208655133	0.003409313263657263	0.0020855092917428635	0.007918472606402336	0.0005448929646977658	0.0010321046937919705	0.01349087512542814	0.007857972170940199	0.014120291905499672	0.011359181111340167	0.0009490117339768275	0.009684361092793895	0.010314610453101879	0.012202603838502891	0.005784907949785936	0.005725543600085302	0.00855622123627283	0.009857813913614774	0.00919429638811867	0.0030910934628625686	0.013977359327228633	0.0008166061430263828	0.007137015504023887	0.016926448589666677	0.008331862955060412	0.01312104860695231	0.010600640673086179	0.0046726256079658475	0.009715180497677717	0.008575321515428135	0.010929492435513145	0.014377940944121677	0.0075044983863645585	0.01816557061083635	0.020855455963727423	0.02180269876629319	0.010167544641867378	0.010358347822263584	0.004563305757726946	0.006135370536189749	0.0007850547109356767
ARL4A	0.010932751602625444	0.00807438107536875	0.0074300866346674495	0.007084124169146024	0.012154666741394113	0.007461227016676999	0.01128905058104923	0.009126009202040583	0.010337365271311724	0.007206245508350581	0.010010728548816341	0.012167615192555084	5.9350356120032476e-05	0.010042278774771951	0.006397155027455316	0.010776488459383159	0.009230351830226786	0.007238544114629416	0.010753929354054096	0.005430148361264648	0.010869912835366582	0.004578006731696803	0.009895575213777177	0.00026908768939755515	0.011401355233385565	0.011318051937089041	0.00983076430483183	0.00837835670051942	0.002558742264372017	0.010855314097160085	0.010427922373915753	0.003719252482477853	0.005965952714238234	0.01044299339127677	0.009414223132696829	0.011101787533885238	0.01184428499952511	0.009196413365684084	0.007889802569256133	0.007973737486252679	0.007377329444860395	0.0006822734930865125	0.009718460731234366	0.011553677373391288	0.004057517125206888	0.004532710213702175	0.003432135473348805	0.006045651391973461	0.009115139766980704	0.010004516994697472	0.004706590591079466	0.010773761386959449	0.004967536912117558	0.010703340132651035	0.006765763062443806	0.010574339519112564	0.007356753795777335	0.010484503993878637	0.005340402305696179	0.0006346498806226934	0.0095496392845457	0.0009099942975710263	0.015523429879425716	0.008212638987461227	0.011111788421996125	0.015916934353399335	0.00010958807058601359	0.004687455632685091	0.012813698373591984	0.004934688880720259	0.007066479969180508	0.004240458047857977	0.004455389978313182	0.003020471868016077	0.008343707465802446	0.006106577285274477	0.009030109846847248	0.010127138115864655	0.0072389883616320195	0.0065385341587399955	0.010389145264261702	0.0038208234755971802	0.015452871824855862	0.004692215166398051	0.0018818297468991359	0.010856106557976575	0.0003434031536852167	0.0015399010050482886	0.018156536614501218	0.007475967308172071	0.011151887460672584	0.01092791878931659	0.002364801819495682	0.009735100269687887	0.012464600492094158	0.012429099059590058	0.006007808034199537	0.005872936337683843	0.00760839815470268	0.012001141619613924	0.00814967728633589	0.014030444283846717	0.009919538337252263	0.0007821832595870642	0.008021750199344058	0.012164266162809358	0.011619537413783744	0.010346782786777753	0.00972409267533055	0.003269779223944348	0.012519237828229756	0.011175537289976523	0.012457906896206053	0.010077379039719258	0.007016258759885191	0.011437073815127369	0.010264820353095585	0.01051680612149262	0.009331532210032103	0.01084060171221862	0.0045330162227884985	0.0065279701113479735	0.00020251610937217473
ARL4D	0.004608037993684248	0.0025046073500875708	0.0025489146096664135	0.0035558789718165393	0.004150956514473386	0.0042335469421075815	0.003224562089924252	0.029494902369055543	0.004190671107475683	0.001546423319279831	0.004796334097908923	0.012423182402629648	8.790662960069868e-08	0.005007865572163817	0.006048346070009278	0.004068971501021775	0.004565825428547779	0.0033136147867854405	0.003432324843431197	0.0019691238688551147	0.003923143150577922	0.001600123683165369	0.005462028622453261	8.51146046701099e-05	0.00471231652885933	0.012382922042254043	0.004291602487707407	0.0159614411897456	0.0016859503252362267	0.0035533415451224773	0.006740058454215816	0.002477356326735064	0.0021361957751611636	0.0031739667604880457	0.009236448022139333	0.008208994238716355	0.05523842560356419	0.004059031844987107	0.025897986108419445	0.008283363160098155	0.002382156531652631	0.00031282352751163544	0.004117450911710353	0.0023314329610169488	0.006860264394696767	0.022386310666069272	0.01922465285175463	0.004594918304291752	0.003159132027085717	0.0030739303628320386	0.004024485236448685	0.003928892587725644	0.002222302060249686	0.0036552252638442696	0.0030542142583047708	0.005737582104498079	0.002594204769398477	0.004690124952650775	0.003805144189612861	0.0004580161816634665	0.003714845100957488	0.0008927977371627578	0.11152702837197224	0.05250017628015035	0.003960213768311618	0.02072422463228446	0.0005121237692876902	0.0018297787992890243	0.006325098222847561	0.001486824711997348	0.004002398263151872	0.0014457695348265975	0.002317937077990113	0.0019000139216438154	0.003986802499978262	0.0016953544289827654	0.0023983547673955305	0.0035972414513196706	0.0032473268967294516	0.007272069279036366	0.003461949313413221	0.0014546285967290894	0.021020730006582118	0.004202617956888003	0.001927850491275965	0.0031359177366070317	0.00017106553914370866	0.000914626484575082	0.08999934000651515	0.0025594460304908828	0.006397275337938521	0.004285632919517809	0.0003592417923195558	0.0036165372833291435	0.015838457448121197	0.004121842267675681	0.0030155001471386124	0.002457296863351871	0.007963187433288802	0.0038710611272826066	0.006026363397632391	0.04315752852101544	0.004279841608200753	0.0002664019095813453	0.002359019388442962	0.005546255655971548	0.05458477041690283	0.004333762323492227	0.004754284465359389	0.001168159389701123	0.0045596635458001016	0.0035003845901801414	0.0035851537771141584	0.016376685437520223	0.0022256529367247263	0.004541981616709334	0.004591372972210633	0.020098802189665706	0.0026982470958560266	0.0036678584274982087	0.0015286888488260063	0.0025087748851995773	0.00012250994000757872
ARL8B	0.011435105036732325	0.007561761133731522	0.00799572733456767	0.012231652186597665	0.01521893862634585	0.009147725691191325	0.01105568269949123	0.009392860521697684	0.009051704420748225	0.006024434694445064	0.011768272330196046	0.011340674745297	7.014202716070194e-06	0.009820847599020742	0.0073062056260437425	0.012219726915634369	0.014323983962192439	0.006975763545341601	0.010773675128503935	0.0048833428092401095	0.014232119693529279	0.003350353910703946	0.009399840520145829	0.00013210182326450385	0.009089332855362621	0.014826920021604099	0.014093886963456627	0.009288019782364067	0.0029693019117328105	0.016922348455991266	0.011101537776683372	0.004506522150746874	0.005147740036560565	0.010754630005390299	0.010610596635899212	0.012902494928897187	0.00676166943219007	0.010573617415163487	0.006882628003623251	0.004683068974389509	0.007493153001369821	0.0010436315015149424	0.013321733763333737	0.009490673220696782	0.0055139093299484175	0.0037428737502284114	0.005352168210318777	0.004740840516194517	0.00909352731477388	0.009134856915603133	0.004813788342133215	0.007979234471655758	0.004932110823132021	0.010911023946492451	0.007679405850620055	0.010410334005225588	0.010289757807147241	0.012808135533410456	0.006669113129269095	0.0008430793694082811	0.007669837250002966	0.0012043962808800089	0.010392898321776194	0.005941957217768157	0.00977446194910107	0.01146097127953931	4.6662350918863644e-05	0.004861756339818303	0.011504017859721565	0.004381782696160635	0.006110034616650491	0.0032833108341388953	0.004870021119826018	0.003264955551765897	0.010673381248613879	0.004894268410671002	0.006035266145006224	0.012376587597546599	0.008853786894046834	0.008537332486840275	0.010143209174093573	0.0027018256963357275	0.009638562790879511	0.0029334857516060235	0.0020723575223549253	0.00699448647096601	0.0007344624606695918	0.0019127897144773681	0.008733604615390743	0.007025555844765932	0.011324853041747542	0.011035005769947275	0.0013006819288778303	0.011747060945802863	0.013950272301463652	0.009535839791879415	0.006256413020793122	0.007220349270561018	0.008424279108084565	0.014838776159043662	0.010231663207051545	0.00313999166413326	0.009381004804086747	0.0004465894447638656	0.007972473030609514	0.009715757587128589	0.007540437533430986	0.01075382795280478	0.017344877252777318	0.0037041646957023697	0.01247603898992517	0.010964164473411713	0.0124332062573814	0.013119317165698998	0.005899401833808469	0.0114593298442873	0.011340234143180986	0.010515497168998621	0.008111757888637149	0.010753656776248085	0.007222746762702842	0.0072842575338729985	0.0005008648489137502
ARMC1	0.01172744105682994	0.008071435894642747	0.007367246899080254	0.009093907498989319	0.011930011752883423	0.009624382615849027	0.010135183650429863	0.009028769000859284	0.008868135496226068	0.005205950950325216	0.013868958182166808	0.009883718218632646	0.00012112171190792197	0.00996820156684647	0.008384201957218233	0.011808529165173203	0.010538436315285763	0.005944220246742679	0.009156631399761217	0.0068886684119165665	0.011436233561337446	0.0028600582081677256	0.01023412361694016	0.0002401008326929796	0.009292121692524379	0.010807062553319528	0.01153636752217349	0.0053905688574837725	0.003638117156638349	0.013068267794652096	0.010230026013860315	0.0073333383632643535	0.007856108963778087	0.010438688283604738	0.00830448248346665	0.01007283622363509	0.009576160219344475	0.012295633605489367	0.006459987756762238	0.0056750687380523555	0.00728613825948811	0.0006714010547265037	0.008598610747031912	0.00904335504184738	0.004051422965788184	0.006017204964834717	0.006054707954975786	0.005910563007981221	0.00881550159923897	0.008427860483643742	0.0048449421873880145	0.009665535086929028	0.006294458076588562	0.009878082251017706	0.008224345573940106	0.012004667637158916	0.007707472728023339	0.012757990136934443	0.00552691642227232	0.000560764577308735	0.008941698833111397	0.001746479169686458	0.013890000465377672	0.010630368084626293	0.011268084169671209	0.009424120887982767	0.00021987889443225326	0.004369909249889891	0.009242607337874797	0.003955435947449837	0.006873876473483432	0.0069094623831247445	0.0034659221933882782	0.0026322917620600042	0.009150328607667565	0.006235729259162663	0.007083250556547398	0.011789029065901246	0.009199895715300723	0.007558697824229044	0.013330084588570719	0.0025481854892043	0.00803199795743901	0.0035174415132486264	0.0014218853879824631	0.008412072531248652	0.0006106111387858958	0.0022436931461952427	0.00932683921014202	0.006976920781390566	0.011942414980144185	0.015438690499175121	0.002890519343150208	0.011999999867584257	0.010955974252773166	0.00919353206461515	0.007543967539388363	0.0059084053539255965	0.011505060246032324	0.021210261642015133	0.0091223892855298	0.003639596481358037	0.010029926426050651	0.0005418594828185185	0.007215680297863394	0.009945787750599632	0.007822576646280756	0.012064707558121512	0.012246018380418113	0.005353158093483079	0.011385754309187854	0.009521693383180114	0.012570870392454345	0.01619878100117681	0.006112412833625367	0.012331840685442453	0.010562045286858677	0.012986557900833171	0.007961865232376067	0.010323835866753636	0.007365739635997782	0.007796558753309345	0.0006022747062302495
ARMC8	0.010713696151791555	0.009654003080027954	0.010822613589873475	0.008006596135864835	0.009644573603478682	0.00915542739034593	0.007825379208665079	0.010448912300994661	0.014315227753621948	0.004938637643252504	0.011309596752453896	0.01273973963185293	0.0001407567664781242	0.010742890954350713	0.006864943896606163	0.009427266215061448	0.008410332418883849	0.008122207164624572	0.01082083569064992	0.004157468052024627	0.010901055683396076	0.0037746672649245755	0.0095362212233056	5.192511817763884e-05	0.01108506393748675	0.014144337845850735	0.00896904015609953	0.0048822261468234	0.004240587445038932	0.012989213938347201	0.010826722882277262	0.003938628383185986	0.005494768468195458	0.014945507845827558	0.01520807768238316	0.01110786516899865	0.0068746367789030505	0.014011930312753657	0.006874838660599711	0.004078359831837432	0.006952558243699685	0.0016346085666721205	0.0143374445763822	0.007557468845885732	0.004536045541277315	0.006902562845216577	0.00634841976023271	0.004769501975509115	0.007143878369060402	0.00792011263759168	0.00499532169274573	0.012561738906006427	0.006129300845106578	0.013392754829683839	0.007717327449016333	0.010502538189200824	0.006148377061553305	0.015288051272289908	0.0040025166216944115	0.0004156051673714416	0.011682313995809494	0.0016282306923097506	0.011093581457351245	0.009437900744766957	0.008851312621785748	0.010521472815203768	0.0001516094307371418	0.004793683904671862	0.013198787329997361	0.003034849483285822	0.006020392206917977	0.0047246969791071465	0.0031767275669121256	0.0021735647219251765	0.010298709039389042	0.005218818082967773	0.00597318989093884	0.00996356900215622	0.008470897604162878	0.007716344134059358	0.009716038781316168	0.00328454822778696	0.011413761551864986	0.0032968250131810584	0.001645043400092009	0.009111300135392096	0.0007462353162855555	0.001653785986785406	0.008527023757964602	0.00632210394159402	0.015158138803931999	0.011547765615322298	0.0007996022463748399	0.009289386135253458	0.013778126473027659	0.010018396420459123	0.006983159921989801	0.005483421623797677	0.013238688809474444	0.016887159078075257	0.00729496106798526	0.003163532685573204	0.009560394790931308	0.00047611434619861814	0.008485863823302207	0.010120257733059142	0.008577706000885336	0.013946974444289335	0.00869646892037324	0.0037243696775375785	0.010760764405719657	0.009208992007806583	0.0140590640545976	0.01137852989285809	0.00561666936466772	0.01583564754896239	0.011081660541627505	0.014751290472549977	0.009784982169654845	0.012879507103734254	0.005345153073915738	0.006304040488404377	0.0004629798694291519
ARMCX1	0.010307108723122068	0.009127441744077359	0.007435948626994296	0.0076052382671078075	0.014156668987735736	0.00850158364282352	0.010747956674400594	0.00971659238301246	0.01466636844436182	0.0064668735444159235	0.010152404930016777	0.01106149984447691	0.0001026076859530243	0.011863893892215538	0.005890384902307179	0.00990127120260823	0.009064352339919474	0.00650142427944717	0.011327838018831264	0.005264756858609343	0.01139220960518727	0.0033192525690318156	0.009400984095093597	0.00013921885732780899	0.011055424911825878	0.01108474485772506	0.011856841236303612	0.005638332280267202	0.005880134554179757	0.009811064011852359	0.014840120993473382	0.004212545258747386	0.007551607325997462	0.011067989938281439	0.007290121009006288	0.009941495344874809	0.008737489722173928	0.010117328365471065	0.011728284457782909	0.004695639943459573	0.008049526882827744	0.0006911146890422134	0.011019260761128519	0.011480007016359043	0.0038355353024332813	0.005179693912916465	0.01098853262494322	0.0056670141565831	0.007709687119443796	0.007999888826446021	0.004985805734326233	0.011788935491514264	0.006743079497472892	0.009047257490556269	0.006458889440784895	0.013097150082366981	0.006583975790440488	0.012100813379827435	0.006512465215601292	0.0006054458878937696	0.013149470953105282	0.0016428423340586723	0.014158477701599722	0.007239853348503899	0.009474540731760182	0.009607234429114982	0.00023332338499115982	0.003651161012311565	0.011797962018717436	0.004647177748879732	0.007743203856672313	0.005385400772548953	0.003703854692551719	0.003676147817944947	0.009052870486167435	0.005343352505023859	0.006469020950189041	0.010211174636137238	0.008053688468821466	0.008089431442273316	0.009967874529669948	0.003053782337435056	0.008907149216149303	0.003976282129749679	0.0012563044171795162	0.009303995336806179	0.0003265170611010004	0.001763299380439432	0.008462857860858777	0.005916259628466691	0.010312865903997928	0.01415490452042075	0.0024548030620775633	0.010917005673593636	0.013447976106654314	0.011251038565660761	0.0058810342168685	0.005830758260140776	0.008723770570511886	0.010730698078177192	0.007838911076468036	0.0035778489784152514	0.009818775155382941	0.0008655301211930812	0.008908215461845573	0.010976259170379482	0.008535417610693308	0.012460782028346192	0.010640683859083094	0.004040680685807327	0.012238303488618716	0.011212682300989561	0.014130026345545183	0.01007581988217869	0.0067689045492462414	0.012244969704442296	0.014362793954072955	0.013464861297514164	0.008873865372238226	0.014675446073126827	0.0048071972282951935	0.008992721635809012	0.0003528142395698187
ARMCX2	0.015607936643736409	0.007381547641729619	0.007296129734325903	0.006720793990367897	0.009425760222074121	0.007926651844620524	0.014920667393779634	0.0075055218843652245	0.00803847365986258	0.0038375038535810825	0.010661370941602358	0.013074196868532015	4.718599430292717e-06	0.012739105762625342	0.007659062302864699	0.007845232886331908	0.01306288528470245	0.007647426542455123	0.010284348349776894	0.004389942759878245	0.009495950123059054	0.004328279558695805	0.012170099911053717	0.0001558165470749736	0.011906727555790494	0.010529562488148781	0.01102841091724006	0.004744626544563004	0.003218309379546312	0.011090614897622047	0.01757047764424021	0.0037424867375450074	0.006576923239179534	0.01733551562619293	0.009818765218983108	0.012466551673442875	0.007896980889109298	0.008834854726639208	0.007141200380185686	0.004358749779322628	0.0066861932963535745	0.0008008845500978031	0.011625853642936956	0.0058945365226343175	0.003808568203189041	0.003320255147325341	0.004951922215432313	0.0077208132934324155	0.008120815519405097	0.00895172116455163	0.0055724835280863095	0.009878568841541284	0.005890926333566242	0.00846728794474102	0.00786000478949436	0.011525839737966967	0.006871669549473478	0.011042662004487506	0.0044362738834533896	0.000744884884440794	0.008843408970430842	0.0034706575755048532	0.013504976844917346	0.017930402860659524	0.010838077965634001	0.012172848128267938	0.00048616962664214963	0.004594611453765441	0.012959418527857989	0.002596051718831593	0.006469175119733314	0.008522708666588089	0.0025740994791486737	0.0020863153066634703	0.00836428024261316	0.004970487408328424	0.007659441554639177	0.010092055186106971	0.007448397486363436	0.007885020726458218	0.01025826069865637	0.003392332048171863	0.009621784018754903	0.005609360423601353	0.0036737809967195053	0.008063360027672968	0.002585344574615878	0.0031817544477408285	0.013551436234611289	0.006574032178010545	0.011392976935717518	0.012179673345523745	0.0017613837148087886	0.011437661235663333	0.010197507192008473	0.013063992762897688	0.006568344482221684	0.005259164586537902	0.00859066271279574	0.010580427005652029	0.009636877299035099	0.0028162631814459506	0.01349569300005233	0.0003881919342203228	0.007311210842607804	0.009755069324543645	0.009576743281271786	0.01348824376046914	0.010300971151985685	0.005363934806377973	0.010341396743811612	0.012959038358790182	0.009527221506729314	0.0134470583548939	0.006654403249646869	0.015297623226213993	0.009437509409607156	0.013575324831395891	0.008556713836278897	0.00887316308845823	0.007062371161100891	0.006392967573426291	0.00011781954921305143
