"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.3021194	0.2449698	0.7072164	0.4205186	0.1105041	0.6094995	0.5563227	0.5710163	0.7817176	0.2271418	0.3204362	0.0877606	0.1484134	0.2867545	0.2040569	0.1958816	0.7483191	0.2488653	0.4760832	0.5010037	0.1674970	0.2204892	0.6106265	0.5239497	0.5933384	0.5880579	0.3922127	0.4842730	0.0708177	0.0022597	0.2093380	0.4758342	0.7854003	0.2716294	0.2413116	0.0892979	0.7967062	0.0247804	0.7609936	0.2479399	0.6761572	0.0473224	0.6770887	0.0479126	0.0510992	0.6552319	0.4137311	0.3428459	0.5822274	0.6967590	0.1801411	0.6070426	0.4914688	0.5530992	0.8585396	0.3579137	0.0785874	0.0319688	0.0396826	0.6860222	0.0067298	0.1304104	0.2873947	0.3841730	0.2597844	0.7801028	0.0515546	0.0373992	0.1952789	0.0226007	0.7118532	0.3098052	0.2038374	0.0328452	0.4205670	0.0600512	0.6448777	0.5113884	0.2832367	0.3106581	0.3865688	0.2530992	0.6566817	0.0482824	0.5070591	0.6388656	0.0660599	0.8023472	0.0524445	0.7109125	0.7656352	0.7411946	0.0385317	0.5478292	0.0628431	0.4887807	0.4566585	0.6825599	0.0227653	0.6302136
1000	0.2756348	0.2999311	0.6078617	0.4852890	0.1033068	0.5734094	0.5534494	0.4585626	0.7717313	0.2877027	0.4542089	0.1323464	0.1262685	0.2367162	0.1695076	0.2293217	0.5487411	0.2357578	0.5037597	0.4178333	0.1845003	0.0896290	0.4847897	0.5012239	0.4704041	0.6355274	0.2767577	0.6482615	0.0819793	0.0012712	0.2443222	0.3196917	0.6528155	0.2269592	0.2195473	0.0661731	0.5816617	0.0266230	0.6098664	0.3720792	0.6312880	0.0520333	0.5733017	0.0446081	0.0706699	0.6580019	0.5197078	0.2386583	0.5915911	0.5102480	0.2235694	0.6545467	0.4333913	0.5876601	0.7495317	0.3356928	0.0970274	0.0381538	0.0856853	0.7475707	0.0501941	0.1057524	0.2245646	0.3831725	0.1544943	0.4948386	0.0537195	0.0777031	0.2019939	0.0341011	0.7286548	0.2548456	0.1586408	0.0338759	0.4553848	0.0407688	0.6604748	0.4798832	0.3549532	0.3753704	0.4112537	0.2443418	0.7638357	0.0538697	0.6177933	0.7265965	0.4505978	0.6853963	0.0550167	0.6371012	0.7435467	0.6556088	0.0627759	0.4867092	0.0896508	0.6244347	0.4809306	0.6262703	0.0213972	0.7274962

0	0.3527332	0.2719261	0.7343597	0.5458469	0.0895557	0.6132070	0.6359908	0.6136480	0.7138382	0.2763336	0.4207270	0.1801552	0.1788706	0.4024341	0.1724905	0.2891511	0.5367854	0.3608666	0.5594684	0.4904638	0.1729031	0.1511768	0.5688013	0.4749215	0.6690610	0.7097452	0.3606970	0.4771811	0.0908426	0.0007090	0.2288208	0.4204057	0.7362625	0.2690152	0.2279548	0.0790172	0.6569937	0.0221400	0.6841260	0.3173874	0.6789156	0.0346601	0.5822235	0.0440698	0.0674222	0.6686630	0.4698922	0.2896326	0.5804216	0.5575619	0.1504752	0.6797831	0.3764179	0.5968137	0.6975668	0.4168954	0.1031255	0.0274125	0.0679864	0.6713572	0.0139116	0.1192174	0.3027791	0.6191597	0.1895008	0.7366855	0.0608365	0.0698594	0.2558112	0.0354644	0.7958628	0.4310096	0.2774749	0.0477092	0.4470926	0.0309202	0.6540522	0.4469924	0.3950305	0.3942227	0.4360225	0.2913842	0.8473324	0.0555480	0.7774319	0.7856587	0.2527337	0.7226291	0.0899930	0.7842735	0.7499882	0.7390974	0.0677047	0.4396630	0.1024393	0.6070048	0.5206340	0.7068848	0.0115877	0.6091502
100	0.3439510	0.1751602	0.5731173	0.4102629	0.0893528	0.6812178	0.6779116	0.5046029	0.4643243	0.3619620	0.2472077	0.2594106	0.3316505	0.2892113	0.1174055	0.2976790	0.5119914	0.4138034	0.5633993	0.3659505	0.0192743	0.2877465	0.2654488	0.4012904	0.5740326	0.5600800	0.5301247	0.5130948	0.4477919	0.0002673	0.6535313	0.4566734	0.6685084	0.2982590	0.2222224	0.1667224	0.6440064	0.0217505	0.7928978	0.1706875	0.6264523	0.0395636	0.2346781	0.0048527	0.2025739	0.5659309	0.3343783	0.2247080	0.6436833	0.5214648	0.0801881	0.5351777	0.5087725	0.3874468	0.2037208	0.7737980	0.2726088	0.4577838	0.0752090	0.5769245	0.1068229	0.1997625	0.2720504	0.4525222	0.1557135	0.4957791	0.0307236	0.0460989	0.1873969	0.0382908	0.7050998	0.3240370	0.6236862	0.0468248	0.4785556	0.0409356	0.3906467	0.6577367	0.3033829	0.2933792	0.4607038	0.4834329	0.7711824	0.0582526	0.4984615	0.6836102	0.0993458	0.7682520	0.0976817	0.6869371	0.0412609	0.6420104	0.0398710	0.5034954	0.0275222	0.5798832	0.2864971	0.6655885	0.0020722	0.5649604
200	0.3448330	0.2858474	0.4456476	0.3691325	0.1127765	0.6223358	0.6190768	0.5045663	0.4103173	0.4021827	0.2136979	0.2639526	0.4372008	0.3963905	0.1472137	0.3090611	0.4879942	0.4533512	0.2641953	0.3618158	0.1906186	0.4196883	0.1986422	0.1465807	0.7064917	0.5849360	0.6293570	0.5206857	0.6639663	0.0037983	0.6316730	0.4951546	0.7393194	0.3770690	0.2734899	0.4492044	0.6794667	0.0554480	0.8616779	0.2454985	0.6585114	0.0627593	0.2126041	0.0005788	0.3233074	0.8169059	0.1877848	0.1553952	0.5449084	0.3927352	0.1603582	0.7038589	0.4570331	0.3258679	0.1578049	0.6410668	0.4136556	0.6291205	0.0905343	0.5339958	0.2824199	0.3345301	0.3484284	0.4452553	0.2341187	0.5694026	0.0352704	0.0594645	0.3063925	0.0404019	0.6736496	0.4027710	0.5887664	0.0347924	0.3801477	0.0487323	0.2692326	0.7067382	0.2846219	0.4150018	0.3728898	0.5132615	0.6823414	0.0494551	0.4059865	0.4721005	0.0139301	0.6456559	0.0455037	0.8650066	0.0155971	0.6399784	0.0402244	0.5134406	0.0162446	0.5816738	0.1911124	0.6220974	0.0019199	0.5944263
300	0.2921334	0.1838102	0.5486937	0.3521905	0.0951545	0.7510515	0.6722196	0.4752759	0.3658135	0.4242195	0.2219528	0.4336110	0.4557999	0.3847370	0.2430966	0.2897488	0.6492701	0.5162493	0.2674004	0.2959001	0.0936877	0.5239119	0.1422454	0.1421325	0.5503451	0.8160435	0.5292826	0.5503424	0.6570558	0.0017871	0.6320031	0.4706020	0.6970837	0.5588233	0.2953284	0.4619925	0.5819528	0.0244335	0.6800101	0.2453197	0.7931825	0.2092892	0.1473998	0.0000000	0.6212199	0.6296595	0.0467997	0.1188898	0.5409895	0.3412012	0.1069164	0.4783535	0.4993505	0.3106099	0.1446909	0.8144658	0.4808332	0.6102450	0.0623223	0.4115692	0.3366973	0.2238523	0.2734045	0.4046696	0.2224686	0.6768457	0.0329488	0.0375748	0.2655324	0.0665055	0.6591955	0.3009935	0.6167456	0.0389962	0.3642524	0.0729004	0.2448666	0.6687312	0.3705325	0.4047226	0.4995486	0.4861422	0.6568893	0.0395975	0.3055981	0.2902677	0.0020715	0.5357271	0.0678917	0.6378470	0.0093480	0.7020830	0.1019836	0.4768902	0.0091448	0.6231530	0.1984761	0.5424463	0.0001668	0.5412979
400	0.3028877	0.2223298	0.5477127	0.4795842	0.1154328	0.7153372	0.6523622	0.3817653	0.4188702	0.4433781	0.1677131	0.4658774	0.3996256	0.4194350	0.2166661	0.3261898	0.6825067	0.5679485	0.2736651	0.3083283	0.1590219	0.5318218	0.1610954	0.1507568	0.6475011	0.6518287	0.5778424	0.5790178	0.5626122	0.0013607	0.6889933	0.4891485	0.6180360	0.5016082	0.2574726	0.4869102	0.5950438	0.0176142	0.6655894	0.2236925	0.6250688	0.2937745	0.1478628	0.0066363	0.5720167	0.5566154	0.0128084	0.0937429	0.5540461	0.4250748	0.1481826	0.5889827	0.4146759	0.4355546	0.1046672	0.6435373	0.4629759	0.6882493	0.0362553	0.3061533	0.3508996	0.3203180	0.3046744	0.4140976	0.2097360	0.5595315	0.0568975	0.0973233	0.2731828	0.0620389	0.6551567	0.4096065	0.5743088	0.0546061	0.4372756	0.0859386	0.2806245	0.6977286	0.3245718	0.4625734	0.4460113	0.6079295	0.6298043	0.0339128	0.3603685	0.2233461	0.0005461	0.5701925	0.0370999	0.7322622	0.0263306	0.6982311	0.0552747	0.4777686	0.0006645	0.5389046	0.1764271	0.7273851	0.0051551	0.5941476
500	0.3133132	0.2117953	0.4324065	0.3722931	0.0814195	0.6924786	0.6747719	0.3309505	0.4632215	0.4644897	0.2074918	0.4228159	0.4508873	0.2821181	0.2061385	0.2859818	0.6840933	0.4233590	0.1648138	0.3115880	0.1257439	0.5784234	0.1701756	0.2178135	0.7567430	0.5917359	0.5383774	0.4841885	0.6791749	0.0080684	0.6061064	0.5555413	0.6873942	0.4248879	0.2807012	0.3411135	0.5438012	0.0198144	0.7971327	0.3008572	0.7006781	0.3858061	0.1537892	0.0057854	0.5470375	0.5173633	0.0120742	0.0827725	0.3819954	0.4048034	0.1570055	0.5167922	0.5078709	0.4204600	0.0862050	0.7690286	0.5288850	0.7019878	0.0320784	0.4217432	0.3092274	0.3659505	0.2995126	0.5034447	0.1703647	0.5718796	0.0902692	0.0626286	0.3963727	0.0522046	0.6350024	0.3416172	0.5970136	0.0548050	0.4604599	0.0633455	0.2472995	0.5988880	0.2971197	0.3649566	0.4804602	0.5166123	0.6890722	0.0390768	0.2167732	0.2149511	0.0000000	0.4286672	0.0359452	0.8660227	0.0168741	0.6278486	0.0378035	0.3722834	0.0006359	0.5802488	0.2269326	0.4742886	0.0000350	0.7320436
600	0.2887879	0.3179590	0.6350963	0.5940402	0.0925979	0.7292819	0.3171833	0.3716601	0.7440106	0.3062336	0.3881170	0.3490925	0.3279193	0.3816250	0.1768329	0.4100272	0.6451305	0.4305552	0.1137123	0.2919559	0.3204377	0.5463688	0.2971234	0.1763708	0.7091047	0.5012799	0.4264783	0.5777080	0.2077420	0.0039956	0.4578552	0.4576455	0.6476549	0.3198630	0.2628375	0.4205730	0.6254367	0.0263825	0.6627412	0.2039920	0.8516726	0.2800537	0.6017516	0.0355556	0.4224404	0.5352575	0.0510465	0.1244442	0.3744928	0.4518145	0.1199375	0.6322280	0.4662044	0.3632512	0.4391725	0.7599795	0.4152874	0.2217687	0.1061366	0.4349265	0.2281111	0.0940153	0.3012308	0.4526354	0.1789665	0.5992805	0.0334487	0.0664252	0.2395055	0.0307913	0.8432994	0.2874884	0.2654148	0.0488731	0.3425194	0.0871336	0.6537845	0.4828640	0.3809791	0.3975874	0.5115360	0.3693251	0.8326727	0.0556823	0.2830143	0.2669248	0.0008079	0.5907179	0.0691280	0.5619147	0.7090055	0.7290273	0.0623934	0.4899226	0.0946919	0.4904823	0.5022288	0.7513732	0.0361669	0.6640449
700	0.2958659	0.2199880	0.6745948	0.4332387	0.1126242	0.6200601	0.4550570	0.3091407	0.7688270	0.1987610	0.3311343	0.2315499	0.3655341	0.3282681	0.1953043	0.3496556	0.6026153	0.4833929	0.1858597	0.3978824	0.1834510	0.4009633	0.4949424	0.3932491	0.5493228	0.5391700	0.3965020	0.4628743	0.1150502	0.0145443	0.3525458	0.4302349	0.6890251	0.3774502	0.2100787	0.4009594	0.6035769	0.0294338	0.7191843	0.2786800	0.6319605	0.1556320	0.5906608	0.0270059	0.1254954	0.5806015	0.0444576	0.1205265	0.2947913	0.3796024	0.0680247	0.6545866	0.4414335	0.2959557	0.6354078	0.6633698	0.3295087	0.0303379	0.0697005	0.7196950	0.0891899	0.1160375	0.2699289	0.4692877	0.1532929	0.6048390	0.0486405	0.0766488	0.2533634	0.0462625	0.7511283	0.3323754	0.2288257	0.0336712	0.4641874	0.0321390	0.6059376	0.3428458	0.2411806	0.3990451	0.5083376	0.3113598	0.6795834	0.0544466	0.2567525	0.3245117	0.0027414	0.4730396	0.0184116	0.7089995	0.7672246	0.7525684	0.0695481	0.4662512	0.0639476	0.6265990	0.5525807	0.7490881	0.0129635	0.5841580
800	0.2660695	0.2735570	0.5428408	0.5060706	0.0780987	0.7023293	0.5267096	0.3281856	0.7063670	0.1987224	0.2850745	0.1476691	0.2153889	0.2476138	0.2045967	0.2537805	0.6700461	0.3779095	0.4520947	0.4492765	0.2132335	0.3815952	0.5402610	0.3631968	0.6458979	0.6713301	0.2849001	0.5940375	0.0946514	0.0112107	0.3599602	0.3869877	0.6602882	0.2732646	0.1798534	0.3132388	0.6945461	0.0472345	0.6932020	0.2748913	0.6818987	0.0539500	0.5448460	0.0362725	0.1052309	0.7905899	0.3655947	0.2066474	0.4913596	0.5420087	0.1698065	0.7291914	0.5182576	0.3433180	0.7896119	0.7383362	0.1333150	0.0350529	0.0625107	0.6205662	0.0331313	0.0941716	0.3113060	0.4523234	0.2117213	0.5700865	0.0514920	0.0721810	0.2311144	0.0502668	0.6162961	0.3983310	0.1412948	0.0473974	0.4109327	0.0545275	0.5680989	0.5486122	0.2177858	0.4211889	0.3819207	0.3087288	0.6846488	0.0348479	0.3318574	0.4050530	0.0006531	0.5828168	0.0578091	0.6096256	0.6463039	0.5976951	0.0377932	0.4680483	0.0860625	0.5633436	0.4881590	0.8374826	0.0540673	0.6641519
900	0.3574741	0.3179893	0.6281940	0.3797255	0.1561893	0.5260177	0.5814206	0.4803889	0.6677454	0.2259534	0.4138159	0.1225401	0.2512976	0.3202687	0.1566810	0.3551717	0.6865128	0.3378843	0.5228172	0.3968215	0.2321666	0.2551392	0.5879658	0.3604904	0.5280679	0.6701822	0.2909657	0.5289706	0.1028401	0.0062379	0.3224350	0.4369878	0.8433546	0.2503886	0.1855304	0.3287956	0.6783614	0.0150418	0.6182660	0.3024555	0.5545241	0.0719304	0.6230038	0.0445324	0.0545339	0.7184596	0.3765235	0.1919620	0.5071230	0.4627578	0.1574480	0.8169784	0.5011706	0.3234136	0.6735608	0.7097666	0.2234957	0.0546867	0.0336896	0.7141541	0.0246773	0.1561582	0.2575641	0.3667230	0.1879070	0.5749959	0.0463735	0.0612537	0.2758892	0.0300809	0.6070768	0.2953331	0.1968239	0.0334214	0.4817245	0.0416984	0.5446269	0.5643752	0.2162880	0.3174601	0.3835558	0.2403127	0.6360747	0.0408277	0.4120300	0.6923473	0.0028958	0.7385229	0.1034777	0.6920585	0.7136031	0.6692249	0.0320556	0.5021496	0.0973574	0.6265412	0.5686067	0.7841075	0.0380578	0.5927651
1000	0.2963013	0.2730242	0.5712763	0.4442491	0.1274358	0.6115228	0.6235179	0.5128229	0.7082904	0.2080843	0.3151047	0.1384441	0.2083674	0.2800117	0.2083457	0.2644098	0.5707928	0.3120111	0.4997911	0.3519373	0.1603966	0.1762446	0.5542376	0.4512097	0.7290195	0.6714416	0.3835660	0.4735166	0.0583417	0.0019187	0.2318808	0.4601981	0.7144795	0.3046892	0.1967095	0.2241780	0.5557884	0.0178520	0.6242462	0.2951672	0.7239845	0.0306840	0.5556670	0.0578425	0.0570365	0.7116436	0.3926011	0.2153179	0.5326945	0.5475602	0.1019922	0.6245506	0.5716750	0.4613831	0.6648206	0.7112293	0.1295414	0.0476021	0.0486298	0.5465125	0.0422042	0.1167664	0.3792857	0.4570671	0.2007273	0.7489968	0.0483634	0.0496316	0.2963365	0.0419887	0.7220743	0.3831410	0.2541504	0.0348741	0.5928970	0.0590802	0.6031396	0.4860652	0.2845441	0.3525804	0.3887508	0.2613425	0.8285752	0.0232391	0.4738390	0.6118825	0.0047018	0.8814191	0.0340129	0.6480396	0.6335450	0.7438399	0.0504798	0.4967119	0.0778358	0.6125131	0.6567229	0.6567040	0.0144243	0.6591557

