"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.1750663	0.2083072	0.5025094	0.4094628	0.7166352	0.0503018	0.8343569	0.4640962	0.0054818	0.6365234	0.0030551	0.2984904	0.0399527	0.0308239	0.0056911	0.0800168	0.3783927	0.5704113	0.0574260	0.0020703	0.0674116	0.1809925	0.1023778	0.0976110	0.0664680	0.6268684	0.5387709	0.3514489	0.1879202	0.4696777	0.2647830	0.0056693	0.1761204	0.1211751	0.6500195	0.7406208	0.6326001	0.0751112	0.0667608	0.7502053	0.0485844	0.7226942	0.7811470	0.5762003	0.7122412	0.7737976	0.5504222	0.5032187	0.4348691	0.1533128	0.6123929	0.6150264	0.4674176	0.2638945	0.4965043	0.3067327	0.3373879	0.2980570	0.0933867	0.1989116	0.0304761	0.2740548	0.7778741	0.5223321	0.4032965	0.5589168	0.4860161	0.4597405	0.5878015	0.0185014	0.1833267	0.0113156	0.0235661	0.0750323	0.4575028	0.7186249	0.0126959	0.1021434	0.1801850	0.0274994	0.4623057	0.1292452	0.6389077	0.1460924	0.5199760	0.2561483	0.1480604	0.0391590	0.0482146	0.7789113	0.7689909	0.3854878	0.6050526	0.4332633	0.4644140	0.6888367	0.3749657	0.6336780	0.5446773	0.6994534
1000	0.0633787	0.2803208	0.6360776	0.3789206	0.6265600	0.0507001	0.6924641	0.4366187	0.0270548	0.4954274	0.0061099	0.4258925	0.0476739	0.0035414	0.0138317	0.0622300	0.3246441	0.5615433	0.0695858	0.0022799	0.0251976	0.1937550	0.1324204	0.1008808	0.1660963	0.6860644	0.5339014	0.4660403	0.1761398	0.3650494	0.2447516	0.0213286	0.1922222	0.1384858	0.6891295	0.6174900	0.8187455	0.1334367	0.0398645	0.5679365	0.0547309	0.7853732	0.6063397	0.7324545	0.6513647	0.7400053	0.5738857	0.5665641	0.3557844	0.1941077	0.6530023	0.6802886	0.3656417	0.2832072	0.5636712	0.4510037	0.2956567	0.2110006	0.0777738	0.2392244	0.0198197	0.2369157	0.6339232	0.5297370	0.3401263	0.5251820	0.3613025	0.4684731	0.4937415	0.0217056	0.1666733	0.0319093	0.0417133	0.0558483	0.3766395	0.6481863	0.0178759	0.1341878	0.1839609	0.0546731	0.3820539	0.1749305	0.6947740	0.1781630	0.6082387	0.1821154	0.1797549	0.0689479	0.1085939	0.9197395	0.7317052	0.3760951	0.8384209	0.4936070	0.4028327	0.7119827	0.3133567	0.7339048	0.7156747	0.6670534

0	0.1200659	0.2528929	0.6178705	0.4040903	0.6964691	0.0444530	0.6582090	0.3742651	0.0348528	0.4743163	0.0111948	0.4242828	0.0353810	0.0152081	0.0204905	0.1120726	0.3785889	0.4936292	0.0908516	0.0001290	0.0691328	0.1899540	0.0897388	0.1098751	0.1300012	0.6708727	0.3990453	0.3629756	0.2023998	0.5645774	0.1930708	0.0155051	0.3205472	0.1144371	0.8314707	0.7446495	0.8659329	0.1202765	0.0656749	0.7254653	0.0468034	0.5788094	0.7913920	0.5225350	0.6633981	0.7575762	0.6266162	0.6166507	0.4532283	0.1569395	0.5831434	0.8217097	0.3804656	0.3505991	0.6295577	0.3254088	0.3797349	0.2362003	0.0728731	0.2130027	0.0120942	0.2644749	0.6783698	0.6392913	0.6397562	0.2889669	0.3782078	0.4908976	0.4854400	0.0199318	0.3136259	0.0248378	0.0763437	0.0457376	0.4406031	0.6315140	0.0033047	0.1143190	0.1376768	0.0255753	0.3736700	0.1118901	0.6485709	0.1621180	0.6537163	0.1430875	0.1958726	0.1371563	0.0775192	0.7268965	0.7215644	0.4576590	0.7402812	0.4883416	0.5377670	0.6620913	0.3146520	0.8502924	0.5381886	0.7493405
100	0.1428960	0.2755395	0.5783280	0.3318266	0.6696826	0.0312661	0.6469926	0.3687406	0.0011324	0.5394293	0.0064017	0.3511035	0.0329322	0.0172078	0.0077425	0.1326942	0.7597248	0.6276555	0.0688795	0.0000000	0.0217773	0.4847548	0.0687637	0.0969519	0.1155323	0.6539606	0.5876234	0.0681069	0.2615907	0.5249857	0.3128898	0.0159470	0.2603594	0.1274986	0.7509405	0.7561803	0.6644422	0.1124549	0.1300872	0.1249591	0.0689171	0.6147577	0.7497778	0.5643733	0.7564844	0.7650484	0.7328769	0.6325145	0.0827518	0.2685994	0.7144429	0.6593026	0.5228684	0.1960501	0.6790644	0.6754551	0.1168614	0.5064301	0.0701941	0.2259012	0.0043944	0.1714809	0.6473756	0.5323751	0.4810537	0.3051142	0.5429880	0.6282600	0.4838639	0.0131965	0.1320260	0.0063706	0.0287010	0.0440082	0.4493904	0.3049147	0.0161430	0.0078789	0.1151832	0.0248471	0.4751978	0.1687339	0.6835861	0.2528733	0.5439330	0.1623897	0.2138397	0.0683712	0.2743333	0.7682846	0.7500574	0.6345949	0.7199893	0.6668170	0.5526031	0.6132942	0.0658699	0.8330196	0.5472901	0.1550732
200	0.1577060	0.2842761	0.6286442	0.3252070	0.6941396	0.0277780	0.7831622	0.4043505	0.0008839	0.5692913	0.0071103	0.3028782	0.0187782	0.0493966	0.0255937	0.1027711	0.7153009	0.6468277	0.0709862	0.0040164	0.0364295	0.5305161	0.0269641	0.1016318	0.1356016	0.9476066	0.7112066	0.0319893	0.3453132	0.6354212	0.2380683	0.0156577	0.2428797	0.1147266	0.6944839	0.6971646	0.8251490	0.1195552	0.1586167	0.0488705	0.4971390	0.6777339	0.6572255	0.6790851	0.5636386	0.6912960	0.6403333	0.6409746	0.0908060	0.1945920	0.6707098	0.6754409	0.4811549	0.2599248	0.5768071	0.7793714	0.1292753	0.5636896	0.0972514	0.3281820	0.0039527	0.2545872	0.8207561	0.4355114	0.5585967	0.5170016	0.5349557	0.4633745	0.4986970	0.0272192	0.1489468	0.0039891	0.0157476	0.0853315	0.3519434	0.1567051	0.0076553	0.0165701	0.0830254	0.0257817	0.4718376	0.1888822	0.8489782	0.1871367	0.6909934	0.1576813	0.1535944	0.0335998	0.3802970	0.6871627	0.6741475	0.6352962	0.6340494	0.6388660	0.5154793	0.5836002	0.0887665	0.7288073	0.6445535	0.1254947
300	0.1495179	0.2634321	0.5081735	0.4366465	0.5867729	0.0621099	0.6714491	0.4176592	0.0048097	0.5952942	0.0257189	0.4475668	0.0316942	0.0210041	0.0047057	0.1280739	0.7320343	0.4956300	0.0605419	0.0000000	0.0613710	0.5924637	0.0291523	0.0561426	0.1798137	0.7091786	0.7690142	0.0418504	0.3782507	0.6285548	0.3164960	0.0192718	0.1416806	0.1191060	0.6780705	0.7066753	0.5439536	0.1499581	0.1603879	0.0499024	0.5104636	0.6463553	0.6181266	0.6862443	0.6138332	0.7337516	0.6898047	0.5964763	0.0609767	0.1655051	0.6750781	0.6702961	0.4896812	0.1936774	0.6957542	0.8694546	0.1164202	0.5323167	0.0718429	0.2436941	0.0033612	0.1879582	0.6329460	0.5713694	0.4579490	0.3193443	0.6346990	0.4096484	0.5481022	0.0346959	0.1413521	0.0119306	0.0083063	0.0862644	0.4495170	0.1618499	0.0028471	0.0014080	0.1320141	0.0347166	0.5995047	0.1147661	0.7697208	0.1851503	0.6868824	0.1718777	0.0953640	0.0534557	0.2602590	0.6565056	0.6472824	0.6425750	0.7881471	0.5889253	0.4615320	0.6303508	0.0816144	0.7330849	0.6974659	0.1530821
400	0.1115234	0.3149663	0.5147013	0.3902887	0.7100277	0.0434065	0.7161580	0.3984501	0.0038381	0.6440619	0.0129895	0.3425740	0.0288582	0.0227477	0.0119310	0.1253918	0.6976787	0.5225599	0.0535444	0.0016881	0.0292811	0.6249654	0.0454638	0.0958572	0.1288233	0.7688514	0.6025656	0.0489510	0.2799213	0.5157573	0.3559464	0.0094241	0.2300278	0.0956415	0.6361179	0.6679766	0.6979396	0.0869623	0.0984233	0.0753679	0.6026401	0.6590531	0.5944225	0.7278300	0.7406980	0.6954434	0.6086010	0.6224549	0.0592464	0.1599346	0.6649497	0.5803111	0.4787777	0.1828893	0.6966721	0.7017621	0.0736816	0.5276066	0.0816495	0.2605941	0.0022631	0.2424914	0.8096077	0.5937368	0.6336761	0.4427862	0.5207864	0.5276083	0.5599087	0.0264462	0.2114795	0.0006599	0.0067613	0.0520349	0.4568220	0.1703604	0.0090469	0.0021127	0.0754500	0.0313663	0.5419171	0.1173854	0.8184133	0.2261797	0.4971376	0.2212671	0.1055210	0.0265324	0.3947722	0.7763719	0.6411352	0.7258698	0.6846676	0.5859716	0.5142818	0.6622114	0.0499112	0.6172379	0.6935561	0.1172689
500	0.1016777	0.2288541	0.5034243	0.3870231	0.7262534	0.0394268	0.7229901	0.4523010	0.0000000	0.5503567	0.0141285	0.3246323	0.0252692	0.0136129	0.0039550	0.1448918	0.6398880	0.5194895	0.0840284	0.0042796	0.0568175	0.6230068	0.0166070	0.0620193	0.1087162	0.7435076	0.6354148	0.0456289	0.2754703	0.7021448	0.3176834	0.0083581	0.2840543	0.1878969	0.5229932	0.5593114	0.6666878	0.1362426	0.1818447	0.0616118	0.6109922	0.7664878	0.6098331	0.6220654	0.6601786	0.5754269	0.7838950	0.6556311	0.0910173	0.2290631	0.6395530	0.6157847	0.4289381	0.1939743	0.7569281	0.6533682	0.1245607	0.4659910	0.0684757	0.2204164	0.0002154	0.2105928	0.7095620	0.6041042	0.5527775	0.2862901	0.5275334	0.5392141	0.5550496	0.0212457	0.2105988	0.0213246	0.0170381	0.1553089	0.4413005	0.2047022	0.0331665	0.0006500	0.1106552	0.0288769	0.3981085	0.1868352	0.5843854	0.1794852	0.5291155	0.1496388	0.1706588	0.0354135	0.3447276	0.6321132	0.8066237	0.5987959	0.6611518	0.6088568	0.4923142	0.6012012	0.0524145	0.7230736	0.4745169	0.1125979
600	0.1671424	0.3206256	0.6944094	0.3277475	0.6717361	0.0209626	0.6733738	0.4652659	0.0164098	0.6104475	0.0226902	0.4248504	0.0360029	0.0218643	0.0100341	0.1006801	0.3418613	0.5052649	0.1034168	0.0040892	0.0391036	0.2612839	0.1216028	0.0744158	0.1804327	0.5773494	0.5263190	0.2286915	0.2672202	0.5400897	0.2129118	0.0108421	0.1859813	0.1011074	0.6891525	0.7340836	0.6398944	0.1045169	0.0925595	0.6583846	0.1006188	0.6020497	0.8365925	0.6350337	0.7671875	0.7359723	0.6066091	0.6838248	0.4074222	0.1713309	0.6770483	0.6209919	0.3940227	0.2084827	0.6171449	0.5146331	0.3594409	0.2453958	0.0874608	0.2227659	0.0140037	0.2543891	0.5792673	0.5313840	0.5638299	0.3522199	0.3847808	0.4224639	0.4905098	0.0125796	0.1576916	0.0208810	0.0467828	0.0768002	0.3683968	0.5001709	0.0234538	0.1036578	0.1569822	0.0239102	0.3353351	0.1509652	0.7428699	0.2069601	0.6017593	0.1993024	0.1706110	0.0710604	0.0770648	0.7231665	0.7173256	0.4857827	0.8084030	0.3934953	0.5121514	0.7818700	0.3860592	0.7276490	0.6329945	0.6303435
700	0.1757212	0.2633925	0.5899140	0.3442583	0.7865580	0.0367754	0.6352422	0.3925101	0.0112873	0.5734892	0.0080627	0.3090410	0.0679673	0.0232448	0.0250682	0.0875194	0.3290653	0.4954992	0.0758134	0.0018234	0.0671617	0.1455017	0.1534333	0.1020862	0.1003079	0.7714487	0.4837807	0.3494817	0.2731613	0.4768716	0.2896201	0.0081843	0.1750720	0.1163038	0.8433378	0.6757780	0.7416541	0.0957944	0.0781051	0.7424668	0.0195481	0.7273456	0.5975273	0.5564343	0.5924228	0.6631132	0.6726835	0.7092798	0.5140029	0.1750852	0.6407131	0.7316020	0.3970284	0.3026930	0.5318150	0.2989267	0.1806902	0.2125941	0.0983604	0.2218873	0.0041534	0.2766908	0.7447675	0.5355145	0.5066452	0.2940863	0.3704182	0.3983912	0.4890621	0.0438061	0.2475035	0.0442913	0.0237384	0.1043692	0.3918714	0.6888732	0.0180361	0.1072026	0.2040229	0.0189177	0.4839771	0.1359085	0.6524119	0.1426541	0.5046806	0.1896948	0.1331461	0.0847576	0.0598605	0.6589039	0.9888141	0.5486240	0.8267048	0.4567176	0.5004332	0.6156274	0.3774871	0.7429856	0.7162885	0.7291595
800	0.0722833	0.2395027	0.5235927	0.3865417	0.7438486	0.0632438	0.7327791	0.4600445	0.0162548	0.6092634	0.0043746	0.3490727	0.0257581	0.0137513	0.0059207	0.0854790	0.4713707	0.5678189	0.0715733	0.0007352	0.0435036	0.1261078	0.1656943	0.0995605	0.0741232	0.7984456	0.4750672	0.3794965	0.1757122	0.4388013	0.2540706	0.0185730	0.2091536	0.1342677	0.8619147	0.6538126	0.7992183	0.1450169	0.0595424	0.7996708	0.0630600	0.8038671	0.7887077	0.5535959	0.6945691	0.6332712	0.6102195	0.5843290	0.4029828	0.1416746	0.5966470	0.5890508	0.4530724	0.3037435	0.4615964	0.2579783	0.2628389	0.2473955	0.0619610	0.2944418	0.0098894	0.3017082	0.6565935	0.5035027	0.5695669	0.4492017	0.3234407	0.4844755	0.5162401	0.0237649	0.1925333	0.0151918	0.0426298	0.0492807	0.4918343	0.6582468	0.0109266	0.0943085	0.1363368	0.0294042	0.4834590	0.1371856	0.8165150	0.1774542	0.7354594	0.1777781	0.1291189	0.0673613	0.0552622	0.6787407	0.7846547	0.4729494	0.7799144	0.5421767	0.5387190	0.6521214	0.3212082	0.5709135	0.7116434	0.7993145
900	0.1312498	0.2813005	0.4649803	0.4851086	0.6749981	0.0494536	0.7656075	0.4756406	0.0090771	0.5530718	0.0174569	0.4374592	0.0319375	0.0095437	0.0077199	0.0944697	0.4193273	0.6364342	0.0731459	0.0053894	0.0201522	0.1821462	0.1785818	0.1926128	0.1878008	0.6286762	0.4380181	0.3374714	0.2004499	0.4898621	0.1918669	0.0255863	0.2068860	0.1375262	0.8241851	0.6239816	0.6951935	0.0951438	0.0524230	0.6719551	0.0363957	0.7094696	0.6163771	0.5727789	0.5808767	0.8390891	0.5583418	0.5773317	0.4103028	0.2154179	0.6664602	0.6019784	0.4510439	0.2653933	0.6169886	0.2467520	0.3996626	0.2465160	0.0847127	0.1535618	0.0312760	0.2616641	0.6554419	0.4391920	0.4387284	0.4135543	0.3700089	0.4732172	0.4572305	0.0312386	0.1104312	0.0096536	0.0330127	0.0742176	0.4559021	0.5973345	0.0125600	0.1435299	0.1348372	0.0202107	0.4982562	0.0821515	0.6085495	0.1739002	0.6427578	0.2192695	0.1294345	0.0761901	0.0853316	0.6571307	0.6446868	0.4690773	0.7497073	0.4160517	0.4577323	0.6839481	0.2005171	0.6679450	0.5407305	0.8002404
1000	0.2070200	0.2093912	0.5956245	0.3859853	0.6359748	0.0380087	0.6150701	0.5025812	0.0432966	0.4606574	0.0098999	0.4001802	0.0231972	0.0104794	0.0163671	0.1178759	0.4966049	0.5711335	0.0814635	0.0017463	0.0453287	0.0984695	0.1438958	0.1966537	0.1525221	0.6290028	0.4791683	0.3954389	0.1324930	0.4432608	0.2284873	0.0417933	0.2317508	0.1495212	0.7204523	0.6521011	0.7184839	0.0821387	0.0545422	0.6876521	0.0855377	0.8979708	0.6063767	0.5318793	0.6343152	0.5450274	0.6738904	0.5631159	0.5675560	0.1696449	0.6925670	0.6084623	0.4532882	0.2109114	0.6465911	0.4697172	0.2539234	0.3192358	0.0874879	0.2624058	0.0256168	0.3019635	0.6785595	0.4735538	0.4268265	0.3593148	0.3905280	0.3748015	0.4946715	0.0318182	0.1904689	0.0218853	0.0273603	0.0745559	0.3846461	0.6761117	0.0298841	0.1551779	0.2186642	0.0494966	0.4055015	0.1352996	0.7663950	0.1607668	0.6630460	0.1592272	0.1606887	0.0645911	0.0299316	0.7706677	0.6707560	0.4515284	0.8252311	0.5170495	0.5076556	0.7292082	0.2504773	0.6270395	0.5799656	0.6664915

