"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.4318874	0.0099753	0.7142360	0.5246030	0.0951739	0.3587690	0.1247131	0.1472987	0.3570327	0.4537773	0.5509395	0.4375857	0.3546958	0.3171333	0.2899132	0.0386590	0.5911646	0.2002912	0.6830633	0.0937656	0.4989865	0.6986450	0.6875901	0.2881669	0.3237574	0.4516619	0.1966066	0.5995679	0.6112865	0.3389910	0.3490815	0.0339177	0.0890425	0.0459858	0.0125644	0.4520216	0.0972794	0.0528775	0.5548730	0.3803776	0.7035323	0.6294774	0.3805361	0.0683913	0.3120717	0.4824452	0.6240699	0.0553814	0.3041125	0.3332893	0.6364786	0.5284864	0.6510666	0.7733068	0.0212660	0.7478257	0.6574046	0.6467455	0.3140435	0.1594235	0.0797713	0.1676001	0.5661137	0.0844819	0.5854011	0.4694323	0.5804899	0.4912815	0.8377228	0.7380365	0.0485937	0.1145658	0.7205878	0.6518355	0.1563968	0.7053804	0.7297015	0.0183617	0.7544460	0.2497598	0.7625493	0.0025453	0.4756412	0.6697236	0.0166037	0.1817371	0.2209293	0.3820137	0.1967964	0.0541946	0.6018300	0.5758613	0.0151367	0.0441058	0.0060280	0.6787322	0.6471270	0.0342535	0.6365923	0.1419334
1000	0.5588910	0.0189261	0.6476639	0.4794484	0.1374974	0.2677677	0.1834511	0.1339589	0.3623649	0.5564261	0.5971849	0.4766793	0.3921206	0.2814944	0.3434400	0.0423725	0.6315552	0.3066256	0.6562607	0.2117661	0.6124863	0.6296310	0.6146084	0.4568080	0.2280504	0.3744088	0.3441242	0.6945731	0.6652233	0.3251483	0.2371983	0.0244014	0.1218853	0.0234602	0.0038581	0.4323952	0.0586029	0.0521014	0.6728705	0.3065827	0.7236024	0.6638189	0.2813118	0.0601208	0.3444293	0.6254025	0.6972250	0.0281744	0.1974772	0.3609528	0.5963491	0.4935737	0.5594610	0.7333933	0.0152172	0.7587483	0.6653362	0.4499695	0.2966935	0.1201612	0.0223588	0.2504376	0.7149403	0.1020372	0.7034387	0.4246156	0.7075177	0.6410578	0.6193211	0.6933404	0.0342559	0.1436593	0.6132253	0.5753535	0.0766591	0.6126780	0.5842907	0.0117574	0.6489990	0.2293066	0.5764569	0.0011832	0.3893256	0.6389692	0.0040932	0.1188547	0.2353696	0.4805569	0.2214735	0.0303410	0.5828920	0.6822797	0.0376400	0.0168776	0.0171839	0.8130212	0.6343075	0.0729413	0.6663571	0.1445742

0	0.3925553	0.0051040	0.6478762	0.3495819	0.1537795	0.3556638	0.1819845	0.2026781	0.3543518	0.5515474	0.6330212	0.4383724	0.4967895	0.4425076	0.2997859	0.0535977	0.5793390	0.4706764	0.5615421	0.2560745	0.5080560	0.6147947	0.7011353	0.4009642	0.3030609	0.3190511	0.3825459	0.6563629	0.7308233	0.3706781	0.3090746	0.0291378	0.1488853	0.0442344	0.0025742	0.4599394	0.1017232	0.0406982	0.6205839	0.2803358	0.6687105	0.6194067	0.3010556	0.0464410	0.4288814	0.7837056	0.6457340	0.0252178	0.3343137	0.4124938	0.5858855	0.4824254	0.6220142	0.5036845	0.0229682	0.5885374	0.5951346	0.5852555	0.3938124	0.1550441	0.0609656	0.2501040	0.6123003	0.0683231	0.6438769	0.4428968	0.6900823	0.6573325	0.6819032	0.7385563	0.0444939	0.1524160	0.6258608	0.6286742	0.1262370	0.8201628	0.6745498	0.0062490	0.5407839	0.2657248	0.6374712	0.0109523	0.5280174	0.5938631	0.0042256	0.1696963	0.3006055	0.3950597	0.4104952	0.0218794	0.5757642	0.6865502	0.0373080	0.0098067	0.0188807	0.6839721	0.7064353	0.0615360	0.6782491	0.2496605
100	0.0857107	0.0148135	0.6580200	0.1436462	0.2110313	0.5183376	0.1379602	0.3871357	0.2630260	0.4827405	0.4764213	0.6451628	0.4510825	0.4655395	0.2460244	0.0258588	0.6314492	0.3342688	0.6802415	0.2690067	0.4931121	0.6564520	0.5938840	0.5905266	0.3295401	0.1975830	0.5757431	0.5962940	0.6702246	0.5932319	0.0603767	0.0017745	0.1094834	0.0699012	0.0008039	0.3184405	0.4818485	0.0652331	0.7450292	0.2701201	0.6421879	0.6588558	0.0687498	0.0342752	0.2680948	0.5675926	0.6745888	0.0245872	0.4249676	0.4245928	0.5793182	0.2679855	0.1169558	0.1509214	0.3581435	0.5415493	0.6234371	0.5995092	0.2896900	0.2800270	0.0227814	0.0745271	0.6130584	0.0862163	0.7300585	0.7274620	0.6263068	0.3547187	0.6889603	0.6251310	0.0127781	0.1611879	0.8729161	0.7256851	0.1082668	0.8203176	0.6114590	0.0090828	0.8154788	0.2166342	0.6110206	0.2155795	0.3810835	0.6356825	0.2821690	0.3345826	0.5538099	0.3694161	0.4093466	0.0251446	0.6659684	0.6092343	0.0218068	0.0336455	0.0087592	0.6650484	0.6572998	0.0827547	0.7024746	0.2589129
200	0.0671499	0.0049653	0.6199684	0.0402375	0.2222546	0.5008569	0.1570640	0.4163399	0.3166437	0.5563666	0.4990476	0.7053268	0.4544334	0.4307708	0.2958520	0.1422081	0.3996356	0.4205232	0.6515262	0.3201824	0.6379832	0.5991046	0.6621690	0.5351704	0.4065801	0.2234236	0.5162672	0.6035410	0.6682785	0.3037203	0.0354097	0.0074652	0.1979048	0.1330329	0.0028508	0.1776063	0.5140784	0.0590865	0.5640450	0.3092868	0.6339791	0.6906637	0.0618466	0.0672421	0.4303262	0.6057184	0.6868005	0.0553825	0.2501240	0.3676022	0.4911749	0.1497700	0.0345527	0.0682414	0.4363276	0.4881247	0.5819721	0.5795978	0.2898752	0.4092778	0.0277878	0.0777080	0.5538957	0.0805801	0.6442320	0.6614589	0.4960287	0.0342236	0.5732320	0.7538090	0.0083177	0.1976923	0.6857651	0.7197021	0.0322364	0.6621149	0.5793011	0.0716453	0.6028759	0.2376862	0.6006826	0.1888010	0.5050528	0.7104650	0.2781789	0.4503953	0.7611477	0.5815101	0.3479015	0.0207222	0.6598579	0.6816479	0.0480891	0.0550735	0.0079654	0.6642492	0.6263943	0.0134248	0.4239346	0.6377035
300	0.0394564	0.0057915	0.6695044	0.0332151	0.2196809	0.7749982	0.1245242	0.4405510	0.3209490	0.4843492	0.5724209	0.5254319	0.4319209	0.3202879	0.2276820	0.1113266	0.2927310	0.3930025	0.6194908	0.2502986	0.5896777	0.7270738	0.5733835	0.5467679	0.5479643	0.2258578	0.5325490	0.6077727	0.5892512	0.3516299	0.0284188	0.0068288	0.2697158	0.2392898	0.0003109	0.0814517	0.5695884	0.0534431	0.5789884	0.3984036	0.6974427	0.5910684	0.0538030	0.0668671	0.3726206	0.5638102	0.7075574	0.0486297	0.2678970	0.3269688	0.3977722	0.0289661	0.0464441	0.0793705	0.3978168	0.4258001	0.6978093	0.6078321	0.2891660	0.3867284	0.0062277	0.0765374	0.5573280	0.0636180	0.6270130	0.6342329	0.1430560	0.0096089	0.5811186	0.6361877	0.0010343	0.1304005	0.5828026	0.6578597	0.0191732	0.7181066	0.5987249	0.0799362	0.5932198	0.2342951	0.6400891	0.1981004	0.7062964	0.7748250	0.3617636	0.5282341	0.5962786	0.6313524	0.5207207	0.0397158	0.7064811	0.7640517	0.0636056	0.0206639	0.0053201	0.6899040	0.6694598	0.0355613	0.4535973	0.6525457
400	0.0384111	0.0022059	0.6720163	0.0100151	0.2508706	0.5813933	0.1392530	0.4020358	0.3264948	0.3129396	0.5812487	0.6417129	0.4605789	0.3156224	0.2977639	0.1616047	0.3219524	0.3704500	0.7443931	0.2376883	0.6188041	0.7443834	0.6076962	0.6098255	0.4311354	0.2715494	0.5781527	0.5997489	0.6972203	0.3760803	0.0275245	0.0031106	0.1984128	0.2659839	0.0002748	0.0564329	0.5418658	0.0420918	0.5657790	0.4824906	0.7266801	0.7091725	0.0472884	0.0753967	0.3667102	0.5560875	0.7374118	0.0406924	0.3018874	0.3907686	0.4383040	0.0691371	0.0429009	0.0566412	0.4135944	0.3494975	0.7408351	0.4995892	0.3688183	0.3365354	0.0240382	0.0960497	0.6013847	0.0591649	0.5900584	0.5895831	0.0612636	0.0102383	0.5604601	0.7457487	0.0033544	0.1283085	0.5925447	0.6743886	0.0209696	0.7036764	0.6380206	0.1141344	0.5925980	0.2266952	0.6964115	0.1732668	0.6754197	0.7409432	0.3778609	0.5642175	0.7163954	0.6165488	0.4364350	0.0372722	0.7126934	0.6033161	0.0538529	0.0403078	0.0043386	0.6876522	0.7500834	0.0159668	0.3744461	0.5537452
500	0.0547800	0.0067127	0.7559854	0.0357265	0.2377773	0.6961558	0.1527299	0.5036139	0.3383700	0.4119351	0.6546268	0.5625707	0.4837130	0.5163341	0.2485299	0.1754134	0.3166524	0.2548795	0.6924576	0.1985207	0.6726056	0.5944536	0.6632664	0.6310159	0.3859903	0.1924706	0.5955229	0.6920474	0.5512686	0.3068825	0.0294538	0.0006165	0.1652074	0.2115366	0.0072876	0.0661365	0.6183077	0.0373265	0.5839856	0.4294948	0.6672214	0.6036579	0.0368567	0.0315516	0.4310813	0.4336459	0.7076232	0.0331790	0.3167459	0.3731161	0.4961311	0.1007287	0.0235796	0.0668079	0.4224386	0.4177095	0.5957205	0.5477202	0.3112251	0.4189343	0.0325912	0.0503062	0.6110136	0.1004826	0.7357872	0.6434616	0.0408760	0.0053520	0.5835462	0.6956295	0.0037905	0.1399058	0.6303274	0.6519215	0.0176954	0.6058252	0.4898926	0.0953170	0.6727209	0.2434425	0.6199188	0.1724791	0.6475381	0.6240061	0.3453825	0.7003841	0.6541353	0.5754999	0.3890350	0.0509907	0.6652652	0.5944836	0.0904041	0.0421209	0.0124601	0.6347456	0.6488599	0.0175056	0.3360691	0.5477666
600	0.3911580	0.0151281	0.6406536	0.1191203	0.2509812	0.7049348	0.1600728	0.3011278	0.3521411	0.4903428	0.4555787	0.4240561	0.5135597	0.3438818	0.3649303	0.1905287	0.4082421	0.2931022	0.7354251	0.1825453	0.4801610	0.7355478	0.6769168	0.6430747	0.4581995	0.4384137	0.5091617	0.5832967	0.6064659	0.2923076	0.0222937	0.0322617	0.2489781	0.2683013	0.0376855	0.0841972	0.2612807	0.0341236	0.5314447	0.4393593	0.6489666	0.6803997	0.3864957	0.0359395	0.3366207	0.4566111	0.6551054	0.0306908	0.3478682	0.3405280	0.5402359	0.2759330	0.5305389	0.6850362	0.1031432	0.5651848	0.6890878	0.5250393	0.3399027	0.1791384	0.0492538	0.2169258	0.6133122	0.0766277	0.6957798	0.4273791	0.4367154	0.3634272	0.5815070	0.6208051	0.0355969	0.1355489	0.5674442	0.6808447	0.0101872	0.8037680	0.6381405	0.0258996	0.7127660	0.2773052	0.5572981	0.0261879	0.7223882	0.6652115	0.0393792	0.3842589	0.5117569	0.3635899	0.5786013	0.0191760	0.6643048	0.7287437	0.0876952	0.0262138	0.0022826	0.7504594	0.6497571	0.0273919	0.3546047	0.4844756
700	0.4292740	0.0061282	0.6269619	0.3672455	0.2076814	0.4282297	0.1937975	0.1949323	0.3124779	0.4619674	0.4429946	0.5189692	0.4712379	0.3186786	0.3808303	0.1714890	0.4374105	0.4251989	0.6323739	0.2400193	0.5755138	0.8643252	0.6914266	0.5851148	0.3290549	0.2676609	0.4709431	0.6811011	0.6662502	0.3239779	0.1553981	0.0501238	0.1560233	0.1014472	0.0062073	0.1670976	0.1920372	0.0487023	0.5199868	0.3922454	0.6838644	0.7608187	0.2933858	0.0905318	0.3482855	0.4987555	0.6731843	0.0615918	0.2591704	0.3152364	0.6129270	0.4039213	0.6558062	0.5836349	0.0672103	0.6302838	0.5966661	0.6834572	0.3846662	0.1309349	0.0679334	0.2943313	0.5876140	0.1391471	0.6698992	0.4788769	0.6315572	0.6829178	0.6134784	0.7770889	0.0789541	0.1671832	0.7425003	0.6818870	0.0338594	0.7152475	0.4982578	0.0089960	0.6910170	0.3213653	0.5419393	0.0050180	0.4561066	0.6930711	0.0058704	0.1263268	0.3297425	0.2644803	0.5566015	0.0396754	0.6702167	0.6580784	0.0312104	0.0145040	0.0092430	0.5675797	0.7938674	0.0637779	0.6113209	0.2937102
800	0.4785451	0.0143221	0.7055489	0.3174864	0.1225945	0.3915034	0.1870643	0.1290949	0.3953929	0.4931166	0.5382533	0.4244255	0.4712221	0.3474939	0.3704745	0.0371435	0.5426451	0.3123354	0.5047565	0.2014495	0.6216078	0.6818680	0.7487998	0.5097590	0.4183402	0.3452109	0.3507173	0.6980597	0.7636388	0.3917178	0.1975525	0.0209809	0.1528889	0.0481394	0.0068466	0.2846282	0.1462788	0.0287827	0.6895517	0.2751280	0.7711733	0.6856034	0.2852549	0.0782017	0.3764374	0.5332085	0.6816617	0.0132475	0.2467715	0.2800263	0.5455966	0.4315152	0.6670198	0.6489766	0.0421934	0.4828864	0.6520768	0.4558570	0.4054310	0.1127345	0.0758718	0.2219059	0.7897197	0.0635394	0.6781644	0.5900562	0.6421050	0.5936278	0.6897804	0.6741377	0.0303670	0.1128050	0.7398040	0.6739468	0.1791539	0.7420922	0.6731967	0.0224417	0.6267084	0.2002871	0.6624512	0.0039354	0.4517670	0.6557090	0.0251807	0.1747728	0.3073506	0.3756627	0.6707730	0.0322378	0.5463604	0.5696217	0.0320283	0.0363506	0.0379757	0.6610530	0.6948324	0.0575583	0.6940070	0.1813470
900	0.3313469	0.0287349	0.6323177	0.3822440	0.1653194	0.3762339	0.2110922	0.1886118	0.3000324	0.5756355	0.4505052	0.4990812	0.4361603	0.4634904	0.3741968	0.0360074	0.4592870	0.4388563	0.6886728	0.2566253	0.5839829	0.7161369	0.5055431	0.4945364	0.3338440	0.3945879	0.3385416	0.6328075	0.6755896	0.3349464	0.2754198	0.0416547	0.1043029	0.0287586	0.0024643	0.3838137	0.1021763	0.0443783	0.7215383	0.4341649	0.6686489	0.7079436	0.2777831	0.0807886	0.3474157	0.6094047	0.8008687	0.0933361	0.3296072	0.3667321	0.5883408	0.4699315	0.6151586	0.6932484	0.0538414	0.7398351	0.6452449	0.4933214	0.3307559	0.1536754	0.0697827	0.2996637	0.6693593	0.0921670	0.6861074	0.4576636	0.7208142	0.5360447	0.6266012	0.6624413	0.0540799	0.1753215	0.6261579	0.5940737	0.1053916	0.6492615	0.5141655	0.0387191	0.5403212	0.2035276	0.6158948	0.0019582	0.4256121	0.7007766	0.0173491	0.1687959	0.2346355	0.3003725	0.4828793	0.0288913	0.6298189	0.7309126	0.0420548	0.0321650	0.0094175	0.6654098	0.5780659	0.0459623	0.6779246	0.2493416
1000	0.4603498	0.0121497	0.7650840	0.3485530	0.1509076	0.4401588	0.1538246	0.2257905	0.3527027	0.5967833	0.4201977	0.4168432	0.4650170	0.4088162	0.3582897	0.0201012	0.4977726	0.4672831	0.6862141	0.2361035	0.5843203	0.7098738	0.8079059	0.4471779	0.4012595	0.3101398	0.3267197	0.6031082	0.8066359	0.3132061	0.3232835	0.0190650	0.1239610	0.0307360	0.0001901	0.4541368	0.0842559	0.0376117	0.5964884	0.5007437	0.8262675	0.6848469	0.2938166	0.0736645	0.3934687	0.5360745	0.6461302	0.1022279	0.2348140	0.4545288	0.5097119	0.4628727	0.6705717	0.6438777	0.0230765	0.5498124	0.6211077	0.6574657	0.3419330	0.1577351	0.0827318	0.2292205	0.7242655	0.0853440	0.7318074	0.5028604	0.6512617	0.6637657	0.7602801	0.6484177	0.0550996	0.1434929	0.6258157	0.5585976	0.1744572	0.7269432	0.6766421	0.0088088	0.7121713	0.1846556	0.5940159	0.0002295	0.3740319	0.7261644	0.0580602	0.2061926	0.4160967	0.2761990	0.5089703	0.0207587	0.6568025	0.6662774	0.0317054	0.0163017	0.0077642	0.6402702	0.7942755	0.1329314	0.7352602	0.2057323

