"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.4787254	0.1473377	0.1020232	0.0038993	0.2020438	0.4664459	0.3273413	0.0119108	0.3112865	0.2220312	0.4329491	0.6390183	0.2432495	0.0803842	0.4091030	0.6487210	0.0647603	0.5690583	0.4930647	0.7358066	0.0608801	0.3439207	0.1346261	0.4292545	0.3168910	0.1830173	0.2504806	0.2189732	0.3715912	0.3804093	0.2975342	0.7229194	0.4852624	0.6318826	0.5302685	0.2531820	0.4415142	0.7409290	0.3694474	0.3124386	0.1639825	0.5189401	0.4513563	0.5359949	0.4068587	0.1138635	0.2848850	0.0555358	0.5675436	0.3728728	0.5167317	0.1969783	0.0934495	0.2299306	0.2852324	0.2223509	0.3239662	0.0120346	0.1813213	0.0504474	0.2899129	0.4340892	0.4938179	0.5601245	0.1694016	0.6248014	0.3463092	0.5051538	0.5130150	0.3861913	0.2861932	0.2128624	0.4488205	0.0639128	0.1537060	0.5036503	0.0600937	0.2968982	0.2327816	0.6841650	0.1554477	0.3415318	0.0248651	0.1313118	0.6856556	0.6504968	0.2591299	0.1879222	0.3600681	0.0810690	0.6558170	0.6694735	0.5047965	0.6381861	0.2391253	0.5406459	0.6759995	0.1424581	0.6121351	0.6253668
1000	0.2960503	0.0942749	0.1205732	0.0336504	0.1916058	0.5009037	0.4086246	0.0475489	0.3597325	0.2002309	0.3257625	0.6184595	0.2831242	0.1144425	0.4768826	0.6025191	0.0907961	0.5926591	0.2446174	0.7603870	0.0575816	0.3170857	0.1645760	0.2569115	0.2514847	0.1526600	0.3533825	0.1529928	0.2541704	0.3919292	0.2504340	0.6773931	0.4912398	0.6214718	0.6137557	0.2699150	0.3824773	0.6050285	0.3716450	0.4786325	0.2348519	0.4971093	0.4501368	0.5816711	0.4703438	0.1548390	0.2817032	0.0266950	0.6390166	0.2742198	0.6989713	0.3445997	0.0798233	0.3540666	0.3192993	0.3258159	0.2970432	0.0113861	0.1749836	0.1632276	0.2954105	0.4523251	0.6315199	0.4149977	0.2576866	0.6389308	0.2511478	0.4943929	0.3389781	0.4205141	0.2982295	0.1967937	0.4552288	0.0821846	0.1989639	0.5360456	0.0899041	0.4162267	0.4021970	0.7408623	0.1597034	0.2453954	0.0096503	0.3009974	0.5954803	0.6977112	0.2561254	0.2250355	0.4382485	0.1041622	0.5711122	0.6496488	0.5873045	0.5468375	0.2765923	0.6492921	0.7472600	0.1258078	0.7026838	0.7998782

0	0.3477404	0.0982436	0.0930465	0.0156856	0.3047201	0.4904426	0.3791888	0.0462822	0.2574009	0.2076128	0.3855108	0.5661815	0.2716528	0.0977886	0.5646580	0.5060222	0.1277461	0.6379716	0.3012522	0.7367988	0.0471892	0.3604578	0.1728371	0.2913811	0.3124885	0.1599956	0.2882908	0.2687233	0.3154544	0.4188182	0.1888336	0.6588814	0.4194410	0.5605348	0.7326537	0.2146483	0.4303678	0.6514995	0.3263608	0.4261955	0.2152772	0.6085067	0.3258068	0.4502496	0.4667105	0.0828335	0.3769621	0.0747103	0.6526584	0.2991861	0.6866125	0.3480253	0.0877933	0.3586136	0.3705794	0.1735881	0.2953380	0.0102648	0.2362054	0.0867262	0.2888067	0.4073853	0.5946332	0.5063780	0.2008422	0.6669521	0.2961049	0.5032277	0.2584734	0.3451924	0.1867616	0.1392941	0.4630703	0.0501103	0.1529406	0.5024889	0.0406804	0.3021750	0.2221834	0.5553253	0.1523272	0.4330411	0.0248933	0.3490359	0.7490696	0.6128637	0.2084786	0.2295885	0.3629469	0.0923236	0.6441889	0.7599806	0.7368591	0.6050403	0.3062722	0.6079799	0.5514457	0.1548860	0.8382691	0.6388801
100	0.2643409	0.1618975	0.0431451	0.0061995	0.4241411	0.4757324	0.2057099	0.0464503	0.3119459	0.2055165	0.4598064	0.5864964	0.3879226	0.1068338	0.2484583	0.7205087	0.0996398	0.6588350	0.4955005	0.7503792	0.0484613	0.2493151	0.1863831	0.4829917	0.4685542	0.1287973	0.2287663	0.2510850	0.4521060	0.3782208	0.2924110	0.5951065	0.3868376	0.5603475	0.4706284	0.1200261	0.3598945	0.3088609	0.3078503	0.3067755	0.2521129	0.6215976	0.5974990	0.4190491	0.4997591	0.1428414	0.3042722	0.1011682	0.2799225	0.5696555	0.6731757	0.2151461	0.1497092	0.2887335	0.3342498	0.2005091	0.2594214	0.0064309	0.1248732	0.1115806	0.3532986	0.0456284	0.5693572	0.4299899	0.1168774	0.4669921	0.4192504	0.1523239	0.2420514	0.3471431	0.2873067	0.2624967	0.5267354	0.0690633	0.1722492	0.6034798	0.0333125	0.3309053	0.2354379	0.2165171	0.2096429	0.3680407	0.0075522	0.1109232	0.6563905	0.7255908	0.1794299	0.4004909	0.3667483	0.0897686	0.6522844	0.6247171	0.5954784	0.6381280	0.3231296	0.5818645	0.4688687	0.1277609	0.6688554	0.5867858
200	0.3334728	0.1075373	0.0198594	0.0074905	0.5050740	0.4064782	0.2182043	0.0501386	0.3265368	0.1499707	0.3536990	0.4858792	0.3968150	0.1082903	0.2246640	0.6532673	0.1010412	0.5026401	0.5379198	0.5734710	0.0582417	0.3636226	0.1622003	0.5283660	0.4166644	0.2259162	0.2461043	0.1923716	0.4364074	0.4717921	0.2475560	0.7212066	0.3822197	0.5926755	0.5362877	0.1615527	0.3883457	0.3187399	0.3156093	0.1730733	0.1835367	0.4862194	0.5319141	0.1521457	0.4952866	0.4177183	0.3515751	0.1872327	0.3118245	0.5680478	0.6308042	0.2275118	0.1606683	0.1654241	0.4208575	0.1434249	0.2888027	0.0072266	0.1153192	0.1070208	0.4698005	0.0176573	0.4547226	0.5319268	0.1734084	0.6405262	0.4631682	0.1435484	0.3175701	0.2634785	0.2782797	0.3045455	0.3695459	0.0450358	0.2136361	0.5866918	0.0149220	0.3208100	0.2041606	0.1851837	0.2006004	0.4039392	0.0299745	0.0470318	0.6717014	0.6654901	0.0991066	0.4215274	0.4297190	0.0841356	0.7812442	0.6048274	0.6587794	0.6466746	0.2930108	0.6712100	0.4656582	0.1764489	0.6127451	0.6130066
300	0.3692600	0.1771652	0.0262117	0.0011048	0.4332805	0.3278015	0.1876996	0.0127791	0.4095613	0.2860106	0.3375132	0.6585822	0.4461835	0.0962247	0.1632645	0.7318061	0.0808301	0.5759146	0.6108871	0.5469423	0.0409919	0.2388271	0.1508796	0.5643037	0.3927905	0.2549136	0.2975441	0.2332013	0.3941720	0.5233034	0.2367794	0.6131941	0.3320153	0.6011234	0.5038111	0.1187279	0.3743237	0.3189905	0.2678479	0.1799020	0.1769747	0.5896689	0.6441574	0.0851218	0.5205674	0.3465812	0.4333064	0.2367855	0.2221547	0.6316128	0.2586803	0.3478741	0.3721447	0.1172429	0.5644736	0.1748172	0.4698319	0.0032470	0.0626840	0.0535892	0.5083171	0.0279520	0.4148814	0.5292584	0.1771394	0.6618602	0.3569062	0.1092308	0.2699867	0.2758626	0.2847109	0.2053355	0.4024660	0.0128982	0.1307180	0.5325468	0.0324890	0.2265796	0.1940083	0.2038831	0.1377343	0.3861567	0.0059861	0.0143748	0.6806459	0.5408750	0.1483804	0.3269516	0.4523498	0.0450637	0.6527707	0.6140570	0.6059470	0.6396113	0.4205771	0.5976930	0.4049864	0.1696303	0.6333714	0.6176056
400	0.3895637	0.1391722	0.0579488	0.0038488	0.4185527	0.3646455	0.2225652	0.0202927	0.4478066	0.1578488	0.4277046	0.6503128	0.4036614	0.1761179	0.1364786	0.7077802	0.0847975	0.6301377	0.5273308	0.5242293	0.0473724	0.2069234	0.1684048	0.6320880	0.4213950	0.3826896	0.3829688	0.2073384	0.3856388	0.4782612	0.2976308	0.5854463	0.3367555	0.5511297	0.5386874	0.1719363	0.3691782	0.2549421	0.2576840	0.1655541	0.2074361	0.6171521	0.6294785	0.0497501	0.4440548	0.3586773	0.4053850	0.2600535	0.2216404	0.5804760	0.3076776	0.4342767	0.3727470	0.0611043	0.5781105	0.1866027	0.4916424	0.0104550	0.0408447	0.0422697	0.5288871	0.0231415	0.4716535	0.4668217	0.1281855	0.6602929	0.4051346	0.0427607	0.3644858	0.2640414	0.3482561	0.3607560	0.4486714	0.0011542	0.2214072	0.4859833	0.0134317	0.2905582	0.1900114	0.1523626	0.1692731	0.4164313	0.0162539	0.0605384	0.5043467	0.7279403	0.1825046	0.3054608	0.4055341	0.0176923	0.5536749	0.7205149	0.5439659	0.6049624	0.3403144	0.6613185	0.4700555	0.2118890	0.6615048	0.5073780
500	0.2883977	0.1539048	0.0608364	0.0026422	0.4676750	0.4220301	0.1509130	0.0380050	0.3796810	0.1283515	0.3917160	0.5888689	0.4572897	0.2708226	0.1418111	0.5426903	0.0860149	0.4033281	0.5667520	0.4320618	0.0267202	0.2051822	0.1573940	0.6810818	0.3551241	0.3445446	0.4701252	0.2095593	0.3135256	0.5412342	0.3513081	0.6451745	0.4778417	0.5679888	0.4996340	0.1586564	0.4272126	0.3112472	0.3188752	0.1539800	0.2542719	0.5401463	0.5256335	0.1112132	0.4948338	0.4126361	0.2646570	0.2125547	0.3114279	0.5453018	0.1883175	0.3932621	0.3249389	0.0630592	0.4884992	0.2226256	0.4568969	0.0079415	0.0176770	0.0460453	0.6020820	0.0219542	0.4469416	0.4509379	0.1416542	0.5705647	0.2741894	0.0290435	0.2847851	0.2545108	0.2620708	0.2585800	0.4087420	0.0008544	0.3016424	0.6877539	0.0388124	0.2524674	0.1728736	0.2669534	0.1716667	0.2808472	0.0139312	0.0843821	0.6701259	0.7061190	0.2219537	0.2814382	0.4547448	0.0654587	0.6401513	0.5884443	0.5189592	0.6255294	0.2534279	0.6400188	0.4680084	0.1347212	0.6911853	0.6203621
600	0.4828149	0.1352006	0.0492710	0.0003687	0.2111750	0.4134867	0.2420029	0.0184311	0.4118755	0.2208776	0.4153984	0.5682299	0.4265082	0.2370047	0.5180289	0.5503972	0.0406843	0.4348623	0.5910317	0.4060357	0.0495190	0.3601425	0.1506645	0.4981586	0.3052267	0.2860628	0.5090736	0.3044351	0.3957582	0.5602135	0.2622269	0.6094432	0.3532171	0.4692272	0.6022048	0.3339063	0.4039779	0.6238156	0.2668298	0.4361720	0.1626069	0.4401676	0.4216515	0.3069553	0.5690616	0.1620372	0.2518255	0.0303871	0.6451168	0.4947195	0.4653366	0.3172277	0.3075321	0.1014904	0.5051035	0.3220782	0.3955012	0.0162843	0.1409819	0.0522822	0.3342606	0.4142341	0.3953177	0.4555427	0.1572229	0.4976029	0.2316349	0.2361987	0.2367127	0.2093113	0.2509895	0.2003744	0.5737916	0.0043246	0.1959407	0.5543260	0.0334399	0.3634714	0.1602053	0.6485779	0.1620257	0.3056144	0.0100046	0.0538826	0.6314494	0.6808867	0.3243540	0.1930329	0.3957388	0.0753097	0.6980763	0.6123588	0.5305473	0.5653205	0.2634157	0.6347259	0.6503433	0.1834750	0.7167717	0.5899987
700	0.4131353	0.0965861	0.0650448	0.0051722	0.1735771	0.5044367	0.2289199	0.0222009	0.2900512	0.1673781	0.3478762	0.6275908	0.3809688	0.1606721	0.5665972	0.6256030	0.0689125	0.5042516	0.4116263	0.5876171	0.0455851	0.3023021	0.2144819	0.3795308	0.3550215	0.1567157	0.3464133	0.3395309	0.2711739	0.4671344	0.2751995	0.5827170	0.4860087	0.6734116	0.6701402	0.3448303	0.3654810	0.5887512	0.2844841	0.4389061	0.1536985	0.4675125	0.3938763	0.4972034	0.3954397	0.0775765	0.2568242	0.0212825	0.5204100	0.3380877	0.6276121	0.2384628	0.1066344	0.1995588	0.2957354	0.3013389	0.4152232	0.0071812	0.1427207	0.0937934	0.2837824	0.4974808	0.4641384	0.5063146	0.1381575	0.5400375	0.2302315	0.3627538	0.3388017	0.2611758	0.2285125	0.2103396	0.3670646	0.0194267	0.1862090	0.5531473	0.0566052	0.2820300	0.2188060	0.6374210	0.1861992	0.2864064	0.0141118	0.1319683	0.6133387	0.6757512	0.4485151	0.1718418	0.3973000	0.0561249	0.5947928	0.6134899	0.5533416	0.6475433	0.2587209	0.5127940	0.6357379	0.1155964	0.6632862	0.6156757
800	0.3744370	0.0430927	0.1044465	0.0396069	0.2011459	0.4731152	0.2653767	0.0253720	0.2504375	0.2113160	0.4010244	0.6651397	0.2952003	0.1080177	0.4838669	0.6755172	0.1302367	0.6003534	0.4093507	0.5978283	0.0335219	0.2952983	0.1473632	0.3782317	0.3347434	0.1483432	0.2860288	0.2317199	0.3645202	0.4070268	0.2776747	0.7570309	0.4327618	0.6178174	0.5545589	0.1950753	0.4417533	0.5471061	0.3436110	0.3669713	0.1359142	0.4236592	0.4311392	0.5471076	0.5065737	0.0643638	0.3133938	0.0329624	0.6075644	0.3131493	0.6124724	0.2461488	0.1048261	0.3502633	0.3286456	0.3332321	0.2160761	0.0055683	0.2030999	0.1064684	0.2747547	0.6561637	0.5503168	0.5320816	0.1240257	0.5746958	0.3565483	0.4794382	0.3400583	0.3526522	0.2294455	0.2446861	0.4237348	0.0614564	0.1949487	0.6402900	0.0331516	0.3041685	0.1744678	0.6447106	0.1855532	0.3497724	0.0300207	0.1429581	0.6610818	0.6110303	0.2518951	0.1711767	0.3478350	0.0908600	0.5362918	0.6763394	0.5403161	0.6577038	0.3177846	0.6237350	0.6368084	0.0895740	0.6847534	0.6856652
900	0.4537896	0.1024167	0.0469040	0.0082438	0.2262412	0.4801581	0.2414633	0.0456156	0.3516335	0.1819693	0.3772411	0.5936846	0.2021484	0.0703814	0.5677282	0.7240962	0.0922823	0.6271909	0.2728057	0.5822887	0.0707577	0.3510253	0.1677048	0.4335887	0.3614008	0.1224281	0.3176332	0.2338427	0.2686547	0.4385762	0.3104787	0.6169152	0.3691279	0.5751322	0.7179111	0.2788515	0.3685056	0.5573084	0.3225197	0.3139488	0.2014625	0.5873460	0.3584611	0.5621091	0.5401906	0.1351656	0.3777093	0.0265143	0.6232604	0.3338963	0.4983199	0.2070497	0.0749954	0.2212925	0.2702604	0.2940701	0.2955332	0.0046576	0.1852073	0.0834981	0.2543925	0.5182447	0.6699801	0.4848307	0.1200678	0.4935413	0.3318518	0.4156738	0.3997757	0.3474366	0.3603405	0.2337547	0.5547709	0.0441782	0.1417937	0.6814274	0.0587755	0.2820989	0.2766160	0.5582259	0.1701036	0.3050874	0.0104157	0.2524072	0.5263958	0.7178635	0.2645771	0.1846335	0.3857459	0.0735035	0.5723758	0.6497131	0.6732382	0.7352857	0.2121078	0.5811255	0.5702253	0.1222731	0.6139157	0.7366156
1000	0.4538271	0.0774891	0.1547800	0.0042444	0.1626466	0.4805943	0.2891466	0.0405147	0.3727119	0.2087702	0.4676191	0.5484397	0.2354635	0.1013252	0.5962708	0.6512803	0.1280904	0.5087224	0.1952085	0.5807708	0.0448897	0.4057263	0.2041114	0.5102187	0.4749989	0.1396759	0.3018732	0.2374385	0.3149183	0.4810655	0.2632438	0.4957993	0.4137459	0.5942578	0.5707818	0.2311294	0.4127125	0.6111629	0.3142457	0.3224035	0.1763943	0.3848359	0.3824183	0.5816349	0.4643174	0.1279501	0.3730271	0.0911285	0.5919110	0.2985416	0.5852317	0.2647003	0.0933123	0.2866359	0.3040186	0.2109056	0.3078086	0.0031134	0.1876540	0.1405801	0.3164853	0.4177057	0.4973415	0.5721295	0.1344073	0.5305337	0.3185289	0.4706765	0.3948355	0.3733530	0.2917733	0.2854686	0.5061269	0.0350604	0.1820279	0.5098903	0.0430651	0.4270852	0.2726329	0.5654017	0.1550332	0.4451796	0.0058858	0.1129836	0.5247559	0.6709461	0.2057459	0.2125390	0.3895661	0.0567935	0.6981280	0.6358177	0.6205925	0.5910927	0.2660543	0.6085088	0.6394254	0.0913230	0.6435909	0.6513261

