	malT	nanT	malK	chbA	glgC	aroF	ptsG	pgm	mglA	galP	galK	galT	aceA	aceK	yhcH	crp	nanE	nagA	gapA	nanR	nanM	mtlA	nagB	ynfK	glmU	chbF	malP	ptsH	mtr	chbB	cysG	mpl	edd	acnB	pgk	yahA	fbaA	nagC	cyaR	chbG	hupB	fruK	aroP	crr	dgsA	mtlD	glgS	nirD	galS	manY	manZ	fimB	lamB	icd	glk	mglC	iclR	ppsA	pykF	fruR	manX	malF	hupA	malS	ptsI	chbC	tyrR	glpE	eno	seqA	nagE	epd	malE	nagD	mtlR	nanC	galR	nanK	ilvB	nirB	glgP	pck	nanA	mglB	glmS	galM	malQ	galE	malG	fruB	chbR	acnA	malM	fruA	tyrP	aceB	pfkA	malZ	nirC	ilvN
fruK	0.001991519240393828	0.0020899861545448438	0.0022725733090499887	0.0015124769151843513	0.0030965210304560852	0.0014453608653535652	0.00340457714347568	0.0012291430368910508	0.0011570606082880392	0.010003493043700386	0.0020958259635842076	0.0017544480664837586	0.01309284178481138	0.017668735962284212	0.0013080936703484623	0.0020448945257294333	0.0014379682349770918	0.004189388503887313	0.004098927115272919	0.0023009176191787543	0.001464531843376091	0.012115312370224805	0.0013356444542402316	0.00293409349278483	0.003821528177083152	0.0016814355779690103	0.0011599350051079136	0.025208496124577193	0.001520184760105089	0.008736772112717181	0.009168831483335938	0.0014919476477689994	0.03965700814395253	0.04991610214966408	0.008906474589634696	0.06629722545204085	0.0014089255950121473	0.0011701229195202436	0.0014559785370036778	0.002024059097207072	0.0033176075802110756	0.08271401618750879	0.002749819872991761	0.006045140769988368	0.001873900409292366	0.002073604831280262	0.0032483344694432836	0.02061390034469795	0.0012674787240985594	0.0021594189963997108	0.002226927723668693	0.0018257479913054322	0.0036111789509763073	0.011362047894763768	0.006002365138886244	0.008151395394085412	0.002509492278551773	0.012984686462931638	0.04663009940586944	0.06271571745701576	0.0036613031308925983	0.0015039023396746472	0.0016989089416856538	0.0015843174775902408	0.005577102828403143	0.0020959647307746527	0.0017628052393715281	0.002370334015583573	0.01086732170888933	0.005527146352928105	0.004206390509563826	0.07206967341167086	0.003018483516299464	0.0033594894817640703	0.0012993486554778479	0.0031516228338450613	0.0015176044112793605	0.0014107104886287333	0.0013919184737134454	0.009363941987030666	0.0023801374245320463	0.06350361354306719	0.0038810189054590614	0.0011708484572298288	0.0037130950670585397	0.0044298840141106305	0.004418713496751339	0.010103780538311999	0.0033161631528849677	0.04708045529186173	0.0016315280620031111	0.007160473664463188	0.0024825818726388355	0.0028658585144048427	0.0050196439605546	0.006461083236656133	0.016340590236209707	0.001716631157055671	0.06893744995525555	0.0021959157032367194
pykF	0.0020270273684612006	0.004736613790737034	0.0016984921180643385	0.0011663683267428256	0.0031570286675390935	0.005600290014440199	0.005032961075769601	0.0015280342902984337	0.0020095814012355316	0.005131140700703347	0.002035836487505324	0.001442279912369069	0.012168273999716327	0.011861143893629342	0.0015452488276762276	0.0014420242471446024	0.003477603557222893	0.006288602129025888	0.0050651694663818615	0.003431151181385771	0.0013874029327195139	0.006566461953798961	0.001862223150705122	0.0029682876766946222	0.0014478761435288258	0.0018959774869376834	0.0014417375265453555	0.03200332375051881	0.015395380078101994	0.007413493973679586	0.011463874539895927	0.0023352112124014135	0.038254464531337386	0.035973810281606136	0.006728879351113889	0.05860534899254071	0.00532601630089284	0.0015534350912381177	0.00112943794837744	0.0023833997791508415	0.003356276781930792	0.07267451487603427	0.0035338257528397797	0.005853155082921186	0.001849827656600002	0.0016868873615108733	0.0017306882323859893	0.019487539310384893	0.0028077853516448566	0.013832173454737789	0.003921693483052771	0.0018003356831503138	0.00189265798080111	0.014706139558602921	0.008129421682149075	0.0029368676502022975	0.0014081054417704182	0.01267604946046356	0.07765339969866408	0.03346307928806096	0.005174370943120603	0.0013203762545093908	0.0020400492749593794	0.0018870694983946048	0.0034210701835360713	0.016006503070874804	0.014488987249433701	0.0020173143523541073	0.016280254626070582	0.008498798155647773	0.010713255382278743	0.0570128993241638	0.001868575411422942	0.004770141116218989	0.0032447917411503437	0.0026759723488574507	0.00510235256913028	0.0025339808742108876	0.0016794500004808578	0.006635910475262381	0.006366346249624519	0.04866266072925543	0.0025843374056611873	0.0012837167865147215	0.0017820959459186683	0.006148998394589843	0.0024483726510950155	0.003762808997358152	0.0015076399969784215	0.046652074734738314	0.0018178300874000168	0.0068839844931632786	0.0022953722684729955	0.0021800894106006577	0.007060831447717892	0.005179077195889267	0.018280187275929078	0.0023638943974799214	0.061656098987784645	0.0013301217460083541
ppsA	0.0027104302962699806	0.003438158980963397	0.0036505989375714087	0.004349840240430358	0.003931217486739732	0.00322979272334037	0.011608964496801806	0.002821049809831506	0.005615483749598512	0.01182153564530336	0.004565444877147788	0.003717220981255139	0.014815521977411759	0.02329134771167112	0.0027814026954442648	0.004254777040784931	0.004279719669648643	0.005993873996194464	0.00411592288569412	0.002993665882557962	0.004221286686454159	0.005446776367749735	0.005660466128398422	0.003873294270079606	0.005301918017169068	0.0032840761655439014	0.004563873852946958	0.03193429172288248	0.004406559924976072	0.009750602429800385	0.010939347492437978	0.004500094613599226	0.037381514574090266	0.03268965013103463	0.018210359618658568	0.04693808991728654	0.003864075695014767	0.003624209077097367	0.005470815593526086	0.004764620491371391	0.004075186039875958	0.049556941992583925	0.007160417943408931	0.0076231964416592565	0.00308560496436248	0.004601709106719798	0.004403817403495345	0.01735958499877926	0.0034923539080048784	0.00674112729869261	0.004366994603291045	0.00408534042671187	0.0065436896263998895	0.010044080197272725	0.009409448298950665	0.004823751025695425	0.004591692069555791	0.017007146518916067	0.05090190477751658	0.03975254919221567	0.004995949815605455	0.0034869821048133273	0.004845729459921387	0.005022016178691299	0.011635998111014326	0.0025049398342379655	0.0044067304176484195	0.005236196394398963	0.009273113272263043	0.004279087068553832	0.004405448865767112	0.05924113515409304	0.004546845811086379	0.005576344225947891	0.0024583622917006965	0.0035440326217178824	0.0037502399633940055	0.003684718580409781	0.0032914983102868885	0.011179820102822294	0.0032868146598710873	0.041248341062799024	0.004604647726658815	0.004631349605935092	0.0044973001226843645	0.005028616340505909	0.0042600822010569125	0.008573256633871918	0.003242310305574805	0.03881989044082004	0.003728434133029063	0.014024306819301072	0.006781283275142303	0.006495811671350676	0.002275221275160468	0.007024466097849432	0.0068583879753447655	0.0032878516105841445	0.03952613490894417	0.004001874860255469
glmU	0.011671074143952576	0.0022591529087911916	0.07353657853444735	0.007723930667502037	0.034734210886706966	0.0009159159376398421	0.008717216072537707	0.00041312175837936063	0.0001199270622491631	0.004885042719051483	0.02038543587442217	0.0006763558642830756	0.00130146042691498	0.0023209699837847745	0.013155775208576623	0.036192416399532495	0.0030268355416028805	0.03341118927299684	0.04733420335587791	0.0003653362965297371	0.03154423584959497	0.0010907654269336356	0.004667379022195829	0.0005158280218317607	0.03215797420792492	0.008736121759228159	0.0004252996027681636	0.04253069012106841	0.003861268645651201	0.0008408169520168493	0.0009816191713332369	0.017415880257366956	0.00047311905986045306	0.0021063788407895017	0.0005621284657360292	0.0004841933135307333	0.00046977622344681523	0.07268218514520501	0.029802076791303155	0.00018370653052479907	0.0061464233335463345	0.0003301108785813284	0.0013958282289589735	0.00100602207347648	0.047561453988182775	0.0005934844024583641	0.012192830899136314	0.0010874627632661321	0.00022730463059318255	0.000451940191701851	0.006423528607029158	0.003232758075135809	0.04440932884598217	0.00028981697965339094	0.0004774157584032729	0.001327621545213332	0.000965530532674773	0.0007147953453613075	0.0005664745425600162	0.0006815184276061454	0.002737644496342815	0.012063586922850734	0.0034827676503403956	0.0011683087666128217	0.0011157576111892305	0.0003674512436330151	0.0003703254084531231	0.000996037051683269	0.0008769272785615918	0.0028628359711200067	0.020798139463312715	0.0012761146220720955	0.05455476842156136	0.0016486615231870894	0.013206574523531456	0.0009384572225081857	0.0008933108983895271	0.008160152369737488	0.014507076476571462	0.0031294819446169688	0.013832409486927532	0.005654644463938855	0.010903999353790586	0.0004103758104245286	0.06688469294376007	0.0005234816024259456	0.0014692405485236815	0.0007479023548480467	0.024342090463417034	0.0003784898310898723	0.0011202286487453606	0.0011898262012244442	0.00027293722146132894	0.0009196848859822761	0.0006047545916348891	0.0012398614059828692	0.0003662858290655266	0.013293525924081609	0.0006892989119319788	0.02524264728085734
fruA	0.0043401658358319375	0.003521049743242096	0.0028793166409605553	0.01879712425106626	0.0053308196156475005	0.01754968368973723	0.0036578608932244386	0.008061057044904271	0.010778822251933827	0.038923452188337246	0.008084348778088378	0.006066712853132694	0.0053850313458521405	0.009734960180234235	0.005510472108458662	0.009075816791556645	0.008274854278534874	0.005965798259151134	0.0029991201437055285	0.0053959051429989194	0.004225677041610084	0.004355852767639783	0.0033239424136210717	0.004691696812263201	0.008894096384735152	0.004626190430114196	0.00450700426803741	0.007050007707418519	0.0036987212878004014	0.004495456720741615	0.008411061616567194	0.0025867293445102644	0.01398986803305392	0.006217144549220713	0.016638564976424592	0.01591656354580112	0.023176107316372534	0.0041804446556381915	0.004302251926884487	0.003212219648045131	0.004572922970621166	0.012219342829709292	0.0048263807476791295	0.04815193859183207	0.00356204900901411	0.0030234094257430458	0.00467992327856366	0.006605536076574432	0.01159517006205902	0.002688081182803971	0.01609654281183855	0.003882722051054459	0.0030533173985089358	0.008139066027083369	0.043672008092159494	0.025368820084601666	0.005301359183755384	0.00712570887041003	0.007603266713214808	0.010319505577837076	0.008191631826222115	0.003011052094579072	0.007768293125558763	0.00405348840359422	0.005450277198857954	0.007019762802956839	0.0046001244758118705	0.0030465315921237553	0.042466958551969095	0.009369493516341603	0.007532513912146966	0.008251004749278337	0.0070883975793754736	0.008664870369657346	0.005266752382398416	0.02508027238715615	0.004860346562992949	0.0028420019550710715	0.003515798001530913	0.023279954079492314	0.0035551482253292424	0.011292574187492332	0.0036080259231108256	0.004388043884705878	0.04940787294327789	0.011580648698195308	0.008825693764419782	0.0046274687541972255	0.003935925332896343	0.006072547584877945	0.00398189535558573	0.007135142220740759	0.009734211333607717	0.044148760451283686	0.011799418914355243	0.016151068261560705	0.02728708580344797	0.004254595685718188	0.010153515810521298	0.0053817868293988425
eno	0.0009793478105251014	0.0015328806355795212	0.001130506522619583	0.002800781171880011	0.0018232292940511072	0.014243508915863711	0.009300543773430817	0.0020855781874864286	0.001454955762555672	0.003140242318249243	0.0051166259470265	0.002783116502151132	0.00794336296814088	0.012057878121801303	0.005513175879739565	0.0013241057713376245	0.010489249132493834	0.0029829888730934493	0.0014660732296507813	0.0014240720495829703	0.0027716168471172897	0.003195642704749828	0.0013565582875137833	0.005565760063034403	0.0037943961968760487	0.0017380676469831767	0.0011276051017293754	0.021724812875013773	0.0025589716216503373	0.013224844460893418	0.0318100281371459	0.0010931898866466836	0.038084478872823	0.017853296381504843	0.00567541458548649	0.04020916618203062	0.009497066157007128	0.0027734611082544424	0.0011394735187537784	0.0009193655972876974	0.0043740989761166015	0.023508019231008075	0.004019750559656616	0.026844340573131446	0.002366778812128085	0.001169745972697382	0.002369249395257919	0.009353829456011818	0.01016317698396983	0.0022633730919776386	0.00255013478651261	0.0025487762076186254	0.0011210957391665467	0.0029912531906895836	0.08143587711344276	0.009219808254496675	0.0019646909956595356	0.005823034158734625	0.03556440571930562	0.024435908423945874	0.0036594530515411472	0.001368373087585181	0.0018545761195460921	0.0010107330186984076	0.004207507867763216	0.0017468706495142366	0.0017397687444346453	0.0013165434943056527	0.11424161649904489	0.0035418329587853918	0.0028906671477548053	0.01900066100693197	0.0016601842460964758	0.005621347759174282	0.00265030304765733	0.0028138255249413584	0.006280140018687687	0.0009981965404255134	0.0029602177142331516	0.020340296084450638	0.0019666269751140875	0.021973102778952303	0.01497787134005229	0.002421572182953694	0.025577018217647896	0.004629685388761013	0.005653121036098908	0.0140105606888637	0.001517283763843371	0.016352973437165762	0.001415791057972829	0.0025143951726868314	0.0021811629478440094	0.019422211985264944	0.0066138697186374695	0.006151376029832902	0.07540683639481424	0.0014271984823365806	0.022870346442500127	0.0032210946357958906
glmS	0.004396929785727767	0.0021521777680571235	0.05923693899715396	0.011776944800015614	0.04230418074171286	0.0015903150768808766	0.00436990581541114	0.0020381799700974167	0.0014643953642192204	0.0065738539768017395	0.01705536118326824	0.0014964082241814916	0.002302431840932025	0.002406866399934403	0.006052226813388721	0.029224787281392026	0.006082691040135511	0.01929330797617632	0.03271020721324162	0.0020809325489820228	0.0278929621894165	0.002855461808860125	0.005636177261099458	0.0065367757878753005	0.028619098460339294	0.012661804054639582	0.0017324212311346568	0.02516077581320162	0.003165061213831669	0.002577763486825422	0.0033018288566617473	0.013840314554353384	0.002439921160615696	0.0025086806657931547	0.0017403250567491334	0.0016327856794840446	0.002197162917531702	0.08076250264310596	0.011541726200318733	0.0013238621424139718	0.01315839645260126	0.0019644545790167647	0.0028256336162089954	0.011330891340955879	0.027634171474589245	0.0019217041750946092	0.007718454769888251	0.0021060486906931733	0.0036664460112115593	0.001623698108690667	0.006037285808492652	0.002870397227296013	0.03882230365537734	0.0017753877119749308	0.0063002107415138795	0.0035029391732010434	0.0022065836563748146	0.0020352410613129804	0.0023532080889315113	0.002552877043429814	0.002381074782564054	0.00794422468703919	0.0032756288364374883	0.0009027822663486154	0.0012600991431007064	0.002012119421333206	0.0013459542313332604	0.002138169746018022	0.00589108000170596	0.00578615223329826	0.020493012274861746	0.0059141385884681095	0.03336064200061901	0.0022016189852112514	0.009534282495561212	0.002027257945295657	0.00146935963965267	0.0029858077682038712	0.009021032488412926	0.004960017804156818	0.015354753556477608	0.004070053171279775	0.021673237381622013	0.002489226321645859	0.08459882415303766	0.005719467397139871	0.00254344802501975	0.005797348440684004	0.01463239700808017	0.0011594455579025922	0.0009963671420842968	0.0028918672989577086	0.006906264345262851	0.005775407499665879	0.0033622828456575105	0.005352365382417005	0.003852755047258843	0.007856273120813396	0.0014148089145489785	0.043506164662005596
nagE	0.004081460110394368	0.013446863157742801	0.011379722072169389	0.010937661421302154	0.012305860188128244	0.00536302882135221	0.006286097365476765	0.002882067575551781	0.015126828784061394	0.027006171043308786	0.004392598135684421	0.002928341896723877	0.00978649314667768	0.008063501202750404	0.006427195365327184	0.00877032279248697	0.0056759604318657635	0.010337448713093961	0.0048611119016221714	0.02845098175627843	0.008066781051625692	0.003955942570879038	0.005446303263300212	0.0031020524045378833	0.008604998044709643	0.013053350730050085	0.0014898996682588884	0.0031932105678495336	0.018426137299427638	0.004333165723099905	0.004110766979525906	0.003496038840040528	0.005384917007092704	0.017908501886186687	0.014367883255524886	0.0034081216340310326	0.019273387735752993	0.010144536902874384	0.0030678055412142868	0.004850678317184112	0.01393707664254656	0.0038813059793347377	0.006823709129157343	0.008714329986969242	0.002224638536394526	0.006087430407071824	0.0024767929242829464	0.005104651089678036	0.011320863462052909	0.014822713011220328	0.014269146045684133	0.004126822188845601	0.004164466883311464	0.0020137324865749616	0.004456329497423985	0.0037381947956998643	0.01435599783497335	0.003531375393470043	0.02115429942858747	0.004659808123422506	0.0034130749707298644	0.002250834961584702	0.0027812158650905973	0.002433669300941123	0.00665819663984468	0.0370526685994156	0.02065368244848477	0.0016864438805102122	0.0032013977972076804	0.005359587298964144	0.09764168550987797	0.010302383572664602	0.004827209797136796	0.0033947505647214265	0.009448856341518205	0.02392525342553015	0.02709386473203544	0.008042354272589742	0.0027263440377737814	0.0065032157404784074	0.004760968915961354	0.0076384856598740855	0.006033254848250455	0.0030725665345919177	0.04137431850312376	0.0230003087277375	0.005065562681877395	0.0034579178664964766	0.005429354541053241	0.00273446394310786	0.0063720668338267915	0.002438582572937379	0.014978692617175493	0.005370893700284612	0.009277847168301592	0.02102652356287059	0.007764490638743317	0.03226351846839361	0.004574884379748198	0.0079107289266779
aroP	0.002672979186232618	0.003149992073276875	0.0025285196852401926	0.023167290695832364	0.003468618313297706	0.005128386521873092	0.014755678249441484	0.004477153048365078	0.015321652995153106	0.015936626943163897	0.005103002379758303	0.0067874248805950685	0.019851259193009195	0.003764006782716079	0.005090481164628812	0.01615626282685507	0.006994646109725186	0.018465829201898955	0.005684127649633211	0.0032162115654297972	0.003945824971291992	0.0055604740835128496	0.003179492485410224	0.004367068569134285	0.0032104075981355907	0.007215787551945885	0.0031071571823558237	0.008732692399420029	0.008016999184156699	0.015337652702343758	0.05150581033338952	0.004751680711888661	0.013125116063112965	0.0052232635511286745	0.013947516329666804	0.023814088029586487	0.010429362703207382	0.004446238986223844	0.003950749603759125	0.0033567810769258005	0.004297072343448558	0.009482753964691996	0.05944659661281112	0.015245946328179931	0.006067946455438565	0.006863128520032473	0.0037695119129985727	0.006884113113088285	0.009759100224134893	0.009292975096839736	0.01413410794912955	0.013654887742350484	0.00558845953269364	0.0035063809691791834	0.025521884619595515	0.010389279009661861	0.007311761441879993	0.007245268039058414	0.02643694719804754	0.02264317917843792	0.005084840381415362	0.003415606734805703	0.004138333434789383	0.003324647963005532	0.007148152616976919	0.010656959943447928	0.008782238547580576	0.0024438309606562834	0.03199357637855087	0.0016094949857369599	0.011194493128982044	0.010384195678552314	0.021013999752562386	0.004238063960708235	0.00891981971989708	0.009850597611245834	0.009235805737048242	0.002406242862953688	0.004812267811690013	0.029605782987157055	0.003943266601233437	0.009154894696853495	0.01141456664164944	0.00454815337705831	0.002853775859601121	0.0029573436291734975	0.0027724794830799346	0.03169201270303399	0.0032261823408032304	0.0055910881587600166	0.002102184416770034	0.010360796407083216	0.00299208831201548	0.004772046824045066	0.007093899258038666	0.006810139344222332	0.020052563412399773	0.003148464352699991	0.02325582824893011	0.004513660900365831
gapA	0.014156253679010264	0.006064065891236688	0.02180468220912781	0.003533461171108088	0.01981808728579869	0.005030337527450311	0.010045510439357483	0.00396679567617505	0.0037560772635791893	0.004504202612234089	0.018100592777678524	0.005505017952761252	0.03859218949139902	0.003442413854004223	0.005456909694740672	0.024598297124637153	0.022071314310694545	0.037546660281205915	0.06249119045238098	0.007622169608367154	0.020436641042361668	0.00681123468418329	0.0046374158291248736	0.0033496751261389316	0.008718922584565275	0.008473827147306904	0.006400824909584764	0.011597195476299067	0.0021793346733382348	0.004495255316750195	0.010823027842942153	0.023358559075928355	0.007329893450117039	0.002908670632812218	0.005369280207202682	0.004213769934709573	0.002745508534762735	0.03155248597908037	0.009873323569516536	0.00501374565498139	0.004231077580094264	0.050963577463229985	0.006130179557819539	0.004080201321992486	0.019057624038215534	0.0029771846144498564	0.010954671734424293	0.0045776333606420685	0.006115532291551525	0.0023548346942040797	0.014459964354788373	0.004110960040201966	0.021750579117824312	0.002686584134611729	0.006829276615926949	0.0038296913361212225	0.006428495451710647	0.0025257970112789723	0.008795654870109087	0.004775785535127058	0.004164961985067103	0.0042585456365909855	0.0048667715302631205	0.0027659520866869965	0.004529026487021758	0.005223906301236044	0.0034347841803799026	0.0033629654091710645	0.006830964063399509	0.0028603140323863684	0.009446129499372178	0.004110561526258464	0.022279201287084223	0.026109073438903244	0.014293413853743766	0.003338191022137707	0.0026750929884788387	0.006879600202222252	0.012066487695494624	0.004034045232146497	0.01745205191060382	0.006247812090215096	0.02415238522581774	0.0029669124485940204	0.01887722203240963	0.00282866600820389	0.003480417137298779	0.004309133804215876	0.011344365706870944	0.005012711648460708	0.0035732559259947895	0.00369866487316213	0.0028780208345911677	0.0021776652792377337	0.003439416168933387	0.002863867155317545	0.012128119883033806	0.003553316851760713	0.011601238697504488	0.02385464176075174
icd	0.0023389247663132343	0.003263650194537022	0.0023205112901162955	0.0040319338062330705	0.0041413911694433226	0.005018698836131031	0.0037085755965612513	0.003512091867519197	0.0032895859923712887	0.003971642099109266	0.004549570628842269	0.004068634388243819	0.007837284459404499	0.017312796311928284	0.0027812710789732516	0.003190974096032772	0.0062819415205335	0.0064797984478914316	0.00271622815268289	0.0028335347393489236	0.002918196057291274	0.0034391420237155326	0.005590463734704168	0.006915322340963959	0.0037455754496537714	0.0040999353971195125	0.004204661653438547	0.021078197925522853	0.0034840459641542003	0.003732631166799607	0.008970356191613644	0.004894064456856309	0.02115643557346166	0.03367217403433705	0.005862748811264112	0.034117027479366915	0.005050249505671038	0.003434062783525761	0.0029140785156339193	0.0035751964652557464	0.005241721811138857	0.03445787957654007	0.004360221013234186	0.00831795393994437	0.005519239310330336	0.002312391670187926	0.0034957712935944395	0.04619356894046789	0.0030999728266762295	0.004163661017487696	0.0036918324152866136	0.004674078617674712	0.004074772298158999	0.07154815951991961	0.010480542435251235	0.013365667688835925	0.0033677068764645353	0.015128550461992872	0.03558465889840452	0.023986506741484757	0.017137962747602663	0.0024474813874052815	0.003330316528059237	0.0036405567937882743	0.004065648422474234	0.005134454772858135	0.004037588209799429	0.0030150585555156913	0.012776196710134996	0.012139433115594149	0.0030999083631386743	0.027180930031423255	0.0042677045293464805	0.003971505137527306	0.004711404228471855	0.01023655432186061	0.006786464134814089	0.0041433943200112735	0.0026188384062152156	0.010492829904414788	0.003243024219100907	0.06592869579143024	0.002958332009097592	0.0035308686018970564	0.006396504000355932	0.007697818061663991	0.01058856961401528	0.004843029933209593	0.002825471617235486	0.03365445323896102	0.0029995296190802063	0.025009442070553112	0.003295875452493825	0.011203618970546038	0.008847935259306432	0.012841657077587458	0.011343373858595707	0.003915968839067748	0.051474426503300995	0.00259871231640386
epd	0.0026604753072248127	0.0006713657500028435	0.002135892376252093	0.0013592941679020124	0.002181911124938193	0.005569456814945966	0.01879793414069805	0.0013661058187789663	0.0018095898602570738	0.010726515839815279	0.001215824019976154	0.0017004800385413815	0.008544194877908926	0.016395903486156056	0.0026282074392365356	0.0035452874494344144	0.0016378312126562272	0.0024839825554344376	0.0007343446039319786	0.0008652966839271148	0.0016026582294110738	0.011093587852143576	0.0026541276077629125	0.0014027910625086413	0.0021272015709736477	0.002735868805961222	0.0017835347832733156	0.028360941042417934	0.0013462358725953281	0.012061207109798404	0.006746357669660246	0.0023411752664527384	0.030371196997378926	0.047785756292176615	0.008587436591156293	0.05651297749981401	0.0017910324389348808	0.0025947629998973624	0.0013808546433102546	0.0016286489889411318	0.0035774954824164	0.0742144155903013	0.0027544249358461277	0.0051263795304123715	0.0022053157670265514	0.005400952107412447	0.002555555534727622	0.01484636619801022	0.0009563958950523062	0.0020575612546149557	0.000815337624280983	0.00252291990540783	0.0021928734909066896	0.009539486832038382	0.004786018011185653	0.0065731902463142654	0.008954757370901201	0.013556196869114663	0.045828630151489025	0.05722956460020432	0.005490096291332635	0.0014639355598695823	0.0017251166774745015	0.0020720112150093666	0.00590515352606978	0.0025143674356694354	0.0013826729978751585	0.0022532595326187435	0.008259476911207032	0.005246079054716521	0.005069461440320185	0.09796435968395548	0.0024832026376775266	0.002197618517859206	0.00305475192679238	0.0011821902289400126	0.0014121443438854613	0.0011269516752983896	0.0010272953502609885	0.009197837591271319	0.001895727788359832	0.05948155175085141	0.0045220227582945605	0.0009788067551803547	0.004159827752574402	0.019338342707434366	0.002780358318972977	0.016529260298777944	0.0011791375894816955	0.0422126599700675	0.001767432250330241	0.008513907083582191	0.011224024463967227	0.0029627364592722935	0.004045224976132458	0.007583531987319508	0.015758692084561224	0.00225086193767745	0.05284018558455311	0.0013156405942552469
nagB	0.0018771621678501786	0.008585897392748001	0.04598517498293886	0.006941807638595867	0.02863083977875675	0.002369820865906979	0.0015266148264619233	0.0017382660185487953	0.0016640528626409032	0.0017308660568235471	0.004746190126820803	0.0012329114029505375	0.0015789980092078939	0.0018612163767566079	0.011477010035345618	0.024235075288116532	0.014351172516336627	0.009166297326217274	0.014067440079218714	0.001776314609187986	0.02098356734973289	0.008305125995603018	0.015316469232495524	0.004998440391788987	0.0587648967834444	0.013035795831214605	0.041264061499827254	0.026980177929689937	0.004904502641742521	0.005428185292644554	0.0036782856617583646	0.006728925313527209	0.0014918177516284928	0.0037617225303570342	0.002214830789804713	0.0014229520611236765	0.003742678482531654	0.056326498334413035	0.015977975730450046	0.01687508809560674	0.0019393455961402282	0.0027009509550976235	0.003804402775177447	0.002505702033498784	0.004519691209930415	0.004491658014063356	0.00219745427007602	0.0012883756845727063	0.006072062264332026	0.003376556465061772	0.004112396729585988	0.003405560202683598	0.011993984697871713	0.006458773728757296	0.002840506430537143	0.0032038820546660637	0.0017396865107004486	0.004146907893069766	0.004093010166153566	0.006921345875314443	0.0009281082566431425	0.03357891108626258	0.00768348436870858	0.0033786906598672942	0.003729627006954191	0.0011537993252499488	0.0023580221761430086	0.0023029102470593856	0.002266318791191627	0.020895268588614912	0.026617602406418014	0.0020711302201242283	0.025934019304913503	0.0044454646031495204	0.018422629031766863	0.003446115446304977	0.0040121568305674085	0.004467138194530953	0.005240593468339033	0.006611339039881408	0.00600522134469885	0.013359649848201097	0.0015342448701625552	0.0021337637943112772	0.034225521815834554	0.004126346827827075	0.017410472140734625	0.0016536306067682562	0.041234751108208366	0.005315051767792639	0.006648608884385451	0.002183082883965693	0.003900903167243949	0.0015294392230289938	0.05448295084815	0.0027572199748521157	0.004702062724787413	0.02402967371529147	0.0026223772353029576	0.011044318547656617
nagD	0.007624471457889265	0.005102871926158822	0.008035892610978075	0.00647919954590275	0.013822128859818735	0.008047322794280684	0.007962856895028493	0.007649332516816871	0.01817218144503467	0.025636225536035777	0.018170478945174505	0.005612689586284788	0.013096867002530075	0.007770983126659295	0.0072656383223660545	0.00495004686226036	0.01714630030233756	0.02576145408704217	0.022743282329497173	0.007568016239068915	0.004743279014982096	0.011127197388479474	0.004901034719137212	0.006731660394655864	0.007846360675487756	0.008942993640974981	0.0051049064818020325	0.005685566438558811	0.005180247789322778	0.005581493339573934	0.005559405912804479	0.006152726044975922	0.005681557966093488	0.004848238524045441	0.026565394870932253	0.007218549698751884	0.04441116280561376	0.006031653972901022	0.0055069402456811006	0.006930467211864429	0.00935140542192732	0.026620981663117573	0.006572200518642459	0.005140996837982787	0.007245343318250958	0.0047274233986065815	0.0047422253976703264	0.003939912060087127	0.023244502512405237	0.005642133674090939	0.021049639291884994	0.005798537358280857	0.009346721328994402	0.0035874575663239253	0.00611076819116386	0.01222401806369323	0.026527083109328158	0.01155655438366449	0.01822518185775444	0.006043983885104087	0.004733571593663486	0.003897508917404999	0.005797975860498898	0.004837874250305753	0.005494267526608717	0.004395440298385929	0.01583332030965994	0.005103873614484559	0.01319807234776328	0.0046718901824542745	0.017352678833297736	0.007327832231821181	0.006732236437434581	0.058765893615325235	0.007242732129957387	0.01796408794996585	0.011096023436960202	0.006559828476473368	0.0048547255851524975	0.004056797350614479	0.010224064331609635	0.006317396310754364	0.005166479736690358	0.011853296311804765	0.005889601031614381	0.006225301881132913	0.004079693329757121	0.007201229705684313	0.004959676235897088	0.007299128562047206	0.005167556714468566	0.006716781904073858	0.006015549568909601	0.0063558651025877756	0.0055100475652638484	0.020263174640156797	0.012460850723115051	0.0036646977341969695	0.006136304895431194	0.007510525399794334
