isTs	is1stLast	prevCol	del.t	condName
TRUE	m	TS_2_4	50	TS_2_5
TRUE	m	TS_2_5	50	TS_2_6
TRUE	m	TS_2_6	50	TS_2_7
TRUE	m	TS_2_7	50	TS_2_8
TRUE	m	TS_2_8	50	TS_2_9
TRUE	m	TS_2_9	50	TS_2_10
TRUE	m	TS_2_10	50	TS_2_11
TRUE	m	TS_2_11	50	TS_2_12
TRUE	m	TS_2_12	50	TS_2_13
TRUE	m	TS_2_13	50	TS_2_14
TRUE	m	TS_2_14	50	TS_2_15
TRUE	m	TS_2_15	50	TS_2_16
TRUE	m	TS_2_16	50	TS_2_17
TRUE	m	TS_2_17	50	TS_2_18
TRUE	m	TS_2_18	50	TS_2_19
TRUE	l	TS_2_19	50	TS_2_20
TRUE	f	NA	NA	TS_3_0
TRUE	m	TS_3_0	50	TS_3_1
TRUE	m	TS_3_1	50	TS_3_2
TRUE	m	TS_3_2	50	TS_3_3
TRUE	m	TS_3_3	50	TS_3_4
TRUE	m	TS_3_4	50	TS_3_5
TRUE	m	TS_3_5	50	TS_3_6
TRUE	m	TS_3_6	50	TS_3_7
TRUE	m	TS_3_7	50	TS_3_8
TRUE	m	TS_3_8	50	TS_3_9
TRUE	m	TS_3_9	50	TS_3_10
TRUE	m	TS_3_10	50	TS_3_11
TRUE	m	TS_3_11	50	TS_3_12
TRUE	m	TS_3_12	50	TS_3_13
TRUE	m	TS_3_13	50	TS_3_14
TRUE	m	TS_3_14	50	TS_3_15
TRUE	m	TS_3_15	50	TS_3_16
TRUE	m	TS_3_16	50	TS_3_17
TRUE	m	TS_3_17	50	TS_3_18
TRUE	m	TS_3_18	50	TS_3_19
TRUE	l	TS_3_19	50	TS_3_20
TRUE	f	NA	NA	TS_4_0
TRUE	m	TS_4_0	50	TS_4_1
TRUE	m	TS_4_1	50	TS_4_2
TRUE	m	TS_4_2	50	TS_4_3
TRUE	m	TS_4_3	50	TS_4_4
TRUE	m	TS_4_4	50	TS_4_5
TRUE	m	TS_4_5	50	TS_4_6
TRUE	m	TS_4_6	50	TS_4_7
TRUE	m	TS_4_7	50	TS_4_8
TRUE	m	TS_4_8	50	TS_4_9
TRUE	m	TS_4_9	50	TS_4_10
TRUE	m	TS_4_10	50	TS_4_11
TRUE	m	TS_4_11	50	TS_4_12
TRUE	m	TS_4_12	50	TS_4_13
TRUE	m	TS_4_13	50	TS_4_14
TRUE	m	TS_4_14	50	TS_4_15
TRUE	m	TS_4_15	50	TS_4_16
TRUE	m	TS_4_16	50	TS_4_17
TRUE	m	TS_4_17	50	TS_4_18
TRUE	m	TS_4_18	50	TS_4_19
TRUE	l	TS_4_19	50	TS_4_20
TRUE	f	NA	NA	TS_5_0
TRUE	m	TS_5_0	50	TS_5_1
TRUE	m	TS_5_1	50	TS_5_2
TRUE	m	TS_5_2	50	TS_5_3
TRUE	m	TS_5_3	50	TS_5_4
TRUE	m	TS_5_4	50	TS_5_5
TRUE	m	TS_5_5	50	TS_5_6
TRUE	m	TS_5_6	50	TS_5_7
TRUE	m	TS_5_7	50	TS_5_8
TRUE	m	TS_5_8	50	TS_5_9
TRUE	m	TS_5_9	50	TS_5_10
TRUE	m	TS_5_10	50	TS_5_11
TRUE	m	TS_5_11	50	TS_5_12
TRUE	m	TS_5_12	50	TS_5_13
TRUE	m	TS_5_13	50	TS_5_14
TRUE	m	TS_5_14	50	TS_5_15
TRUE	m	TS_5_15	50	TS_5_16
TRUE	m	TS_5_16	50	TS_5_17
TRUE	m	TS_5_17	50	TS_5_18
TRUE	m	TS_5_18	50	TS_5_19
TRUE	l	TS_5_19	50	TS_5_20
TRUE	f	NA	NA	TS_6_0
TRUE	m	TS_6_0	50	TS_6_1
TRUE	m	TS_6_1	50	TS_6_2
TRUE	m	TS_6_2	50	TS_6_3
TRUE	m	TS_6_3	50	TS_6_4
TRUE	m	TS_6_4	50	TS_6_5
TRUE	m	TS_6_5	50	TS_6_6
TRUE	m	TS_6_6	50	TS_6_7
TRUE	m	TS_6_7	50	TS_6_8
TRUE	m	TS_6_8	50	TS_6_9
TRUE	m	TS_6_9	50	TS_6_10
TRUE	m	TS_6_10	50	TS_6_11
TRUE	m	TS_6_11	50	TS_6_12
TRUE	m	TS_6_12	50	TS_6_13
TRUE	m	TS_6_13	50	TS_6_14
TRUE	m	TS_6_14	50	TS_6_15
TRUE	m	TS_6_15	50	TS_6_16
TRUE	m	TS_6_16	50	TS_6_17
TRUE	m	TS_6_17	50	TS_6_18
TRUE	m	TS_6_18	50	TS_6_19
TRUE	l	TS_6_19	50	TS_6_20
TRUE	f	NA	NA	TS_7_0
TRUE	m	TS_7_0	50	TS_7_1
TRUE	m	TS_7_1	50	TS_7_2
TRUE	m	TS_7_2	50	TS_7_3
TRUE	m	TS_7_3	50	TS_7_4
TRUE	m	TS_7_4	50	TS_7_5
TRUE	m	TS_7_5	50	TS_7_6
TRUE	m	TS_7_6	50	TS_7_7
TRUE	m	TS_7_7	50	TS_7_8
TRUE	m	TS_7_8	50	TS_7_9
TRUE	m	TS_7_9	50	TS_7_10
TRUE	m	TS_7_10	50	TS_7_11
TRUE	m	TS_7_11	50	TS_7_12
TRUE	m	TS_7_12	50	TS_7_13
TRUE	m	TS_7_13	50	TS_7_14
TRUE	m	TS_7_14	50	TS_7_15
TRUE	m	TS_7_15	50	TS_7_16
TRUE	m	TS_7_16	50	TS_7_17
TRUE	m	TS_7_17	50	TS_7_18
TRUE	m	TS_7_18	50	TS_7_19
TRUE	l	TS_7_19	50	TS_7_20
TRUE	f	NA	NA	TS_8_0
TRUE	m	TS_8_0	50	TS_8_1
TRUE	m	TS_8_1	50	TS_8_2
TRUE	m	TS_8_2	50	TS_8_3
TRUE	m	TS_8_3	50	TS_8_4
TRUE	m	TS_8_4	50	TS_8_5
TRUE	m	TS_8_5	50	TS_8_6
TRUE	m	TS_8_6	50	TS_8_7
TRUE	m	TS_8_7	50	TS_8_8
TRUE	m	TS_8_8	50	TS_8_9
TRUE	m	TS_8_9	50	TS_8_10
TRUE	m	TS_8_10	50	TS_8_11
TRUE	m	TS_8_11	50	TS_8_12
TRUE	m	TS_8_12	50	TS_8_13
TRUE	m	TS_8_13	50	TS_8_14
TRUE	m	TS_8_14	50	TS_8_15
TRUE	m	TS_8_15	50	TS_8_16
TRUE	m	TS_8_16	50	TS_8_17
TRUE	m	TS_8_17	50	TS_8_18
TRUE	m	TS_8_18	50	TS_8_19
TRUE	l	TS_8_19	50	TS_8_20
TRUE	f	NA	NA	TS_9_0
TRUE	m	TS_9_0	50	TS_9_1
TRUE	m	TS_9_1	50	TS_9_2
TRUE	m	TS_9_2	50	TS_9_3
TRUE	m	TS_9_3	50	TS_9_4
TRUE	m	TS_9_4	50	TS_9_5
TRUE	m	TS_9_5	50	TS_9_6
TRUE	m	TS_9_6	50	TS_9_7
TRUE	m	TS_9_7	50	TS_9_8
TRUE	m	TS_9_8	50	TS_9_9
TRUE	m	TS_9_9	50	TS_9_10
TRUE	m	TS_9_10	50	TS_9_11
TRUE	m	TS_9_11	50	TS_9_12
TRUE	m	TS_9_12	50	TS_9_13
TRUE	m	TS_9_13	50	TS_9_14
TRUE	m	TS_9_14	50	TS_9_15
TRUE	m	TS_9_15	50	TS_9_16
TRUE	m	TS_9_16	50	TS_9_17
TRUE	m	TS_9_17	50	TS_9_18
TRUE	m	TS_9_18	50	TS_9_19
TRUE	l	TS_9_19	50	TS_9_20
