"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.1708987	0.5441996	0.6593724	0.0707843	0.4489190	0.3621943	0.4621390	0.6059763	0.7090549	0.4821288	0.0023512	0.6075682	0.5805805	0.5699887	0.7600247	0.1054694	0.6239047	0.0317004	0.6237503	0.3802759	0.7837427	0.0588546	0.0689158	0.3972226	0.0282107	0.6177958	0.4674180	0.0178681	0.4820898	0.8931723	0.6275838	0.0224266	0.2939631	0.3319201	0.1672386	0.6458162	0.0272375	0.4532237	0.5755808	0.6729694	0.0109160	0.6694577	0.5373922	0.0603723	0.7952533	0.5607136	0.0056187	0.5853912	0.5235899	0.5185580	0.5404518	0.4098158	0.6299221	0.7006144	0.6229439	0.7315617	0.5707343	0.1158489	0.3996094	0.5009150	0.0301075	0.2600972	0.4443660	0.0362887	0.6830129	0.5540237	0.6393111	0.0005767	0.8104706	0.1151081	0.0000847	0.5800508	0.6964912	0.0528543	0.6093607	0.1555003	0.4787316	0.3166070	0.0007350	0.0368713	0.0075833	0.0850945	0.6691392	0.6175992	0.7543468	0.2753386	0.6400028	0.1497961	0.0275976	0.0004629	0.6925283	0.3438200	0.0084270	0.2381522	0.4247736	0.5175588	0.6786728	0.5626618	0.0252458	0.2974758
1000	0.1581696	0.7179122	0.7206221	0.0707998	0.3358649	0.1895102	0.5758685	0.3254123	0.5859507	0.4747005	0.0009491	0.5493606	0.6190368	0.5297520	0.6822466	0.0795229	0.5960827	0.0554900	0.5689918	0.4060487	0.5344116	0.0563140	0.1261243	0.3364199	0.0541009	0.6909444	0.5417806	0.0138359	0.4081422	0.5756605	0.5250243	0.0746817	0.2123116	0.3446265	0.1254571	0.6666029	0.0057575	0.4734912	0.6076208	0.5174973	0.0299927	0.7075429	0.6164597	0.1053708	0.6000045	0.6480073	0.0105381	0.5763030	0.4627082	0.5991311	0.5220016	0.4114891	0.7547883	0.7463433	0.5830053	0.6220884	0.6991427	0.2257028	0.4569063	0.6127770	0.0230273	0.3727303	0.4153128	0.0327030	0.6637238	0.6259153	0.6533394	0.0000368	0.6893814	0.0910448	0.0049346	0.7545379	0.5817852	0.0340368	0.7383773	0.2625752	0.4354817	0.4515282	0.0039853	0.0678774	0.0190378	0.0894250	0.5096221	0.7008935	0.5893584	0.3127701	0.5426916	0.1981063	0.0257553	0.0019477	0.6590560	0.3348166	0.0168099	0.3575353	0.4143137	0.5793868	0.4879237	0.7128206	0.0116446	0.2717533

0	0.1260571	0.7559799	0.6667341	0.0675015	0.4107362	0.1923794	0.5516409	0.7238947	0.5949652	0.4084561	0.0011128	0.7478289	0.5757936	0.6564273	0.8825660	0.0849172	0.8105515	0.0513345	0.6826670	0.5436635	0.6050242	0.0148676	0.0626011	0.3856901	0.0497690	0.7254585	0.5295578	0.0340518	0.4105467	0.8628235	0.6086143	0.0500161	0.2132827	0.4175951	0.1664232	0.6885484	0.0193751	0.4904418	0.6155120	0.6577588	0.0671546	0.6541611	0.6944637	0.0960237	0.6707220	0.6922485	0.0112417	0.6099602	0.5468948	0.5434286	0.5916088	0.3813677	0.6199124	0.6024252	0.6538628	0.7548217	0.5451313	0.1159928	0.4717292	0.5125482	0.0352223	0.3393713	0.3515004	0.0335466	0.5179267	0.6057341	0.6028878	0.0000042	0.6867983	0.0738384	0.0000825	0.8254742	0.6148423	0.0752616	0.7700490	0.2625482	0.5148167	0.3762840	0.0005076	0.0056099	0.0135929	0.1191712	0.7397457	0.6802159	0.6801617	0.3159891	0.8350818	0.2531336	0.0567467	0.0003759	0.7373975	0.2705157	0.0034843	0.3562505	0.3694779	0.6930163	0.7219302	0.7269370	0.0293923	0.2287303
100	0.2125665	0.7055365	0.3806323	0.0679226	0.4223589	0.1235147	0.2588099	0.5924106	0.5669602	0.3515228	0.0006620	0.4824511	0.5981863	0.6391569	0.6397621	0.0032892	0.6106852	0.0373018	0.7007832	0.5309140	0.6204822	0.0169514	0.2892137	0.3719376	0.0434354	0.6378045	0.6619046	0.1011405	0.7733016	0.4997762	0.7356596	0.0505337	0.1027998	0.3077309	0.2255309	0.6789580	0.0038003	0.3739733	0.5545219	0.6123691	0.0580875	0.7306428	0.6945674	0.0391795	0.5063194	0.4592038	0.0000394	0.2452121	0.4916159	0.6548062	0.5301912	0.1630138	0.6785483	0.6343758	0.6624009	0.6126928	0.8175378	0.0187978	0.3760123	0.6013347	0.0109804	0.5585776	0.3613697	0.0338565	0.7108963	0.7253535	0.6120951	0.0002781	0.6392400	0.0610602	0.0014656	0.6604616	0.6385546	0.0493054	0.7235622	0.3961179	0.4683884	0.4192826	0.0018732	0.0129189	0.3377204	0.2933546	0.6724672	0.6435458	0.7077398	0.3055129	0.7437616	0.1480820	0.0094378	0.0019525	0.7801506	0.5964506	0.0106967	0.2019761	0.3633946	0.3190131	0.4907052	0.7386931	0.0074295	0.2388314
200	0.2052746	0.6976561	0.3824536	0.1214641	0.3529430	0.1243449	0.2681793	0.5563864	0.5731466	0.3272361	0.0006364	0.4200083	0.7153533	0.5726831	0.6076448	0.0000193	0.6628595	0.0277004	0.7103641	0.4244321	0.5747818	0.0468966	0.2390468	0.4619447	0.0772352	0.5708209	0.6172970	0.2123661	0.7086772	0.4839161	0.6180224	0.0413072	0.0085402	0.1234472	0.1743492	0.5261099	0.0409719	0.3408318	0.6158060	0.7153804	0.0359633	0.7750756	0.7191819	0.0504782	0.3803511	0.3210576	0.0005142	0.0760215	0.4424466	0.6443195	0.5313098	0.1417080	0.7591529	0.6260987	0.7013166	0.5293216	0.6621185	0.0016028	0.4181897	0.6025497	0.0107427	0.7187791	0.5256193	0.0293947	0.5369642	0.5500220	0.5437486	0.0004311	0.6779880	0.0579956	0.0000850	0.5814629	0.6134391	0.0455050	0.6725690	0.5475381	0.4815457	0.3527531	0.0021642	0.0091211	0.3383252	0.3799122	0.5571807	0.5657245	0.4666367	0.3066127	0.6707409	0.3515663	0.0000637	0.0107831	0.7810841	0.5706877	0.0522665	0.1340656	0.4452702	0.3026671	0.5975977	0.6077219	0.0013255	0.3052525
300	0.2075828	0.6938004	0.4738013	0.1636935	0.5067689	0.0344531	0.2386043	0.5956092	0.6808547	0.2162153	0.0001898	0.4291437	0.7306638	0.6681268	0.7439751	0.0014412	0.8196843	0.0283305	0.7216381	0.4297150	0.6966569	0.0379288	0.1723200	0.4380275	0.0348835	0.6938103	0.5984363	0.1662221	0.6715613	0.4712417	0.5878872	0.0412218	0.0024366	0.1254990	0.3285926	0.3136119	0.0085761	0.4087552	0.6071656	0.7312960	0.0219998	0.7875752	0.6325818	0.0446320	0.4463843	0.4589602	0.0063107	0.0882837	0.4415440	0.6516260	0.5225003	0.1182534	0.7294454	0.7084765	0.7920388	0.5288241	0.6480746	0.0017531	0.4127607	0.4791030	0.0126185	0.6691899	0.3498637	0.0387729	0.6089408	0.7129893	0.7031650	0.0002486	0.6842341	0.0632605	0.0003129	0.5610737	0.6865540	0.0779696	0.6363667	0.5720183	0.4198252	0.3736761	0.0050347	0.0020021	0.3961874	0.2716999	0.2815057	0.5154059	0.6516416	0.3150989	0.6543800	0.3928615	0.0003602	0.0182733	0.6923021	0.6770122	0.0196531	0.2131382	0.4119568	0.2463305	0.5982745	0.6344693	0.0015602	0.2316839
400	0.2171612	0.6078546	0.5778737	0.0549215	0.4145002	0.0380090	0.2780665	0.6118043	0.6621869	0.2864440	0.0006191	0.3588812	0.7652169	0.5238109	0.7783037	0.0015609	0.7349582	0.0233107	0.6877437	0.4401087	0.6469060	0.0077872	0.2743330	0.3810472	0.0424252	0.7856688	0.5632242	0.1321439	0.5956922	0.3985924	0.6017818	0.0301793	0.0103918	0.0839277	0.3009837	0.1546521	0.0185616	0.2850110	0.7228416	0.7374350	0.0342426	0.5398746	0.8980246	0.0635928	0.4565044	0.4165944	0.0002019	0.0869101	0.4505847	0.6803330	0.5433214	0.1114746	0.6593299	0.6028829	0.6020899	0.5623659	0.5994936	0.0177382	0.5429140	0.7109205	0.0321296	0.5861641	0.4058032	0.0331486	0.6511327	0.5827372	0.7246772	0.0009727	0.7071962	0.0394050	0.0033120	0.6212316	0.5822982	0.0433602	0.5958183	0.6016595	0.5990009	0.3848791	0.0068662	0.0188486	0.3843221	0.3134960	0.1394635	0.6811595	0.6054735	0.3079988	0.4872698	0.3147448	0.0003811	0.0342193	0.7154033	0.6734200	0.0184310	0.2559197	0.3727782	0.3172949	0.5794538	0.5289406	0.0005251	0.2594101
500	0.1330190	0.5809422	0.4283216	0.0733964	0.4382244	0.1239371	0.3114695	0.5749326	0.5335161	0.2831643	0.0001270	0.4331193	0.6413269	0.4731752	0.7343348	0.0024403	0.6424547	0.0332281	0.7955620	0.4752153	0.6988568	0.0244542	0.1948038	0.3414239	0.0513774	0.6467074	0.5796398	0.1653872	0.6083870	0.3823694	0.6317996	0.0410286	0.0044610	0.0947699	0.2716731	0.3026255	0.0114159	0.3894588	0.6600733	0.6632768	0.0743915	0.6953830	0.7102004	0.0592350	0.6169682	0.3562760	0.0009260	0.0913400	0.5336586	0.5650841	0.6476654	0.1162775	0.6977424	0.6115647	0.6053899	0.5783596	0.7063602	0.0207241	0.4214684	0.5156303	0.0203730	0.5869511	0.4132594	0.0165451	0.6566922	0.4971700	0.6355909	0.0000042	0.6863070	0.0204409	0.0006124	0.6427164	0.6530801	0.0412971	0.6037028	0.7731149	0.5737479	0.3553087	0.0133965	0.0105809	0.3721755	0.3423153	0.1190665	0.6087933	0.7588164	0.2955055	0.4697915	0.3466473	0.0000390	0.0223139	0.6216285	0.6628182	0.0433321	0.2716376	0.4242302	0.2875738	0.6344313	0.5435598	0.0002568	0.3847583
600	0.1581259	0.5935020	0.6808884	0.0995205	0.4447163	0.0971479	0.4980768	0.6518852	0.7482379	0.4289237	0.0009601	0.3943909	0.6716077	0.4889095	0.7392004	0.0621798	0.6337248	0.0562454	0.6599284	0.4573233	0.6240578	0.0313593	0.0466278	0.4735290	0.0514157	0.6420184	0.5959605	0.1537273	0.4199095	0.6462394	0.7070715	0.0285645	0.0081753	0.0417157	0.3180392	0.2716089	0.0209881	0.4821520	0.6760840	0.5901421	0.1040636	0.5334732	0.5819885	0.1010097	0.4450239	0.5833886	0.0003854	0.1015273	0.5172168	0.6749853	0.5599507	0.1408531	0.7985281	0.8562638	0.6208016	0.5861108	0.5463683	0.0703320	0.4274877	0.4822831	0.0247519	0.3833119	0.5751390	0.0699372	0.5310594	0.5301824	0.6873074	0.0000200	0.6632326	0.0359153	0.0007977	0.6962468	0.6990552	0.0392375	0.6118966	0.6458598	0.5175173	0.4486318	0.0030116	0.0078605	0.0523147	0.3295457	0.1680706	0.6191164	0.6462365	0.3157077	0.6152234	0.2400452	0.0860916	0.0105977	0.8261063	0.6646588	0.0090019	0.2962526	0.4991312	0.5173963	0.6390358	0.5681031	0.0100156	0.4146291
700	0.2094153	0.6610511	0.6912827	0.0568825	0.4491943	0.2286818	0.5242846	0.3183563	0.7253694	0.4853009	0.0001681	0.4649825	0.7107998	0.5789191	0.7429974	0.0968396	0.7163520	0.0536400	0.5452750	0.4619662	0.6768529	0.0288450	0.0575679	0.3940394	0.0266345	0.6828416	0.5728884	0.0851938	0.3117899	0.6116889	0.7688085	0.0473601	0.0035841	0.0659113	0.4521352	0.2849761	0.0072355	0.5453317	0.6542688	0.6224097	0.0880380	0.7071146	0.6881625	0.1063850	0.5752333	0.5452143	0.0000000	0.4980822	0.4914522	0.5745092	0.6266579	0.3999632	0.7387200	0.7248864	0.6152022	0.5652807	0.5411084	0.0767312	0.3398914	0.6430975	0.0553216	0.2589516	0.3802475	0.0264401	0.5964124	0.6706641	0.5909696	0.0000556	0.7753821	0.0546172	0.0002988	0.5707745	0.6869298	0.0500917	0.6823992	0.3626039	0.3946836	0.3782925	0.0000000	0.0081103	0.0628520	0.3602183	0.3583411	0.5318500	0.6765197	0.3089537	0.6302282	0.1774205	0.0245680	0.0199471	0.6882570	0.7066765	0.0192723	0.3565260	0.4134388	0.5811996	0.5295216	0.6447987	0.0303334	0.2324198
800	0.2309135	0.7232408	0.6502339	0.0353279	0.3845491	0.2829376	0.6742547	0.6451662	0.6638543	0.4154325	0.0005667	0.5588630	0.6970107	0.5817783	0.6212968	0.0569535	0.5414660	0.0658025	0.7432483	0.5177636	0.5785916	0.0424364	0.0704676	0.4255451	0.0232928	0.7449534	0.6163068	0.0891244	0.3290853	0.8074329	0.6165621	0.0345671	0.0336011	0.2137411	0.2778484	0.5076273	0.0134759	0.4954604	0.6392290	0.6311901	0.0182987	0.6319651	0.5532611	0.0491550	0.4464332	0.6140331	0.0003251	0.5267921	0.4469836	0.6885868	0.4471731	0.4265398	0.6669406	0.6463891	0.6631820	0.5640742	0.5000795	0.0487932	0.3538310	0.4254673	0.0105730	0.2427876	0.3828897	0.0452766	0.5840379	0.5966922	0.5843726	0.0000112	0.5378159	0.0906329	0.0000000	0.6296568	0.6305688	0.0917820	0.5382697	0.3001832	0.4265496	0.3928824	0.0014174	0.0116370	0.0095660	0.3854457	0.6036214	0.5620399	0.4933864	0.2970536	0.6753809	0.2054752	0.0460147	0.0000000	0.7368252	0.7560006	0.0146283	0.2816701	0.4340569	0.5924684	0.5540927	0.6029951	0.0091596	0.2325552
900	0.1629138	0.5633247	0.7163366	0.0512619	0.4852923	0.2364137	0.5895457	0.4010579	0.6502175	0.4696976	0.0005798	0.4602698	0.6243073	0.6418565	0.6721373	0.0514799	0.5302989	0.0795606	0.7269583	0.4795035	0.7259346	0.0363040	0.0422168	0.3816324	0.0679378	0.6516220	0.5282914	0.0669978	0.3216252	0.7482395	0.6751038	0.0356043	0.0382093	0.2347213	0.2608797	0.6479792	0.0162020	0.5265906	0.6365380	0.6333331	0.0202327	0.6085217	0.6707721	0.0553157	0.5708271	0.6698028	0.0006374	0.6149757	0.4791663	0.5787064	0.5562363	0.3808275	0.7117674	0.6789284	0.8060474	0.5137556	0.6557686	0.0730716	0.3585916	0.5168258	0.0066373	0.2512959	0.3839879	0.0656580	0.7642973	0.6317623	0.7022227	0.0003622	0.6955129	0.0777670	0.0069403	0.7047122	0.6290657	0.0938591	0.6308666	0.1931661	0.2952815	0.2719065	0.0022643	0.0223127	0.0287676	0.2888853	0.5184856	0.6495239	0.5507949	0.3286045	0.6526377	0.2224583	0.0335929	0.0015140	0.5961562	0.5818700	0.0122871	0.2879427	0.5844880	0.6111017	0.6649621	0.6122494	0.0224950	0.3050288
1000	0.2048388	0.6534189	0.5202434	0.1157365	0.3506223	0.1351991	0.6101122	0.4634703	0.6557804	0.6198611	0.0002224	0.5742447	0.5671631	0.5921894	0.7342294	0.0688142	0.5379076	0.0282162	0.6571176	0.4499172	0.6867691	0.0347809	0.0318721	0.3956140	0.0313427	0.6545239	0.4747292	0.0302610	0.4860230	0.6689704	0.5426221	0.0159850	0.2062530	0.2252627	0.1652382	0.6022627	0.0142745	0.5173764	0.6199275	0.6144463	0.0219052	0.7555586	0.6049565	0.0562136	0.6239890	0.7022636	0.0003357	0.5113232	0.3971385	0.6720632	0.5618915	0.3351273	0.6094204	0.7734403	0.7199070	0.5244919	0.5770988	0.1100616	0.4447972	0.5184329	0.0000000	0.3665284	0.4490207	0.0367333	0.5192599	0.7204453	0.5295540	0.0000237	0.5693055	0.1239152	0.0017501	0.6628119	0.7208200	0.0770917	0.7501477	0.3091450	0.4833538	0.3908479	0.0041117	0.0109641	0.0623544	0.3418742	0.6766661	0.5697293	0.5402856	0.3087067	0.6675038	0.2592498	0.0275258	0.0001873	0.7910995	0.6581286	0.0301280	0.2949491	0.4964807	0.6036001	0.4883830	0.6186279	0.0252628	0.3260712

