TF	target	importance
G13	G70	0.06521986633594323
G68	G47	0.06501919019600329
G100	G49	0.0649794994670283
G19	G21	0.06490597099289802
G88	G46	0.06482745695943366
G72	G31	0.06472132131503523
G63	G100	0.06440344047093881
G28	G18	0.06439429910525031
G2	G8	0.06432488165886634
G61	G60	0.06409998936066207
G61	G81	0.06407127407695266
G15	G21	0.0633169812546838
G49	G100	0.06298358172911442
G56	G87	0.06278259544196262
G17	G21	0.0627519504859079
G15	G16	0.06274614693190347
G15	G34	0.062365445256159224
G49	G78	0.0622962325229852
G79	G47	0.06205931116249019
G95	G55	0.06201395853732627
G50	G83	0.06164782222174347
G97	G96	0.06161534169173709
G57	G59	0.06154579727231516
G61	G51	0.06151554107529098
G63	G99	0.06145747682935685
G54	G57	0.06127033920469588
G81	G96	0.060706941964867346
G65	G48	0.06060147213751448
G28	G33	0.060386442273490624
G67	G87	0.06034116721650457
G17	G19	0.06022855005209393
G34	G75	0.05974758875428062
G67	G36	0.05972590951361914
G14	G16	0.059537831558832605
G68	G79	0.05920705047087768
G13	G17	0.05919239719253811
G35	G68	0.059026231917202486
G88	G20	0.05902147399273007
G63	G78	0.05872587569165326
G68	G10	0.05830929166150933
G96	G66	0.058235644688922554
G39	G24	0.0579870268050741
G100	G78	0.0579415224794549
G59	G40	0.05760990347238987
G88	G36	0.05759469016431371
G79	G39	0.05738062046556642
G67	G56	0.05714569959409369
G47	G68	0.05662472756050529
G54	G51	0.05639466706808881
G61	G66	0.05627938094130822
G88	G56	0.05622955564947315
G54	G26	0.0562083001705239
G75	G34	0.05619047515599001
G44	G48	0.05592903108330952
G18	G83	0.05579860983673607
G95	G82	0.05576389273100819
G57	G26	0.05575038377362757
G3	G8	0.05573355405102575
G26	G59	0.055677460486194284
G78	G99	0.05567446073520557
G21	G95	0.05561629702591758
G96	G81	0.05554284396479926
G14	G19	0.05553113994698311
G78	G63	0.055403750707460335
G68	G6	0.0552722063780324
G15	G17	0.0550681894490557
G28	G53	0.05505365364880912
G54	G71	0.05505115305794948
G92	G100	0.0549145154840985
G55	G32	0.05489888482159981
G92	G49	0.05487641443320779
G77	G79	0.054870701441718496
G79	G35	0.05485621916641986
G45	G28	0.05472154034920138
G1	G3	0.05468406012899379
G82	G63	0.054662422616932896
G100	G99	0.05446393333797301
G1	G5	0.054307592421391195
G26	G61	0.05425972274349498
G81	G60	0.05418978138554509
G56	G41	0.05388939799398989
G40	G86	0.053751434545517326
G19	G16	0.05370731006024691
G52	G86	0.05364811094138102
G96	G60	0.053481033003207105
G7	G62	0.053472470156768565
G7	G92	0.05331570831163596
G18	G50	0.05329108757502335
G45	G99	0.053070138142807595
G84	G3	0.05297947681701573
G40	G59	0.05291926468991517
G41	G9	0.052897643225129916
G48	G38	0.05285956004098322
G47	G83	0.05278720163105395
G40	G61	0.05277863512068873
G34	G57	0.0527659233393468
G14	G70	0.05274384149588052
G45	G78	0.05268870039605589
G59	G53	0.052584911560582606
G46	G20	0.0525434245605188
G36	G58	0.05244589507540018
G9	G14	0.052109691864422936
G50	G13	0.05204931751807285
G31	G32	0.051887154053758454
G75	G28	0.05188497892772005
G47	G41	0.051701089366685264
G59	G57	0.051551746915963405
G28	G32	0.05140421496026124
G56	G46	0.05136889670981215
G61	G54	0.051367389138518
G14	G13	0.051217294255297405
G50	G78	0.051102336291331873
G16	G21	0.051087598112324814
G22	G27	0.05103291181805929
G67	G88	0.0509713182386301
G38	G65	0.05090493694785742
G5	G8	0.05084069319074092
G40	G51	0.05067074752849858
G87	G4	0.05050128778424047
G67	G46	0.05047691086276004
G94	G60	0.05018921828504913
G3	G7	0.05001633985152932
G59	G55	0.04999441395631561
G3	G1	0.0499731917834963
G28	G74	0.04986424843399345
G64	G30	0.049816967961934286
G82	G50	0.04975071747796388
G75	G100	0.04963851647820843
G87	G76	0.04958541313051954
G46	G90	0.049440651899685314
G27	G12	0.04931447094073776
G41	G27	0.049310707488540766
G19	G70	0.04927906508623263
G9	G29	0.04927754664008573
G99	G78	0.04920899012922566
G43	G38	0.04917808068136291
G62	G1	0.04912334881234932
G49	G63	0.04911529741134781
G26	G55	0.04908110635107612
G73	G53	0.04894315104320106
G65	G38	0.0489363651602171
G75	G31	0.04892409402374014
G47	G79	0.04890617384150879
G41	G47	0.0489049631131689
G36	G67	0.048827287090745804
G66	G81	0.048645951770791285
G56	G25	0.048530361899223835
G5	G14	0.048381961135261956
G43	G65	0.048314590334284924
G65	G60	0.04830659856794574
G61	G94	0.048285196459877576
G88	G76	0.048263148088245944
G75	G78	0.048215333441291704
G4	G2	0.04816657645088045
G97	G81	0.0481490227789012
G31	G71	0.048131517793796284
G82	G46	0.04810283860848852
G63	G45	0.04806053033601612
G39	G65	0.048054654743068456
G96	G94	0.04787908965406638
G75	G99	0.04783806714186463
G3	G29	0.04781456322208255
G100	G45	0.047701929352564156
G84	G1	0.047695196863530034
G34	G31	0.047643878170517094
G99	G45	0.04751761387794877
G79	G38	0.047421735797502224
G18	G53	0.047421034099202036
G35	G3	0.04720112740558623
G66	G94	0.04714443987369564
G8	G3	0.04712738836292069
G60	G35	0.0469995583117987
G46	G67	0.046998037581633303
G58	G41	0.04697906412608094
G72	G64	0.04692644971779251
G99	G63	0.046814712122318386
G84	G83	0.0468140599243809
G66	G35	0.046786509631991435
G7	G31	0.046523879996331716
G66	G60	0.04651451030335945
G56	G36	0.046482619874659716
G81	G66	0.04648238132831663
G17	G14	0.0464724672292229
G3	G62	0.04624445189463646
G33	G83	0.04621497318616071
G56	G67	0.04619148895810954
G10	G9	0.046147552172966344
G37	G35	0.046142442660712366
G92	G63	0.04612819292525562
G48	G65	0.04611129742838644
G18	G68	0.046092189926475916
G52	G32	0.04608191105236212
G14	G5	0.04604237106027681
G62	G29	0.046035120281289074
G56	G12	0.04602025592972312
G78	G82	0.0458469233642265
G83	G2	0.045842959990929744
G94	G66	0.0458175323345437
G25	G47	0.04577801649562665
G45	G63	0.045728035951329536
G75	G45	0.04570104443557444
G8	G83	0.045678995256489274
G21	G48	0.04549819457783947
G4	G77	0.04542609659398354
G97	G66	0.045405617546781976
G28	G45	0.04522678805991233
G95	G63	0.045220438842828774
G70	G17	0.04510465046338703
G20	G90	0.04509293276772269
G36	G66	0.04498350656515728
G56	G76	0.044968382012676826
G70	G13	0.04484528395859883
G46	G63	0.044826001857126235
G4	G3	0.04479954946123146
G95	G90	0.0447789244702694
G71	G89	0.044590297634713554
G40	G43	0.04447951665908746
G78	G50	0.04444304815483562
G28	G11	0.04437813076630088
G46	G56	0.04421373211131908
G55	G26	0.04409919950149668
G78	G45	0.04407737800446025
G5	G1	0.04400663046755198
G48	G39	0.04395665121348089
G50	G63	0.04389614615340913
G87	G20	0.043893149155194794
G18	G28	0.043873453005945744
G75	G49	0.04371681333714587
G2	G84	0.04362949436263497
G77	G76	0.04360129767903064
G17	G9	0.043548848686269716
G28	G34	0.043525030155298454
G83	G58	0.04347469039579313
G13	G83	0.04343620933642578
G31	G37	0.04341570919140095
G33	G28	0.04341519683069752
G72	G17	0.04339513783979301
G87	G24	0.043302468283902995
G3	G2	0.043288693477606846
G18	G19	0.043283886561225435
G54	G61	0.043213643680157746
G49	G45	0.0429679043402124
G67	G20	0.04294525616643406
G18	G13	0.042928926111286396
G4	G87	0.042820057534163194
G55	G86	0.04278127777288351
G41	G14	0.042727127003784504
G26	G57	0.04272207677932155
G33	G36	0.042632521551206295
G92	G99	0.04260499469888266
G13	G50	0.04254423992655882
G35	G60	0.042528106160083276
G13	G30	0.0424289555909854
G18	G34	0.042401893023230705
G86	G40	0.04231419065583782
G36	G76	0.042282360408751524
G4	G5	0.04213376039120335
G13	G16	0.042103217030537994
G79	G31	0.04209918202841927
G81	G48	0.04203816307638727
G7	G9	0.04194234421216875
G55	G43	0.04192899677191004
G87	G77	0.0418592453686474
G2	G4	0.041839543495121895
G31	G75	0.041829397273589454
G73	G34	0.041822372629592125
G92	G7	0.04171768015831859
G82	G95	0.04170393960900127
G79	G10	0.04165751303010242
G79	G15	0.04131344788785343
G84	G77	0.04114147486667839
G82	G49	0.041138026090060696
G56	G54	0.04098453884575531
G54	G27	0.04090737086585514
G46	G87	0.040779450444171327
G65	G21	0.040708162580274716
G50	G49	0.04064601888481992
G3	G4	0.04061597323387821
G13	G32	0.040605116873302996
G64	G17	0.040560348834237
G18	G58	0.0405594223671991
G40	G94	0.04047524678056581
G72	G32	0.04037168731877996
G36	G88	0.04016821132715229
G61	G55	0.04005530605158951
G36	G56	0.04004814712809081
G43	G86	0.040024804288753345
G17	G37	0.039684718695142396
G100	G75	0.039652281034104245
G63	G88	0.03961738567661835
G68	G18	0.03958955411853096
G2	G3	0.03952627274592501
G13	G18	0.03950621110673486
G39	G89	0.03943688133568346
G3	G9	0.03942478723785823
G38	G12	0.03936983316479905
G48	G44	0.039349715004700685
G36	G35	0.039295703038811844
G51	G61	0.03928316363387339
G68	G77	0.039261265920081154
G50	G82	0.03917202551438047
G94	G85	0.039154222494476434
G35	G6	0.03893075053027926
G32	G30	0.03880537010121724
G65	G12	0.038682595182961514
G38	G68	0.03866538905892011
G87	G46	0.03863271361897019
G68	G73	0.03861670025770477
G68	G38	0.03858418273771589
G63	G20	0.03851790893082449
G18	G41	0.038500035045651325
G60	G96	0.03844470563876981
G82	G100	0.038397970452002834
G83	G4	0.038329825384386944
G53	G18	0.038301040950327006
G50	G52	0.03827118237047261
G86	G85	0.03824432367940778
G39	G38	0.03822423032222127
G87	G62	0.03819667941495732
G24	G39	0.038153629401371396
G31	G57	0.03808063638493777
G45	G75	0.03802706095685837
G46	G95	0.03802256394628777
G25	G83	0.03797459590800346
G81	G94	0.03793915437488765
G63	G50	0.03793085731252975
G30	G17	0.037796927781853056
G53	G73	0.037765989082028086
G30	G32	0.03776174740547856
G90	G50	0.03773824508838915
G61	G97	0.037729917151841916
G70	G32	0.03772253201000171
G28	G70	0.0376662354324336
G71	G54	0.03759813319272145
G76	G79	0.03753985737555673
G94	G40	0.03750508338936034
G59	G28	0.03746844699975826
G100	G50	0.037438831982685286
G22	G98	0.03743183767518392
G55	G23	0.03741524327451315
G40	G26	0.037410472118884194
G42	G48	0.037397193138707624
G79	G71	0.03737358313949917
G55	G70	0.03737155187600122
G52	G77	0.03735870513564278
G95	G46	0.037050996388856026
G66	G97	0.03672317927442146
G100	G82	0.0366842418049953
G47	G39	0.03667891556034453
G86	G43	0.03662518573119795
G17	G18	0.03660897631302114
G3	G84	0.036545625179671984
G9	G41	0.036507681116569594
G2	G9	0.03649719978313436
G50	G100	0.03647178651341461
G4	G83	0.03638335220998189
G9	G62	0.03635868312408577
G26	G53	0.03628915406490768
G45	G12	0.036280674669650334
G89	G39	0.036264877776945544
G21	G6	0.03626217437401045
G62	G9	0.036164798435592484
G5	G4	0.03615074535119155
G29	G7	0.036129324597695904
G28	G23	0.03612071436473583
G43	G39	0.036103327844921346
G50	G91	0.03608072420890106
G78	G75	0.036029402769101944
G57	G72	0.035983925817073825
G75	G73	0.03597545802346946
G15	G18	0.03596435134998801
G41	G88	0.035957457496970775
G72	G30	0.03594646797785688
G52	G58	0.03589610132459191
G31	G30	0.03588502202672477
G53	G74	0.03588255634017888
G53	G6	0.03587902926549912
G97	G94	0.03587538587645162
G57	G54	0.03582754305928877
G73	G41	0.03579561190091229
G53	G52	0.0357906053027053
G76	G54	0.035787713334464295
G65	G39	0.03577911144877896
G53	G28	0.035742452304495284
G36	G96	0.03570988234266281
G27	G22	0.035700874674179206
G84	G29	0.03564941028950427
G55	G62	0.03562481053052769
G92	G78	0.035562534131186076
G97	G60	0.0355383560378756
G43	G44	0.03551380083932685
G21	G65	0.035469786035924725
G3	G24	0.03543203755973918
G22	G96	0.03536620114712285
G58	G31	0.035365217504716155
G46	G82	0.035265343816726955
G63	G56	0.035263724372794604
G48	G42	0.035225320799278044
G73	G10	0.03521574748278415
G10	G91	0.03520972941109363
G90	G83	0.03503136218835747
G49	G75	0.03498458321793103
G87	G90	0.0349331645806472
G7	G72	0.03493209541841596
G87	G1	0.03486716187886998
G96	G97	0.03478317111649703
G61	G86	0.03472430798102291
G63	G67	0.03467177754441147
G27	G41	0.03462354183389276
G44	G65	0.03457371612388893
G40	G48	0.0345704445114762
G4	G24	0.03454363278581125
G83	G41	0.03447770647835349
G13	G52	0.03444745671892304
G29	G32	0.03441311043169079
G73	G19	0.034404425896576656
G2	G1	0.03438094425538453
G82	G78	0.03438031977206373
G54	G53	0.034337647818471165
G89	G71	0.0343336229696475
G81	G90	0.034305131674854314
G38	G15	0.03428837315446492
G36	G25	0.03428219183333304
G57	G61	0.03422055448445006
G2	G83	0.03415469965685796
G43	G40	0.034087826320731755
G48	G15	0.034049349713971985
G79	G24	0.03402686755098086
G2	G29	0.03400869106081063
G37	G36	0.03397072491152424
G63	G87	0.03392347063854667
G87	G79	0.03385649464143967
G60	G82	0.03384472266503168
G56	G22	0.03374278807428999
G36	G98	0.033727280470823635
G83	G8	0.0336952418722918
G95	G36	0.033675845302180166
G54	G59	0.03367329711171917
G54	G4	0.03362763233195671
G14	G9	0.033578180907248095
G12	G14	0.03356050746177285
G48	G43	0.033556704030559416
G14	G41	0.03353386825570566
G17	G13	0.0334744434454057
G92	G45	0.03345879568001428
G20	G67	0.033452682614684565
G55	G52	0.033452588017979866
G6	G35	0.03345121685735408
G55	G61	0.03343740673607425
G48	G68	0.033382625198927776
G62	G55	0.03332505758326445
G56	G61	0.03327557139725696
G28	G86	0.033263279110893315
G79	G76	0.033263152498196995
G41	G83	0.03326016381570888
G45	G92	0.03322875026461093
G53	G68	0.033194142078565685
G94	G58	0.03309117446628575
G51	G53	0.03307876099547602
G6	G68	0.033047852321849265
G86	G52	0.0330092303821275
G60	G94	0.03295105299284724
G21	G16	0.032930200767980713
G21	G17	0.032920217374792844
G83	G50	0.03284507045329228
G62	G7	0.03283691764766281
G56	G88	0.03283689713147406
G45	G33	0.032828858470977815
G65	G44	0.03274745534565681
G18	G10	0.03274104434470691
G12	G38	0.032699146773068954
G71	G64	0.032694522818527375
G36	G33	0.03268429150879295
G9	G7	0.0326747130577156
G72	G16	0.032621979972518936
G1	G84	0.03261778823255166
G50	G58	0.0325835391761746
G38	G60	0.032569319304845384
G76	G22	0.03254190491945787
G82	G99	0.03253835990359603
G13	G58	0.03252270485316583
G94	G81	0.032491269466274626
G30	G64	0.03249005836284629
G49	G92	0.032458330227252724
G79	G89	0.0324223892611882
G71	G31	0.03240443484179413
G65	G43	0.0323254562688979
G29	G62	0.03228602898028774
G31	G64	0.032270700289044475
G10	G1	0.03226696214343441
G78	G91	0.03220999529022075
G31	G7	0.03220988258399761
G37	G54	0.032120371860724736
G60	G95	0.0320777584335262
G75	G53	0.03202644615826401
G55	G30	0.03189221201498205
G47	G58	0.031813372851672767
G34	G73	0.03173587696641182
G31	G70	0.03172535876470926
G47	G25	0.03172442951821333
G62	G2	0.031696914338422734
G22	G97	0.03169321695825437
G45	G74	0.031685560148323105
G99	G91	0.031666090220515225
G86	G70	0.03166200605559465
G84	G5	0.03161823935543973
G94	G97	0.03158878798252863
G63	G75	0.03153051097780289
G86	G32	0.03152596615890856
G14	G21	0.0314697388121462
G14	G12	0.03143704991050428
G63	G95	0.03143429847792347
G22	G62	0.03142919863039093
G31	G34	0.03134516468053067
G79	G43	0.031249064504477245
G95	G50	0.031193306626310285
G99	G75	0.031189351201161623
G75	G63	0.031179471384132518
G54	G22	0.031162553208760102
G28	G26	0.03105673684859155
G63	G92	0.031028067984735078
G40	G73	0.03101318146297499
G68	G39	0.03090663247508697
G77	G4	0.03090548273719706
G88	G47	0.03090248423175881
G100	G92	0.030848474174418192
G43	G68	0.030805026647148702
G12	G65	0.030788198358522516
G75	G15	0.030785195656431803
G39	G44	0.03071038978526059
G87	G22	0.030708175375828775
G68	G53	0.030644432770454633
G54	G77	0.03060767768891344
G46	G88	0.030519499464397706
G43	G15	0.030464126883355678
G81	G97	0.03046111395115508
G26	G40	0.030451283124070635
G48	G60	0.030401736056936905
G21	G38	0.030363295797852477
G45	G7	0.030258803803470943
G74	G95	0.030131278423887676
G73	G15	0.030044350213800485
G10	G15	0.030040476149307938
G52	G70	0.029991092552344004
G73	G83	0.029960027577499243
G22	G94	0.02990567151628648
G82	G67	0.02986519467297756
G31	G79	0.02985444919979604
G10	G35	0.029836081429322963
G50	G99	0.029803171075501622
G46	G12	0.029769429390737675
G8	G24	0.02968515486487147
G99	G92	0.029684665630267573
G1	G62	0.029675269729012802
G30	G16	0.029662820199480796
G54	G72	0.02953911491106146
G83	G33	0.02952908937280714
G50	G18	0.02952716298480574
G4	G54	0.029504239841517756
G88	G82	0.029468259068905902
G17	G23	0.029446380768473578
G64	G16	0.029344840877879565
G49	G82	0.02931332971361427
G79	G4	0.029307163108422313
G47	G35	0.029306779345807672
G99	G82	0.029275395161678087
G78	G20	0.029248772513306636
G49	G69	0.029167150024020545
G87	G25	0.02915856883502391
G40	G44	0.02915719933896501
G64	G32	0.029152659453044415
G33	G69	0.029111764650057284
G24	G89	0.02906797299570967
G68	G43	0.028978965262333997
G45	G82	0.028961423316514714
G62	G24	0.02894821400384495
G72	G70	0.028909694647403516
G30	G70	0.02883314969395081
G50	G45	0.028795054799541576
G83	G47	0.028774590516730834
G25	G74	0.02874648519451736
G32	G70	0.028714129983419767
G29	G85	0.028707520467368127
G34	G18	0.028706346206508422
G28	G19	0.028608353929956507
G81	G38	0.02858691687220447
G28	G52	0.028569971494039306
G76	G27	0.028511199080046054
G37	G14	0.028491890354543584
G65	G15	0.02847247154601899
G7	G24	0.028461397229265533
G52	G30	0.028446268568652133
G50	G41	0.028399935898754582
G75	G51	0.02839815141072927
G81	G93	0.028390928362687216
G14	G74	0.02837043151576142
G25	G58	0.028363428549279472
G78	G92	0.02834868873075965
G17	G6	0.028328085575110747
G92	G82	0.02827428235946211
G73	G50	0.028217129451662954
G73	G68	0.02820993565584261
G61	G73	0.028157739842453743
G13	G73	0.02814987748896725
G10	G84	0.028144655434833864
G67	G82	0.02810313955968294
G82	G45	0.028083629094458027
G86	G80	0.028075496701096835
G86	G96	0.028037942022787064
G87	G8	0.027957862684697705
G72	G92	0.02793954090913022
G26	G54	0.02793895399810095
G6	G53	0.027931996554085025
G22	G66	0.027911471349196047
G60	G59	0.02790945747346765
G56	G77	0.027862640642547308
G63	G12	0.027822561531553526
G12	G46	0.02781570030886702
G43	G12	0.02779969173301573
G56	G20	0.027793043182006413
G10	G31	0.027785318322339003
G70	G30	0.027782766102414574
G56	G14	0.02774658101121717
G46	G55	0.02771040247183472
G52	G13	0.027644404180069578
G94	G43	0.027641747806913933
G40	G28	0.027636834950217147
G19	G23	0.027636562584613254
G49	G5	0.027630316820032336
G32	G23	0.02761124433326523
G32	G33	0.027607877482104547
G77	G5	0.027576712091152086
G64	G89	0.027537028604464813
G60	G55	0.027511659488019865
G77	G84	0.027470879217062236
G50	G69	0.027397003623134034
G43	G55	0.02737313502465535
G28	G59	0.02735687565778629
G100	G91	0.027355286416005042
G13	G64	0.027351244169142145
G15	G65	0.027344110473558468
G90	G42	0.027263038956005615
G59	G54	0.02718144643876714
G70	G86	0.027115360484421907
G17	G73	0.027083298467377764
G98	G22	0.026994631595221162
G9	G95	0.02697854815301556
G20	G56	0.026974541993209377
G18	G15	0.0269653720570348
G32	G16	0.026949597320674742
G29	G9	0.026883998336545745
G35	G66	0.026864153628971422
G63	G7	0.026858187607616817
G13	G41	0.026844076251180328
G56	G79	0.02682832718325633
G57	G15	0.026815362189465588
G68	G33	0.026765631398493986
G92	G31	0.02675293494714621
G46	G43	0.02667490583204174
G53	G13	0.02666611018583255
G74	G53	0.026651326301219594
G13	G53	0.026648535298750952
G61	G57	0.02660090222891962
G17	G70	0.026589236723617394
G61	G53	0.02656756635762613
G38	G39	0.02656529851677746
G56	G44	0.02655125457933257
G92	G75	0.026534725136593565
G81	G65	0.026514121780619685
G48	G46	0.026512940554661524
G68	G48	0.02650352164678147
G45	G5	0.02647390758842512
G82	G91	0.026460137963927044
G60	G85	0.02645491363384373
G88	G66	0.026369736571061148
G89	G24	0.02632892953021348
G24	G1	0.02632879591141779
G12	G48	0.02631594560775122
G17	G74	0.026310911552031798
G55	G37	0.026281578965349328
G36	G23	0.02627202165581194
G95	G91	0.026248558291098574
G41	G56	0.02623654101034863
G27	G10	0.026153942267748677
G75	G92	0.026153660213165463
G46	G44	0.0261213403370894
G45	G69	0.026094437814369733
G79	G7	0.026072612184251335
G9	G37	0.026068315620319638
G2	G7	0.02603190299361615
G40	G70	0.026023351920203722
G58	G72	0.0260177245917006
G51	G59	0.026012738439167914
G75	G19	0.02599450497636169
G47	G38	0.025980329112896446
G35	G2	0.025975262904515805
G21	G60	0.025957357085429667
G32	G17	0.02594004969954089
G53	G37	0.02591535587810785
G7	G3	0.025866564369174908
G49	G50	0.025851533147223084
G51	G27	0.025848488857580267
G88	G96	0.025831772451529924
G40	G27	0.025804642451757977
G98	G96	0.025804580505776366
G31	G16	0.02578702456425908
G45	G50	0.025781319714565504
G97	G93	0.025756988693920325
G36	G84	0.025725265601869735
G88	G89	0.025653506360145302
G20	G87	0.025637244120741857
G75	G50	0.025581183284861107
G92	G72	0.025579546560480903
G61	G28	0.025556699472005888
G96	G22	0.025554297175956663
G88	G90	0.025499057730784803
G45	G11	0.025494690516901706
G13	G86	0.02548277555754364
G66	G98	0.02545349090269546
G28	G30	0.025433863411578442
G66	G37	0.025430194521158925
G68	G71	0.025360210253946767
G35	G10	0.025352002955167895
G88	G63	0.02534407254082488
G44	G42	0.025342819766753382
G49	G7	0.025285798237524897
G36	G11	0.02524244058614412
G99	G5	0.025221224033164923
G14	G53	0.02514928195616841
G14	G64	0.025146903255776676
G100	G5	0.025132131604549714
G77	G67	0.025130362532753275
G60	G36	0.025125505164836488
G18	G47	0.025092640501888478
G36	G60	0.024993075112586572
G33	G68	0.024959617902099218
G54	G40	0.024957969058211817
G51	G40	0.02492423051121384
G75	G69	0.024892112992330725
G10	G71	0.0248598748818054
G43	G60	0.024854061675679384
G52	G80	0.02479511736345765
G96	G98	0.024761840575504505
G32	G11	0.024644521873283323
G12	G27	0.024613423359014498
G28	G61	0.024609369455707183
G55	G1	0.024601246168695596
G28	G40	0.024598755977974333
G7	G49	0.02459607116356567
G40	G55	0.024570299036869685
G22	G81	0.02456159718740854
G53	G26	0.024543505495104295
G55	G40	0.024513452382817776
G72	G69	0.024499024422588618
G43	G85	0.024470874725328638
G38	G79	0.024411922635821332
G39	G47	0.024403791190992834
G79	G20	0.024393872100928544
G43	G46	0.024384874140549476
G45	G91	0.02434219042666902
G45	G73	0.02434064322783555
G47	G7	0.024331645999222492
G1	G24	0.02433103128864144
G39	G68	0.02430699152644726
G32	G28	0.024301935868006903
G39	G43	0.024264078392051778
G39	G46	0.024212282453379634
G14	G30	0.024197704943997166
G50	G75	0.024164311129132133
G60	G81	0.02415617221870406
G14	G37	0.024153890096412268
G43	G79	0.024133682418543433
G94	G98	0.024129222853638964
G58	G83	0.024085651908752437
G74	G19	0.024084835053039568
G28	G57	0.024058167664561425
G75	G72	0.02405601907878364
G14	G32	0.02405276640873976
G53	G59	0.024045084747556726
G39	G60	0.024031328580509943
G15	G75	0.023984031088534
G47	G43	0.023980444889830272
G56	G27	0.023962868108472223
G10	G37	0.02396145479221973
G14	G23	0.023946922720462123
G39	G42	0.023907970094894596
G90	G13	0.023902591585643052
G50	G92	0.023899970431908467
G26	G27	0.023898522317750685
G91	G10	0.023894914704367894
G39	G15	0.023878672749433474
G66	G86	0.023868200247911003
G36	G97	0.02385188510121678
G39	G90	0.02384525100786514
G9	G1	0.023831151436634376
G59	G27	0.023804055877748673
G79	G3	0.023776351604615546
G31	G52	0.023696126531515635
G40	G53	0.02368364148474392
G57	G51	0.023670792144041008
G91	G100	0.023622432989597777
G78	G7	0.023594475165573076
G37	G80	0.023581483306356794
G56	G40	0.023575602812005485
G97	G98	0.02356711888119969
G60	G99	0.0235655394598677
G99	G7	0.023556844955818355
G37	G31	0.02355086929802393
G1	G2	0.023538413214250906
G54	G28	0.023531671365996036
G29	G1	0.02350447778996862
G76	G87	0.023486037852884795
G42	G44	0.02345605778176387
G54	G25	0.023451172580843234
G40	G30	0.023440667008087817
G95	G78	0.02341789267428817
G73	G58	0.02339570283245694
G74	G28	0.023379798479190268
G48	G79	0.02337644781738698
G17	G53	0.02336416772613792
G10	G27	0.023340194716262044
G89	G64	0.023320685293958802
G18	G52	0.023310682943505256
G38	G43	0.023297922291833115
G79	G52	0.02329199432539317
G73	G74	0.023284033969351154
G95	G20	0.02325108831468576
G13	G21	0.023245487661229452
G25	G84	0.023199037758973456
G52	G94	0.023188356738575444
G52	G43	0.023097331740003894
G65	G90	0.023000331121292867
G55	G11	0.022980439229279923
G28	G36	0.022960969217638606
G95	G87	0.02295587310719471
G82	G92	0.022900317239960194
G88	G18	0.022867115409177498
G37	G74	0.022854804344189197
G61	G22	0.022846916723205705
G31	G17	0.02282829677848827
G10	G14	0.02282044405043042
G50	G76	0.022797355760638204
