	FOXA2	MLLT3	PCGF1	THAP11	KLF5	E2F6	SMC3	SMAD4	DNMT3B	PRDM1	RBBP5	GATA2	SUZ12	SP2	TBP	RNF2	UBTF	CREB1	CTCF	SMAD1	HDAC6	GATA4	EP300	PHF8	SOX2	HNF1B	AR	SOX17	CTBP2	HDAC2	CEBPB	NUP98	NR2F1	TCF12	SRF	FOXH1	TET1	RFX5	REST	CTNNB1	BRCA1	HAND1	FOXP1	NRF1	SAP30	HEY1	SMARCA4	TAL1	GATA3	MYC	SNAI2	TEAD4	USF2	SMAD2	PAX7	TRIM28	SP1	CHD7	PAX6	EOMES	SIX5	MAFK	EGR1	GTF2F1	USF1	PDX1	ATF2	HSF1	SMC1A	KDM5B	FOXM1	STAT3	SIRT6	GABPA	RYBP	RXRA	BRD1	NIPBL	LEF1	BCL11A	BCOR	BRD4	TFAP2C	JUN	SP4	TFAP2A	NANOG	ZFP42	HAND2	TAF2	KLF4	MXI1	SMAD3	SIN3A	KDM5A	JUND	FOXA1	TP63	ZNF274	RAD21	HNF4A	ATF3	TAF1	KDM2B	YY1	CHD2	KDM4A	SOX9	ZNF207	OTX2	FOSL1	NR5A2	BACH1	CHD1	EZH2	BRD2	GATA6	TCF4	ZNF143	MAX	POU5F1	TP53	TAF7
ASB3	0.0014829724576907732	0.007152180687671125	0.006579007565895721	0.009249116663850187	0.00506617240000444	0.007733546617577478	0.011230496057008911	0.010600979616693075	0.010627619926687806	0.007939253193825747	0.010117926568332037	0.005959803711999976	0.012528974832512913	0.006653658699632964	0.009133256298145561	0.011805111437626718	0.010637092066149328	0.010746596734243531	0.009896274658747324	0.0063269649056726315	0.006173484498490724	0.006957956986000706	0.012025236702756199	0.007835890047414916	0.003592363619745581	0.00047415179605798404	0.005410345740741131	0.004381197617672039	0.012457465189199874	0.011232530862899392	0.004745427333550462	0.009121278343842135	0.0007345886055146046	0.01228563602597837	0.008832436237745331	0.007101702060660933	0.013913205271193932	0.008007146160713323	0.01312433155561532	0.01380245266454958	0.008885166322543313	0.006832860744045597	0.006845882246331619	0.006490879521332862	0.004158822201592337	0.0037292868040840785	0.010912898610464867	0.006318902695027832	0.007964839518885682	0.00822468756342246	0.00398567152215694	0.005679982983911859	0.006870703620105305	0.009818480636077397	0.0002343266470743594	0.012152493371786484	0.011476891506716002	0.012552955824348547	0.0015360529838290182	0.009264353014348541	0.0069191923021551145	0.001765096807135893	0.013885119794415831	0.0093779615120538	0.0031593292804797607	4.8779142555177097e-05	0.013830299007053745	0.0056499347865746185	0.009700995439045101	0.011850944962749861	0.011054868263431087	0.011232928898937901	0.003245982382979473	0.011511482168319659	0.011624372900250842	0.006329448648564483	0.005876732849806673	0.010655703544164905	0.006089120629107133	0.009814134103177297	0.00915436156112077	0.010245126210873921	0.005641977300440969	0.004921044267198478	0.008006543199017602	0.004033040876257637	0.01284541768453291	0.01064875612709162	0.0023001710925843904	0.010661610828996138	0.003946755867973002	0.007209279558140559	0.007979908001051111	0.011592196964905295	0.011514639357952204	0.018244014571492016	9.859324564166475e-05	0.00011072044794844614	0.005425400413502058	0.012169285345372122	0.0007616050177896521	0.0031829136092949685	0.009685462401316892	0.009430477134432394	0.009666847047422126	0.009105449851659609	0.009035111950052823	0.0035153940304515235	0.014635404192264298	0.009613944192145403	0.0018509029294230513	0.005296417820880527	0.010452075930467332	0.011089850696787307	0.009568803959274228	0.011056763343104905	0.00905285796408657	0.008556214168016394	0.008749785212594237	0.008284399521547388	0.01235421776020408	0.012287033857621607	0.014784826305715445
ASH2L	0.0028383814476090332	0.01276386278986365	0.005170678253029266	0.007265931962165692	0.0023915750030781696	0.0053078608073345995	0.011231124418183582	0.011082947084859998	0.008733106848572514	0.011735958877230904	0.016191613835318322	0.0035811049070029774	0.009875172973893483	0.0048039846553011014	0.008040495636718418	0.00948429220715056	0.016128448008978398	0.01032961448764872	0.010355959035610767	0.006135553304283643	0.006442883814656398	0.010969415307926857	0.010163013448902561	0.006607810388681916	0.005082554364044711	0.0005046086902902512	0.004196131157385708	0.0056964591196660575	0.009117137146901546	0.010127820085670973	0.002855195778695866	0.009308998907133317	0.00030085661112341983	0.010624419179704353	0.00961146340104399	0.00751999261688651	0.010447645408580654	0.008144134412414718	0.008161499803264912	0.008992746507153237	0.007374766794239315	0.005556026491136274	0.005084055655170873	0.005746647415363097	0.0035126047269438284	0.002340603932288524	0.012725349846354969	0.005980138086119651	0.009067867095540217	0.00822357481584656	0.0036239798972766296	0.004473733070615849	0.00522320742345676	0.021165491570115776	2.167442884944894e-05	0.022019329862757432	0.008857949408078233	0.013450096561029688	0.0014847313393760479	0.008035158177765421	0.004676113964149646	0.000645054000382769	0.0069862852654799185	0.008986759875323002	0.0025426173898636262	3.304435409104913e-05	0.008219587382181148	0.007215120711371669	0.008881942802225987	0.009806567215175926	0.011771907007602354	0.008183761872996161	0.0016723933129742512	0.008724560356999134	0.01160540401991231	0.008842735491140586	0.00503184327117276	0.009667592168886161	0.00543501485655871	0.008383141429615996	0.008556779746742243	0.01008932821213852	0.004111774548341731	0.0030227837468341286	0.008933191387276608	0.007522207545535324	0.025742232194676667	0.0119630843441528	0.0033547330627128583	0.01716006417501971	0.0035400929762312186	0.007642016497605156	0.006261760505136464	0.009607977350940456	0.010404840248499565	0.015901771348518477	0.00013297084557764352	0.0005248133471381859	0.005857461115771065	0.009915713175388197	0.0011132178926726662	0.002232887094081996	0.007359811530177694	0.011602984293331023	0.00811572391275809	0.011105615384378013	0.010898103250811877	0.0030321352828458614	0.01139908929142392	0.01228493465476151	0.0008153785729894224	0.007006136308805518	0.007874883820322521	0.011109498946313355	0.008670941495051983	0.009388678850192412	0.011573311988817059	0.01054032262138315	0.007774282136617297	0.008130798451325597	0.03828516050547499	0.010351761425877288	0.009487859874960026
ASNS	0.0012940750499079918	0.035164648860173876	0.0025581258215668858	0.005542504067881649	0.0017446448690795065	0.004647765212556136	0.009703303586964907	0.006742201242025122	0.015307496165459483	0.036882684002226836	0.010423952780011125	0.003598751122158331	0.006917036075889723	0.0034058406051276258	0.004624550498983726	0.006577591722990583	0.015741507505256925	0.006331827580086407	0.0062938327884503285	0.004644878891159366	0.005718664961082037	0.01678610709862332	0.00727436262330309	0.006688769867669062	0.010978186885091045	0.00038000847530977227	0.004477906338025102	0.012401450774354306	0.008183235012644719	0.00550309172046344	0.0018868501226194097	0.0072301004130763645	0.00024295615944231686	0.009261586385868674	0.006970692827112837	0.013950746067884427	0.007474260423912935	0.004636873446460485	0.007933282859542612	0.01024553593096863	0.00761169153553188	0.01007408919285867	0.0032659652616836075	0.004608363293858246	0.0024755291815150753	0.003098887309268197	0.006429021965748822	0.006350725375865941	0.00827695750092803	0.005396239736719014	0.005035352502438473	0.006057673732201443	0.0035746187583657217	0.024276485462779756	0.00011210284905603474	0.010704575178487089	0.007330476749225684	0.008143071695988472	0.0009435010831112716	0.013883512972759774	0.0032560162073126033	8.937359939558694e-05	0.004371972986869872	0.006523829098287967	0.0023450335198718503	3.0596833237860074e-05	0.005727663698027392	0.00302631365862247	0.008107727172897346	0.009106135655632367	0.007249881638169717	0.006826180291273369	0.0010807067993149632	0.005283568226689253	0.009964462283346067	0.0034066977179522348	0.004283535025793496	0.00801146779738219	0.004680184677138327	0.009248040296875691	0.005422417973791698	0.007123211044081103	0.0030879238592253625	0.0030346670911565584	0.007100395376476905	0.017018218755595036	0.0499137271294905	0.028738931691629815	0.0051658310200461055	0.00838864888229252	0.001764557073811606	0.0050672033459353925	0.007021881763356266	0.007620537778864689	0.011122491499214853	0.013128801262148736	4.018968857162584e-05	0.0012552180993479324	0.0031733266605048853	0.006836568723475416	0.0004920846190901329	0.00149154345001182	0.006260419827949923	0.005166216279773699	0.0063163741561931865	0.008730011858257777	0.005743707845774798	0.0021311760797843213	0.009819516300312829	0.01406183611624178	0.0011840914349802972	0.004319638535897311	0.006855123837914863	0.00865783082459193	0.008040223398208852	0.007898237547643048	0.02230285633680116	0.007044271742228581	0.0052343147218606	0.005765774114600859	0.07724861963788676	0.00831604736587567	0.008255219885209863
ASPM	0.0021580490884307445	0.010191606479297469	0.005425985731735148	0.005546109837278728	0.0024180360880460207	0.005420290005668112	0.013524626603164249	0.009526809180969023	0.009073340158923053	0.013243274905534657	0.011524842543576032	0.004459301037550927	0.011491314767392874	0.004560675053169216	0.006714279226362788	0.011364785551724899	0.01127140451424185	0.010214963737300629	0.008655939714585984	0.004918963796448752	0.0053523585753512265	0.008940850584721181	0.02081347303517942	0.010230558423654819	0.002595823571600553	0.0007357436764097303	0.0029499123263204948	0.0064451861947661575	0.009904586614890487	0.013780340882485585	0.003807028477768324	0.009155374554833319	0.0007139309772150147	0.013359506394831784	0.009470409972111689	0.0051510706000608975	0.020315100578809125	0.005723132121848954	0.009029288475463169	0.0101801562288223	0.021752682417921627	0.025084391303140177	0.006856600570101429	0.005370442033520635	0.004340004707022165	0.003944911211856475	0.008884571310353778	0.005201205588343421	0.0063643049671638086	0.011468657071226102	0.00911166524048174	0.004186262451082259	0.004642104708411491	0.010822767802121044	2.644484551556446e-05	0.018976156469014863	0.009036676693877064	0.008931435065767278	0.002533273613028821	0.010110536812074444	0.0037805341861095313	0.0006749042902463381	0.00714210704030564	0.008679051887301103	0.002628393924956808	4.0388693738755624e-05	0.010667593428447988	0.015769293992180394	0.01248944835755942	0.01201939180051027	0.013258826177684898	0.009994487206783378	0.001642554590099	0.007135655760864103	0.009775906764092053	0.005204622778561052	0.005891357404210249	0.011024076937255153	0.006127128715717035	0.010688463687975797	0.011730099562238685	0.016555846017788572	0.005517512572597069	0.003649940025135851	0.009106959071601974	0.003008379902758703	0.008984376123585647	0.014701381967260325	0.003878337593030115	0.009587616907149307	0.0031867087479452417	0.006403923144525833	0.00630733831777691	0.009183071358680706	0.013595612996345038	0.0075220514937982905	9.72112075550766e-05	0.0007039819932255801	0.0043173593903205925	0.011405134349282031	0.0008543780069853625	0.0019910577986423667	0.010834177773283993	0.005954443703125747	0.009967105531264826	0.00751329334454389	0.006598996676852361	0.002805161230136922	0.009848073897552925	0.010626128528902427	0.0010100147450790246	0.004619115442311903	0.006468339570564985	0.015508912894687402	0.008882531782065873	0.01397693765891898	0.009443696438325674	0.016051493691288273	0.005664438152206934	0.008004590677053417	0.01327659155848893	0.009414127116500253	0.008605838243447511
ASS1	0.002056198114178797	0.007233503859305608	0.01293987110196884	0.005444068223916643	0.0026623756481637855	0.014393179580606876	0.008537373418697687	0.006676096089595723	0.0133563178251969	0.006551320729913593	0.016504822764686587	0.004078799418486408	0.00803184246002735	0.005143562805276755	0.0069273437961621925	0.007789451260627761	0.0052428698486654745	0.00842471224498843	0.033890713884339174	0.004337937760876625	0.00554088395093165	0.019427920662994577	0.009592436847866377	0.007592320907118971	0.0038215540986141845	0.0008010141480627855	0.00258821669655337	0.0029097328480634124	0.009341085636652632	0.006365315133800582	0.0018134763800260023	0.007352936421156674	0.00038804535224878234	0.010205537457355415	0.010001205181470968	0.0056021730829319315	0.007486769936166247	0.003704063094242875	0.010308314443573486	0.011537373602053817	0.0060167701567320235	0.015169916887194055	0.004731006349969155	0.007238917520582423	0.003694524590568113	0.0021112990387571993	0.011484401104996655	0.005052960067886694	0.005707791259037314	0.00875591864120966	0.011764751361106288	0.0029179444927199833	0.003824194804445026	0.013248789959498327	3.9876795851313625e-05	0.01076198908305625	0.007747561234461689	0.009331349939873293	0.0011421694025558543	0.009426087382790412	0.004230325403182583	0.0008887952641434675	0.005588907898058301	0.0077369727592243006	0.0029289145004941846	8.045387361636328e-05	0.011637332604367225	0.004843592220965843	0.008472003425684074	0.010603867726274013	0.008606516456027013	0.010724492287541295	0.0020791592035894545	0.007100439907637838	0.026198840759614674	0.004210856019595655	0.004313526050455126	0.008314912914434631	0.00395182840039932	0.006667822687359746	0.005122010631362595	0.006711899262972785	0.0168609963083394	0.0031998475219257795	0.011371862243930187	0.005091642391524266	0.016654688109769073	0.012644733982636496	0.0015555453401606928	0.010246215874868968	0.003223452232040534	0.0049226005101555585	0.005604525133002205	0.008029080453350348	0.00822199489844	0.0064294342316777945	8.573359784733928e-05	0.00020700463050244086	0.0036521477524690885	0.008092419693796258	0.0008850389984498608	0.002341421705493819	0.006064002397969483	0.028447575120167642	0.005851607559945528	0.015088265135845326	0.01977040411755201	0.003600892723376902	0.012372622075923965	0.010945577904708813	0.0011346057931923706	0.011255180814849225	0.007323101846186507	0.007012727498390678	0.006366035830789476	0.008063632443944077	0.02372354042465375	0.015204533091131053	0.010217705559824484	0.020748482578359807	0.024682637485336268	0.016360564950005447	0.008661491989608833
ATAD5	0.0017537336444626043	0.007906791662257742	0.004874650154338421	0.007349553687252462	0.004334071471721473	0.005692294221097927	0.011994868926411122	0.011058404676113447	0.009480124857502532	0.00878839821976085	0.02120751246408491	0.0061934087122824276	0.008602388360656467	0.0049809118828368784	0.007566037403492267	0.014763572455854992	0.015130664086047796	0.009591527615058805	0.010818766774147715	0.006018551891868824	0.006040313060336281	0.007755556132465418	0.013563330799359952	0.007660403735412797	0.0024552981211632087	0.0004674789438301957	0.0030508564016911003	0.005004568250490187	0.00890782138585801	0.012687941927015446	0.0033567443390917777	0.009997575118349731	0.0005578715471983552	0.008923054981366776	0.00833931882181803	0.005473431812548486	0.016539343780557127	0.006661305103728354	0.012226259957899104	0.008634528261810477	0.014571922873678379	0.011937493738009767	0.007561366475416627	0.005997400161787322	0.004050571082438381	0.004620072194489343	0.011929750245040569	0.005897156922806017	0.008215928943137439	0.008028547316799499	0.009182261441049683	0.004641701435309307	0.005699975643076883	0.012315728578529255	2.6797081594981786e-05	0.013040293787265416	0.01621273546876968	0.016014574721874446	0.001558611389018668	0.008857693623975815	0.004251494867360572	0.0002375239431232279	0.006353323367775681	0.010835979749708246	0.0032815348234927597	3.912365128471699e-05	0.00803119917231554	0.005038650281403108	0.011046093193262366	0.012785229745932183	0.010119885586121896	0.010635713075703495	0.0015967430364431758	0.009596354132206471	0.012524420948882599	0.006736156527205891	0.00514179035276475	0.022892848698503106	0.004718593175708836	0.008650619093546853	0.0085973391642098	0.013800777496473375	0.005111009079820446	0.005032812541714811	0.008029296308151194	0.0036370769589077695	0.009129829664312321	0.014283646070671856	0.004248807108668121	0.013801557174648925	0.0025865685202706126	0.005955664483902787	0.006689750272095009	0.010656275644176741	0.015536711962537964	0.00971945347711308	9.914649101023924e-05	0.0003433120150084407	0.004176131775147962	0.010741211517986897	0.00031706249060496904	0.0024639013043286084	0.011036702692780205	0.007774691695044362	0.008693413447264556	0.009253591219135068	0.006948897122246176	0.002085997501542886	0.011974265902073697	0.009520795805844496	0.001057381825757315	0.004284821372851014	0.013908288544041794	0.011963221256834536	0.007281075873648459	0.01652938046337909	0.0072046425008820735	0.01480611419392995	0.007536212452757709	0.007455203380860069	0.012547864580815122	0.012831498385776735	0.009065502064719433
ATF2	0.001401999320730048	0.00413218780001812	0.008962974584469315	0.004693825884878121	0.007079393454836655	0.012825498306600236	0.007761692500593158	0.00573724046382537	0.006358832458821296	0.004770731034360079	0.006799359930885999	0.002267099707945887	0.004938856674509307	0.005308657988928277	0.016588201921108898	0.009386351314458821	0.004656325355072259	0.038456090568086965	0.005211267979555264	0.004083778740277448	0.00439116777698691	0.003958606194985077	0.005810036011660812	0.015181282581057253	0.002133813480705925	0.0002668712751777505	0.0028120017956362697	0.001777156618249973	0.00782122610090031	0.00683362988052771	0.0035741878859246482	0.005103362834898179	0.00022776297599789763	0.007267160120956544	0.005399829570108171	0.005368698609607611	0.026225829394088518	0.005317879554471863	0.027310504332377666	0.00612887714799864	0.02143512901170976	0.0026054216054336742	0.003915991231925315	0.004072442732994851	0.005922403234282718	0.0016146918073069371	0.0066095402969908535	0.00949433742582357	0.0055892703335812255	0.005052896684084194	0.0026949613604189205	0.002899586987196118	0.015394818678403092	0.013794822852522214	0.00010087349440114772	0.009157641797858645	0.022970660876480996	0.007679963068906271	0.0006872874761526619	0.005810526347936813	0.003863327276928057	0.00031366479727946517	0.0035743308825471817	0.005223391771521624	0.0024740505719405134	0.0003902963489162715	0.037062029928602525	0.0032515018799461268	0.006633825231532325	0.006746278199057858	0.0065522951428562196	0.007009930248152035	0.001661776751465656	0.004443176830198317	0.008932594179449582	0.003987318545755209	0.0036673487766422422	0.029548377426777146	0.0036410144710405956	0.004902671422260369	0.004516717261711359	0.005750765629624405	0.017184823042225527	0.0037728078151629527	0.00551781641334294	0.007312788310767629	0.020760659857532445	0.006346710558069254	0.0014135098848281616	0.005416538881337122	0.001826487272366165	0.012405909488979872	0.004118007607687309	0.02191364583621066	0.008146555673148958	0.005071088753237012	0.00015331974438179802	0.0012223901332935922	0.002456134314079454	0.007931156888114806	0.00046332061158816914	0.002367835425403761	0.026510521600585805	0.01920493199437123	0.018224809739888232	0.009414399318656225	0.021598989258291425	0.0015854023784551774	0.005976112996118889	0.034039942756258344	0.0015076880628005502	0.003076596251984535	0.005377583324646539	0.00520363080768005	0.004633276206486047	0.008303768321006117	0.005918973201508239	0.006222706060978395	0.020020555930827213	0.01767177988819743	0.011906115120607963	0.005807105420619285	0.026013403837380454
ATF3	0.0005055200283825685	0.002646065541304725	0.022874815348401946	0.004174387311642257	0.005899928762290715	0.019461135454528503	0.013680634056197525	0.0035359814920744455	0.00394545820823853	0.002902280659858277	0.005501429047364525	0.003934368609045929	0.004154302652857403	0.003029314833999048	0.01722454244311368	0.0037596483674170954	0.0033186408406954164	0.026740855996300678	0.016190462656636935	0.0029398668015698484	0.0031259657322624634	0.004089304127229744	0.0034156151037147333	0.019025277286303804	0.0019352198213880832	0.0019372179140831629	0.0030907855760254274	0.0028377795679713	0.004354125500673529	0.004374416430754762	0.004789141116210172	0.004428119238917428	0.010335730898926535	0.0033924676861390645	0.02488168620915747	0.0033137282333379823	0.006906388501885796	0.003961300526154028	0.03350655183456436	0.00887474383555692	0.0048284067335315544	0.007137397516418617	0.011141814925639936	0.002871731636108082	0.004608864846557858	0.0019246027851959283	0.004433523859911981	0.01376919606404306	0.0066010858241458735	0.004525421788930099	0.003906205151859574	0.004811432360950834	0.004619250015294209	0.02006706479910983	6.598117838982951e-05	0.0034616618648364607	0.021809292872680956	0.006315274128259039	0.001584028199198614	0.0032437764897763	0.0020883211921572087	0.0011829236248694177	0.0030534006457231784	0.020811011034228947	0.002947997953157543	0.0	0.017721072070887037	0.004806048476688703	0.004671461406866156	0.004737016201556703	0.005046326272325974	0.0050200694713218325	0.003015976363978139	0.004557735977983715	0.018041673349449866	0.0031580832081123705	0.005204303726739481	0.020236769420918916	0.004847453499834874	0.0033425181514964803	0.004106389744408683	0.0053973851699624514	0.008123371774639674	0.011606760014890973	0.00647634083763829	0.0038871015534360726	0.022705028700047595	0.004439997135382662	0.0004856560927464971	0.00572802160286418	0.0017726001226429453	0.0037738389205362374	0.004711696066526229	0.020911762868822008	0.0044983385118006775	0.016666814230372844	0.006172309159002589	0.0001877508292038216	0.004747615108753399	0.02039418033919444	0.0004986952166912649	0.0065502208106170134	0.017505686694468163	0.03778604870797767	0.026523143240201563	0.003768684894138875	0.004324186336247378	0.0026511707420753014	0.005780372416747708	0.004016780636928665	0.0011173208678318925	0.002525652784288077	0.004926023887583542	0.025361214341010414	0.028857542934800036	0.006121709246178767	0.004843589268642814	0.004807204964248405	0.016756273634893865	0.013019157824892411	0.00779785560456181	0.01139210344487362	0.02106502337491654
ATG4C	0.0007774292507351393	0.006247641376834395	0.005296132026696832	0.00856791330637247	0.006764519776953096	0.0059985430320098	0.01050726626825588	0.009824580458497368	0.012559125953935806	0.010572835844873039	0.011548018240195844	0.005783144226428143	0.010875199556688092	0.005426790978864095	0.01020337348000905	0.01303591487486451	0.01135946910005059	0.01026438533201419	0.010445124626151757	0.006972514875949781	0.0074262329010996615	0.01271597671140983	0.009910656048549423	0.00658595340709968	0.012213226556525266	0.00039688964370254216	0.0037819414693995223	0.004900910394431021	0.010112158612543365	0.009576981700213127	0.0034532517532641248	0.008560623270562255	0.0003470522705134593	0.009277391464854604	0.009080617895150363	0.008259237450775286	0.010890691336599872	0.006304732105358356	0.014413398606519913	0.01916729208554255	0.00908433967013622	0.005392423244301468	0.005363321945153301	0.005438318353838828	0.004915554535203306	0.003241331247747633	0.010812382769019009	0.005404464583656699	0.008459173614405258	0.00945136471174768	0.00439346678396433	0.004858328633869472	0.005697900515252586	0.009321413072895272	0.00010370284899972938	0.015744126730355797	0.01119152631823017	0.011947948847476098	0.0012242395854637602	0.01930199533966248	0.0063935545765996	0.00046036104813776104	0.006675893309431153	0.012585744014806418	0.004505106158080127	7.193088744525224e-05	0.01294447708951298	0.006651591699599578	0.011216233805811339	0.01112539339780936	0.009062815396723873	0.011557412719736903	0.002395732339907911	0.011333921497572464	0.01211331129844804	0.007243410790258461	0.005569830943420806	0.00810779807868986	0.005203037197196208	0.008530424833572782	0.008171983178087344	0.011330011979852629	0.005644164352109493	0.006582890109719693	0.009713156759317174	0.003949896890691358	0.01327219255473684	0.014350874847195312	0.00168140737188109	0.010495557096493717	0.0039867196111028355	0.007129485280577156	0.007260725851729087	0.010288568982133643	0.008854057314764529	0.009406702486401112	0.00010189110606816691	0.00028632781187576357	0.00947868770412284	0.009560996996072647	0.0004338275728992086	0.0037637745606842604	0.008341255450757897	0.00953437110565974	0.010855848713936517	0.010306116574445988	0.008417015464278029	0.0037152539118178525	0.010407632928455667	0.013146530506406625	0.0009629320902928205	0.005728560876732778	0.010867139802117537	0.009124073093867716	0.008487407665133591	0.010228422833734704	0.012105331490737597	0.009801598131821467	0.010875680313291348	0.007820060988431628	0.013819488946409693	0.013668057815849146	0.010542878172671907
ATG5	0.0026058370659328934	0.006296974025330907	0.008937645482057856	0.006270505625243156	0.002588650777188695	0.005860301114596929	0.014100862377528738	0.010411880920578497	0.00955599921009901	0.010443644726565058	0.01193607658518988	0.005185595560743919	0.011622673314990969	0.006429325122076717	0.00813092916287219	0.011963690489632042	0.007160831713935112	0.010780432121881893	0.010387507441269078	0.006691911165329164	0.009136575596547913	0.008078082592386706	0.010499871929496057	0.01252457991027801	0.0037733854029471524	0.003951944109709121	0.0033714400748452063	0.008175107405474518	0.010847696160228654	0.012447919376239947	0.003999409059938861	0.012045862306773002	0.00035532215925569287	0.0102124243949206	0.008072756128702488	0.008549815711069652	0.012554041902396552	0.00716061510962946	0.010985835482649822	0.009743309907040356	0.01177167817147837	0.004481174466829186	0.007479322191479663	0.007068543470318948	0.004605873941244125	0.0035053712368430007	0.00859863820519033	0.004861829051499559	0.00677674497551285	0.009446555183776706	0.003212786189399285	0.00547631725344446	0.0056734234500617434	0.012854117032717731	4.8892620138331676e-05	0.011195731287147374	0.013142613074940907	0.01109374352192615	0.0023173740772329866	0.011440973223496876	0.006617981313096954	0.0015305548380654247	0.007466703241196535	0.008938200813870548	0.0035469708180769794	0.00021382276535734173	0.010786563385149725	0.006765586225657835	0.010709336462865574	0.01085420008486549	0.00913096268780369	0.011024934068785096	0.001905969566676346	0.008179908355313584	0.00935455076202783	0.006502969757922588	0.0066363235922840885	0.015038832115671813	0.007109981088491266	0.011515990743638752	0.011453390306901628	0.012315521756460389	0.006379538182026568	0.004191153225687733	0.011829807319101007	0.004988656993006207	0.008110861534256244	0.014888597442896409	0.0015257501440432322	0.01119041589202128	0.0076517047465584544	0.008131261186732498	0.00775868310921854	0.013310665439300916	0.010470225129588576	0.00981990834423352	8.206533881642761e-05	0.0017568305346609395	0.004367266276119123	0.00990704925168874	0.0010224012229647142	0.0034441969722616523	0.00827835194276346	0.008652151255412388	0.01197738530505535	0.012918923890655746	0.007577916246674284	0.0030997838818308276	0.01263162138212502	0.010792438544312938	0.0010406813150612975	0.006499164017209672	0.009215943530156317	0.012697343457868666	0.011170713865715696	0.01047124958271596	0.006637984344329915	0.011627803902774002	0.008420283382667813	0.008191097043814799	0.01664929040758017	0.011690562586045485	0.012434045731616888
ATL2	0.0018916249450843384	0.006779940546091114	0.005062318582811412	0.005709682530207713	0.003726106415064463	0.00796165010808561	0.008994547219918115	0.012603165288322452	0.011958253479180524	0.00651124207109754	0.014061890588313244	0.005419424063057207	0.01170296980279197	0.006385440816025429	0.008678550952215836	0.013877541466014913	0.008743901895067314	0.011922155144969545	0.009820335388591407	0.0066115903635536	0.007309711200512174	0.009724590909092135	0.012894681490913532	0.0061460553892741755	0.0047216401246586315	0.00045476977134624116	0.008681566833480822	0.0036336029682854203	0.00974138377592574	0.00998182087351438	0.003637671481832084	0.010081372422561482	0.00020783538580583703	0.015685509625361332	0.00819564433009961	0.006205513175766417	0.00977426892159362	0.007552173120209686	0.010496466406473098	0.009093514134827872	0.008137558066557518	0.014098268895920786	0.006386183488010181	0.006861845094062258	0.004163955836609544	0.005931931403414956	0.011800061873488149	0.006720502616539226	0.0071086764461409345	0.009605247760553635	0.01151676863398692	0.004612649031620804	0.00525626141018005	0.011153009271776922	3.907291975029769e-05	0.010790530143377601	0.009856767232813281	0.013912349573329815	0.0018887262212347446	0.008535483115788374	0.004196329411418926	0.0003464695935741784	0.007076750786168532	0.009298551607432584	0.00381659463596607	1.590656291232879e-05	0.01397009397152154	0.006355719452680917	0.011099044248287351	0.009898321337711893	0.009900055596869337	0.01062246169702815	0.0033609354277920477	0.0086704223213291	0.013125592244098153	0.006334752163362723	0.00676103472834811	0.011042509750583343	0.005509261114950094	0.007979169058936829	0.008458780189191505	0.010284414022081247	0.006416132195048485	0.0036714947854463967	0.011898825943525275	0.007953128476414289	0.013807713363604044	0.013162046387474115	0.0012191736695283278	0.010326649233698408	0.004190771058433731	0.007731972414709519	0.0066746947399742	0.009619060554813149	0.010004125314183822	0.008449993159803415	6.568855370822169e-05	0.000590395207289778	0.005197011946915773	0.009885171928387504	0.0006815099394029167	0.0032988465736670048	0.008565755246668525	0.0087265919045607	0.010540132100943612	0.013037745521823577	0.009352826395575503	0.003918589318203359	0.009277763320170516	0.009824484802740058	0.0012442509499506413	0.007613957842046989	0.010346182635266852	0.016085161532522218	0.007295292806042214	0.010967726154938141	0.010951486951585668	0.015082589382725643	0.007977547803517893	0.009917728630951295	0.02207878450356888	0.01299413463710651	0.01021571914766379
